epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.17157,0.16794,3.05,202,400,597,796,992,1192,1390,1586,1785,1983,2179,2377,2575,2772,2972,3168,3366,3564,3763,3960
1,0,0,0.1684,0.16469,3.11,202,401,597,797,992,1192,1391,1585,1786,1984,2178,2376,2574,2772,2973,3167,3365,3564,3763,3961
2,0,0,0.16554,0.16173,3.18,203,401,596,797,991,1192,1392,1585,1787,1984,2178,2375,2573,2771,2974,3167,3365,3563,3763,3961
3,0,0,0.16293,0.15905,3.24,203,401,596,798,991,1193,1392,1586,1788,1983,2178,2374,2572,2770,2975,3166,3364,3562,3763,3961
4,0,0,0.16053,0.15658,3.34,203,402,595,799,991,1193,1393,1586,1789,1983,2177,2373,2572,2769,2975,3165,3363,3562,3763,3961
5,0,0,0.1583,0.15428,3.4,203,402,595,799,992,1194,1394,1587,1790,1982,2177,2373,2573,2768,2976,3165,3363,3561,3763,3961
6,0,0,0.15622,0.15214,3.47,203,402,594,800,992,1195,1395,1588,1791,1981,2177,2372,2573,2767,2977,3164,3362,3561,3763,3961
7,0,0,0.15429,0.15014,3.59,204,403,594,801,992,1196,1396,1589,1792,1980,2176,2371,2573,2766,2978,3163,3361,3560,3762,3961
8,0,0,0.1525,0.14829,3.66,204,403,594,801,993,1197,1397,1590,1793,1979,2176,2370,2573,2765,2978,3163,3361,3560,3762,3961
9,0,0,0.15084,0.14657,3.72,204,403,593,802,993,1197,1398,1591,1794,1978,2176,2370,2573,2764,2979,3162,3360,3559,3762,3961
10,0,0,0.14932,0.14499,3.81,204,404,593,803,993,1198,1399,1592,1795,1977,2176,2369,2572,2763,2980,3162,3360,3559,3761,3961
11,0,0,0.14793,0.14353,3.9,204,404,593,803,994,1199,1400,1593,1796,1976,2176,2369,2572,2762,2980,3161,3359,3558,3761,3961
12,0,0,0.14668,0.14222,3.98,205,404,593,804,995,1200,1400,1594,1797,1976,2176,2368,2572,2761,2981,3160,3358,3558,3761,3961
13,0,0,0.14556,0.14105,4.06,205,405,594,805,995,1201,1401,1595,1798,1975,2175,2368,2572,2760,2981,3160,3358,3557,3760,3961
14,0,0,0.1446,0.14004,4.13,205,405,594,805,996,1202,1402,1596,1798,1974,2175,2367,2571,2759,2982,3159,3357,3557,3760,3961
15,0,0,0.14382,0.13922,4.2,205,406,594,806,997,1203,1403,1597,1799,1974,2175,2367,2571,2758,2982,3159,3356,3556,3759,3960
16,0,0,0.14325,0.13861,4.27,205,406,594,807,997,1204,1403,1598,1800,1974,2176,2366,2570,2757,2983,3158,3356,3556,3759,3960
17,0,0,0.14291,0.13824,4.34,206,406,595,807,998,1205,1404,1599,1801,1975,2176,2366,2570,2756,2983,3158,3355,3555,3759,3960
18,0,0,0.14277,0.13809,4.4,206,407,595,808,999,1205,1405,1600,1802,1975,2176,2365,2569,2755,2983,3158,3354,3554,3758,3960
19,0,0,0.14277,0.13808,4.47,206,407,596,809,1000,1206,1405,1601,1802,1976,2176,2365,2568,2754,2984,3157,3353,3554,3758,3960
20,0,0,0.14282,0.13812,4.54,206,407,596,809,1000,1207,1406,1602,1803,1977,2176,2364,2568,2753,2984,3157,3353,3553,3757,3959
21,0,0,0.14288,0.13818,4.6,206,408,596,810,1001,1208,1406,1602,1804,1978,2176,2364,2567,2752,2984,3156,3352,3553,3757,3959
22,0,0,0.14292,0.13821,4.67,207,408,597,810,1002,1209,1407,1603,1804,1979,2176,2364,2566,2751,2985,3156,3351,3552,3757,3959
23,0,0,0.1429,0.13819,4.74,207,409,597,811,1003,1210,1408,1604,1805,1980,2176,2363,2566,2750,2985,3156,3351,3551,3757,3959
24,0,0,0.14281,0.13811,4.81,207,409,598,812,1004,1211,1408,1604,1805,1981,2176,2363,2565,2748,2985,3155,3350,3551,3756,3958
25,0,0,0.14266,0.13796,4.88,207,409,599,812,1005,1212,1409,1604,1806,1982,2177,2363,2564,2747,2985,3155,3349,3550,3756,3958
26,0,0,0.14246,0.13777,4.95,207,410,599,813,1006,1213,1409,1604,1806,1984,2177,2362,2563,2746,2986,3154,3349,3550,3756,3958
27,0,0,0.14223,0.13754,5.01,208,410,600,814,1006,1214,1410,1603,1806,1985,2177,2362,2562,2745,2986,3154,3348,3549,3756,3958
28,0,0,0.14199,0.1373,5.08,208,411,600,814,1007,1215,1410,1603,1806,1986,2177,2362,2562,2744,2986,3154,3347,3548,3755,3957
29,0,0,0.14175,0.13706,5.15,208,411,601,815,1008,1216,1411,1603,1807,1987,2176,2361,2561,2743,2986,3153,3347,3548,3755,3957
30,0,0,0.14152,0.13685,5.22,208,412,601,815,1009,1217,1411,1602,1807,1989,2176,2361,2560,2742,2987,3153,3346,3547,3755,3957
31,0,0,0.14132,0.13665,5.28,208,412,602,816,1010,1218,1412,1602,1807,1990,2176,2360,2559,2741,2987,3153,3345,3546,3755,3957
32,0,0,0.14115,0.13649,5.35,208,412,602,817,1010,1219,1412,1602,1807,1991,2176,2360,2559,2739,2987,3152,3344,3546,3755,3957
33,0,0,0.14101,0.13635,5.42,209,413,603,817,1011,1220,1413,1602,1808,1992,2176,2360,2558,2738,2987,3152,3344,3545,3755,3956
34,0,0,0.14089,0.13624,5.48,209,413,604,818,1012,1221,1413,1601,1808,1994,2176,2359,2557,2737,2987,3152,3343,3544,3754,3956
35,0,0,0.14079,0.13614,5.56,209,414,604,818,1013,1222,1414,1601,1808,1995,2176,2359,2556,2736,2987,3151,3342,3544,3754,3956
36,0,0,0.14076,0.13612,5.63,209,414,605,819,1014,1223,1414,1601,1808,1996,2176,2358,2555,2735,2987,3151,3342,3543,3754,3956
37,0,0,0.14076,0.13613,5.69,209,414,605,819,1014,1224,1415,1601,1809,1997,2176,2358,2555,2734,2987,3151,3341,3542,3754,3955
38,0,0,0.14071,0.13608,5.76,210,415,606,820,1015,1225,1415,1602,1809,1998,2177,2357,2554,2733,2987,3150,3340,3542,3754,3955
39,0,0,0.1406,0.13598,5.83,210,415,607,821,1016,1226,1416,1602,1809,1999,2177,2357,2553,2732,2987,3150,3340,3541,3753,3955
40,0,0,0.14044,0.13583,5.9,210,416,607,821,1017,1227,1416,1602,1810,2000,2177,2357,2552,2731,2987,3150,3339,3541,3753,3954
41,0,0,0.14024,0.13563,5.97,210,416,608,822,1018,1227,1417,1602,1810,2001,2177,2356,2551,2730,2987,3150,3338,3540,3753,3954
42,0,0,0.14011,0.13549,6.04,210,416,608,822,1018,1228,1417,1603,1811,2001,2178,2356,2550,2729,2987,3149,3338,3539,3752,3954
43,0,0,0.13999,0.13537,6.11,211,417,609,823,1019,1229,1418,1603,1811,2002,2178,2355,2549,2728,2987,3149,3337,3539,3752,3954
44,0,0,0.13988,0.13526,6.18,211,417,609,823,1020,1230,1418,1604,1811,2003,2178,2355,2548,2727,2987,3149,3336,3538,3752,3953
45,0,0,0.13978,0.13515,6.24,211,418,610,824,1021,1231,1419,1604,1812,2004,2178,2354,2548,2726,2987,3148,3335,3538,3752,3953
46,0,0,0.13968,0.13505,6.31,211,418,611,824,1021,1232,1420,1605,1812,2005,2179,2354,2547,2725,2987,3148,3335,3537,3751,3953
47,0,0,0.13958,0.13495,6.38,211,418,611,824,1022,1233,1420,1605,1812,2005,2179,2353,2546,2724,2987,3148,3334,3536,3751,3953
48,0,0,0.13947,0.13485,6.45,212,419,612,825,1023,1234,1421,1605,1813,2006,2179,2353,2545,2723,2987,3147,3333,3536,3751,3952
49,0,0,0.13936,0.13474,6.52,212,419,612,825,1024,1235,1421,1606,1813,2007,2180,2352,2544,2722,2987,3147,3333,3535,3751,3952
50,0,0,0.13925,0.13462,6.58,212,420,613,826,1024,1236,1422,1606,1814,2008,2180,2352,2543,2721,2987,3147,3332,3535,3750,3952
51,0,0,0.13913,0.13451,6.65,212,420,613,826,1025,1237,1422,1607,1814,2009,2180,2351,2542,2720,2987,3147,3331,3534,3750,3952
52,0,0,0.139,0.13438,6.72,213,420,614,827,1026,1238,1423,1607,1814,2009,2180,2350,2541,2719,2987,3146,3331,3533,3750,3951
53,0,0,0.13886,0.13425,6.8,213,421,615,827,1026,1239,1424,1607,1815,2010,2180,2350,2540,2718,2987,3146,3330,3533,3750,3951
54,0.0004,0.00017,0.13872,0.13411,6.88,213,421,615,828,1027,1240,1424,1608,1815,2011,2180,2349,2540,2717,2987,3146,3329,3532,3749,3951
55,0.00251,0.00228,0.13857,0.13397,6.95,213,422,616,828,1028,1241,1425,1608,1815,2012,2180,2349,2539,2716,2987,3145,3329,3531,3749,3951
56,0.00466,0.00441,0.13842,0.13383,7.01,213,422,616,829,1028,1242,1425,1608,1816,2013,2180,2348,2538,2715,2987,3145,3328,3531,3749,3950
57,0.00677,0.0065,0.13828,0.13369,7.08,214,422,617,829,1029,1243,1426,1609,1816,2013,2180,2348,2537,2714,2987,3145,3327,3530,3749,3950
58,0.00887,0.00858,0.13813,0.13355,7.16,214,423,617,829,1030,1244,1427,1609,1816,2014,2180,2347,2536,2713,2987,3145,3326,3530,3748,3950
59,0.01102,0.01069,0.13798,0.1334,7.22,214,423,618,830,1030,1245,1427,1610,1817,2015,2180,2346,2535,2713,2986,3144,3326,3529,3748,3950
60,0.01324,0.01287,0.13782,0.13326,7.29,214,423,618,830,1031,1245,1428,1610,1817,2016,2180,2346,2535,2712,2986,3144,3325,3528,3748,3949
61,0.01553,0.01514,0.13766,0.1331,7.36,214,424,619,831,1032,1246,1428,1610,1817,2016,2180,2345,2534,2711,2986,3144,3324,3528,3748,3949
62,0.01791,0.01751,0.1375,0.13294,7.42,215,424,619,831,1032,1247,1429,1611,1818,2017,2180,2345,2533,2710,2986,3143,3324,3527,3748,3949
63,0.02042,0.01999,0.13732,0.13278,7.49,215,425,620,831,1033,1248,1429,1611,1818,2017,2180,2344,2532,2709,2986,3143,3323,3526,3747,3949
64,0.02306,0.0226,0.13714,0.1326,7.56,215,425,620,832,1034,1249,1430,1612,1818,2018,2180,2343,2532,2708,2986,3143,3322,3526,3747,3948
65,0.02587,0.02538,0.13694,0.13241,7.62,215,425,621,832,1034,1250,1431,1613,1819,2018,2180,2343,2531,2707,2986,3143,3321,3525,3747,3948
66,0.02885,0.0284,0.13673,0.1322,7.7,215,426,621,832,1035,1251,1431,1613,1819,2019,2180,2342,2530,2706,2986,3142,3321,3524,3747,3948
67,0.03197,0.03161,0.13651,0.13199,7.76,216,426,622,833,1036,1252,1432,1614,1820,2019,2180,2341,2530,2705,2985,3142,3320,3524,3747,3948
68,0.03509,0.03483,0.13629,0.13177,7.83,216,427,622,833,1036,1253,1432,1614,1820,2020,2180,2341,2529,2705,2985,3142,3319,3523,3746,3947
69,0.03802,0.03784,0.13608,0.13156,7.9,216,427,623,833,1037,1254,1433,1615,1820,2020,2180,2340,2529,2704,2985,3141,3319,3522,3746,3947
70,0.04065,0.04054,0.1359,0.13138,7.97,216,427,623,834,1037,1255,1434,1615,1821,2020,2181,2339,2528,2703,2985,3141,3318,3522,3746,3947
