epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.27166,0.27786,0.86,1390,2772
1,0,0,0.26632,0.27262,0.87,1391,2772
2,0,0,0.26102,0.26743,0.87,1392,2771
3,0,0,0.25576,0.26227,0.88,1392,2770
4,0,0,0.25055,0.25717,0.89,1393,2770
5,0,0,0.2454,0.25213,0.9,1394,2769
6,0,0,0.2403,0.24715,0.91,1395,2769
7,0,0,0.23527,0.24224,0.92,1396,2768
8,0,0,0.23032,0.2374,0.93,1397,2768
9,0,0,0.22544,0.23264,0.93,1397,2767
10,0,0,0.22064,0.22798,0.94,1398,2767
11,0,0,0.21594,0.2234,0.95,1398,2766
12,0,0,0.21134,0.21893,0.96,1399,2765
13,0,0,0.20685,0.21457,0.97,1399,2765
14,0,0,0.20247,0.21032,0.98,1398,2764
15,0,0,0.19821,0.2062,0.98,1398,2764
16,0,0,0.19408,0.2022,0.99,1398,2763
17,0,0,0.19008,0.19834,1.0,1397,2763
18,0,0,0.18623,0.19462,1.02,1397,2762
19,0,0,0.18252,0.19105,1.03,1397,2762
20,0,0,0.17897,0.18763,1.04,1397,2762
21,0,0,0.17558,0.18437,1.05,1397,2762
22,0,0,0.17235,0.18126,1.06,1396,2762
23,0,0,0.16929,0.17831,1.07,1396,2762
24,0,0,0.1664,0.17554,1.08,1396,2763
25,0,0,0.16369,0.17293,1.09,1396,2763
26,0,0,0.16116,0.1705,1.1,1395,2764
27,0,0,0.15881,0.16824,1.11,1395,2764
28,0,0,0.15664,0.16614,1.12,1395,2764
29,0,0,0.15464,0.16422,1.13,1395,2764
30,0,0,0.15282,0.16247,1.14,1395,2764
31,0,0,0.15117,0.16088,1.15,1395,2765
32,0,0,0.14968,0.15944,1.16,1395,2765
33,0,0,0.14835,0.15816,1.17,1395,2765
34,0,0,0.14718,0.15702,1.18,1395,2765
35,0.00254,0.00778,0.14615,0.15601,1.19,1395,2765
36,0.01469,0.01889,0.14526,0.15514,1.2,1395,2766
37,0.02506,0.02842,0.14449,0.15438,1.21,1395,2766
38,0.03383,0.0365,0.14384,0.15374,1.22,1395,2766
39,0.04113,0.04324,0.1433,0.1532,1.23,1396,2766
40,0.04712,0.04884,0.14285,0.15275,1.24,1396,2766
41,0.05195,0.05342,0.14249,0.15238,1.24,1396,2766
42,0.05578,0.05715,0.1422,0.15208,1.25,1396,2765
43,0.05875,0.06012,0.14197,0.15184,1.26,1396,2765
44,0.061,0.06245,0.1418,0.15165,1.27,1396,2765
45,0.06266,0.06426,0.14168,0.15151,1.28,1396,2765
46,0.06384,0.06564,0.14159,0.1514,1.29,1396,2765
47,0.06464,0.06669,0.14153,0.15131,1.3,1395,2765
48,0.06516,0.0675,0.14149,0.15125,1.31,1395,2764
49,0.0655,0.06814,0.14146,0.15119,1.32,1395,2764
50,0.06573,0.06867,0.14145,0.15115,1.33,1395,2764
51,0.06593,0.06913,0.14143,0.15111,1.34,1395,2763
52,0.06613,0.06961,0.14142,0.15108,1.35,1395,2763
53,0.06638,0.07011,0.1414,0.15103,1.36,1395,2762
54,0.06672,0.07069,0.14137,0.15099,1.37,1394,2762
55,0.06716,0.07136,0.14134,0.15093,1.38,1394,2762
56,0.06773,0.07214,0.14129,0.15087,1.39,1394,2761
57,0.06842,0.07303,0.14124,0.1508,1.39,1393,2761
58,0.06926,0.07403,0.14118,0.15072,1.4,1393,2760
59,0.07022,0.07514,0.14111,0.15063,1.41,1393,2760
60,0.07131,0.07635,0.14102,0.15053,1.42,1392,2759
61,0.07251,0.07765,0.14093,0.15042,1.43,1392,2758
62,0.07379,0.07902,0.14083,0.15031,1.44,1391,2758
63,0.07516,0.08049,0.14073,0.15019,1.45,1391,2757
64,0.07658,0.08202,0.14062,0.15006,1.46,1390,2756
65,0.07806,0.08359,0.14051,0.14994,1.46,1389,2755
66,0.07956,0.0852,0.1404,0.1498,1.47,1389,2754
67,0.08108,0.08684,0.14028,0.14967,1.49,1388,2753
68,0.08259,0.08846,0.14016,0.14954,1.5,1388,2752
69,0.08409,0.09008,0.14005,0.1494,1.51,1387,2752
70,0.08558,0.09168,0.13994,0.14927,1.52,1386,2751
71,0.08703,0.09326,0.13982,0.14914,1.53,1386,2749
72,0.08845,0.09479,0.13972,0.14902,1.55,1385,2748
73,0.08983,0.0963,0.13961,0.14889,1.56,1385,2747
74,0.09116,0.09776,0.13951,0.14877,1.57,1384,2746
75,0.09246,0.0992,0.13941,0.14865,1.58,1383,2745
76,0.09369,0.10059,0.13931,0.14854,1.59,1383,2744
77,0.09489,0.10193,0.13922,0.14843,1.6,1382,2743
78,0.09604,0.10324,0.13913,0.14832,1.6,1381,2741
79,0.09715,0.10453,0.13905,0.14821,1.61,1380,2740
80,0.09822,0.10577,0.13896,0.14811,1.62,1380,2739
81,0.09926,0.10701,0.13888,0.14801,1.63,1379,2737
82,0.10027,0.10821,0.13881,0.14791,1.63,1378,2736
83,0.10125,0.1094,0.13873,0.14781,1.64,1377,2735
84,0.10219,0.11054,0.13866,0.14771,1.65,1377,2733
85,0.10311,0.11169,0.13859,0.14762,1.66,1376,2732
86,0.10402,0.11284,0.13852,0.14752,1.67,1375,2730
87,0.10491,0.11395,0.13845,0.14743,1.68,1374,2729
88,0.10581,0.11505,0.13838,0.14734,1.69,1373,2728
89,0.1067,0.11615,0.13831,0.14725,1.7,1373,2726
90,0.10758,0.11725,0.13824,0.14716,1.71,1372,2725
91,0.10846,0.11832,0.13817,0.14707,1.71,1371,2724
92,0.10932,0.11938,0.13811,0.14698,1.72,1370,2722
93,0.11015,0.12042,0.13804,0.14689,1.73,1369,2721
94,0.11097,0.12142,0.13798,0.14681,1.74,1368,2720
95,0.11179,0.12244,0.13792,0.14672,1.75,1368,2719
96,0.11259,0.12341,0.13785,0.14664,1.75,1367,2718
97,0.11338,0.12441,0.13779,0.14656,1.76,1366,2717
98,0.11415,0.12537,0.13773,0.14648,1.77,1365,2716
99,0.1149,0.12629,0.13767,0.1464,1.78,1364,2715
100,0.11565,0.12722,0.13762,0.14632,1.79,1363,2714
101,0.11637,0.12806,0.13756,0.14625,1.8,1362,2713
102,0.11708,0.12889,0.1375,0.14618,1.81,1361,2712
103,0.11778,0.12971,0.13745,0.14611,1.82,1360,2712
104,0.11846,0.1305,0.1374,0.14605,1.82,1359,2711
105,0.11912,0.13127,0.13734,0.14598,1.83,1358,2710
106,0.11976,0.132,0.13729,0.14592,1.84,1357,2710
107,0.12038,0.13275,0.13725,0.14586,1.85,1356,2709
108,0.12099,0.13346,0.1372,0.1458,1.86,1355,2709
109,0.12158,0.13415,0.13715,0.14574,1.87,1354,2708
110,0.12214,0.13481,0.13711,0.14569,1.87,1353,2708
111,0.1227,0.13548,0.13707,0.14563,1.88,1352,2707
112,0.12324,0.13615,0.13702,0.14557,1.89,1351,2707
113,0.12377,0.13676,0.13698,0.14552,1.9,1350,2706
114,0.12426,0.13731,0.13694,0.14548,1.91,1349,2706
115,0.12474,0.13785,0.13691,0.14543,1.92,1348,2706
116,0.12521,0.13836,0.13687,0.14539,1.93,1346,2706
117,0.12567,0.13888,0.13683,0.14534,1.94,1345,2705
118,0.12611,0.13937,0.1368,0.1453,1.94,1344,2705
119,0.12654,0.13985,0.13677,0.14526,1.95,1343,2705
120,0.12696,0.14031,0.13673,0.14522,1.96,1342,2705
121,0.12737,0.14077,0.1367,0.14518,1.97,1341,2704
122,0.12777,0.14121,0.13667,0.14515,1.98,1340,2704
123,0.12815,0.14163,0.13664,0.14511,1.99,1338,2703
124,0.12853,0.14206,0.13661,0.14507,2.0,1337,2703
125,0.1289,0.14247,0.13658,0.14504,2.01,1336,2702
126,0.12927,0.14286,0.13655,0.14501,2.02,1335,2702
127,0.12963,0.14325,0.13652,0.14497,2.03,1334,2701
128,0.12998,0.14362,0.1365,0.14494,2.05,1332,2701
129,0.13032,0.144,0.13647,0.14491,2.06,1331,2701
130,0.13067,0.14437,0.13644,0.14488,2.07,1330,2700
131,0.13101,0.14474,0.13641,0.14485,2.08,1329,2700
132,0.13135,0.1451,0.13639,0.14482,2.33,1328,2699
133,0.13168,0.14544,0.13636,0.14479,2.33,1326,2699
134,0.132,0.14578,0.13634,0.14476,2.34,1325,2699
135,0.13232,0.14611,0.13631,0.14473,2.36,1324,2698
136,0.13265,0.14644,0.13629,0.1447,2.37,1323,2698
137,0.13297,0.14676,0.13626,0.14468,2.37,1321,2698
138,0.13329,0.14712,0.13624,0.14465,2.38,1320,2697
139,0.1336,0.14743,0.13621,0.14462,2.39,1319,2696
140,0.13391,0.14773,0.13619,0.14459,2.4,1317,2696
141,0.13423,0.14804,0.13616,0.14457,2.41,1316,2695
142,0.13454,0.14835,0.13614,0.14454,2.41,1315,2695
143,0.13485,0.14867,0.13611,0.14451,2.42,1314,2694
144,0.13515,0.14898,0.13609,0.14449,2.43,1312,2693
145,0.13546,0.1493,0.13607,0.14446,2.44,1311,2693
146,0.13577,0.14959,0.13604,0.14444,2.45,1310,2692
147,0.13607,0.14987,0.13602,0.14441,2.45,1309,2691
148,0.13636,0.15019,0.13599,0.14438,2.46,1307,2690
149,0.13667,0.15049,0.13597,0.14436,2.47,1306,2689
150,0.13697,0.15078,0.13595,0.14433,2.48,1305,2688
151,0.13727,0.1511,0.13592,0.14431,2.49,1303,2687
152,0.13758,0.15135,0.1359,0.14429,2.5,1302,2686
153,0.1379,0.15163,0.13587,0.14426,2.5,1301,2684
154,0.13821,0.1519,0.13585,0.14424,2.51,1300,2683
155,0.13853,0.15219,0.13582,0.14421,2.52,1298,2682
156,0.13886,0.15248,0.1358,0.14419,2.53,1297,2680
157,0.13921,0.1528,0.13577,0.14416,2.53,1296,2678
158,0.13957,0.15312,0.13574,0.14414,2.54,1295,2676
159,0.13992,0.15343,0.13571,0.14411,2.55,1293,2675
160,0.1403,0.15377,0.13568,0.14408,2.56,1292,2673
161,0.14069,0.15413,0.13565,0.14405,2.57,1291,2670
162,0.14107,0.15446,0.13562,0.14402,2.58,1289,2668
163,0.14145,0.15481,0.13559,0.14399,2.59,1288,2666
164,0.14181,0.15514,0.13556,0.14396,2.6,1287,2664
165,0.14214,0.15541,0.13554,0.14394,2.61,1286,2662
166,0.14244,0.15571,0.13551,0.14392,2.61,1284,2660
167,0.14271,0.15593,0.13549,0.1439,2.63,1283,2658
168,0.14296,0.15617,0.13547,0.14388,2.64,1282,2656
169,0.14318,0.15636,0.13546,0.14386,2.64,1280,2654
170,0.14342,0.15655,0.13544,0.14384,2.65,1279,2653
171,0.14364,0.15674,0.13542,0.14383,2.67,1278,2652
172,0.14387,0.15693,0.1354,0.14381,2.67,1277,2652
173,0.14411,0.15714,0.13538,0.14379,2.68,1275,2651
174,0.14437,0.15737,0.13536,0.14377,2.69,1274,2651
175,0.14462,0.15758,0.13534,0.14376,2.7,1273,2651
176,0.14489,0.15783,0.13532,0.14373,2.71,1271,2651
177,0.14516,0.15805,0.1353,0.14372,2.72,1270,2651
178,0.14543,0.15831,0.13528,0.14369,2.72,1269,2652
179,0.14571,0.15855,0.13526,0.14367,2.73,1268,2653
180,0.14598,0.15879,0.13524,0.14365,2.74,1266,2653
181,0.14625,0.15904,0.13521,0.14363,2.75,1265,2654
182,0.14652,0.15926,0.13519,0.14361,2.76,1264,2655
183,0.1468,0.1595,0.13517,0.14359,2.77,1262,2656
184,0.14706,0.15973,0.13515,0.14357,2.78,1261,2657
185,0.14732,0.15994,0.13513,0.14355,2.79,1260,2658
186,0.14758,0.16017,0.13511,0.14353,2.8,1258,2658
187,0.14783,0.16036,0.13509,0.14352,2.81,1257,2659
188,0.14808,0.1606,0.13507,0.1435,2.83,1256,2659
189,0.14833,0.1608,0.13505,0.14348,2.84,1255,2660
190,0.14859,0.16104,0.13503,0.14346,2.85,1253,2660
191,0.14885,0.16123,0.13501,0.14344,2.86,1252,2660
192,0.1491,0.16146,0.13499,0.14342,2.87,1251,2660
193,0.14935,0.1617,0.13497,0.1434,2.88,1249,2660
194,0.14961,0.16192,0.13495,0.14338,2.89,1248,2660
195,0.14986,0.16213,0.13493,0.14337,2.9,1247,2660
196,0.15012,0.16235,0.13491,0.14335,2.93,1246,2660
197,0.15036,0.16257,0.13489,0.14333,2.94,1244,2659
198,0.15062,0.16279,0.13487,0.14331,2.95,1243,2659
199,0.15088,0.16302,0.13485,0.14329,2.96,1242,2658
200,0.15113,0.16326,0.13483,0.14327,2.97,1240,2658
201,0.15138,0.16346,0.13481,0.14325,2.98,1239,2658
202,0.15163,0.1637,0.13479,0.14323,2.99,1238,2657
203,0.15188,0.16392,0.13477,0.14321,3.0,1236,2657
