epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.15942,0.16842,0.85,202,400,597,796,992,1192,1388,1586,1785,1981,2179,2379,2575,2772,2972,3168,3366,3564,3762,3960
1,0,0,0.15712,0.16636,0.88,202,401,597,797,993,1193,1387,1586,1786,1980,2178,2378,2574,2772,2973,3167,3366,3564,3762,3960
2,0,0,0.15516,0.16461,0.9,203,401,596,797,993,1194,1387,1586,1787,1979,2177,2377,2573,2771,2974,3167,3365,3563,3761,3960
3,0,0,0.15353,0.16318,0.92,203,401,596,798,994,1194,1388,1587,1788,1978,2176,2377,2572,2770,2975,3166,3364,3563,3761,3959
4,0,0,0.15218,0.162,0.95,203,402,595,799,994,1195,1388,1588,1789,1977,2175,2378,2571,2769,2975,3165,3364,3562,3760,3959
5,0,0,0.15106,0.16101,0.97,203,402,595,799,995,1196,1389,1588,1790,1976,2174,2378,2570,2769,2976,3165,3363,3562,3760,3959
6,0,0,0.15012,0.16019,1.0,203,402,594,800,996,1197,1389,1589,1791,1975,2174,2378,2569,2768,2977,3164,3362,3561,3760,3959
7,0,0,0.14933,0.15949,1.02,204,403,594,801,996,1198,1390,1590,1792,1974,2173,2378,2568,2767,2978,3163,3362,3560,3759,3958
8,0,0,0.14866,0.15889,1.05,204,403,594,801,997,1198,1390,1591,1793,1974,2172,2378,2567,2766,2978,3162,3361,3560,3759,3958
9,0,0,0.14807,0.15837,1.08,204,403,593,802,998,1199,1391,1591,1794,1973,2172,2378,2566,2766,2979,3162,3360,3559,3758,3958
10,0,0,0.14754,0.15789,1.11,204,404,593,802,999,1200,1391,1592,1795,1972,2172,2378,2565,2765,2979,3161,3360,3559,3758,3958
11,0,0,0.14708,0.15744,1.13,204,404,593,803,999,1201,1392,1592,1796,1972,2172,2378,2564,2764,2979,3160,3359,3558,3758,3958
12,0,0,0.14666,0.15702,1.15,205,405,593,804,1000,1201,1393,1593,1797,1971,2172,2378,2563,2763,2980,3160,3358,3558,3757,3957
13,0.00069,8e-05,0.14629,0.15662,1.18,205,405,593,804,1001,1202,1394,1594,1798,1971,2172,2378,2562,2763,2980,3159,3358,3557,3757,3957
14,0.00532,0.00431,0.14595,0.15629,1.2,205,405,593,805,1002,1203,1394,1595,1799,1970,2172,2378,2561,2762,2980,3159,3357,3557,3757,3957
15,0.00962,0.00812,0.14563,0.15599,1.23,205,406,593,806,1003,1204,1395,1595,1800,1970,2172,2378,2560,2761,2980,3158,3356,3556,3756,3957
16,0.01365,0.01148,0.14534,0.15572,1.25,205,406,593,806,1003,1204,1396,1596,1800,1969,2173,2378,2559,2761,2980,3158,3356,3555,3756,3956
17,0.01735,0.01466,0.14506,0.15547,1.27,205,406,593,807,1004,1205,1397,1597,1801,1969,2173,2378,2558,2760,2980,3157,3355,3555,3755,3956
18,0.02077,0.018,0.14481,0.15521,1.29,206,407,594,807,1005,1206,1398,1597,1802,1969,2174,2379,2557,2759,2979,3157,3354,3554,3755,3956
