epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.16453,0.16715,0.63,1390,2772
1,0,0,0.16349,0.16611,0.63,1390,2772
2,0,0,0.16245,0.16507,0.64,1389,2771
3,0,0,0.16141,0.16402,0.64,1389,2770
4,0,0,0.16037,0.16298,0.65,1389,2769
5,0,0,0.15934,0.16194,0.65,1389,2768
6,0,0,0.15832,0.16092,0.66,1390,2767
7,0,0,0.15732,0.15991,0.67,1390,2766
8,0,0,0.15633,0.15893,0.67,1389,2765
9,0,0,0.15536,0.15795,0.68,1389,2765
10,0,0,0.15441,0.157,0.68,1389,2764
11,0,0,0.15348,0.15607,0.69,1389,2763
12,0,0,0.15257,0.15516,0.69,1389,2762
13,0,0,0.15168,0.15427,0.7,1389,2762
14,0,0,0.15082,0.1534,0.7,1389,2761
15,0,0,0.14999,0.15255,0.71,1389,2760
16,0,0,0.14919,0.15173,0.71,1389,2759
17,0,0,0.14841,0.15094,0.72,1389,2759
18,0,0,0.14767,0.15017,0.72,1389,2758
19,0,0,0.14696,0.14944,0.73,1389,2758
20,0,0,0.14629,0.14875,0.74,1389,2757
21,0,0,0.14566,0.14809,0.74,1389,2757
22,0,0,0.14505,0.14749,0.75,1389,2756
23,0.00219,0.00274,0.14449,0.14693,0.75,1389,2756
24,0.00946,0.00984,0.14396,0.1464,0.76,1389,2756
25,0.01621,0.01644,0.14347,0.14591,0.77,1389,2755
26,0.0224,0.02255,0.14302,0.14546,0.77,1389,2755
27,0.02804,0.02815,0.1426,0.14504,0.78,1389,2754
28,0.03314,0.03327,0.14223,0.14466,0.79,1389,2754
29,0.03768,0.03792,0.1419,0.14431,0.79,1389,2753
30,0.04173,0.04209,0.1416,0.144,0.8,1389,2753
31,0.04532,0.0458,0.14133,0.14372,0.8,1389,2753
32,0.04846,0.04909,0.1411,0.14347,0.81,1389,2752
33,0.0512,0.05201,0.1409,0.14325,0.82,1389,2752
34,0.05356,0.0546,0.14072,0.14306,0.82,1389,2752
35,0.0556,0.05688,0.14057,0.14288,0.83,1389,2752
36,0.05736,0.05888,0.14044,0.14273,0.83,1389,2752
37,0.05886,0.06059,0.14033,0.1426,0.84,1389,2752
38,0.06013,0.06207,0.14023,0.14249,0.85,1389,2752
39,0.06122,0.06335,0.14015,0.14239,0.85,1389,2753
40,0.06216,0.06447,0.14008,0.14231,0.86,1389,2753
41,0.06298,0.06541,0.14002,0.14224,0.86,1389,2753
42,0.06368,0.06623,0.13997,0.14217,0.87,1389,2753
43,0.0643,0.06697,0.13992,0.14212,0.87,1389,2754
44,0.06487,0.06766,0.13988,0.14206,0.88,1389,2754
45,0.0654,0.06828,0.13984,0.14202,0.88,1389,2754
46,0.06589,0.06886,0.1398,0.14197,0.89,1388,2755
47,0.06638,0.06941,0.13976,0.14193,0.89,1388,2755
48,0.06687,0.06995,0.13973,0.14189,0.9,1388,2755
49,0.06737,0.07051,0.13969,0.14185,0.9,1388,2756
50,0.0679,0.07109,0.13965,0.1418,0.91,1387,2756
51,0.06844,0.07166,0.13961,0.14176,0.92,1387,2757
52,0.06898,0.07222,0.13957,0.14172,0.92,1386,2757
53,0.06953,0.0728,0.13953,0.14167,0.93,1386,2758
54,0.07008,0.07338,0.13949,0.14163,0.93,1385,2758
55,0.07065,0.07397,0.13944,0.14158,0.94,1385,2759
56,0.07124,0.07456,0.1394,0.14154,0.94,1384,2759
57,0.07183,0.07514,0.13936,0.14149,0.95,1384,2760
58,0.07242,0.07573,0.13931,0.14145,0.95,1383,2760
59,0.07302,0.07631,0.13927,0.1414,0.96,1382,2761
60,0.07361,0.07687,0.13922,0.14136,0.96,1382,2761
61,0.0742,0.07744,0.13918,0.14132,0.97,1381,2762
62,0.07479,0.07803,0.13913,0.14127,0.97,1380,2762
63,0.07538,0.07861,0.13909,0.14123,0.98,1380,2763
64,0.07597,0.07918,0.13904,0.14118,0.98,1379,2764
65,0.07656,0.07974,0.139,0.14114,0.99,1379,2764
66,0.07712,0.08032,0.13896,0.1411,1.0,1378,2765
67,0.07766,0.08089,0.13892,0.14105,1.0,1377,2765
68,0.0782,0.08145,0.13888,0.14101,1.0,1377,2766
69,0.07874,0.08202,0.13884,0.14097,1.01,1376,2766
70,0.07927,0.0826,0.1388,0.14092,1.02,1376,2767
71,0.0798,0.08317,0.13876,0.14088,1.02,1375,2767
72,0.08034,0.08371,0.13872,0.14084,1.03,1375,2768
73,0.08086,0.08426,0.13868,0.14079,1.04,1374,2768
74,0.08138,0.08482,0.13864,0.14075,1.05,1374,2769
75,0.0819,0.08537,0.1386,0.14071,1.06,1373,2769
76,0.08242,0.08594,0.13856,0.14066,1.06,1373,2770
77,0.08294,0.0865,0.13852,0.14062,1.07,1372,2770
78,0.08346,0.08704,0.13848,0.14058,1.08,1372,2770
79,0.08398,0.08759,0.13844,0.14054,1.09,1371,2771
80,0.08449,0.08814,0.1384,0.1405,1.1,1371,2771
81,0.085,0.0887,0.13836,0.14045,1.1,1371,2772
82,0.08552,0.08926,0.13832,0.14041,1.11,1370,2772
83,0.08603,0.08983,0.13828,0.14036,1.12,1370,2772
84,0.08654,0.0904,0.13825,0.14032,1.13,1369,2773
85,0.08705,0.09095,0.13821,0.14028,1.13,1369,2773
86,0.08754,0.09151,0.13817,0.14024,1.14,1368,2774
87,0.08805,0.09207,0.13813,0.14019,1.14,1368,2774
88,0.08855,0.09263,0.13809,0.14015,1.15,1367,2774
89,0.08904,0.09321,0.13806,0.1401,1.16,1367,2774
90,0.08954,0.09377,0.13802,0.14006,1.16,1366,2775
91,0.09003,0.09432,0.13798,0.14002,1.17,1366,2775
92,0.09053,0.09488,0.13794,0.13998,1.18,1365,2775
93,0.09104,0.09548,0.13791,0.13993,1.19,1365,2776
94,0.09155,0.09609,0.13787,0.13988,1.19,1364,2776
95,0.09205,0.09661,0.13783,0.13984,1.2,1363,2776
96,0.09254,0.0971,0.13779,0.1398,1.21,1363,2777
97,0.09305,0.09761,0.13775,0.13976,1.22,1362,2777
98,0.09358,0.09813,0.13771,0.13972,1.23,1361,2777
