epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.00257,0.00244,0.00013,-8e-05,0.05,18,36,54,72,90,108,126,144,162,180
1,0.00285,0.00366,0.00031,0.00111,0.07,18,36,54,72,90,108,126,144,162,180
2,0.00298,0.00366,0.00031,0.00105,0.08,18,36,54,72,90,108,126,144,162,180
3,0.00434,0.0061,0.00148,0.0033,0.1,18,36,54,72,90,108,126,144,162,180
4,0.00596,0.0061,0.00287,0.00313,0.12,18,36,54,72,90,108,126,144,162,180
5,0.00745,0.00976,0.00408,0.0066,0.13,18,36,54,72,90,108,126,144,162,180
6,0.00854,0.0122,0.00482,0.00878,0.15,18,36,54,72,90,108,126,144,162,180
7,0.01152,0.01341,0.00752,0.0097,0.16,18,36,54,72,91,108,126,144,162,180
8,0.01396,0.01463,0.00967,0.01063,0.18,18,36,54,73,91,108,126,144,162,180
9,0.01491,0.01707,0.01035,0.01281,0.19,18,36,54,73,91,108,126,144,162,180
10,0.01613,0.01707,0.01128,0.01256,0.21,18,36,54,73,91,108,126,144,162,180
11,0.01708,0.01829,0.01188,0.01345,0.23,18,36,54,73,91,108,126,144,162,180
12,0.01816,0.01829,0.0126,0.01318,0.24,18,36,54,73,91,108,125,144,162,180
13,0.0187,0.01829,0.01283,0.01285,0.26,18,36,54,73,91,108,125,144,162,180
14,0.01951,0.01951,0.01335,0.01377,0.27,18,36,54,73,91,108,125,144,163,180
15,0.02006,0.01951,0.01372,0.01352,0.29,18,36,54,73,91,108,125,144,163,180
16,0.02033,0.01951,0.01381,0.01341,0.31,18,36,54,73,91,108,125,144,163,180
17,0.02033,0.01951,0.01336,0.01318,0.32,18,36,54,73,91,108,125,144,163,180
18,0.02344,0.02073,0.01201,0.01001,0.34,18,36,54,73,91,108,125,144,163,180
19,0.03984,0.03902,0.02469,0.02488,0.35,19,36,54,73,91,108,125,144,163,180
20,0.0599,0.0622,0.04292,0.04645,0.37,19,36,54,73,91,108,125,143,163,180
21,0.07237,0.07073,0.0535,0.0533,0.38,19,36,54,73,91,108,125,143,163,180
22,0.06939,0.06707,0.04844,0.04811,0.4,19,36,53,73,91,108,125,143,163,180
23,0.06749,0.06585,0.04502,0.04557,0.42,19,36,53,73,91,108,125,143,163,180
24,0.06925,0.06707,0.04565,0.04595,0.44,19,36,53,73,91,108,125,143,163,180
25,0.07006,0.06463,0.04517,0.04212,0.45,19,36,54,73,91,108,125,143,163,181
26,0.0702,0.06463,0.04434,0.04147,0.47,19,36,54,73,91,108,125,143,163,181
27,0.0702,0.06463,0.04369,0.04132,0.48,19,36,54,73,91,108,125,143,163,181
28,0.0702,0.06463,0.04335,0.0408,0.5,19,36,54,73,91,108,125,143,163,181
29,0.0702,0.06463,0.04317,0.04042,0.51,19,36,54,73,91,108,125,143,163,181
30,0.0702,0.06463,0.04266,0.04012,0.53,19,36,54,73,91,108,125,143,163,181
