epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5
0,0.01503,0.02162,-0.00076,-0.00089,0.04,22,43,65,86,108
1,0.01503,0.02162,-0.00288,-0.00505,0.05,22,43,65,86,108
2,0.01403,0.01982,-0.00746,-0.01019,0.06,22,43,65,86,108
3,0.01222,0.01802,-0.01548,-0.0172,0.07,22,43,65,86,108
4,0.01082,0.01441,-0.02762,-0.03081,0.07,22,43,65,86,108
5,0.00721,0.00901,-0.04439,-0.0485,0.08,22,43,65,86,108
6,0.00581,0.00541,-0.0608,-0.06765,0.09,22,44,65,86,108
7,0.00942,0.00541,-0.07366,-0.08277,0.1,22,44,65,86,108
8,0.01322,0.00901,-0.08241,-0.0867,0.11,22,44,65,86,108
9,0.02084,0.01622,-0.08707,-0.0895,0.12,22,44,65,86,108
10,0.02845,0.02342,-0.08867,-0.09377,0.13,22,44,65,86,108
11,0.04248,0.03423,-0.08584,-0.09298,0.14,22,44,65,86,108
12,0.06351,0.05766,-0.07883,-0.08276,0.15,22,44,65,86,108
13,0.10198,0.09369,-0.05812,-0.0618,0.16,21,44,65,86,108
14,0.14907,0.15315,-0.02544,-0.01587,0.17,21,44,65,86,108
15,0.18734,0.18198,-0.00094,0.00247,0.18,21,44,65,86,108
16,0.19175,0.18198,0.0,0.0,0.19,21,44,65,86,108
17,0.19175,0.18198,0.0,0.0,0.19,21,44,66,86,108
18,0.19175,0.18198,0.0,0.0,0.2,21,44,66,86,108
19,0.19175,0.18198,0.0,0.0,0.22,21,44,66,86,108
20,0.19154,0.18198,-0.00027,0.0,0.23,21,44,66,86,108
21,0.19175,0.18198,-0.00029,-0.00026,0.23,21,44,66,86,108
22,0.19175,0.18018,-0.00196,-0.00557,0.24,21,44,66,86,108
23,0.18032,0.17297,-0.0224,-0.02022,0.25,21,44,66,86,108
24,0.16069,0.12973,-0.0604,-0.08824,0.26,21,44,66,86,108
25,0.16249,0.14775,-0.10269,-0.111,0.27,21,44,66,86,108
26,0.20677,0.18198,-0.12554,-0.15046,0.28,21,44,66,86,108
27,0.33019,0.3027,-0.02528,-0.05901,0.29,21,44,66,86,108
28,0.35083,0.32432,-0.01821,-0.05313,0.3,21,44,66,86,108
29,0.35504,0.32973,-0.02212,-0.05778,0.31,21,44,66,86,108
30,0.35704,0.34234,-0.02205,-0.04501,0.31,21,44,66,86,108
31,0.35885,0.34414,-0.02036,-0.04392,0.32,21,44,66,86,108
32,0.36005,0.34955,-0.01958,-0.03732,0.33,21,44,66,86,108
33,0.36305,0.35135,-0.01577,-0.03492,0.34,21,44,66,85,108
34,0.36526,0.35315,-0.01288,-0.03251,0.35,21,44,66,85,108
35,0.36666,0.35495,-0.01117,-0.03011,0.36,21,44,66,85,108
36,0.36806,0.35676,-0.0095,-0.02793,0.37,21,44,66,85,108
37,0.36947,0.36036,-0.00761,-0.02287,0.38,21,44,66,85,108
38,0.37027,0.36216,-0.0067,-0.02069,0.39,21,45,66,85,108
39,0.37107,0.36216,-0.0057,-0.02069,0.39,21,45,66,85,108
40,0.37147,0.36216,-0.00543,-0.02069,0.4,21,45,66,85,108
