epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.01423,0.02342,0.0,0.0,0.07,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
1,0.01423,0.02342,0.0,0.0,0.1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
2,0.01423,0.02342,0.0,0.0,0.13,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
3,0.01423,0.02342,0.0,0.0,0.16,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
4,0.01423,0.02342,0.0,0.0,0.19,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
5,0.01423,0.02342,0.0,0.0,0.22,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
6,0.01423,0.02342,0.0,0.0,0.25,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
7,0.01423,0.02342,0.0,0.0,0.29,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
8,0.01423,0.02342,0.0,0.0,0.32,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
9,0.01423,0.02342,0.0,0.0,0.35,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
10,0.01443,0.02342,-0.00028,-0.00081,0.38,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
11,0.01883,0.02342,0.00178,-0.00189,0.41,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,89,95,100,105,110,115,120,125
12,0.02765,0.03243,0.00594,0.00359,0.44,5,10,15,20,25,30,35,40,45,50,55,60,65,70,74,80,85,89,95,100,105,110,115,120,125
13,0.04027,0.03964,0.01301,0.00644,0.47,5,10,15,20,25,30,35,40,45,50,55,60,65,70,74,79,85,89,95,100,104,110,115,120,125
14,0.0545,0.05766,0.02026,0.0184,0.49,5,10,15,20,25,30,35,40,45,49,55,60,65,70,74,79,85,89,95,100,104,110,115,120,125
15,0.07053,0.07207,0.02932,0.02541,0.52,5,10,15,20,25,30,35,40,45,49,55,60,65,70,74,79,85,89,95,100,104,110,115,120,125
16,0.08616,0.08288,0.03925,0.03222,0.55,5,10,15,20,25,30,35,40,45,49,55,60,65,70,74,79,85,89,95,100,104,109,114,120,125
17,0.09838,0.08829,0.04829,0.03471,0.58,5,10,15,20,25,30,35,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,120,125
18,0.10579,0.0973,0.05304,0.04104,0.61,5,10,15,20,25,30,35,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,120,125
19,0.1126,0.1009,0.05667,0.0438,0.64,5,10,15,20,25,30,36,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,120,125
20,0.11901,0.10811,0.06016,0.04881,0.67,5,10,15,20,25,30,36,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,120,125
21,0.12723,0.10811,0.06423,0.04406,0.7,5,10,15,20,25,29,36,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,120,125
22,0.14406,0.12252,0.06994,0.04642,0.73,5,10,15,20,25,29,36,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,119,125
23,0.17171,0.13514,0.07519,0.03734,0.75,5,10,15,20,25,29,36,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,119,125
24,0.21118,0.18018,0.09071,0.05619,0.78,5,10,15,20,25,29,36,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,119,125
25,0.25346,0.23243,0.10788,0.07461,0.81,5,10,15,21,25,29,36,40,46,49,56,60,65,70,74,79,86,89,95,100,104,109,114,119,125
26,0.30274,0.27207,0.12604,0.08386,0.84,5,10,15,21,25,29,36,40,46,49,56,60,64,70,74,79,86,89,95,100,104,109,114,119,125
27,0.34803,0.32432,0.14381,0.11323,0.87,5,10,15,21,25,29,36,40,46,49,56,60,64,70,74,80,86,89,95,100,104,109,114,119,125
