epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5
0,0.01783,0.01441,-0.00067,-0.00033,0.04,22,43,65,86,108
1,0.01783,0.01441,-0.00289,-0.00364,0.05,22,43,65,86,108
2,0.01703,0.01261,-0.00711,-0.00948,0.06,22,43,65,86,108
3,0.01482,0.01261,-0.01472,-0.01724,0.07,22,43,65,86,108
4,0.01282,0.01081,-0.02789,-0.02908,0.07,22,43,65,86,108
5,0.00861,0.00721,-0.04405,-0.04626,0.08,22,43,65,86,108
6,0.00641,0.00721,-0.06149,-0.06004,0.09,22,44,65,86,108
7,0.00861,0.01081,-0.07572,-0.07406,0.1,22,44,65,86,108
8,0.01182,0.01802,-0.08504,-0.07572,0.11,22,44,65,86,108
9,0.01683,0.01982,-0.09116,-0.08454,0.12,22,44,65,86,108
10,0.02524,0.02523,-0.09198,-0.08952,0.13,22,44,65,86,108
11,0.03906,0.03604,-0.0896,-0.09129,0.14,22,44,65,86,108
12,0.0613,0.06306,-0.08122,-0.08136,0.15,22,44,65,86,108
13,0.10036,0.10811,-0.05905,-0.0567,0.16,21,44,65,86,108
14,0.14924,0.17297,-0.02508,-0.00696,0.17,21,44,65,86,108
15,0.1863,0.19459,-0.00069,0.00321,0.18,21,44,65,86,108
16,0.1901,0.19459,0.0,0.0,0.19,21,44,65,86,108
17,0.1901,0.19459,0.0,0.0,0.19,21,44,66,86,108
18,0.1901,0.19459,0.0,0.0,0.2,21,44,66,86,108
19,0.1901,0.19459,0.0,0.0,0.21,21,44,66,86,108
20,0.1901,0.19459,0.0,0.0,0.22,21,44,66,86,108
21,0.1903,0.19459,-2e-05,-0.00028,0.23,21,44,66,86,108
22,0.1899,0.19459,-0.00201,-0.00397,0.24,21,44,66,86,108
23,0.18089,0.18559,-0.019,-0.02273,0.25,21,44,66,86,108
24,0.16026,0.15315,-0.05841,-0.0791,0.26,21,44,66,86,108
25,0.16286,0.15495,-0.10166,-0.11504,0.27,21,44,66,86,108
26,0.21034,0.16396,-0.11946,-0.16424,0.28,21,44,66,86,108
27,0.33033,0.28468,-0.02534,-0.05545,0.29,21,44,66,86,108
28,0.35256,0.3027,-0.01722,-0.05114,0.3,21,44,66,86,108
29,0.35597,0.31532,-0.02241,-0.04025,0.3,21,44,66,86,108
30,0.35897,0.32072,-0.02207,-0.03383,0.31,21,44,66,86,108
31,0.35998,0.32432,-0.02179,-0.02969,0.32,21,44,66,86,108
32,0.36438,0.32793,-0.01634,-0.0247,0.33,21,44,66,86,108
33,0.36639,0.32793,-0.014,-0.02491,0.34,21,44,66,85,108
34,0.36859,0.32973,-0.01126,-0.02245,0.35,21,44,66,85,108
35,0.37019,0.33153,-0.0095,-0.01991,0.36,21,44,66,85,108
36,0.37139,0.33333,-0.00805,-0.01745,0.37,21,44,66,85,108
37,0.3726,0.33514,-0.00655,-0.01491,0.38,21,44,66,85,108
38,0.3724,0.33514,-0.0072,-0.01498,0.39,21,45,66,85,108
39,0.3722,0.33514,-0.00811,-0.01505,0.4,21,45,66,85,108
40,0.3726,0.33694,-0.00795,-0.01237,0.4,21,45,66,85,108
41,0.3726,0.33694,-0.00811,-0.01251,0.41,21,45,66,85,108
42,0.3734,0.33874,-0.00726,-0.00997,0.42,21,45,66,85,108
43,0.3734,0.33874,-0.00744,-0.01011,0.43,21,45,66,85,108
44,0.374,0.33874,-0.00677,-0.01011,0.44,21,45,66,85,108
45,0.3748,0.33874,-0.0057,-0.01011,0.45,21,45,66,85,108
46,0.3752,0.34054,-0.00514,-0.00742,0.46,21,45,66,85,108
47,0.3752,0.34054,-0.00524,-0.0077,0.47,21,45,66,85,108
48,0.3758,0.34234,-0.00414,-0.00481,0.48,21,45,66,85,108
49,0.3776,0.34234,-0.00071,-0.00467,0.49,21,45,67,85,108
50,0.38161,0.34414,0.00698,-0.00192,0.49,21,45,67,85,108
51,0.39103,0.35495,0.02385,0.01494,0.5,21,45,67,85,108
52,0.39884,0.36396,0.03883,0.02957,0.51,21,45,67,85,108
53,0.41006,0.38198,0.0607,0.0585,0.52,21,45,67,85,108
54,0.39163,0.36937,0.04358,0.04319,0.53,21,45,67,85,108
55,0.32552,0.35495,-0.03554,0.02709,0.54,21,45,67,85,108
56,0.30769,0.35676,-0.04808,0.03378,0.55,21,45,67,85,108
57,0.3119,0.37117,-0.03575,0.05685,0.56,21,45,67,85,108
58,0.3127,0.38018,-0.03031,0.07182,0.57,21,45,67,85,108
59,0.3145,0.36396,-0.02265,0.04948,0.58,21,45,67,85,108
60,0.3119,0.34595,-0.02162,0.02454,0.59,21,45,67,85,108
61,0.30829,0.34234,-0.02181,0.02029,0.6,21,45,67,85,108
62,0.30789,0.33153,-0.01837,0.0058,0.6,21,45,67,85,108
63,0.30449,0.33153,-0.01922,0.00715,0.61,21,45,67,85,108
64,0.30028,0.33333,-0.02084,0.01096,0.62,21,45,67,85,108
65,0.29808,0.33153,-0.02017,0.00982,0.63,21,45,67,85,108
66,0.29487,0.33333,-0.02081,0.01402,0.64,21,45,67,85,108
67,0.29207,0.32432,-0.02046,0.00177,0.65,22,45,67,85,108
68,0.29107,0.31892,-0.01683,-0.00501,0.66,22,45,67,85,108
69,0.29167,0.31892,-0.01252,-0.00433,0.67,22,45,67,85,108
70,0.29287,0.31892,-0.00872,-0.00393,0.68,22,45,67,84,108
71,0.29407,0.32072,-0.00534,-0.001,0.69,22,45,67,84,108
72,0.29667,0.32072,-0.00073,-0.0006,0.7,22,45,67,84,108
73,0.29607,0.31712,-0.00095,-0.00571,0.7,22,45,67,84,108
74,0.29667,0.32072,0.00026,-0.00013,0.71,22,45,67,84,108
75,0.29607,0.31892,-0.00045,-0.00272,0.72,22,45,67,84,108
76,0.29587,0.31892,-0.00071,-0.00272,0.73,22,45,67,84,108
77,0.29587,0.31892,-0.00066,-0.00272,0.74,22,45,67,84,108
78,0.29627,0.32072,0.0,0.0,0.75,22,45,67,84,108
79,0.29627,0.32072,0.0,0.0,0.76,22,45,67,84,108
80,0.29627,0.32072,0.0,0.0,0.77,22,45,66,84,108
81,0.29627,0.32072,0.0,0.0,0.78,22,45,66,84,107
82,0.29627,0.32072,0.0,0.0,0.79,22,45,66,84,107
83,0.29627,0.32072,0.0,0.0,0.79,22,45,66,84,107
84,0.29627,0.32072,0.0,0.0,0.8,22,45,66,84,107
85,0.29627,0.32072,0.0,0.0,0.81,22,45,66,84,107
86,0.29627,0.32072,0.0,0.0,0.82,22,46,66,84,107
87,0.29627,0.32072,0.0,0.0,0.83,22,46,66,84,107
88,0.29627,0.32072,0.0,0.0,0.84,22,46,66,84,107
89,0.29627,0.32072,0.0,0.0,0.85,22,46,66,84,107
90,0.29647,0.32072,0.00026,0.0,0.86,22,46,66,84,107
91,0.29587,0.32072,-0.00066,0.0,0.87,22,46,66,84,107
92,0.29667,0.32072,0.00029,-0.00013,0.88,22,46,66,84,107
93,0.29667,0.32072,-0.00023,-0.0002,0.88,22,46,66,83,107
94,0.29587,0.32072,-0.00244,-0.0006,0.89,22,46,66,83,107
95,0.29547,0.32252,-0.00479,0.00158,0.9,22,46,66,83,107
96,0.29387,0.32252,-0.01057,0.00098,0.91,22,46,66,83,107
97,0.29527,0.32613,-0.01329,0.00523,0.92,22,46,66,83,107
98,0.29728,0.32973,-0.01511,0.00929,0.93,22,46,66,83,107
99,0.30489,0.34054,-0.00903,0.02369,0.94,22,46,66,83,107
100,0.3115,0.34234,-0.00533,0.02485,0.95,22,46,66,83,107
101,0.32011,0.35315,0.00183,0.039,0.96,22,46,66,83,107
102,0.32412,0.37658,0.00179,0.0711,0.97,22,46,66,83,107
103,0.32712,0.38018,0.00074,0.07459,0.98,22,46,66,83,107
104,0.33313,0.38919,0.00448,0.08649,0.98,22,47,66,83,107
105,0.33233,0.38739,-0.00118,0.08261,0.99,22,47,66,83,107
106,0.33113,0.39279,-0.00693,0.08953,1.0,23,47,66,83,106
107,0.33293,0.38198,-0.00868,0.07237,1.01,23,47,66,83,106
108,0.33454,0.38378,-0.01011,0.07388,1.02,23,47,65,83,106
109,0.33994,0.36577,-0.00637,0.04595,1.03,23,47,65,83,106
110,0.34876,0.36036,0.0027,0.0367,1.04,23,47,65,83,106
111,0.35597,0.37297,0.00893,0.05472,1.05,23,47,65,82,106
112,0.36078,0.37477,0.0136,0.05673,1.06,23,47,65,82,106
113,0.36558,0.36757,0.01866,0.04494,1.07,23,47,65,82,106
114,0.36639,0.36396,0.01709,0.03884,1.08,23,47,65,82,106
115,0.37079,0.37297,0.02017,0.05154,1.08,23,47,65,82,106
116,0.3774,0.37658,0.02729,0.05602,1.09,23,47,65,82,106
117,0.38862,0.37838,0.04103,0.05751,1.1,23,47,65,82,106
118,0.39724,0.38378,0.05108,0.06474,1.11,23,47,65,82,106
119,0.40385,0.38018,0.05841,0.05823,1.12,23,47,65,82,106
120,0.40805,0.38378,0.06277,0.06293,1.13,23,47,65,82,106
121,0.40825,0.38559,0.06114,0.06535,1.14,23,47,65,82,106
122,0.41546,0.38919,0.07091,0.06999,1.15,23,47,65,82,106
123,0.41867,0.38919,0.07456,0.06948,1.16,23,46,65,82,106
