epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.34282,0.38378,0.00259,0.0539,0.05,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
1,0.34482,0.37658,0.00916,0.04921,0.07,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
2,0.34362,0.36577,0.01299,0.04243,0.09,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
3,0.34542,0.36577,0.02203,0.05459,0.11,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
4,0.35003,0.35856,0.03539,0.05641,0.13,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
5,0.35063,0.36577,0.04266,0.07577,0.15,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
6,0.34442,0.35315,0.03962,0.06839,0.17,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
7,0.33761,0.34414,0.03443,0.06215,0.19,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
8,0.3348,0.34234,0.03389,0.06513,0.21,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
9,0.32999,0.33874,0.0297,0.06498,0.23,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
10,0.32799,0.32793,0.02888,0.05331,0.25,8,16,24,32,41,49,56,65,73,81,89,97,105,113,121
11,0.32519,0.32432,0.0267,0.0499,0.27,8,16,24,32,41,49,56,65,73,81,89,97,105,113,121
12,0.32378,0.32072,0.02591,0.0465,0.29,8,17,24,32,41,49,56,65,73,81,89,97,105,113,121
13,0.32038,0.31712,0.02221,0.04256,0.31,8,17,25,32,41,49,56,65,73,82,89,97,105,113,121
14,0.31697,0.31532,0.01831,0.04115,0.33,8,17,25,32,41,49,56,65,73,82,89,97,105,113,121
15,0.31597,0.31351,0.01743,0.04003,0.35,8,17,25,32,41,49,56,65,73,82,89,97,105,113,121
16,0.31397,0.30631,0.01508,0.03108,0.37,8,17,25,32,41,49,56,65,72,82,89,97,105,113,121
17,0.31276,0.3009,0.01371,0.02466,0.39,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
18,0.31156,0.2991,0.01229,0.02299,0.41,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
19,0.31056,0.2991,0.01117,0.02384,0.43,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
20,0.31016,0.2991,0.01088,0.02441,0.45,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
21,0.31016,0.2973,0.01117,0.02218,0.47,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
22,0.30996,0.2955,0.01101,0.01996,0.49,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
23,0.30916,0.29369,0.01003,0.01773,0.51,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
24,0.30876,0.29009,0.00969,0.01329,0.53,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
25,0.30876,0.28829,0.00978,0.01107,0.54,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
