epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5
0,0,0,0.26886,0.26944,0.06,11,22,33,44,54
1,0,0,0.26262,0.26317,0.09,11,22,33,44,54
2,0,0,0.25631,0.25684,0.11,11,22,33,44,54
3,0,0,0.2499,0.25042,0.14,11,22,33,44,54
4,0,0,0.24343,0.24393,0.17,11,22,33,44,54
5,0,0,0.23698,0.23747,0.2,11,22,33,44,54
6,0,0,0.23059,0.23107,0.22,11,22,33,44,54
7,0,0,0.22428,0.22474,0.25,11,22,33,44,54
8,0,0,0.21804,0.21848,0.28,11,22,33,44,54
9,0,0,0.21186,0.21229,0.31,11,22,33,44,54
10,0,0,0.20576,0.20618,0.33,11,22,33,44,54
11,0,0,0.19973,0.20012,0.36,11,22,33,44,54
12,0,0,0.19373,0.1941,0.38,11,22,33,44,54
13,0,0,0.18775,0.18808,0.41,11,22,33,44,54
14,0,0,0.18183,0.18212,0.43,11,22,33,44,54
15,0,0,0.17608,0.17634,0.46,11,22,33,44,54
16,0,0,0.17076,0.17097,0.48,11,22,33,44,54
17,0,0,0.16599,0.16615,0.51,11,22,33,44,54
18,0,0,0.16147,0.16162,0.53,11,22,33,44,54
19,0,0,0.15673,0.15684,0.56,11,22,33,44,54
20,0,0,0.15186,0.15193,0.59,11,22,33,44,54
21,0,0,0.14706,0.14706,0.61,11,22,33,44,54
22,0,0,0.14252,0.14244,0.64,11,22,33,44,54
23,0,0,0.13844,0.1383,0.66,11,22,33,44,54
24,0.0212,0.01762,0.13493,0.13474,0.69,11,22,33,44,54
25,0.06227,0.05973,0.13207,0.13182,0.72,11,22,33,44,54
26,0.09302,0.09144,0.12989,0.12958,0.75,11,22,33,44,54
27,0.11367,0.11299,0.1284,0.12803,0.78,11,21,33,44,54
28,0.12492,0.12504,0.12758,0.12716,0.81,11,21,33,44,54
29,0.12787,0.12867,0.12737,0.12689,0.84,11,21,33,44,54
30,0.12407,0.12545,0.12764,0.12713,0.86,11,21,33,44,54
31,0.11542,0.11728,0.12827,0.12772,0.89,11,21,33,44,54
32,0.10403,0.10628,0.12909,0.12851,0.93,11,21,33,44,54
33,0.09199,0.09453,0.12996,0.12936,0.95,11,21,33,44,54
34,0.08113,0.08388,0.13073,0.13011,0.98,11,21,33,44,54
35,0.0728,0.07569,0.13133,0.13069,1.01,11,21,33,44,54
36,0.06782,0.07077,0.13168,0.13104,1.04,11,21,33,44,54
37,0.06643,0.06939,0.13178,0.13114,1.07,11,21,33,44,54
38,0.06845,0.07136,0.13163,0.131,1.1,11,21,33,44,54
39,0.07334,0.07617,0.13129,0.13066,1.13,11,21,33,44,54
40,0.08038,0.08308,0.13079,0.13017,1.16,11,21,33,44,54
41,0.08875,0.0913,0.13019,0.12959,1.18,11,21,33,44,54
42,0.09768,0.10004,0.12955,0.12896,1.21,11,21,33,44,54
43,0.10645,0.10861,0.12892,0.12835,1.24,11,21,33,44,54
44,0.11451,0.11646,0.12834,0.12778,1.26,11,21,33,44,54
45,0.12147,0.12319,0.12783,0.12729,1.29,11,21,33,44,54
46,0.12708,0.12857,0.12742,0.1269,1.32,11,21,33,44,54
47,0.13127,0.13253,0.12712,0.12661,1.35,11,21,33,44,54
48,0.13407,0.13513,0.12691,0.12642,1.37,11,21,33,44,54
49,0.13562,0.13654,0.1268,0.12632,1.4,11,21,33,44,54
50,0.13614,0.13689,0.12676,0.12629,1.42,11,21,33,44,54
51,0.13588,0.13647,0.12678,0.12632,1.45,11,21,33,44,54
52,0.13515,0.1356,0.12683,0.12639,1.47,11,21,33,44,54
53,0.13418,0.13457,0.1269,0.12646,1.5,11,21,33,44,54
54,0.13323,0.13362,0.12697,0.12653,1.52,11,21,33,44,54
55,0.13251,0.13291,0.12703,0.12658,1.55,11,21,33,44,54
56,0.13214,0.1326,0.12705,0.12661,1.57,11,21,33,44,54
57,0.1322,0.13275,0.12705,0.1266,1.6,11,21,33,44,54
58,0.13272,0.13336,0.12701,0.12655,1.62,11,21,33,44,54
59,0.13367,0.13442,0.12694,0.12647,1.65,11,21,33,44,54
60,0.13498,0.13587,0.12685,0.12637,1.68,11,21,33,44,54
61,0.13657,0.13761,0.12673,0.12624,1.7,11,21,33,44,54
62,0.13833,0.13954,0.1266,0.1261,1.72,11,21,33,44,54
63,0.14016,0.14157,0.12647,0.12595,1.75,11,21,33,44,54
64,0.14196,0.14357,0.12633,0.1258,1.77,11,21,33,44,54
65,0.14367,0.14547,0.12621,0.12566,1.8,11,21,33,44,54
66,0.14523,0.14722,0.12609,0.12554,1.82,11,21,33,44,54
67,0.14661,0.14877,0.12599,0.12542,1.85,11,21,33,44,54
68,0.14779,0.15013,0.1259,0.12532,1.87,11,21,33,44,54
69,0.14879,0.15131,0.12583,0.12523,1.9,11,21,33,44,54
70,0.14965,0.15231,0.12577,0.12516,1.92,11,21,33,44,54
71,0.15039,0.15319,0.12571,0.1251,1.95,11,21,33,44,54
72,0.15106,0.15397,0.12566,0.12504,1.97,11,21,33,44,54
73,0.15171,0.1547,0.12561,0.12498,2.0,11,21,33,44,54
74,0.15237,0.15542,0.12556,0.12493,2.03,11,21,33,44,54
75,0.15307,0.15615,0.12551,0.12488,2.05,11,21,33,44,54
76,0.15383,0.15692,0.12546,0.12482,2.08,11,21,33,44,54
77,0.15464,0.15772,0.1254,0.12476,2.11,11,21,33,44,54
78,0.1555,0.15859,0.12533,0.1247,2.13,10,21,33,44,54
79,0.1564,0.15948,0.12527,0.12463,2.16,10,21,33,44,54
80,0.15733,0.16036,0.1252,0.12456,2.19,10,21,33,44,54
81,0.15824,0.16121,0.12513,0.1245,2.21,10,21,33,44,54
82,0.15913,0.16201,0.12506,0.12444,2.24,10,21,33,44,54
83,0.15996,0.16275,0.125,0.12439,2.27,10,21,33,44,54
84,0.16072,0.16347,0.12494,0.12433,2.29,10,21,33,44,54
85,0.16139,0.16414,0.12489,0.12428,2.32,10,21,33,44,54
86,0.162,0.16475,0.12485,0.12424,2.35,10,21,33,44,54
87,0.16254,0.1653,0.12481,0.1242,2.37,10,21,33,44,54
88,0.16304,0.16581,0.12477,0.12416,2.4,10,21,33,44,54
89,0.1635,0.16632,0.12474,0.12412,2.42,10,21,33,44,54
90,0.16396,0.16682,0.1247,0.12408,2.45,10,21,33,44,54
91,0.16443,0.16733,0.12467,0.12405,2.47,10,21,33,44,54
92,0.16492,0.16786,0.12463,0.12401,2.5,10,21,33,44,54
93,0.16543,0.16841,0.12459,0.12397,2.53,10,21,33,44,54
94,0.16597,0.169,0.12455,0.12392,2.55,10,21,33,44,54
95,0.16653,0.16961,0.12451,0.12388,2.57,10,21,33,44,54
96,0.1671,0.17023,0.12447,0.12383,2.6,10,21,33,44,54
97,0.16769,0.17087,0.12442,0.12378,2.63,10,21,33,44,54
98,0.16827,0.17149,0.12438,0.12374,2.65,10,21,33,44,54
99,0.16885,0.17212,0.12434,0.12369,2.68,10,21,33,44,54
100,0.16941,0.17272,0.1243,0.12364,2.7,10,21,33,44,54
101,0.16996,0.17332,0.12425,0.1236,2.73,10,21,33,44,54
102,0.17049,0.17389,0.12421,0.12356,2.76,10,21,33,44,54
103,0.17102,0.17446,0.12417,0.12351,2.78,10,21,33,44,54
104,0.17155,0.17503,0.12414,0.12347,2.81,10,21,33,44,54
105,0.17209,0.17561,0.1241,0.12343,2.83,10,21,33,44,54
