epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.17748,0.17777,0.64,1388,2772
1,0,0,0.17669,0.17707,0.64,1389,2772
2,0,0,0.17588,0.17635,0.65,1389,2771
3,0,0,0.17505,0.17559,0.65,1390,2770
4,0,0,0.17422,0.17482,0.66,1390,2769
5,0,0,0.17338,0.17405,0.66,1391,2768
6,0,0,0.17254,0.17328,0.67,1392,2767
7,0,0,0.17171,0.17252,0.67,1392,2766
8,0,0,0.17089,0.17179,0.68,1393,2765
9,0,0,0.17009,0.17106,0.68,1394,2764
10,0,0,0.1693,0.17036,0.69,1394,2763
11,0,0,0.16853,0.16968,0.69,1395,2762
12,0,0,0.16779,0.16904,0.7,1395,2762
13,0,0,0.16706,0.16843,0.71,1396,2761
14,0,0,0.16637,0.16783,0.71,1397,2760
15,0,0,0.1657,0.16726,0.72,1397,2759
16,0,0,0.16505,0.16671,0.72,1398,2758
17,0,0,0.16444,0.16621,0.73,1398,2757
18,0,0.00319,0.16385,0.16572,0.73,1398,2757
19,0,0.00866,0.16329,0.16527,0.74,1398,2756
20,0,0.01362,0.16276,0.16486,0.74,1398,2755
21,0,0.01808,0.16226,0.16448,0.75,1397,2755
22,0,0.02222,0.16179,0.16413,0.75,1397,2754
23,0,0.02603,0.16135,0.16381,0.75,1397,2753
24,0,0.02953,0.16094,0.16352,0.76,1397,2753
25,0,0.0327,0.16055,0.16325,0.76,1397,2752
26,0,0.03556,0.1602,0.16301,0.77,1397,2752
27,0.00387,0.03812,0.15988,0.16279,0.78,1398,2752
28,0.00748,0.04039,0.15959,0.1626,0.78,1398,2753
29,0.01071,0.04236,0.15933,0.16244,0.79,1398,2753
30,0.01358,0.04405,0.1591,0.16229,0.79,1398,2753
31,0.01613,0.04547,0.1589,0.16217,0.8,1398,2754
32,0.01836,0.04667,0.15872,0.16207,0.8,1398,2754
33,0.02031,0.04768,0.15856,0.16198,0.81,1398,2754
34,0.02199,0.04852,0.15842,0.16191,0.81,1398,2754
35,0.02339,0.0492,0.15831,0.16185,0.82,1398,2755
36,0.02459,0.04973,0.15821,0.16181,0.82,1398,2755
37,0.02559,0.05014,0.15813,0.16177,0.83,1398,2755
38,0.02642,0.05049,0.15806,0.16174,0.83,1398,2756
39,0.02709,0.05078,0.15801,0.16172,0.84,1398,2756
40,0.02767,0.05102,0.15796,0.1617,0.84,1397,2756
41,0.02814,0.05124,0.15792,0.16168,0.84,1397,2756
42,0.02854,0.05145,0.15789,0.16166,0.85,1397,2757
