dataset,target_size,algorithm,time,metric1,metric2,selected_features
lucas_full,5,lasso,1.68,0.14,0.12,1406-1407-1408-1410-4199||1406-1407-1408-1410-4199||1406-1407-1408-1410-4199||1406-1407-1408-1410-4199||1406-1407-1408-1410-4199||1406-1407-1408-1410-4199||1406-1407-1408-1410-4199||1406-1407-1408-1410-4199||1406-1407-1408-1410-4199||1406-1407-1408-1410-4199
lucas_full,10,lasso,1.68,0.11,0.14,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,15,lasso,1.68,0.08,0.16,1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,20,lasso,1.68,0.06,0.18,1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,25,lasso,1.68,0.06,0.2,1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,30,lasso,1.68,0.07,0.24,1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199||1381-1382-1383-1384-1385-1386-1387-1388-1389-1390-1391-1392-1393-1394-1395-1396-1397-1398-1399-1400-1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_skipped,5,lasso,0.02,0.21,0.13,16-28-29-30-65||16-28-29-30-65||16-28-29-30-65||16-28-29-30-65||16-28-29-30-65||16-28-29-30-65||16-28-29-30-65||16-28-29-30-65||16-28-29-30-65||16-28-29-30-65
lucas_skipped,10,lasso,0.02,0.52,0.09,16-23-24-25-26-27-28-29-30-65||16-23-24-25-26-27-28-29-30-65||16-23-24-25-26-27-28-29-30-65||16-23-24-25-26-27-28-29-30-65||16-23-24-25-26-27-28-29-30-65||16-23-24-25-26-27-28-29-30-65||16-23-24-25-26-27-28-29-30-65||16-23-24-25-26-27-28-29-30-65||16-23-24-25-26-27-28-29-30-65||16-23-24-25-26-27-28-29-30-65
lucas_skipped,15,lasso,0.02,0.46,0.1,16-18-19-20-21-22-23-24-25-26-27-28-29-30-65||16-18-19-20-21-22-23-24-25-26-27-28-29-30-65||16-18-19-20-21-22-23-24-25-26-27-28-29-30-65||16-18-19-20-21-22-23-24-25-26-27-28-29-30-65||16-18-19-20-21-22-23-24-25-26-27-28-29-30-65||16-18-19-20-21-22-23-24-25-26-27-28-29-30-65||16-18-19-20-21-22-23-24-25-26-27-28-29-30-65||16-18-19-20-21-22-23-24-25-26-27-28-29-30-65||16-18-19-20-21-22-23-24-25-26-27-28-29-30-65||16-18-19-20-21-22-23-24-25-26-27-28-29-30-65
lucas_skipped,20,lasso,0.02,0.39,0.11,13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65||13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65||13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65||13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65||13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65||13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65||13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65||13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65||13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65||13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-64-65
