dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
lucas_full,5,0,lasso,0,1.58,0.17,0.12,1406-1407-1408-1410-4199
lucas_full,5,1,lasso,0,1.78,0.1,0.11,1406-1407-1408-1410-4199
lucas_full,5,2,lasso,0,1.68,0.1,0.12,1406-1407-1408-1410-4199
lucas_full,5,3,lasso,0,1.65,0.15,0.13,1406-1407-1408-1410-4199
lucas_full,5,4,lasso,0,1.68,0.12,0.13,1406-1407-1408-1410-4199
lucas_full,5,5,lasso,0,1.62,0.1,0.11,1406-1407-1408-1410-4199
lucas_full,5,6,lasso,0,1.77,0.23,0.13,1406-1407-1408-1410-4199
lucas_full,5,7,lasso,0,1.67,0.16,0.13,1406-1407-1408-1410-4199
lucas_full,5,8,lasso,0,1.67,0.17,0.13,1406-1407-1408-1410-4199
lucas_full,5,9,lasso,0,1.72,0.08,0.14,1406-1407-1408-1410-4199
lucas_full,10,0,lasso,0,1.58,0.19,0.12,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,10,1,lasso,0,1.78,0,0.13,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,10,2,lasso,0,1.68,0.1,0.12,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,10,3,lasso,0,1.65,0.16,0.13,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,10,4,lasso,0,1.68,0.15,0.13,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,10,5,lasso,0,1.62,0,0.22,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,10,6,lasso,0,1.77,0.2,0.14,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,10,7,lasso,0,1.67,0.17,0.13,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,10,8,lasso,0,1.67,0.1,0.14,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
lucas_full,10,9,lasso,0,1.72,0,0.16,1401-1402-1403-1404-1405-1406-1407-1408-1410-4199
