epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.19408,0.1932,0.05,22,44
1,0,0,0.19131,0.19043,0.06,22,44
2,0,0,0.18858,0.1877,0.08,22,44
3,0,0,0.18589,0.18501,0.09,22,44
4,0,0,0.18324,0.18237,0.1,22,44
5,0,0,0.18064,0.17977,0.11,22,43
6,0,0,0.17809,0.17722,0.12,22,43
7,0,0,0.17558,0.17473,0.13,22,43
8,0,0,0.17313,0.17228,0.14,22,43
9,0,0,0.17073,0.16989,0.16,22,43
10,0,0,0.16839,0.16755,0.17,22,43
11,0,0,0.1661,0.16526,0.18,22,43
12,0,0,0.16386,0.16304,0.19,22,43
13,0,0,0.16169,0.16088,0.21,22,43
14,0,0,0.15959,0.15878,0.22,22,43
15,0,0,0.15755,0.15675,0.23,22,43
16,0,0,0.15558,0.15479,0.25,22,43
17,0,0,0.15369,0.15291,0.26,22,43
18,0,0,0.15188,0.15112,0.27,22,43
19,0,0,0.15016,0.14941,0.28,22,43
20,0,0,0.14852,0.14779,0.29,22,43
21,0,0,0.14698,0.14626,0.31,22,43
22,0,0,0.14554,0.14483,0.32,22,43
23,0,0,0.1442,0.14351,0.33,22,43
24,0,0,0.14297,0.1423,0.35,22,43
25,0,0,0.14185,0.14119,0.36,22,43
26,0,0,0.14084,0.1402,0.37,22,43
27,0,0,0.13995,0.13932,0.38,21,43
28,0,0,0.13916,0.13856,0.4,21,43
29,0,0,0.13849,0.13791,0.41,21,43
30,0,0,0.13793,0.13736,0.43,21,43
31,0,0,0.13747,0.13692,0.44,21,43
32,0,0,0.1371,0.13657,0.46,21,43
33,0,0,0.13682,0.13631,0.47,21,43
34,0,0,0.13662,0.13613,0.48,21,43
35,0,0,0.1365,0.13602,0.5,21,43
36,0,0,0.13642,0.13596,0.51,21,43
37,0,0,0.1364,0.13595,0.52,21,43
38,0,0,0.13641,0.13598,0.54,21,43
39,0,0,0.13645,0.13602,0.55,21,43
40,0,0,0.1365,0.13608,0.56,21,43
41,0,0,0.13655,0.13615,0.57,21,43
42,0,0,0.1366,0.1362,0.58,21,43
43,0,0,0.13664,0.13625,0.6,21,43
44,0,0,0.13668,0.13629,0.61,21,43
45,0,0,0.13669,0.13631,0.62,21,43
46,0,0,0.1367,0.13632,0.63,21,43
47,0,0,0.13668,0.13631,0.64,21,43
48,0,0,0.13666,0.13628,0.66,21,43
49,0,0,0.13662,0.13624,0.67,21,43
50,0,0,0.13657,0.13619,0.68,21,43
51,0,0,0.13651,0.13613,0.7,21,43
52,0,0,0.13645,0.13607,0.71,21,43
53,0,0,0.13638,0.136,0.72,21,43
54,0.00097,0.00019,0.13632,0.13593,0.74,21,43
55,0.00195,0.00123,0.13625,0.13586,0.75,21,43
56,0.0029,0.00224,0.13619,0.13579,0.76,21,43
57,0.0038,0.0032,0.13612,0.13572,0.78,21,43
58,0.00464,0.00411,0.13607,0.13566,0.79,21,43
59,0.00541,0.00495,0.13601,0.1356,0.8,21,43
60,0.00611,0.00571,0.13597,0.13555,0.82,21,43
61,0.00674,0.0064,0.13592,0.1355,0.83,21,43
62,0.0073,0.00702,0.13588,0.13546,0.84,21,43
63,0.0078,0.00757,0.13585,0.13542,0.85,21,43
64,0.00823,0.00806,0.13582,0.13539,0.87,21,43
65,0.00862,0.00849,0.13579,0.13536,0.88,21,43
66,0.00896,0.00888,0.13577,0.13534,0.9,21,43
67,0.00926,0.00922,0.13575,0.13531,0.91,21,43
68,0.00954,0.00954,0.13573,0.13529,0.92,21,43
69,0.0098,0.00982,0.13571,0.13527,0.94,21,43
70,0.01005,0.0101,0.1357,0.13525,0.95,21,43
