epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.39955,0.39905,0.62,202,400,597,796,992,1190,1388,1588,1783,1981,2181,2377,2577,2772,2972,3170,3367,3564,3762,3960
1,0,0,0.39374,0.39333,0.64,202,401,597,796,992,1189,1388,1588,1783,1980,2182,2377,2578,2772,2973,3171,3368,3564,3762,3960
2,0,0,0.38802,0.3877,0.65,203,401,596,796,991,1189,1388,1588,1782,1979,2183,2378,2578,2771,2974,3171,3369,3563,3761,3960
3,0,0,0.38236,0.38216,0.67,203,401,596,796,990,1188,1388,1587,1781,1978,2184,2378,2577,2770,2975,3172,3369,3563,3761,3959
4,0,0,0.37676,0.37669,0.69,203,402,595,796,990,1188,1388,1587,1781,1977,2184,2378,2577,2770,2976,3173,3369,3562,3760,3959
5,0,0,0.37122,0.37126,0.71,203,402,595,796,989,1188,1388,1587,1780,1976,2184,2378,2577,2770,2976,3173,3369,3562,3760,3959
6,0,0,0.36574,0.36592,0.72,203,402,594,796,988,1188,1388,1587,1779,1975,2185,2378,2577,2770,2977,3174,3369,3561,3760,3959
7,0,0,0.36033,0.36064,0.74,204,403,594,796,988,1187,1388,1588,1779,1974,2185,2378,2577,2771,2978,3175,3369,3561,3760,3958
8,0,0,0.35501,0.35536,0.76,204,403,593,796,987,1187,1388,1588,1778,1973,2185,2377,2578,2771,2979,3175,3369,3560,3760,3958
9,0,0,0.34985,0.35014,0.77,204,403,593,796,986,1186,1387,1589,1778,1972,2185,2377,2578,2772,2980,3176,3369,3560,3760,3958
10,0,0,0.34485,0.345,0.79,204,404,592,796,986,1186,1387,1589,1777,1971,2185,2378,2577,2773,2981,3177,3369,3559,3760,3958
11,0,0,0.33993,0.34007,0.81,204,404,592,796,985,1185,1387,1590,1777,1970,2185,2378,2577,2774,2982,3178,3369,3559,3760,3957
12,0,0,0.33504,0.3353,0.82,204,404,591,796,985,1185,1386,1590,1776,1969,2184,2378,2577,2774,2983,3178,3369,3558,3761,3957
13,0,0,0.33015,0.33052,0.84,205,405,591,796,984,1185,1386,1591,1776,1968,2184,2378,2577,2775,2984,3179,3370,3558,3761,3957
14,0,0,0.3253,0.32579,0.86,205,405,590,796,984,1184,1386,1592,1776,1967,2183,2378,2577,2776,2985,3180,3370,3557,3761,3957
15,0,0,0.32069,0.32121,0.88,205,405,590,796,983,1184,1386,1593,1775,1966,2182,2378,2578,2777,2985,3180,3370,3557,3760,3956
16,0,0,0.31666,0.317,0.9,205,406,590,796,983,1184,1387,1593,1775,1965,2182,2378,2578,2778,2986,3181,3370,3556,3760,3956
