epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.20585,0.21217,0.96,202,400,597,796,992,1192,1388,1588,1785,1981,2181,2379,2577,2774,2970,3170,3366,3565,3762,3960
1,0,0,0.20301,0.20944,0.99,202,400,597,797,993,1193,1387,1588,1785,1980,2182,2378,2578,2775,2969,3171,3365,3565,3762,3960
2,0,0,0.2001,0.20667,1.02,203,401,596,797,993,1193,1387,1589,1784,1979,2183,2377,2579,2775,2969,3171,3365,3565,3761,3960
3,0,0,0.19712,0.20385,1.04,203,401,596,798,994,1194,1388,1590,1784,1978,2184,2377,2580,2775,2968,3172,3364,3565,3761,3959
4,0,0,0.19407,0.20098,1.06,203,401,595,799,994,1195,1388,1591,1784,1977,2185,2378,2580,2776,2967,3173,3364,3565,3760,3959
5,0,0,0.19098,0.19805,1.09,203,402,595,799,994,1196,1388,1591,1785,1976,2186,2378,2581,2776,2966,3173,3363,3565,3760,3959
6,0,0,0.18785,0.19508,1.11,203,402,594,800,994,1197,1388,1592,1785,1975,2187,2378,2581,2776,2965,3174,3362,3565,3760,3959
7,0,0,0.1847,0.1921,1.14,204,402,594,800,995,1197,1387,1592,1785,1974,2187,2378,2580,2776,2965,3175,3362,3565,3759,3958
8,0,0,0.18155,0.18914,1.16,204,403,593,801,995,1198,1387,1593,1785,1973,2188,2378,2580,2777,2964,3176,3361,3565,3759,3958
9,0,0,0.17843,0.18622,1.18,204,403,593,801,996,1199,1387,1594,1784,1972,2189,2378,2580,2777,2963,3176,3360,3565,3759,3958
10,0,0,0.17536,0.18337,1.21,204,403,592,802,997,1200,1387,1594,1784,1971,2190,2378,2580,2778,2962,3177,3360,3565,3758,3958
11,0,0,0.17238,0.18061,1.23,204,404,592,802,997,1201,1388,1595,1784,1970,2191,2378,2580,2778,2962,3178,3359,3565,3758,3957
12,0,0,0.16951,0.17795,1.25,204,404,591,803,998,1201,1388,1595,1785,1969,2192,2378,2580,2778,2961,3179,3358,3565,3757,3957
13,0,0,0.16679,0.17543,1.27,205,404,591,803,999,1202,1388,1596,1785,1968,2193,2378,2580,2779,2960,3179,3358,3565,3757,3957
14,0,0,0.16424,0.1731,1.29,205,405,590,804,999,1203,1388,1596,1785,1967,2193,2378,2581,2779,2960,3180,3357,3565,3757,3957
15,0,0,0.1619,0.17098,1.32,205,405,590,804,1000,1204,1388,1597,1785,1966,2194,2378,2581,2780,2959,3181,3357,3564,3757,3957
16,0,0,0.15978,0.16908,1.34,205,406,589,805,1001,1205,1387,1597,1785,1965,2195,2378,2581,2781,2958,3182,3356,3564,3756,3956
17,0,0,0.15791,0.16744,1.37,206,406,589,805,1002,1205,1387,1598,1784,1964,2195,2378,2581,2782,2958,3182,3355,3564,3756,3956
18,0,0,0.1563,0.16606,1.4,206,406,588,806,1003,1206,1387,1599,1784,1963,2196,2378,2580,2782,2957,3183,3355,3564,3755,3956
19,0,0,0.15497,0.16495,1.42,206,407,588,807,1004,1207,1387,1599,1784,1962,2196,2378,2580,2783,2957,3184,3354,3563,3755,3956
20,0,0,0.15391,0.1641,1.44,206,407,587,807,1004,1208,1387,1600,1785,1962,2197,2378,2580,2783,2956,3184,3353,3563,3755,3955
21,0,0,0.15312,0.1635,1.47,206,408,587,808,1005,1208,1387,1600,1785,1961,2197,2378,2580,2784,2955,3185,3353,3562,3754,3955
22,0,0,0.15257,0.16312,1.49,207,408,587,809,1006,1209,1387,1601,1785,1960,2198,2378,2580,2784,2955,3186,3352,3562,3754,3955
