algorithm,rows,columns,time,target_size,final_size,r2_original,r2_train,r2_test,rmse_original,rmse_train,rmse_test,selected_features
fscr,2178,4200,13.16,2,2,0.54,0.16,0.21,0.09,0.13,0.12,1401;2656
fscr,2178,4200,17.3,5,5,0.54,0.81,0.81,0.09,0.06,0.06,409;1285;2021;2656;3458
fscr,2178,4200,25.64,10,9,0.54,0.85,0.84,0.09,0.06,0.05,413;979;1072;1919;2020;2656;2983;3439;3755
fscr,2178,4200,32.28,15,14,0.54,0.86,0.86,0.09,0.06,0.05,437;440;837;1096;1239;1789;2019;2102;2116;2583;2957;3185;3439;3812
fscr,2178,4200,39.76,20,19,0.54,0.85,0.86,0.09,0.06,0.05,466;472;888;946;1087;1124;1747;1898;2019;2146;2182;2408;2413;2435;3182;3185;3439;3747;3812
