epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.0021684134441633538,0.0010834236186348862,0.0,0.0,0.02,18,36,54,72,90,108,126,144,162,180
1,0.0021684134441633538,0.0010834236186348862,0.0,0.0,0.03,18,36,54,72,90,108,126,144,162,180
2,0.0021684134441633538,0.0010834236186348862,0.0,0.0,0.03,18,36,54,72,90,108,126,144,162,180
3,0.0021684134441633538,0.0010834236186348862,-1.6333105765431455e-05,0.0,0.04,18,36,54,72,90,108,126,144,162,180
4,0.0021684134441633538,0.0010834236186348862,-1.6333105765431455e-05,0.0,0.05,18,36,54,72,90,108,126,144,162,180
5,0.0021684134441633538,0.0010834236186348862,-8.167086458321648e-05,-0.00015043284701210524,0.06,18,36,54,72,90,108,126,144,162,180
6,0.0021684134441633538,0.0010834236186348862,-0.000310420271833145,-0.00015043284701210524,0.07,18,36,54,72,90,108,126,144,162,180
7,0.007228044813877846,0.00866738894907909,0.002480145927682975,0.004597817657222669,0.07,18,36,54,72,90,108,126,144,162,180
8,0.029514516323334537,0.02600216684723727,0.01816874047088457,0.016812288646698925,0.08,18,36,55,72,90,108,126,144,162,180
9,0.050716781110709555,0.047670639219934995,0.029602964436942547,0.027176845543428918,0.09,18,36,55,72,90,108,127,144,162,180
10,0.06758221900975786,0.0628385698808234,0.03465291530064507,0.03152300753776771,0.1,18,36,55,72,90,108,127,144,162,180
11,0.08324298277315986,0.07150595882990249,0.039686440660058886,0.029784347732229155,0.11,18,36,55,72,90,107,127,145,162,180
12,0.09842187688230333,0.08559046587215602,0.043122473060352884,0.027555093959949373,0.12,18,36,55,72,90,107,127,145,162,180
13,0.11251656426936514,0.1094257854821235,0.04688766304135128,0.0392405159466831,0.12,18,36,55,72,90,107,127,145,162,180
14,0.12432237079869896,0.12351029252437704,0.051180056492711845,0.046397492841982135,0.13,18,36,55,71,90,107,127,145,162,180
15,0.13275508974822312,0.13326110509209102,0.05531254839320188,0.05360269256698735,0.14,18,36,55,71,90,107,127,145,162,180
16,0.1362486447415974,0.13434452871072589,0.05558043530924561,0.05120561755253594,0.15,18,36,55,71,90,107,127,145,162,180
