epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.017628205128205128,0.01282051282051282,0.0,0.0,0.01,12,24,35,47,59,71,83,94,106,118
1,0.017628205128205128,0.01282051282051282,0.0,0.0,0.02,12,24,35,47,59,71,83,94,106,118
2,0.017628205128205128,0.01282051282051282,0.0,0.0,0.02,12,24,35,47,59,71,82,94,106,118
3,0.017628205128205128,0.01282051282051282,0.0,0.0,0.03,12,24,35,47,59,71,82,94,106,118
4,0.017628205128205128,0.01282051282051282,0.0,0.0,0.04,12,24,35,47,59,71,82,94,106,118
5,0.017628205128205128,0.01282051282051282,0.0,0.0,0.05,12,24,35,47,59,71,82,95,106,118
6,0.017628205128205128,0.01282051282051282,0.0,0.0,0.06,12,24,35,47,59,71,82,95,106,118
7,0.017628205128205128,0.01282051282051282,0.0,0.0,0.06,12,24,35,47,59,71,82,95,106,118
8,0.017628205128205128,0.01282051282051282,0.0,0.0,0.07,12,24,35,47,59,71,82,95,106,118
9,0.017628205128205128,0.01282051282051282,0.0,0.0,0.08,12,24,35,47,59,70,82,95,106,118
10,0.017628205128205128,0.01282051282051282,0.0,0.0,0.09,12,24,35,47,59,70,82,95,106,118
11,0.017628205128205128,0.01282051282051282,0.0,0.0,0.09,12,24,35,47,59,70,82,95,106,118
12,0.017628205128205128,0.01282051282051282,0.0,0.0,0.1,12,24,35,47,59,70,82,95,106,118
13,0.017628205128205128,0.01282051282051282,0.0,0.0,0.11,12,24,35,47,59,70,82,95,106,118
14,0.017628205128205128,0.01282051282051282,0.0,0.0,0.12,12,24,35,47,59,70,82,95,106,118
15,0.017628205128205128,0.01282051282051282,0.0,0.0,0.12,12,24,35,47,59,70,82,95,106,118
16,0.017628205128205128,0.01282051282051282,0.0,0.0,0.13,12,24,35,47,58,70,82,95,106,118
17,0.017628205128205128,0.01282051282051282,0.0,0.0,0.14,12,24,35,47,58,70,82,95,106,118
18,0.017628205128205128,0.01282051282051282,0.0,0.0,0.15,12,24,35,47,58,70,82,95,107,118
19,0.017628205128205128,0.01282051282051282,0.0,0.0,0.16,12,24,35,47,58,70,82,95,107,118
20,0.017628205128205128,0.01282051282051282,0.0,0.0,0.16,12,24,35,47,58,70,82,95,107,118
21,0.017628205128205128,0.01282051282051282,0.0,0.0,0.17,12,24,35,47,58,70,82,95,107,118
22,0.017628205128205128,0.01282051282051282,0.0,0.0,0.18,12,24,35,47,58,70,82,95,107,118
23,0.017628205128205128,0.01282051282051282,0.0,0.0,0.18,12,24,35,47,58,70,82,95,107,118
24,0.017628205128205128,0.01282051282051282,0.0,0.0,0.19,12,24,35,46,58,70,82,95,107,118
25,0.017628205128205128,0.01282051282051282,0.0,0.0,0.2,12,24,35,46,58,70,82,95,107,118
26,0.017628205128205128,0.01282051282051282,0.0,0.0,0.21,12,24,35,46,58,70,82,95,107,118
27,0.017806267806267807,0.01282051282051282,0.00011635990956004871,0.0,0.22,12,24,35,46,58,70,82,95,107,118
28,0.016025641025641024,0.011217948717948718,-0.007779911424264263,-0.007415470440165883,0.23,12,24,35,46,58,70,82,95,107,118
29,0.013888888888888888,0.01282051282051282,-0.019421626676774384,-0.010457248308386458,0.23,12,24,35,46,58,70,82,95,107,118
30,0.019230769230769232,0.017628205128205128,-0.0243650969820981,-0.013781697905181911,0.24,12,24,35,46,59,70,82,95,107,118
31,0.04522792022792023,0.05608974358974359,-0.015402506564223595,0.0037352878990768446,0.25,12,24,35,46,59,70,82,95,107,118
32,0.07745726495726496,0.08333333333333333,-0.0019856512838754004,0.015384615384615552,0.26,12,24,35,46,59,70,82,95,107,118
33,0.10808404558404558,0.12179487179487179,0.011704210230796153,0.034325782884834344,0.27,12,24,35,46,59,70,82,95,107,118
34,0.13425925925925927,0.14102564102564102,0.023389165707640713,0.038672794529761245,0.27,12,24,35,46,59,70,82,95,107,118
35,0.15918803418803418,0.15224358974358973,0.03201565434295006,0.03901903644552085,0.28,12,24,35,46,59,70,82,95,107,118
36,0.182514245014245,0.17147435897435898,0.04141945308642714,0.03981427742309929,0.29,12,24,35,46,59,70,82,95,107,118
37,0.19996438746438747,0.1858974358974359,0.04669989096965088,0.04267598445290732,0.29,12,24,35,46,59,70,82,95,107,118
