epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.29914529914529914,0.296474358974359,0.0,0.0,0.01,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
1,0.29914529914529914,0.296474358974359,0.0,0.0,0.02,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
2,0.29914529914529914,0.296474358974359,0.0,0.0,0.02,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
3,0.29914529914529914,0.296474358974359,0.0,0.0,0.03,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
4,0.29914529914529914,0.296474358974359,0.0,0.0,0.04,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
5,0.29914529914529914,0.296474358974359,0.0,0.0,0.05,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
6,0.29914529914529914,0.296474358974359,0.0,0.0,0.06,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
7,0.29914529914529914,0.296474358974359,0.0,0.0,0.06,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
8,0.29914529914529914,0.296474358974359,0.0,0.0,0.07,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
9,0.29914529914529914,0.296474358974359,0.0,0.0,0.08,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
10,0.29914529914529914,0.296474358974359,0.0,0.0,0.08,8,16,24,32,41,49,57,65,73,81,89,97,105,113,121
11,0.29914529914529914,0.296474358974359,0.0,0.0,0.09,8,16,24,32,41,49,57,65,73,81,89,97,105,113,121
12,0.29914529914529914,0.296474358974359,0.0,0.0,0.1,8,17,24,32,41,49,57,64,73,82,89,97,105,113,121
13,0.29914529914529914,0.296474358974359,0.0,0.0,0.11,8,17,24,32,41,49,57,64,73,82,89,97,105,113,121
14,0.29914529914529914,0.296474358974359,0.0,0.0,0.12,8,17,24,32,41,49,57,64,73,82,89,97,105,113,121
15,0.29914529914529914,0.296474358974359,0.0,0.0,0.12,8,17,24,32,41,49,57,64,72,82,89,97,105,113,121
16,0.29914529914529914,0.296474358974359,0.0,0.0,0.14,8,17,24,32,41,49,57,64,72,82,89,97,105,113,121
17,0.29914529914529914,0.296474358974359,0.0,0.0,0.14,8,17,24,32,41,49,57,64,72,82,89,97,105,113,121
18,0.29914529914529914,0.296474358974359,0.0,0.0,0.15,8,17,24,32,41,49,57,64,72,82,89,97,105,113,121
19,0.29914529914529914,0.296474358974359,0.0,0.0,0.16,8,17,24,32,41,49,57,64,72,82,89,97,105,113,121
20,0.29914529914529914,0.296474358974359,0.0,0.0,0.17,8,17,24,32,41,49,58,64,72,82,89,97,105,113,121
21,0.29914529914529914,0.296474358974359,0.0,0.0,0.19,8,17,24,32,41,49,58,64,72,82,89,97,105,113,121
22,0.29914529914529914,0.296474358974359,0.0,0.0,0.2,8,17,24,32,41,49,58,64,72,82,89,97,105,113,121
23,0.29914529914529914,0.296474358974359,0.0,0.0,0.21,8,17,24,32,41,49,58,64,72,82,89,97,105,113,121
24,0.29914529914529914,0.296474358974359,0.0,0.0,0.21,8,17,24,32,41,49,58,64,72,82,89,97,105,113,121
25,0.29914529914529914,0.296474358974359,0.0,0.0,0.22,8,17,24,32,41,49,58,64,72,82,88,97,105,113,121
26,0.29914529914529914,0.296474358974359,0.0,0.0,0.23,8,17,24,32,41,49,58,64,72,82,88,97,105,113,121
27,0.29914529914529914,0.296474358974359,0.0,0.0,0.23,8,17,24,32,41,49,58,64,72,82,88,97,105,113,121
28,0.29914529914529914,0.296474358974359,0.0,0.0,0.24,8,17,24,32,41,49,58,64,72,82,88,97,105,113,121
29,0.29914529914529914,0.296474358974359,0.0,0.0,0.25,8,17,24,32,41,49,58,64,72,82,88,97,105,113,121
30,0.29914529914529914,0.296474358974359,0.0,0.0,0.25,8,17,24,32,41,49,58,64,72,82,88,96,105,113,121
31,0.29914529914529914,0.296474358974359,0.0,0.0,0.26,8,17,24,32,42,49,58,64,72,82,88,96,105,113,121
32,0.29914529914529914,0.296474358974359,0.0,0.0,0.27,9,17,24,32,42,49,58,64,72,82,88,96,105,113,121
33,0.29914529914529914,0.296474358974359,0.0,0.0,0.27,9,17,24,32,42,49,58,64,72,82,88,96,105,113,121
34,0.29914529914529914,0.296474358974359,0.0,0.0,0.28,9,17,24,32,42,49,58,64,72,82,88,96,105,113,121
35,0.29914529914529914,0.296474358974359,0.0,0.0,0.29,9,17,24,32,42,49,58,64,72,82,88,96,105,113,121
36,0.29914529914529914,0.296474358974359,0.0,0.0,0.29,9,17,24,32,42,49,58,64,72,82,88,96,105,113,121
37,0.29914529914529914,0.296474358974359,0.0,0.0,0.3,9,17,24,32,42,49,58,64,73,82,88,96,105,113,121
38,0.29914529914529914,0.296474358974359,0.0,0.0,0.31,9,17,24,31,42,49,58,64,73,82,88,96,105,113,121
39,0.29914529914529914,0.296474358974359,0.0,0.0,0.31,9,17,24,31,42,49,58,64,73,82,88,96,105,113,121
40,0.29914529914529914,0.296474358974359,0.0,0.0,0.32,9,17,24,31,42,49,58,64,73,82,88,96,105,113,121
41,0.29914529914529914,0.296474358974359,0.0,0.0,0.33,9,17,24,31,42,49,58,64,73,83,88,96,105,113,121
42,0.29914529914529914,0.296474358974359,0.0,0.0,0.33,9,17,24,31,42,49,58,64,73,83,88,96,105,113,121
43,0.29914529914529914,0.296474358974359,0.0,0.0,0.34,9,17,24,31,42,49,58,64,73,83,88,96,105,113,121
44,0.29914529914529914,0.296474358974359,0.0,0.0,0.34,9,17,24,31,42,49,58,64,73,83,88,96,105,113,121
45,0.29914529914529914,0.296474358974359,0.0,0.0,0.35,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
46,0.29914529914529914,0.296474358974359,0.0,0.0,0.36,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
47,0.29914529914529914,0.296474358974359,0.0,0.0,0.36,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
48,0.29914529914529914,0.296474358974359,0.0,0.0,0.37,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
49,0.29914529914529914,0.296474358974359,0.0,0.0,0.38,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
50,0.29914529914529914,0.296474358974359,0.0,0.0,0.38,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
51,0.29914529914529914,0.296474358974359,0.0,0.0,0.39,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
52,0.29914529914529914,0.296474358974359,0.0,0.0,0.4,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
53,0.29914529914529914,0.296474358974359,0.0,0.0,0.4,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
54,0.29914529914529914,0.296474358974359,0.0,0.0,0.41,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
55,0.29914529914529914,0.296474358974359,0.0,0.0,0.42,9,17,24,31,42,49,59,64,73,83,88,96,105,113,121
56,0.29914529914529914,0.296474358974359,0.0,0.0,0.42,9,17,24,31,42,49,59,64,73,83,88,96,106,113,121
57,0.29914529914529914,0.296474358974359,0.0,0.0,0.43,9,17,24,31,42,49,59,64,73,83,88,96,106,113,121
58,0.29914529914529914,0.296474358974359,0.0,0.0,0.44,9,17,24,31,42,49,59,64,73,83,88,96,106,113,121
59,0.29914529914529914,0.296474358974359,0.0,0.0,0.44,9,17,24,31,42,49,59,64,73,83,89,96,106,113,121
60,0.29914529914529914,0.296474358974359,0.0,0.0,0.45,9,17,24,31,42,49,59,64,73,83,89,95,106,113,121
61,0.29914529914529914,0.296474358974359,0.0,0.0,0.46,9,17,24,31,42,49,59,64,73,83,89,95,106,113,121
62,0.29914529914529914,0.296474358974359,0.0,0.0,0.46,9,17,24,31,42,49,59,64,73,83,89,95,106,113,121
63,0.29914529914529914,0.296474358974359,0.0,0.0,0.47,9,17,24,31,42,49,59,64,73,83,89,95,106,113,121
64,0.29914529914529914,0.296474358974359,0.0,0.0,0.48,9,17,24,31,42,49,59,64,73,83,89,95,106,113,121
65,0.29914529914529914,0.296474358974359,0.0,0.0,0.48,9,17,24,31,42,49,59,64,73,83,89,95,106,113,121
66,0.29914529914529914,0.296474358974359,0.0,0.0,0.49,9,17,24,31,42,49,59,64,73,83,89,95,106,113,121
67,0.29914529914529914,0.296474358974359,0.0,0.0,0.5,9,17,24,31,42,49,59,64,73,83,89,95,106,113,121
68,0.29914529914529914,0.296474358974359,0.0,0.0,0.51,9,17,24,31,42,49,59,64,73,83,89,95,106,113,121
69,0.29914529914529914,0.296474358974359,0.0,0.0,0.51,9,17,24,30,42,49,59,64,73,83,89,95,106,113,121
70,0.29914529914529914,0.296474358974359,0.0,0.0,0.52,9,17,24,30,42,49,59,64,73,83,89,95,106,113,121
71,0.29914529914529914,0.296474358974359,0.0,0.0,0.53,9,17,24,30,42,49,59,64,73,83,89,95,106,113,121
72,0.29914529914529914,0.296474358974359,0.0,0.0,0.53,9,17,24,30,42,49,59,64,73,83,89,95,106,113,121
73,0.29914529914529914,0.296474358974359,0.0,0.0,0.54,9,17,24,30,42,49,59,64,73,83,89,95,106,113,121
74,0.29914529914529914,0.296474358974359,0.0,0.0,0.55,9,17,24,30,42,49,59,64,73,83,89,95,106,113,121
75,0.29914529914529914,0.296474358974359,0.0,0.0,0.55,9,17,24,30,42,49,59,64,73,84,89,95,106,113,121
76,0.29914529914529914,0.296474358974359,0.0,0.0,0.56,9,17,24,30,42,49,59,64,73,84,89,95,106,113,121
77,0.29914529914529914,0.296474358974359,0.0,0.0,0.57,9,17,24,30,42,49,59,64,73,84,89,95,106,113,121
78,0.29914529914529914,0.296474358974359,0.0,0.0,0.57,9,17,24,30,42,49,59,64,73,84,89,95,106,113,121
79,0.29914529914529914,0.296474358974359,0.0,0.0,0.58,9,17,24,30,42,49,59,64,73,84,89,95,106,113,121
80,0.29914529914529914,0.296474358974359,0.0,0.0,0.59,9,17,24,30,42,49,59,64,73,84,89,95,106,113,121
81,0.29914529914529914,0.296474358974359,0.0,0.0,0.59,9,17,24,30,42,49,60,64,73,84,89,95,106,113,121
82,0.29914529914529914,0.296474358974359,0.0,0.0,0.6,9,17,24,30,42,49,60,64,73,84,90,95,106,113,121
83,0.29914529914529914,0.296474358974359,0.0,0.0,0.61,9,17,24,30,42,49,60,64,73,84,90,95,106,113,121
84,0.29914529914529914,0.296474358974359,0.0,0.0,0.61,9,17,24,30,42,49,60,64,73,84,90,95,106,113,121
85,0.29914529914529914,0.296474358974359,0.0,0.0,0.62,9,17,24,30,42,49,60,65,73,84,90,95,106,113,121
86,0.29914529914529914,0.296474358974359,0.0,0.0,0.63,9,17,24,30,42,49,60,65,73,84,90,95,106,113,121
87,0.29914529914529914,0.296474358974359,0.0,0.0,0.63,9,17,24,30,42,49,60,65,73,84,90,94,106,113,121
88,0.29914529914529914,0.296474358974359,0.0,0.0,0.64,9,17,24,30,42,49,60,65,73,84,90,94,106,113,121
89,0.29914529914529914,0.296474358974359,0.0,0.0,0.65,9,17,24,30,42,49,60,65,73,84,90,94,106,113,121
90,0.29914529914529914,0.296474358974359,0.0,0.0,0.65,9,17,24,30,42,49,60,65,73,84,90,94,106,113,121
91,0.29914529914529914,0.296474358974359,0.0,0.0,0.66,9,17,24,30,42,49,60,65,73,84,90,94,106,113,121
92,0.29914529914529914,0.296474358974359,0.0,0.0,0.67,9,17,24,30,42,49,60,65,73,84,90,94,106,113,121
