dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
ghsi,5,0,zhang,0,110.23,0.66,0.52,6-20-62-78-128
ghsi,5,0,fsdrl,0,28.45,0.69,0.56,19-57-62-91-108
ghsi,5,1,zhang,0,103.55,0.69,0.56,2-16-77-98-128
ghsi,5,1,fsdrl,0,27.57,0.65,0.51,19-42-62-90-108
ghsi,5,2,zhang,0,103.5,0.66,0.52,22-77-82-117-127
ghsi,5,2,fsdrl,0,27.35,0.64,0.5,18-58-62-90-107
ghsi,5,3,zhang,0,102.12,0.62,0.47,6-23-26-61-77
ghsi,5,3,fsdrl,0,27.91,0.66,0.53,19-42-62-90-109
ghsi,5,4,zhang,0,109.2,0.61,0.44,17-20-22-77-114
ghsi,5,4,fsdrl,0,29.06,0.61,0.45,19-42-62-90-108
ghsi,5,5,zhang,0,104.56,0.63,0.48,2-16-21-26-118
ghsi,5,5,fsdrl,0,27.72,0.66,0.53,19-43-62-90-108
ghsi,5,6,zhang,0,106.23,0.62,0.47,12-22-29-77-128
ghsi,5,6,fsdrl,0,27.65,0.65,0.51,18-42-62-90-108
ghsi,5,7,zhang,0,103.94,0.64,0.49,61-77-98-106-128
ghsi,5,7,fsdrl,0,28.5,0.71,0.58,19-57-62-90-108
ghsi,5,8,zhang,0,105.84,0.65,0.51,6-22-61-77-128
ghsi,5,8,fsdrl,0,29.1,0.7,0.58,19-57-62-91-109
ghsi,5,9,zhang,0,110.07,0.65,0.51,2-6-11-22-77
ghsi,5,9,fsdrl,0,29.65,0.63,0.48,19-57-62-90-108
ghsi,10,0,zhang,0,110.23,0.73,0.62,6-20-22-58-62-78-83-102-105-128
ghsi,10,0,fsdrl,0,30.03,0.74,0.64,14-28-39-44-62-71-83-90-108-117
ghsi,10,1,zhang,0,103.55,0.67,0.55,2-16-22-68-72-77-98-111-116-128
ghsi,10,1,fsdrl,0,28.83,0.72,0.61,18-23-33-47-58-76-85-91-100-124
ghsi,10,2,zhang,0,103.5,0.63,0.48,2-15-22-49-77-79-82-105-117-127
ghsi,10,2,fsdrl,0,29.76,0.66,0.53,17-23-38-46-61-62-89-91-108-117
ghsi,10,3,zhang,0,102.12,0.59,0.43,6-23-26-61-77-104-105-106-111-129
ghsi,10,3,fsdrl,0,29.14,0.68,0.55,13-27-36-47-62-78-89-92-106-109
ghsi,10,4,zhang,0,109.2,0.65,0.52,17-20-22-26-62-77-90-105-114-128
ghsi,10,4,fsdrl,0,29.37,0.67,0.54,15-28-31-47-62-74-84-91-108-117
ghsi,10,5,zhang,0,104.56,0.63,0.49,2-13-16-21-23-26-111-118-121-128
