epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.015672306322350844,0.01282051282051282,0.0,0.0,0.01,6,12,19,25,31,37,43,50,56,62,68,74,80,86,93,99,105,111,117,124
1,0.015672306322350844,0.01282051282051282,0.0,0.0,0.02,6,12,19,25,31,37,43,50,56,62,68,74,80,86,93,99,105,111,117,124
2,0.015672306322350844,0.01282051282051282,0.0,0.0,0.02,6,12,19,25,31,37,43,50,56,62,68,74,80,86,93,99,105,111,117,123
3,0.015672306322350844,0.01282051282051282,-6.509391811748699e-05,0.0,0.03,6,12,19,25,31,37,43,50,56,62,68,74,80,86,93,99,105,111,117,123
4,0.01585040071237756,0.014423076923076924,-0.00014456547438013168,0.0010698360886167713,0.04,6,12,19,25,31,37,43,50,55,62,68,74,80,86,93,99,105,111,117,123
5,0.017097061442564558,0.014423076923076924,-0.001616721071819649,-3.908845717859322e-05,0.05,6,12,19,25,31,37,43,50,55,62,68,74,80,86,93,99,105,111,117,123
6,0.019056099732858416,0.016025641025641024,-0.005793142832426934,-0.004546384130130532,0.06,6,12,19,25,31,37,43,50,55,62,68,74,80,86,92,99,105,111,117,123
7,0.020837043633125555,0.019230769230769232,-0.010739690560056747,-0.00973276539038137,0.07,6,12,19,25,31,37,43,50,55,62,68,74,80,86,92,99,105,111,117,123
8,0.022974176313446126,0.022435897435897436,-0.020615993186591908,-0.024316207575806326,0.08,6,12,19,25,31,37,43,50,55,62,68,74,80,86,92,99,105,111,117,123
9,0.02689225289403384,0.030448717948717948,-0.03024461138524459,-0.030689720131375164,0.09,6,12,19,25,31,37,43,50,55,61,68,74,80,86,92,99,105,111,117,123
10,0.03330365093499555,0.03685897435897436,-0.04096814325077336,-0.03959350337222545,0.1,6,12,19,25,31,37,43,50,55,61,68,74,80,86,92,99,105,111,117,123
11,0.04381121994657168,0.041666666666666664,-0.05260156062737242,-0.052424950079534405,0.1,6,12,19,25,31,37,43,50,55,61,68,74,80,86,92,99,105,111,117,123
12,0.051291184327693674,0.05608974358974359,-0.07018141427245839,-0.062107708846274035,0.11,6,12,19,25,31,37,43,50,55,61,68,74,80,86,92,99,105,111,117,123
13,0.06393588601959038,0.0641025641025641,-0.08492982084330425,-0.08653106495643925,0.12,6,12,19,25,31,37,43,50,55,61,68,74,80,86,92,99,105,111,117,123
14,0.07408726625111309,0.07211538461538461,-0.10238878593256873,-0.09673071669246891,0.12,6,12,19,25,31,37,43,50,55,61,68,74,80,86,92,99,105,111,117,123
15,0.0894033837934105,0.08173076923076923,-0.11643002872398278,-0.10976200230921074,0.13,6,12,19,25,31,37,43,50,55,61,67,74,80,86,92,99,105,111,117,123
16,0.11095280498664292,0.10576923076923077,-0.12591741622172026,-0.11612878409047189,0.14,6,12,19,25,31,37,43,50,55,61,67,74,80,86,92,99,105,111,117,123
17,0.15013357079252004,0.15064102564102563,-0.12076668683463754,-0.11173860427591764,0.14,6,12,19,25,31,37,43,50,55,61,67,74,80,86,92,99,105,111,117,123
18,0.20391807658058772,0.1875,-0.10070976539741827,-0.10380054218696033,0.15,6,12,19,25,31,37,43,50,56,61,67,74,80,86,92,99,105,111,117,123
