epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5
0,0.024454884953620047,0.02275189599133261,0.0,0.0,0.01,33,66,99,132,165
1,0.024454884953620047,0.02275189599133261,0.0,0.0,0.02,33,66,99,132,165
2,0.024454884953620047,0.02275189599133261,0.0,0.0,0.03,33,66,99,132,165
3,0.024454884953620047,0.02275189599133261,0.0,0.0,0.03,33,66,99,132,165
4,0.024454884953620047,0.02275189599133261,0.0,0.0,0.04,33,66,99,132,165
5,0.023852547885796892,0.01950162513542795,-0.0006157841297729227,-0.0032921998525055063,0.05,33,66,99,132,165
6,0.017588242380436093,0.015167930660888408,-0.006851084292449627,-0.007286256600131047,0.05,33,66,99,132,165
7,0.013371882905674015,0.010834236186348862,-0.01054498552881622,-0.010317794298717153,0.07,33,66,99,132,165
8,0.009637393085170462,0.00866738894907909,-0.013524347099601375,-0.010334894114888415,0.07,33,67,100,132,165
9,0.007348512227442477,0.007583965330444204,-0.015494159548359754,-0.010592799956012922,0.08,33,67,100,132,165
10,0.006625707746054693,0.007583965330444204,-0.016065385700758883,-0.010229332530376833,0.09,33,67,100,132,165
11,0.004216359474762077,0.0065005417118093175,-0.018417342145241156,-0.011044681626241504,0.1,33,67,100,132,165
12,0.0037344898205035537,0.0065005417118093175,-0.018824016441100655,-0.010824922640736423,0.1,33,67,100,132,165
13,0.0022888808577279846,0.0010834236186348862,-0.020208923784212462,-0.016030726653843974,0.11,33,67,100,133,165
14,0.0014456089627755693,0.0,-0.020996803283975574,-0.016979724365976168,0.12,33,67,100,133,165
15,0.0013251415492109384,0.0,-0.021039800353916505,-0.01682678248954761,0.13,33,67,100,133,165
16,0.0015660763763402,0.0,-0.020740537643789025,-0.01679280165278385,0.13,33,67,100,133,165
17,0.0032526201662450307,0.0021668472372697724,-0.01893213942762162,-0.014403117851393699,0.14,33,67,100,133,165
18,0.010601132393687507,0.007583965330444204,-0.011270824273948321,-0.008559059899104549,0.15,33,67,100,133,165
19,0.019756655824599446,0.013001083423618635,-0.0016982763687192204,-0.002668685868962628,0.16,33,67,100,133,165
20,0.020961329960245755,0.014084507042253521,-0.0003486721343568533,-0.0013006071486900694,0.17,33,67,100,133,165
21,0.021202264787375014,0.015167930660888408,-3.242717252938121e-05,-5.00616831451417e-05,0.17,33,67,100,133,165
22,0.021202264787375014,0.015167930660888408,-8.00651374377459e-06,0.0,0.18,33,67,100,133,165
23,0.021202264787375014,0.015167930660888408,-3.6029153189787166e-06,0.0,0.19,33,67,100,133,165
24,0.021202264787375014,0.015167930660888408,-2.0016164163916272e-06,0.0,0.2,33,67,100,133,165
25,0.021202264787375014,0.015167930660888408,-2.0016164163916272e-06,0.0,0.2,33,67,100,133,165
26,0.021202264787375014,0.015167930660888408,-2.0016164163916272e-06,0.0,0.21,32,67,100,133,165
27,0.021202264787375014,0.015167930660888408,-1.200968888337428e-06,0.0,0.22,32,67,100,133,165
28,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.23,32,67,100,133,165
29,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.23,32,67,100,133,165
30,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.24,32,67,100,133,165
31,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.25,32,67,100,133,165
32,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.26,32,67,100,133,165
33,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.26,32,67,100,133,165
34,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.27,32,67,100,134,164
35,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.28,32,67,100,134,164
36,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.29,32,68,100,134,164
37,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.29,32,68,100,134,164
38,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.3,32,68,100,134,164
39,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.31,32,68,100,134,164
40,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.31,32,68,100,134,164
41,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.32,32,68,100,134,164
42,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.33,32,68,100,134,164
43,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.34,32,68,100,134,164
44,0.021202264787375014,0.015167930660888408,-8.006456049258759e-07,0.0,0.34,32,68,100,134,164
45,0.021202264787375014,0.015167930660888408,-4.003226421467332e-07,0.0,0.35,32,68,100,134,164
46,0.021202264787375014,0.015167930660888408,0.0,0.0,0.36,32,68,100,134,164
47,0.12661125165642695,0.10834236186348863,0.06458355232860169,0.052266812389429096,0.36,32,68,100,134,164
48,0.16190820383086374,0.14409534127843987,0.05454926134830762,0.043004867856528795,0.37,32,68,100,134,164
49,0.140946873870618,0.12892741061755147,0.00011753102617240163,0.0,0.38,32,68,100,134,164
50,0.140946873870618,0.12892741061755147,8.395355216517242e-05,0.0,0.38,32,68,99,134,164
51,0.140946873870618,0.12892741061755147,3.3583112518997815e-05,0.0,0.39,32,68,99,134,164
52,0.140946873870618,0.12892741061755147,3.3583112518997815e-05,0.0,0.4,32,68,99,135,164
53,0.140946873870618,0.12892741061755147,1.6791838220564514e-05,0.0,0.41,32,68,99,135,164
54,0.140946873870618,0.12892741061755147,0.0,0.0,0.41,32,68,99,135,164
55,0.140946873870618,0.12892741061755147,0.0,0.0,0.42,32,68,99,135,164
56,0.140946873870618,0.12892741061755147,0.0,0.0,0.43,32,68,99,135,164
57,0.140946873870618,0.12892741061755147,0.0,0.0,0.43,32,68,99,135,164
58,0.140946873870618,0.12892741061755147,0.0,0.0,0.44,32,68,99,135,164
59,0.140946873870618,0.12892741061755147,0.0,0.0,0.45,32,68,99,135,164
60,0.140946873870618,0.12892741061755147,0.0,0.0,0.46,32,68,99,135,164
61,0.140946873870618,0.12892741061755147,0.0,0.0,0.46,32,68,99,135,164
62,0.140946873870618,0.12892741061755147,0.0,0.0,0.47,32,68,99,135,164
63,0.140946873870618,0.12892741061755147,0.0,0.0,0.48,32,68,99,135,164
64,0.140946873870618,0.12892741061755147,0.0,0.0,0.49,32,68,99,135,164
65,0.140946873870618,0.12892741061755147,0.0,0.0,0.49,32,68,99,135,164
