epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.04011564871702204,0.03466955579631636,-0.0012815612094096984,0.003483716804722814,0.01,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
1,0.03999518130345742,0.03358613217768147,-0.0016604682454128827,0.0021536966135938806,0.02,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
2,0.03951331164919889,0.03358613217768147,-0.0025506133840429435,0.0017544433976790508,0.03,10,19,28,38,47,57,66,76,85,95,104,113,123,132,142,151,160,170,179,189
3,0.039633779062763524,0.032502708559046585,-0.0029700083716770465,-0.00020143846479614425,0.04,10,19,28,38,47,57,66,76,85,95,104,113,123,132,142,151,160,170,179,189
4,0.040236116130586676,0.03358613217768147,-0.0030939594463115228,-7.531090040258093e-05,0.04,10,19,28,38,47,57,66,76,85,95,104,113,123,132,142,151,160,170,179,189
5,0.05661968437537646,0.05417118093174431,0.009601460652454152,0.015386664483467816,0.05,10,19,28,38,48,57,66,76,85,95,104,114,123,132,142,151,161,170,179,189
6,0.06589567521985303,0.06608884073672806,0.01169957469701588,0.018395234758234125,0.06,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,161,170,179,189
7,0.07830381881701,0.08125677139761647,0.01603159695076306,0.022917077579513334,0.07,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,161,170,179,189
8,0.09227803879050717,0.09209100758396534,0.02088007910347811,0.024274741174971637,0.08,10,19,28,38,48,57,66,76,85,94,104,114,123,132,142,151,161,170,179,189
9,0.09794000722804481,0.10184182015167931,0.018049110713416527,0.024799107854070468,0.09,10,19,28,38,48,57,66,76,85,94,104,114,123,133,142,151,161,170,179,189
10,0.10709553065895676,0.11375947995666305,0.015866496454860046,0.022597641332349427,0.1,10,19,28,38,48,57,66,76,85,94,104,114,123,133,142,151,161,170,179,189
