epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.017628205128205128,0.01282051282051282,0.0,0.0,0.01,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
1,0.017628205128205128,0.01282051282051282,-5.102980963944681e-05,-0.0004606891597498386,0.02,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
2,0.019764957264957264,0.019230769230769232,0.0009516076119302497,0.004200793222407406,0.03,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
3,0.031517094017094016,0.028846153846153848,0.003973225919801426,0.007089516967577314,0.04,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
4,0.0633903133903134,0.052884615384615384,0.005053988496007578,0.004841086087139512,0.05,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
5,0.10238603988603989,0.09134615384615384,0.0015522530311044003,0.0003729445668755327,0.06,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
6,0.15117521367521367,0.13942307692307693,0.016331490039167784,0.01380893519336035,0.06,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
7,0.21830484330484332,0.21474358974358973,0.04800309065834618,0.05067064083457529,0.07,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
8,0.2676282051282051,0.26282051282051283,0.0467340191731912,0.04362080684498826,0.08,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
9,0.2905982905982906,0.296474358974359,0.021942547559671843,0.033714999259243705,0.09,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
10,0.29736467236467234,0.2948717948717949,0.009712759655214565,0.007977800901838306,0.09,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
11,0.2986111111111111,0.2948717948717949,0.004223315825537144,0.0022349414009267266,0.1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
12,0.29896723646723644,0.2948717948717949,0.0018875942883005425,-0.0003388385488964918,0.11,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,89,95,99,105,110,115,120,125
13,0.29896723646723644,0.296474358974359,0.0006751147078057906,0.0006457191012464447,0.12,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,89,95,99,105,110,115,120,125
14,0.29914529914529914,0.296474358974359,0.000500415022977152,0.0,0.13,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,89,95,99,105,110,115,120,125
15,0.29914529914529914,0.296474358974359,0.0002860127810265789,0.0,0.13,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,89,95,99,105,110,115,120,125
16,0.29914529914529914,0.296474358974359,7.151853666831354e-05,0.0,0.14,5,10,15,20,25,30,35,40,44,50,55,60,65,70,75,80,85,89,95,99,105,110,114,120,125
17,0.29914529914529914,0.296474358974359,0.0,0.0,0.15,5,10,15,20,25,30,35,40,44,51,55,60,65,70,75,80,85,89,95,99,105,110,114,120,125
18,0.29914529914529914,0.296474358974359,0.0,0.0,0.16,5,10,15,20,25,30,35,41,44,51,55,60,65,71,75,80,85,89,95,99,105,110,114,120,125
19,0.29914529914529914,0.296474358974359,0.0,0.0,0.16,5,10,15,20,25,30,35,41,44,51,55,60,65,71,76,80,85,89,95,99,105,110,114,120,125
20,0.29914529914529914,0.296474358974359,0.0,0.0,0.17,5,10,15,20,25,30,34,41,44,51,55,60,65,71,76,80,85,89,95,99,105,110,114,120,125
21,0.29914529914529914,0.296474358974359,0.0,0.0,0.18,5,10,15,20,26,30,34,41,44,51,55,60,65,71,76,80,86,89,95,99,105,110,114,120,125
