epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.051319118178532706,0.04225352112676056,0.02374248538414836,0.014909191445898196,0.01,8,15,23,31,38,46,53,61,69,76,84,92,99,107,114,122,129,137,145,152,160,168,175,183,190
1,0.0657752078062884,0.05742145178764897,0.022931987143927857,0.01372901590296105,0.02,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,129,137,145,152,160,168,175,183,190
2,0.11179375978797736,0.09642470205850487,0.03022996581268078,0.013979833379446194,0.03,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,129,137,145,152,160,167,175,183,190
3,0.1702204553668233,0.16793066088840736,0.057984853299141936,0.05541726852616813,0.04,8,15,23,31,38,46,54,61,69,76,84,92,99,107,115,122,129,137,145,152,160,167,175,183,190
4,0.17082279243464643,0.16793066088840736,0.05525354177096198,0.05108523665842968,0.05,8,15,23,31,38,46,54,61,69,76,84,92,99,106,115,122,129,137,145,153,160,167,175,183,190
5,0.1707023250210818,0.16793066088840736,0.053835777631468074,0.0500437546150061,0.06,8,16,23,31,38,46,53,61,69,76,84,92,99,106,115,122,129,137,145,153,160,167,175,183,190
6,0.17106372726177568,0.16793066088840736,0.053142053571378245,0.04856216738586272,0.07,8,16,23,31,38,46,53,61,69,76,84,92,99,106,115,122,129,137,145,153,160,167,175,183,190
7,0.17359354294663293,0.1733477789815818,0.05486512712124347,0.053522902291976315,0.08,8,16,23,31,38,46,53,61,69,76,84,92,99,106,115,122,129,137,144,153,160,167,175,183,190
8,0.1828695337911095,0.18743228602383533,0.06366982895922257,0.06780106086865201,0.09,8,16,23,31,38,46,53,61,69,76,84,92,100,106,115,121,129,137,144,153,160,167,175,183,190
9,0.20106011323936876,0.20801733477789816,0.08230969866806115,0.08934676364637595,0.09,8,16,23,31,38,46,53,61,69,76,84,92,100,106,115,121,129,137,144,153,160,167,175,183,190
10,0.22105770389109747,0.22426868905742145,0.10262874272881095,0.1045707178143368,0.1,8,16,23,31,38,46,53,61,69,76,84,92,100,106,115,121,129,137,144,153,160,167,175,183,190
11,0.23599566317311169,0.24052004333694474,0.11762325439808596,0.12058319435779719,0.11,8,16,23,31,38,46,53,61,69,76,84,92,100,106,115,121,129,137,144,153,160,167,175,183,190
12,0.24804240452957474,0.25460455037919827,0.1303260453935775,0.135833650862773,0.12,8,16,23,31,38,46,53,61,69,76,84,92,100,106,115,121,129,137,144,153,160,167,175,183,190
13,0.25551138417058183,0.26435536294691225,0.13853957882894374,0.1463389052948163,0.13,8,16,23,31,38,46,53,61,69,76,85,92,100,106,115,121,129,137,144,153,160,167,175,183,190
14,0.2576797976147452,0.2676056338028169,0.14103492615831603,0.14994618601926402,0.14,8,16,23,31,38,46,53,61,69,76,85,92,100,106,115,121,129,137,144,153,160,167,175,183,190
15,0.25912540657752076,0.26977248104008666,0.14275747131744543,0.152485385494618,0.15,8,16,23,31,38,46,53,60,69,76,85,92,100,106,115,121,129,137,144,153,160,167,175,183,190
16,0.2596072762317793,0.26977248104008666,0.14336980320454384,0.1525096314702501,0.15,8,16,23,31,38,46,53,60,69,75,85,92,100,106,115,121,129,136,144,153,160,167,175,183,190
17,0.25972774364534396,0.26977248104008666,0.1435737209853568,0.15254195727986053,0.16,8,16,23,31,38,46,53,60,69,75,85,92,100,106,115,121,129,136,144,153,160,167,175,183,190
18,0.2600891458860378,0.26977248104008666,0.14415012191453103,0.15262276101614114,0.17,8,16,23,31,38,46,53,60,69,75,85,92,100,106,115,121,129,136,144,153,160,167,175,183,190
19,0.26020961329960246,0.26977248104008666,0.14452577927848453,0.15269547120522242,0.18,8,16,23,31,38,46,53,60,69,75,85,92,100,106,115,121,129,136,144,153,160,167,175,183,190
20,0.26045054812673174,0.27085590465872156,0.14511851905608308,0.15405744759663564,0.19,8,16,23,31,38,46,53,60,69,75,85,92,100,107,115,121,129,136,144,153,160,167,175,183,190
21,0.26045054812673174,0.27193932827735645,0.14547334369791132,0.15551567846051417,0.19,8,16,23,31,38,46,53,60,69,75,85,92,100,107,115,121,129,136,144,153,160,167,175,183,190
