epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.43435186832228595,0.4141228829746269,0.06,138,272,407,541,674,809,943,1075,1211,1345,1479,1611,1747,1881,2013,2147,2283,2417,2549,2683,2817,2951,3087,3221,3353,3487,3623,3756,3890,4024
1,0,0,0.4279210976417978,0.4077255887197527,0.07,138,272,407,541,674,809,944,1075,1212,1346,1480,1610,1748,1882,2012,2146,2284,2418,2548,2682,2818,2950,3088,3222,3353,3488,3623,3755,3891,4024
2,0,0,0.4225797594560358,0.40235587907304704,0.07,139,271,407,542,674,810,944,1074,1213,1347,1481,1610,1748,1883,2011,2146,2284,2419,2548,2681,2818,2950,3088,3222,3352,3488,3623,3755,3891,4024
3,0,0,0.4178418296557006,0.3975383673751135,0.08,139,271,408,542,674,810,945,1074,1213,1347,1482,1609,1749,1884,2010,2145,2283,2420,2547,2681,2818,2949,3089,3223,3352,3488,3624,3754,3891,4023
4,0,0,0.41331780241364585,0.39296650061143695,0.08,139,271,408,542,675,811,945,1075,1214,1348,1483,1608,1750,1885,2010,2145,2283,2420,2547,2680,2818,2948,3090,3224,3351,3489,3624,3754,3891,4023
5,0,0,0.4088495238054695,0.38847319158949045,0.08,139,271,408,543,675,811,946,1075,1215,1348,1484,1608,1750,1885,2009,2145,2283,2421,2547,2680,2817,2948,3090,3224,3351,3488,3625,3754,3892,4023
6,0,0,0.4043787444883199,0.383989703897189,0.09,139,271,408,543,676,812,946,1076,1216,1349,1484,1608,1751,1886,2008,2144,2283,2421,2546,2679,2816,2947,3091,3225,3350,3488,3625,3753,3892,4023
7,0,0,0.39988676793060446,0.37946119667847505,0.09,139,270,409,543,676,812,947,1076,1217,1349,1485,1607,1751,1887,2008,2144,2284,2422,2546,2679,2816,2947,3091,3225,3350,3488,3626,3753,3892,4023
8,0,0,0.39535630703376345,0.37489313351287123,0.1,139,270,409,544,677,813,947,1076,1218,1350,1486,1607,1752,1888,2007,2144,2284,2422,2546,2678,2815,2946,3092,3226,3349,3488,3626,3753,3892,4023
9,0,0,0.3908048215862465,0.3702928835666876,0.1,140,270,409,544,677,813,948,1077,1219,1350,1487,1607,1752,1888,2007,2144,2284,2422,2545,2678,2814,2946,3093,3226,3349,3488,3626,3752,3892,4022
