epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.1395142383927351,0.1518064217306665,0.02,138,272,407,541,675,809,943,1075,1211,1343,1477,1611,1747,1881,2015,2147,2283,2417,2549,2685,2819,2951,3087,3219,3353,3487,3623,3756,3890,4024
1,0,0,0.13676180842689942,0.1493827375598634,0.03,138,273,407,541,675,809,944,1075,1212,1342,1476,1610,1748,1882,2016,2146,2284,2418,2549,2686,2820,2950,3088,3219,3353,3487,3623,3755,3889,4024
2,0,0,0.13476029675772672,0.14762345257577134,0.04,139,273,407,542,676,810,944,1075,1213,1342,1475,1609,1749,1883,2017,2146,2284,2419,2548,2687,2821,2950,3088,3218,3352,3487,3623,3755,3889,4023
3,0,0,0.13358989565012913,0.14660033404645945,0.05,139,273,408,542,676,811,945,1075,1213,1341,1474,1609,1750,1883,2018,2145,2284,2420,2548,2688,2822,2950,3089,3217,3351,3486,3624,3754,3889,4023
4,0,0,0.13312141871448346,0.14618710554240136,0.06,139,273,408,543,677,811,946,1076,1214,1340,1474,1608,1751,1884,2019,2145,2284,2420,2548,2689,2822,2950,3090,3216,3351,3486,3624,3754,3889,4023
5,0,0,0.13307427105771166,0.14615301164420685,0.07,139,274,408,543,678,812,947,1076,1215,1339,1473,1608,1751,1885,2020,2144,2283,2421,2548,2689,2823,2950,3091,3216,3350,3485,3624,3754,3888,4023
6,0,0,0.13317029106454079,0.14623276400073576,0.07,139,274,409,543,678,813,947,1077,1216,1339,1472,1607,1752,1886,2021,2144,2283,2422,2548,2690,2823,2951,3092,3215,3349,3485,3624,3753,3888,4023
7,0,0,0.13322371745976683,0.14628331691322366,0.07,139,274,409,544,679,813,948,1078,1217,1338,1472,1607,1753,1887,2021,2144,2283,2422,2548,2691,2823,2952,3092,3214,3349,3484,3624,3753,3888,4023
8,0,0,0.13315233761416445,0.14623532422313315,0.08,139,274,409,544,679,814,949,1078,1217,1338,1472,1607,1754,1888,2021,2143,2283,2423,2548,2692,2823,2952,3093,3213,3348,3483,3624,3752,3888,4022
9,0.00019196603526072664,0,0.13295092101203101,0.14607247615896407,0.08,140,275,410,545,680,815,950,1079,1218,1337,1472,1607,1755,1889,2021,2143,2282,2423,2548,2693,2823,2953,3094,3213,3347,3483,3623,3752,3888,4022
10,0.004946162193877446,0,0.13263445026927737,0.14581451479087607,0.09,140,275,410,545,680,815,950,1079,1219,1337,1473,1608,1756,1890,2020,2142,2282,2423,2548,2694,2823,2954,3094,3212,3347,3482,3623,3752,3888,4022
11,0.01102955445657694,0,0.13222838728757025,0.14547011507952873,0.09,140,275,411,546,681,816,951,1080,1220,1337,1473,1608,1757,1891,2020,2142,2281,2423,2548,2695,2823,2955,3095,3211,3346,3482,3622,3751,3888,4022
12,0.017945578587443167,0,0.13176523361319822,0.14504320099194512,0.09,140,275,411,546,681,817,952,1081,1221,1336,1474,1608,1758,1892,2019,2142,2281,2423,2548,2695,2822,2956,3096,3211,3345,3481,3622,3751,3888,4022
13,0.025171909970077566,0,0.1312795483729286,0.14456809708290053,0.1,140,275,411,547,682,817,953,1082,1222,1336,1474,1608,1759,1892,2019,2141,2280,2423,2548,2696,2822,2956,3096,3210,3345,3480,3622,3750,3888,4022
14,0.032014375573108045,0.006226672240006947,0.13081799749704986,0.14411032443502603,0.1,140,276,412,547,682,818,953,1082,1223,1336,1475,1608,1760,1893,2019,2141,2280,2423,2549,2697,2821,2957,3097,3210,3344,3480,3621,3750,3888,4021
15,0.037908010491087385,0.01146409555415362,0.13041914722208284,0.14373008237595794,0.1,140,276,412,548,683,819,954,1083,1224,1336,1475,1609,1761,1894,2018,2141,2280,2423,2549,2697,2821,2958,3098,3209,3343,3479,3621,3750,3888,4021
16,0.04320394849385045,0.016094465287506354,0.13005968828108797,0.14339306874565835,0.11,140,276,412,548,684,819,955,1084,1224,1336,1476,1609,1762,1894,2018,2140,2279,2423,2549,2698,2820,2959,3098,3208,3343,3479,3620,3749,3888,4021
17,0.04798123614763583,0.020202753799027695,0.12973459290710476,0.14309337348788484,0.11,141,276,413,549,684,820,955,1084,1225,1335,1476,1609,1763,1894,2018,2140,2278,2422,2549,2699,2820,2959,3099,3208,3342,3478,3620,3749,3888,4021
18,0.052178901131698985,0.02408019839016995,0.12944826413952615,0.14280995372948033,0.12,141,277,413,549,685,821,956,1085,1226,1335,1477,1610,1763,1895,2018,2140,2278,2422,2550,2699,2819,2960,3100,3207,3341,3477,3619,3748,3888,4021
19,0.05609520087573894,0.02788189029278043,0.1291805513351345,0.1425315310494885,0.12,141,277,414,550,685,821,957,1085,1227,1335,1477,1610,1764,1895,2018,2140,2277,2422,2550,2699,2819,2960,3101,3207,3341,3477,3619,3748,3888,4021
20,0.05988893495462144,0.03168176203290507,0.12892069157709252,0.14225269436924312,0.12,141,277,414,550,686,822,958,1086,1228,1335,1477,1611,1765,1895,2018,2140,2277,2422,2550,2700,2819,2961,3101,3206,3340,3476,3619,3748,3888,4020
21,0.06371940064023895,0.03558854285969282,0.12865778067037073,0.14196543802323228,0.13,141,277,414,551,686,823,958,1087,1229,1334,1478,1611,1765,1896,2019,2140,2276,2422,2550,2700,2818,2961,3102,3205,3340,3476,3618,3747,3888,4020
