epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.2666499055621561,0.2918621398780114,0.01,138,272,407,540,675,808,941,1077,1209,1345,1477,1611,1747,1881,2015,2147,2283,2415,2551,2685,2817,2951,3087,3219,3353,3487,3622,3756,3890,4024
1,0,0,0.2604620353597557,0.2859975084799833,0.01,138,273,407,539,675,807,941,1077,1208,1346,1476,1611,1748,1882,2016,2146,2284,2414,2552,2686,2816,2951,3088,3219,3353,3487,3621,3755,3891,4024
2,0,0,0.25522619626077536,0.2809351775017149,0.02,139,273,407,539,676,808,940,1076,1208,1347,1475,1611,1748,1883,2017,2146,2284,2413,2553,2687,2817,2952,3088,3218,3352,3486,3621,3755,3891,4024
3,0,0,0.2507075043863704,0.276498945121236,0.02,139,273,408,539,676,808,939,1076,1207,1347,1474,1610,1749,1884,2018,2146,2284,2412,2553,2687,2817,2952,3089,3217,3351,3486,3620,3754,3891,4023
4,0,0,0.2462096395553664,0.27243851326712226,0.02,139,273,408,539,677,808,939,1076,1207,1348,1474,1610,1750,1885,2019,2146,2284,2411,2554,2688,2818,2953,3090,3216,3351,3487,3620,3754,3891,4023
5,0,0,0.2412350600068765,0.2679362719458522,0.03,139,274,408,540,677,809,938,1076,1206,1348,1473,1609,1751,1886,2019,2146,2284,2410,2555,2688,2819,2954,3090,3216,3350,3487,3619,3754,3892,4023
6,0,0,0.23576345055488984,0.2628736351610815,0.03,139,274,409,540,677,809,938,1076,1206,1349,1472,1608,1751,1887,2019,2145,2283,2409,2555,2689,2820,2954,3090,3215,3349,3487,3619,3753,3892,4023
7,0,0,0.2298729598689651,0.25735988767849716,0.04,139,274,409,540,678,809,937,1076,1206,1349,1471,1608,1752,1888,2020,2144,2283,2408,2556,2688,2820,2954,3089,3215,3349,3488,3618,3753,3892,4023
8,0,0,0.2237003257823059,0.25149587791564787,0.04,139,274,409,541,678,809,937,1076,1206,1349,1471,1607,1753,1889,2020,2144,2283,2407,2557,2688,2821,2954,3089,3214,3348,3488,3618,3753,3892,4022
9,0,0,0.2173520788794929,0.24543546249392934,0.04,139,274,409,541,678,810,937,1077,1206,1349,1470,1607,1753,1889,2020,2143,2283,2406,2557,2688,2822,2954,3088,3213,3348,3489,3618,3753,3892,4022
