epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.46259728323575344,0.46399235693005225,0.01,202,400,597,796,994,1190,1388,1586,1785,1981,2179,2379,2575,2774,2970,3168,3366,3564,3762,3960
1,0,0,0.45574072868576015,0.4573209936373224,0.01,202,401,597,797,995,1189,1387,1585,1786,1980,2178,2380,2574,2774,2970,3169,3365,3564,3762,3961
2,0,0,0.44886030740787475,0.45069471946862044,0.02,203,401,596,797,995,1188,1386,1584,1787,1979,2178,2381,2573,2774,2971,3169,3366,3563,3761,3961
3,0,0,0.4419682562430903,0.44410802005203726,0.02,203,401,596,798,995,1188,1386,1583,1788,1978,2179,2382,2572,2774,2971,3170,3366,3562,3761,3961
4,0,0,0.4351018847709414,0.43752293867193764,0.03,203,402,595,798,995,1187,1385,1583,1789,1977,2180,2383,2571,2773,2971,3170,3366,3562,3760,3961
5,0,0,0.42826082761964696,0.4309693203990703,0.03,203,402,595,799,995,1186,1384,1582,1790,1976,2180,2384,2570,2774,2971,3170,3367,3561,3760,3962
6,0,0,0.4214453098411323,0.42446222642043324,0.03,203,402,594,799,995,1185,1384,1581,1791,1975,2181,2385,2569,2774,2971,3171,3367,3561,3760,3962
7,0,0,0.4146712344960375,0.41799857131243856,0.04,204,403,594,799,995,1184,1383,1580,1792,1974,2181,2386,2568,2774,2971,3171,3367,3560,3759,3962
8,0,0,0.4079845153380585,0.4116346689612546,0.04,204,403,593,800,995,1183,1382,1579,1793,1973,2181,2387,2567,2774,2970,3172,3367,3560,3759,3962
9,0,0,0.4016470200467861,0.4056444606903087,0.05,204,403,593,800,994,1183,1381,1578,1794,1972,2182,2388,2566,2774,2970,3172,3367,3559,3759,3962
10,0,0,0.39585382843498346,0.4001482159971017,0.05,204,404,592,801,994,1182,1381,1578,1795,1971,2182,2389,2565,2774,2970,3172,3367,3559,3758,3962
11,0,0,0.39029097580946154,0.39489568742356773,0.05,204,404,592,801,994,1181,1380,1578,1796,1970,2182,2390,2564,2773,2971,3173,3367,3558,3758,3963
12,0,0,0.38478719583064425,0.3896944979641198,0.06,205,405,591,802,994,1180,1379,1578,1797,1969,2181,2391,2563,2773,2971,3173,3367,3558,3758,3963
13,0,0,0.37928682072334147,0.38445963044177034,0.06,205,405,591,802,994,1180,1378,1578,1798,1968,2181,2392,2562,2774,2971,3174,3367,3557,3757,3963
14,0,0,0.37377985500142036,0.37923364161301465,0.06,205,405,590,803,994,1179,1377,1579,1799,1967,2181,2393,2562,2774,2971,3174,3367,3557,3757,3963
15,0,0,0.36827500591722184,0.37402654502115573,0.07,205,406,590,803,994,1178,1377,1580,1800,1967,2181,2393,2561,2774,2971,3175,3366,3556,3756,3963
16,0,0,0.3627707473295314,0.3688001121802687,0.07,205,406,589,803,994,1178,1376,1580,1800,1966,2181,2394,2560,2774,2971,3175,3366,3556,3756,3963
17,0,0,0.35726268537702144,0.3635853345853637,0.08,206,407,589,804,994,1177,1375,1581,1801,1965,2181,2395,2559,2774,2971,3176,3366,3555,3756,3964
18,0,0,0.35175609556432536,0.3584296189550079,0.08,206,407,589,804,995,1176,1374,1581,1802,1964,2180,2396,2559,2774,2971,3176,3366,3555,3756,3964
19,0,0,0.34625126330630657,0.3532691328053482,0.08,206,407,588,804,995,1176,1373,1582,1803,1964,2180,2397,2558,2774,2971,3177,3366,3554,3755,3964
20,0,0,0.3407546037438519,0.3481111443602744,0.09,206,408,588,805,995,1175,1372,1582,1804,1963,2180,2397,2557,2774,2971,3177,3366,3554,3755,3964
21,0,0,0.3352332162403642,0.3429159862450531,0.09,206,408,587,805,995,1175,1371,1582,1805,1963,2180,2398,2556,2773,2971,3178,3366,3554,3755,3964
22,0,0,0.3297029654324095,0.337701325503683,0.1,206,409,587,805,995,1174,1370,1582,1805,1962,2179,2399,2556,2773,2971,3178,3366,3553,3754,3964
23,0,0,0.3240851621143798,0.33239450218741473,0.1,207,409,587,805,995,1174,1369,1581,1806,1961,2179,2399,2555,2773,2970,3179,3365,3553,3754,3965
24,0,0,0.318257473510259,0.32688608610270375,0.1,207,409,587,806,995,1174,1368,1581,1807,1961,2179,2400,2555,2773,2970,3179,3365,3552,3754,3965
25,0,0,0.31208863601245573,0.3210395957592005,0.11,207,410,586,806,994,1173,1367,1580,1808,1961,2178,2401,2554,2773,2970,3180,3365,3552,3754,3965
26,0,0,0.3055296044576038,0.3148406821354657,0.11,207,410,586,806,994,1173,1367,1579,1808,1960,2178,2401,2554,2772,2970,3180,3364,3552,3754,3965
27,0,0,0.29855987875723855,0.30830492917672864,0.11,207,411,586,806,994,1173,1366,1578,1809,1960,2179,2402,2553,2772,2970,3180,3364,3551,3754,3965
28,0,0,0.29125559596796646,0.3014946935449251,0.12,207,411,586,807,994,1173,1365,1578,1810,1960,2179,2402,2552,2772,2971,3180,3364,3551,3753,3965
29,0,0,0.2837799118047407,0.2945521101913083,0.12,208,412,586,807,994,1173,1365,1577,1811,1959,2179,2403,2552,2771,2971,3180,3363,3551,3753,3965
30,0,0,0.2762437686389974,0.2876026820211605,0.13,208,412,586,808,994,1173,1364,1575,1812,1959,2179,2403,2551,2771,2971,3180,3363,3550,3753,3965
31,0,0,0.2687259197536283,0.2807509047042727,0.13,208,412,587,808,994,1173,1364,1574,1812,1959,2179,2404,2551,2770,2971,3180,3362,3550,3753,3965
32,0,0,0.2612828282442163,0.2740258698685159,0.13,208,413,587,808,994,1173,1363,1573,1813,1959,2179,2404,2550,2770,2971,3180,3362,3550,3753,3965
33,0,0,0.25394580239561315,0.26739736702695516,0.14,208,413,587,808,994,1173,1363,1572,1814,1958,2180,2405,2550,2769,2971,3180,3361,3549,3753,3965
34,0,0,0.2467347078435263,0.2608643720570351,0.14,209,414,587,809,994,1174,1363,1571,1815,1958,2180,2405,2550,2769,2971,3179,3361,3549,3753,3965
35,0,0,0.23965835519677559,0.25441752090106606,0.14,209,414,588,809,994,1174,1362,1569,1816,1958,2180,2406,2549,2768,2970,3179,3360,3549,3753,3965
36,0,0,0.23273996016711426,0.24816313594655354,0.15,209,415,588,810,994,1174,1362,1568,1817,1958,2180,2406,2549,2768,2970,3178,3359,3548,3753,3965
37,0,0,0.22600665638043885,0.24211217108678607,0.15,209,415,588,810,994,1175,1362,1567,1818,1958,2180,2406,2549,2767,2970,3178,3359,3548,3753,3965
38,0,0,0.2194987069305836,0.23628886345962008,0.16,209,415,589,811,994,1175,1362,1566,1819,1958,2180,2407,2548,2766,2970,3177,3359,3548,3753,3965
39,0,0,0.21325086160555048,0.23071801719822996,0.16,209,416,589,811,994,1176,1362,1565,1820,1958,2180,2407,2548,2766,2970,3176,3358,3547,3753,3965
40,0,0,0.20730601377693678,0.22540173296604932,0.16,210,416,590,811,994,1177,1362,1564,1821,1958,2180,2407,2548,2765,2970,3176,3358,3547,3753,3965
41,0,0,0.20169814262350555,0.2203908669309157,0.17,210,417,590,812,994,1177,1362,1562,1822,1958,2180,2408,2548,2764,2970,3175,3357,3547,3753,3965
