epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5
0,0,0,0.42865,0.39558,1.02,356,711,1066,1420,1775
1,0,0,0.42399,0.3911,1.03,356,710,1067,1419,1776
2,0,0,0.41933,0.38662,1.05,356,710,1067,1419,1776
3,0,0,0.41468,0.38214,1.06,356,710,1068,1418,1776
4,0,0,0.41008,0.37765,1.08,355,709,1068,1418,1776
5,0,0,0.40619,0.37362,1.09,355,709,1069,1417,1776
6,0,0,0.40295,0.36976,1.1,355,709,1070,1417,1776
7,0,0,0.40003,0.36621,1.12,354,709,1070,1417,1776
8,0,0,0.3972,0.36305,1.13,354,709,1071,1416,1776
9,0,0,0.39436,0.36007,1.14,354,709,1071,1416,1776
10,0,0,0.39154,0.35711,1.15,353,709,1072,1416,1776
11,0,0,0.38872,0.35423,1.17,353,709,1072,1416,1776
12,0,0,0.3859,0.35134,1.18,353,709,1072,1416,1776
13,0,0,0.38307,0.34845,1.19,352,709,1073,1416,1776
14,0,0,0.38024,0.34555,1.21,352,709,1073,1416,1776
15,0,0,0.37742,0.34266,1.22,352,709,1074,1416,1776
16,0,0,0.3746,0.33975,1.23,352,710,1074,1416,1776
17,0,0,0.37178,0.33685,1.25,351,710,1075,1416,1776
18,0,0,0.36897,0.33395,1.26,351,710,1075,1415,1776
19,0,0,0.36615,0.33104,1.27,351,710,1076,1415,1776
20,0,0,0.36333,0.32813,1.29,351,711,1076,1415,1775
21,0,0,0.36052,0.32522,1.3,350,711,1077,1415,1775
22,0,0,0.35771,0.32232,1.32,350,711,1077,1415,1775
23,0,0,0.35489,0.31941,1.33,350,711,1078,1415,1775
24,0,0,0.35208,0.31651,1.35,349,712,1078,1414,1775
25,0,0,0.34927,0.31362,1.36,349,712,1079,1414,1775
26,0,0,0.34647,0.31072,1.38,349,712,1079,1414,1775
27,0,0,0.34366,0.30782,1.39,348,713,1080,1413,1775
28,0,0,0.34086,0.30493,1.4,348,713,1080,1413,1775
29,0,0,0.33805,0.30203,1.42,348,713,1081,1413,1775
30,0,0,0.33525,0.29914,1.43,347,714,1081,1412,1775
31,0,0,0.33246,0.29624,1.44,347,714,1082,1412,1775
32,0,0,0.32966,0.29335,1.46,347,714,1082,1412,1775
33,0,0,0.32687,0.29045,1.47,346,715,1083,1412,1775
34,0,0,0.32408,0.28756,1.48,346,715,1083,1412,1774
35,0,0,0.32129,0.28467,1.5,345,716,1084,1412,1774
36,0,0,0.3185,0.28177,1.51,345,716,1085,1412,1774
37,0,0,0.31571,0.27888,1.52,345,716,1085,1412,1774
38,0,0,0.31293,0.27599,1.53,344,717,1086,1412,1774
39,0,0,0.31015,0.2731,1.55,344,717,1086,1413,1774
40,0,0,0.30737,0.27021,1.56,344,718,1087,1413,1774
41,0,0,0.3046,0.26732,1.58,343,718,1087,1413,1774
42,0,0,0.30183,0.26443,1.59,343,718,1088,1413,1774
43,0,0,0.29906,0.26154,1.6,342,719,1088,1414,1773
44,0,0,0.29629,0.25865,1.61,342,719,1089,1414,1773
45,0,0,0.29352,0.25576,1.63,342,720,1090,1413,1773
46,0,0,0.29076,0.25287,1.64,341,720,1090,1413,1773
47,0,0,0.288,0.24998,1.65,341,721,1091,1413,1773
48,0,0,0.28524,0.24709,1.67,340,721,1091,1413,1773
49,0,0,0.28249,0.2442,1.68,340,722,1092,1413,1773
50,0,0,0.27974,0.24131,1.7,340,722,1092,1413,1773
51,0,0,0.27699,0.23842,1.71,339,723,1093,1413,1773
52,0,0,0.27425,0.23553,1.73,339,723,1094,1413,1772
53,0,0,0.27151,0.23264,1.74,338,724,1094,1413,1772
54,0,0,0.26878,0.22975,1.76,338,724,1095,1413,1772
55,0,0,0.26605,0.22687,1.77,338,725,1096,1413,1772
56,0,0,0.26333,0.22399,1.78,337,725,1096,1413,1772
57,0,0,0.26061,0.22112,1.8,337,726,1097,1413,1772
58,0,0,0.2579,0.21825,1.81,337,726,1097,1413,1772
59,0,0,0.25519,0.21538,1.82,336,727,1098,1413,1772
60,0,0,0.25249,0.21251,1.84,336,727,1098,1413,1772
61,0,0,0.2498,0.20965,1.85,335,728,1099,1413,1773
62,0,0,0.24711,0.20678,1.87,335,729,1100,1413,1773
63,0,0,0.24444,0.20393,1.88,335,729,1100,1413,1773
64,0,0,0.24177,0.20107,1.91,334,730,1101,1413,1773
65,0,0,0.23911,0.19823,1.92,334,731,1101,1413,1773
66,0,0,0.23646,0.19538,1.94,334,731,1102,1413,1773
67,0,0,0.23383,0.19255,1.95,333,732,1102,1413,1773
68,0,0,0.2312,0.18972,1.97,333,732,1103,1413,1773
69,0,0,0.22859,0.1869,1.98,333,733,1103,1413,1773
70,0,0,0.22599,0.18408,2.0,332,733,1104,1413,1773
