algorithm,rows,columns,time,target_size,final_size,r2_train,r2_test,rmse_train,rmse_test,selected_features
fsdr,62,2151,8.16,2,2,0.95,0.27,0.04,0.02,756;1412
fsdr,62,2151,9.64,5,5,0.95,0.21,0.04,0.02,531;906;1065;1308;1659
fsdr,62,2151,14.16,10,10,0.95,0.24,0.04,0.02,270;577;672;948;957;1203;1234;1628;1681;1888
mi,62,2151,1.71,2,2,0.93,0.34,0.04,0.02,530;528
mi,62,2151,1.72,5,5,0.93,0.36,0.04,0.02,530;528;531;529;520
mi,62,2151,1.73,10,10,0.93,0.35,0.04,0.02,530;528;531;529;520;521;523;534;533;522
lasso,62,2151,0.07,2,2,0.93,-14.18,0.04,0.08,12;2144
lasso,62,2151,0.07,5,5,0.95,-1.13,0.04,0.03,12;2144;962;934;947
lasso,62,2151,0.07,10,10,0.95,0.0,0.04,0.02,12;2144;962;934;947;995;935;933;198;948
