epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0,0,0.437,0.40742,1.14,195,389,583,775,970,1162,1355,1550,1742,1936
1,0,0,0.43546,0.40588,1.17,195,388,583,775,970,1161,1355,1550,1742,1936
2,0,0,0.43394,0.40434,1.19,195,388,583,774,971,1161,1355,1551,1742,1937
3,0,0,0.43244,0.40281,1.22,195,388,584,774,971,1160,1356,1551,1741,1937
4,0,0,0.43095,0.40128,1.25,195,388,584,773,971,1160,1356,1551,1741,1937
5,0,0,0.4295,0.39976,1.27,195,388,585,773,971,1159,1356,1552,1741,1937
6,0,0,0.42807,0.39824,1.29,194,388,585,773,971,1159,1356,1552,1740,1937
7,0,0,0.42667,0.39676,1.31,194,388,585,772,970,1158,1356,1553,1740,1937
8,0,0,0.42529,0.39532,1.34,194,388,586,772,970,1158,1356,1553,1740,1938
9,0,0,0.42394,0.39388,1.36,194,388,586,771,970,1158,1355,1553,1740,1938
10,0,0,0.42262,0.39245,1.38,194,389,586,771,970,1157,1355,1554,1739,1938
11,0,0,0.42131,0.39102,1.41,194,389,587,771,969,1157,1355,1554,1739,1938
12,0,0,0.42001,0.38959,1.43,194,389,587,770,969,1157,1355,1555,1739,1938
13,0,0,0.41872,0.38818,1.45,194,389,587,770,968,1156,1354,1555,1738,1938
14,0,0,0.41742,0.38673,1.48,195,390,587,770,968,1156,1354,1555,1738,1938
15,0,0,0.41614,0.38528,1.5,195,390,587,770,968,1156,1353,1556,1738,1938
16,0,0,0.41485,0.38384,1.52,195,390,587,769,967,1156,1353,1556,1737,1938
17,0,0,0.41357,0.3824,1.55,195,391,587,769,967,1156,1353,1556,1737,1938
18,0,0,0.41229,0.38096,1.57,195,391,587,769,966,1156,1352,1557,1737,1938
19,0,0,0.41102,0.37953,1.59,195,391,587,768,966,1156,1352,1557,1736,1937
20,0,0,0.40975,0.37809,1.62,196,392,587,768,965,1155,1351,1557,1736,1937
21,0,0,0.40849,0.37664,1.64,196,392,587,768,965,1155,1351,1558,1736,1937
22,0,0,0.40723,0.37519,1.67,196,392,587,767,964,1155,1350,1558,1735,1937
23,0,0,0.40598,0.37374,1.7,196,393,586,767,964,1155,1350,1559,1735,1937
24,0,0,0.40473,0.37228,1.73,196,393,586,767,963,1155,1349,1559,1735,1937
25,0,0,0.40349,0.37081,1.77,197,393,586,767,963,1155,1349,1559,1734,1937
26,0,0,0.40225,0.36934,1.8,197,394,586,766,962,1155,1348,1560,1734,1937
27,0,0,0.40101,0.36788,1.82,197,394,586,766,961,1155,1348,1560,1734,1937
28,0,0,0.39977,0.36643,1.85,197,394,586,766,961,1156,1348,1560,1733,1936
29,0,0,0.39854,0.36497,1.88,197,395,585,766,960,1156,1347,1560,1733,1936
30,0,0,0.39731,0.36353,1.9,198,395,585,765,960,1156,1347,1561,1733,1936
31,0,0,0.39607,0.36208,1.93,198,395,585,765,959,1156,1346,1561,1732,1936
32,0,0,0.39483,0.36064,1.95,198,396,585,765,958,1156,1346,1561,1732,1936
33,0,0,0.39359,0.3592,1.97,198,396,584,764,958,1156,1345,1561,1732,1935
34,0,0,0.39235,0.35776,2.0,198,396,584,764,957,1156,1345,1562,1731,1935
35,0,0,0.39111,0.35632,2.03,198,396,583,764,957,1157,1344,1562,1731,1935
36,0,0,0.38986,0.35488,2.06,199,397,583,763,956,1157,1344,1562,1731,1935
37,0,0,0.38859,0.35345,2.08,199,397,583,763,955,1157,1343,1562,1730,1934
38,0,0,0.38733,0.35202,2.11,199,397,582,762,955,1158,1343,1562,1730,1934
39,0,0,0.38606,0.3506,2.14,199,397,582,762,954,1158,1342,1563,1730,1934
40,0,0,0.38477,0.34917,2.17,199,398,581,761,953,1158,1342,1563,1729,1934
41,0,0,0.38346,0.34775,2.19,200,398,581,761,953,1159,1341,1563,1729,1933
42,0,0,0.38213,0.34634,2.21,200,398,580,761,952,1159,1341,1563,1729,1933
