dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
lucas_full,5,0,fsdrl,0,53.74,0.76,0.06,404-1399-2023-2219-3459
lucas_full,5,1,fsdrl,0,47.88,0.59,0.08,398-1407-2023-2614-3461
lucas_full,5,2,fsdrl,0,50.42,0.74,0.07,406-1395-2023-2646-3459
lucas_full,5,3,fsdrl,0,52.4,0.69,0.08,406-1404-2024-2229-3461
lucas_full,5,4,fsdrl,0,53.19,0.79,0.06,398-1114-2023-2207-3459
lucas_full,5,5,fsdrl,0,53.14,0.65,0.07,405-1126-2023-2324-3459
lucas_full,5,6,fsdrl,0,53.95,0.71,0.08,407-1417-2022-2279-3462
lucas_full,5,7,fsdrl,0,53.36,0.6,0.09,412-1394-2023-2215-3461
lucas_full,5,8,fsdrl,0,52.97,0.8,0.06,405-1398-2022-3461
lucas_full,5,9,fsdrl,0,54.2,0.75,0.08,410-1505-2023-2287-3461
lucas_full,10,0,fsdrl,0,58.85,0.78,0.06,412-556-1109-1397-2020-2129-2467-2985-3435-3809
lucas_full,10,1,fsdrl,0,59.76,0.63,0.07,418-1137-1399-1773-2020-2134-2973-3436-3805
lucas_full,10,2,fsdrl,0,58.76,0.73,0.07,422-1137-1399-1922-2020-2137-2976-3435-3806
lucas_full,10,3,fsdrl,0,59.42,0.71,0.08,413-1137-1379-1791-1923-2019-2133-2975-3414-3802
lucas_full,10,4,fsdrl,0,58.45,0.8,0.06,409-436-1063-1792-2018-2639-2986-3045-3804
lucas_full,10,5,fsdrl,0,60.11,0.65,0.07,413-1131-1398-1921-1922-2019-2133-2977-3435-3804
lucas_full,10,6,fsdrl,0,60.15,0.71,0.08,441-1137-1259-1810-2020-2132-2982-3435-3804
lucas_full,10,7,fsdrl,0,59.87,0.64,0.08,439-1137-1399-1923-2020-2128-2134-2976-3437-3804
lucas_full,10,8,fsdrl,0,58.72,0.79,0.07,413-1101-1635-1922-2020-2142-2971-2981-3759
lucas_full,10,9,fsdrl,0,60.6,0.75,0.08,439-1351-1503-1921-2021-2128-2134-2980-3435-3791
lucas_full,15,0,fsdrl,0,62.97,0.73,0.07,446-1561-1837-1841-1884-1925-1937-1994-2128-2134-2961-3196-3443-3613-3756
lucas_full,15,1,fsdrl,0,62.14,0.63,0.07,421-1134-1425-1717-1924-1926-1949-2014-2017-2133-2134-2976-3448-3614-3756
lucas_full,15,2,fsdrl,0,64.26,0.71,0.07,425-706-1101-1140-1399-1925-1950-2019-2136-2516-2963-3191-3435-3809
lucas_full,15,3,fsdrl,0,61.52,0.71,0.08,441-1398-1449-1588-1819-1972-2014-2015-2117-2120-3205-3406-3736-3805
lucas_full,15,4,fsdrl,0,62.49,0.78,0.06,451-1695-1786-1880-1923-1930-2017-2114-2125-3205-3405-3410-3809
lucas_full,15,5,fsdrl,0,63.58,0.63,0.07,429-722-1402-1758-1928-2007-2012-2127-2292-2513-2978-3441-3615-3809
lucas_full,15,6,fsdrl,0,63.89,0.71,0.08,439-442-1137-1449-1844-2015-2016-2017-2132-2641-2647-2970-3183-3615-3812
lucas_full,15,7,fsdrl,0,63.96,0.64,0.08,416-1137-1399-1922-1923-1933-2019-2128-2278-2973-3435-3729-3804
lucas_full,15,8,fsdrl,0,63.74,0.78,0.07,434-1137-1399-1513-1853-1879-1925-2019-2141-2524-2962-3188-3753
lucas_full,15,9,fsdrl,0,62.52,0.78,0.07,435-1137-1393-1744-1922-1923-2020-2127-2128-2972-3432-3434-3804
lucas_full,20,0,fsdrl,0,68.59,0.78,0.06,434-1235-1314-1786-1914-1922-1925-2019-2127-2134-2437-2451-2970-3146-3409-3413-3802
