epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5
0,0,0,0.28217601653482316,0.2828142587596518,0.54,696,1390,2080,2772,3465
1,0,0,0.277427835209771,0.2780690715576584,0.55,695,1391,2079,2772,3464
2,0,0,0.27271174437213674,0.2733563575240117,0.56,695,1392,2078,2771,3464
3,0,0,0.2680299661184639,0.2686785880290344,0.57,694,1392,2077,2770,3463
4,0,0,0.2633859992000411,0.2640415002722926,0.59,694,1393,2076,2769,3463
5,0,0,0.2587821815583592,0.2594464714899481,0.6,693,1394,2075,2768,3462
6,0,0,0.2542212806064579,0.2548965216563578,0.61,693,1395,2075,2767,3461
7,0,0,0.2497044694073143,0.2503894663053415,0.62,692,1396,2074,2766,3461
8,0,0,0.24523346259417395,0.24593092057710794,0.63,692,1397,2074,2766,3460
9,0,0,0.24080897828196918,0.24152137301378762,0.64,692,1398,2075,2765,3460
10,0,0,0.23643471544568687,0.2371637922935682,0.65,691,1399,2075,2764,3459
11,0,0,0.23210784790913136,0.23285275277721618,0.66,691,1400,2075,2763,3459
12,0,0,0.2278326620721893,0.22859343809678864,0.67,690,1400,2076,2762,3458
13,0,0,0.22362001873884574,0.2243938905101005,0.68,690,1401,2077,2762,3458
14,0,0,0.21946825739183182,0.22026075912169935,0.7,689,1401,2077,2761,3457
15,0,0,0.21537524284973444,0.2161833699888673,0.71,689,1402,2078,2760,3457
16,0,0,0.21134268733424005,0.2121656041231716,0.72,689,1403,2079,2760,3456
17,0,0,0.20737448616148124,0.2082097948877539,0.73,688,1403,2080,2759,3456
18,0,0,0.2034746608399938,0.20431883896288436,0.74,688,1403,2081,2758,3455
19,0,0,0.19964509110696083,0.2004971903118937,0.75,687,1404,2082,2757,3455
20,0,0,0.1958883950425338,0.1967469847477173,0.76,687,1404,2083,2757,3454
21,0,0,0.1922123826984326,0.19307704504528644,0.77,687,1405,2084,2756,3454
22,0,0,0.18862872331191666,0.18949950525501055,0.78,687,1405,2085,2756,3453
23,0,0,0.18514750818146256,0.18602717625281,0.79,686,1405,2086,2755,3453
24,0,0,0.18177546346791856,0.18266551760289781,0.8,686,1405,2087,2754,3452
25,0,0,0.17852251093832955,0.179424072059495,0.81,686,1406,2088,2754,3452
26,0,0,0.17540064509088568,0.17631546013898539,0.82,686,1406,2089,2754,3451
27,0,0,0.17241527432389162,0.17334903638937468,0.83,685,1406,2090,2753,3451
28,0,0,0.16957454699835825,0.17052783564469423,0.84,685,1406,2091,2753,3450
29,0,0,0.16687595493957805,0.16784322284259873,0.85,685,1407,2093,2752,3450
30,0,0,0.16431162856354453,0.16529222404621438,0.86,685,1407,2094,2752,3450
31,0,0,0.16187543534805787,0.1628687320148703,0.87,684,1407,2095,2753,3449
32,0,0,0.1595682888766484,0.16057138023936482,0.89,684,1407,2096,2753,3449
33,0,0,0.1573898226004515,0.1584000891941565,0.9,684,1407,2097,2753,3448
34,0,0,0.155341907016041,0.15635743619887665,0.91,683,1408,2098,2753,3448
35,0,0,0.1534220182004595,0.15444219964478717,0.92,683,1408,2099,2754,3447
36,0,0,0.15163022229194761,0.15265531347333056,0.94,683,1408,2100,2754,3447
37,0,0,0.14996646541016653,0.15099826893579993,0.97,682,1408,2100,2754,3447
38,0,0,0.14843049158315924,0.14947046200288017,0.98,682,1409,2101,2754,3446
39,0,0,0.1470144028796803,0.14806330723017117,1.01,682,1409,2102,2754,3446
40,0,0,0.14571263791035466,0.14676981771517966,1.03,682,1409,2103,2754,3446
41,0,0,0.14451164035251066,0.14557716457831743,1.06,681,1409,2104,2754,3445
42,0,0,0.14339549132011706,0.1444624982158195,1.08,681,1409,2105,2755,3445
43,0,0,0.14233661472513928,0.14340028438973856,1.09,681,1409,2106,2755,3445
44,0,0,0.141356209599859,0.1424085575475153,1.1,681,1410,2107,2755,3444
45,0,0,0.1404837322625591,0.1415179433237873,1.11,680,1410,2108,2755,3444
46,0,0,0.1397222310611418,0.1407303878809783,1.12,680,1410,2108,2755,3444
47,0,0,0.13908012498112501,0.14005664039433818,1.12,680,1410,2109,2755,3443
48,0,0,0.1385588185071218,0.13950897135052706,1.13,680,1410,2110,2755,3443
49,0,0,0.1381581286363247,0.13908963340550318,1.14,680,1410,2111,2755,3443
50,0,0,0.1378721089669551,0.13878945617662894,1.15,680,1410,2112,2756,3443
51,0,0,0.13768850810235592,0.13860099619788485,1.16,680,1411,2112,2756,3442
52,0,0,0.1375909572186198,0.1385057757491076,1.17,679,1411,2113,2756,3442
53,0,0,0.13756236970142258,0.13847749814684537,1.18,680,1411,2114,2756,3442
54,0,0,0.137582042449858,0.13849975085106966,1.19,680,1411,2114,2756,3442
55,0,0,0.13763139472192645,0.13855098102087013,1.2,680,1411,2115,2756,3441
56,0,0,0.13769299254931774,0.13861430007196793,1.21,680,1411,2115,2756,3441
57,0,0,0.1377529064419646,0.13867348011860917,1.22,680,1411,2116,2756,3441
58,0,0,0.13779904806999688,0.13871592507060818,1.23,680,1411,2116,2756,3441
59,0,0,0.13782244420450518,0.13873497776382168,1.25,681,1411,2117,2756,3440
60,0,0,0.1378183288812053,0.13872632448648936,1.26,681,1411,2117,2756,3440
61,0,0,0.1377847665012246,0.13868822082033086,1.26,681,1411,2117,2756,3440
62,0,0,0.1377224861548842,0.13862140166786766,1.27,682,1411,2118,2756,3439
63,0,0,0.13763427734375,0.1385285953639124,1.28,682,1411,2118,2756,3439
64,0,0,0.13752422119430488,0.13841417034239922,1.29,683,1411,2118,2756,3439
65,0.00014957601975185142,0.0011815073027304779,0.1373974778236247,0.13828242376874622,1.3,683,1411,2118,2756,3439
66,0.0021548911881663635,0.0032616058808920823,0.13725961919552257,0.1381383558975151,1.31,684,1411,2119,2756,3438
67,0.004237985664435784,0.005441968387405183,0.13711626981043754,0.13798718597128606,1.32,684,1411,2119,2755,3438
68,0.006341953870973693,0.007634303404681186,0.13697132893779598,0.13783501241151144,1.33,685,1411,2119,2755,3438
69,0.008408582425054267,0.009796202644019703,0.13682882782164352,0.13768479462622443,1.34,685,1411,2119,2755,3438
70,0.010384215811034214,0.011882301659670413,0.13669243968119146,0.1375396877145682,1.35,686,1411,2119,2755,3437
71,0.012242181562114651,0.01384014253218424,0.13656407189501144,0.13740335449194033,1.36,686,1411,2119,2755,3437
72,0.013967963822146712,0.015635093382714627,0.13644472317004552,0.1372782566465819,1.37,687,1411,2119,2755,3437
73,0.015553264821190682,0.017290777453232153,0.1363349910089197,0.13716275461208555,1.38,688,1411,2119,2754,3437
74,0.016997885616239272,0.018816357979373644,0.13623491915744979,0.1370562406977154,1.39,688,1411,2120,2754,3436
75,0.018308218497284257,0.02021504609020619,0.13614409111292636,0.13695852507299394,1.4,689,1411,2120,2754,3436
76,0.019508627361388253,0.02149815466264715,0.13606082786308832,0.1368688100455933,1.41,689,1411,2120,2754,3436
77,0.020622289052537046,0.022678974466380564,0.135983540696455,0.13678620581683532,1.42,690,1411,2120,2753,3436
78,0.021669844372285252,0.023792775826520396,0.13591078709528392,0.1367082387425763,1.43,691,1411,2120,2753,3436
79,0.02267598473355803,0.0248653290779981,0.13584088092684982,0.13663311728849678,1.45,691,1411,2120,2753,3435
80,0.023660881989008287,0.02591161492110594,0.13577242727116196,0.13655979589189962,1.46,692,1411,2120,2752,3435
81,0.02464633205771516,0.0269516565176372,0.13570389104483077,0.1364868718133433,1.47,692,1411,2121,2752,3435
82,0.025647546482891692,0.02800465665039409,0.1356342215633199,0.13641300756008215,1.48,693,1411,2121,2752,3435
83,0.02667383493901665,0.02908164228611909,0.13556276442650156,0.13633740920886328,1.49,694,1411,2121,2751,3434
84,0.027729013235169853,0.030186180019473263,0.13548926247654822,0.1362598414869582,1.5,694,1411,2121,2751,3434
85,0.028812643263198767,0.03131443047287796,0.13541373989414748,0.13618055406795546,1.51,695,1411,2122,2750,3434
86,0.029926634130995833,0.03247171349748412,0.13533605566549778,0.13609918126941556,1.52,696,1411,2122,2750,3434
87,0.031065288975278604,0.03365581745442858,0.13525660543124055,0.13601587683332816,1.53,696,1411,2122,2749,3434
88,0.0322150514833659,0.03485446733921804,0.13517632996781648,0.13593149363742227,1.54,697,1411,2122,2749,3433
89,0.03337578988229328,0.036052436523907216,0.13509524159178277,0.13584710601546907,1.55,697,1411,2122,2748,3433
90,0.03454073282509895,0.03724832751691809,0.1350138079019138,0.1357628099981867,1.59,698,1411,2122,2748,3433
91,0.03570229461918273,0.03844403846594868,0.13493256664048095,0.13567847533680388,1.6,699,1411,2123,2747,3433
92,0.03684879882209546,0.03963194197122544,0.13485232618780987,0.13559464456641618,1.64,699,1411,2123,2747,3433
93,0.03797368641218335,0.0408078258623622,0.13477355823110088,0.13551160727339606,1.67,700,1411,2123,2746,3432
94,0.0390861180816664,0.04197414318544623,0.1346956154133059,0.13542919987364357,1.69,701,1411,2123,2745,3432
95,0.04017772341772807,0.043125212692711856,0.13461908029825426,0.13534780885189682,1.71,701,1411,2123,2745,3432
96,0.04124664672777445,0.04425162818457429,0.13454410065162986,0.13526812454572198,1.72,702,1411,2123,2744,3432
97,0.0422990295859913,0.045342655756113626,0.13447023582080872,0.13519089398111647,1.73,703,1411,2124,2743,3432
98,0.043336887038233685,0.046409756420725534,0.13439736291080695,0.1351153149106966,1.74,703,1411,2124,2742,3431
99,0.044364163943179324,0.047472348766590455,0.134325178469247,0.13504001078605116,1.75,704,1411,2124,2741,3431
100,0.0453774922061968,0.04853098945145906,0.13425394027670903,0.13496495446549514,1.76,705,1411,2124,2740,3431
101,0.04638792172448414,0.04958907835255444,0.13418287248454527,0.1348898839988757,1.77,705,1411,2125,2740,3431
