dataset,target_size,algorithm,time,metric1,metric2,selected_features
lucas_min,5,mcuve,4.34,0.06,0.36,767-770-771-773-776||449-450-451-453-454||438-439-440-441-442||2998-2999-3000-3001-3002||797-798-800-801-802||797-800-801-802-803||807-808-809-810-811
