algorithm,rows,columns,time,target_size,final_size,r2_original,r2_train,r2_test,rmse_original,rmse_train,rmse_test,selected_features
fsdr,21782,66,26.48,5,5,0.86,0.8,0.79,0.05,0.06,0.06,6;17;32;39;55
fsdr,21782,66,43.87,10,8,0.86,0.82,0.8,0.05,0.06,0.06,6;18;23;32;36;41;49;55
fsdr,21782,66,84.92,20,13,0.86,0.83,0.82,0.05,0.06,0.06,7;8;16;17;21;30;32;34;39;47;54;59;60
mi,21782,66,5.9,5,5,0.86,0.7,0.66,0.05,0.07,0.08,7;6;5;8;9
mi,21782,66,5.96,10,10,0.86,0.75,0.72,0.05,0.07,0.07,7;6;5;8;9;4;10;11;3;2
mi,21782,66,5.9,20,20,0.86,0.81,0.79,0.05,0.06,0.06,7;6;5;8;9;4;10;11;3;2;12;0;13;1;14;15;16;60;55;54
lasso,21782,66,5.87,5,5,0.86,0.8,0.78,0.05,0.06,0.07,7;6;60;24;18
lasso,21782,66,6.05,10,10,0.86,0.79,0.78,0.05,0.06,0.07,7;6;60;24;18;19;20;21;22;23
lasso,21782,66,6.12,20,20,0.86,0.81,0.79,0.05,0.06,0.06,7;6;60;24;18;19;20;21;22;23;65;16;25;26;27;28;29;17;14;15
