epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.23713,0.22061,1.1,712,1421
1,0,0,0.23423,0.21807,1.1,712,1421
2,0,0,0.2314,0.2156,1.12,712,1422
3,0,0,0.22865,0.21323,1.12,712,1422
4,0,0,0.22595,0.21095,1.13,711,1422
5,0,0,0.22334,0.20871,1.13,711,1422
6,0,0,0.22081,0.2065,1.15,711,1422
7,0,0,0.21837,0.2044,1.15,711,1422
8,0,0,0.21602,0.20234,1.17,711,1422
9,0,0,0.21377,0.20027,1.17,711,1422
10,0,0,0.2116,0.19828,1.17,711,1422
11,0,0,0.20953,0.19631,1.18,711,1421
12,0,0,0.20756,0.19445,1.18,711,1421
13,0,0,0.20568,0.19268,1.2,711,1421
14,0,0,0.20389,0.19102,1.2,711,1421
15,0,0,0.2022,0.18949,1.22,711,1421
16,0,0,0.20062,0.18797,1.22,710,1421
17,0,0,0.19915,0.18653,1.23,710,1421
18,0,0,0.19779,0.18519,1.23,710,1420
19,0,0,0.19653,0.18394,1.25,709,1420
20,0,0,0.19537,0.18277,1.25,709,1420
21,0,0,0.19432,0.18164,1.27,709,1420
22,0,0,0.19335,0.18051,1.27,709,1420
23,0,0,0.19247,0.17935,1.27,709,1420
24,0,0,0.19165,0.17821,1.28,708,1419
25,0,0,0.19088,0.17709,1.3,708,1419
26,0,0,0.19014,0.17596,1.3,708,1419
27,0,0,0.18945,0.17482,1.32,708,1419
28,0,0,0.18879,0.17368,1.32,708,1419
29,0,0,0.18817,0.17251,1.33,708,1419
30,0,0,0.18757,0.17131,1.33,708,1418
31,0,0,0.18699,0.17009,1.33,708,1418
32,0,0,0.18643,0.16884,1.35,708,1418
33,0,0,0.18583,0.16757,1.35,708,1418
34,0,0,0.18526,0.16627,1.36,708,1418
35,0,0,0.1847,0.16495,1.36,708,1418
36,0.00342,0.00486,0.18417,0.16361,1.38,708,1418
37,0.00921,0.02136,0.18363,0.16225,1.38,709,1418
38,0.01505,0.03793,0.18309,0.16087,1.39,709,1418
39,0.02092,0.05456,0.18254,0.15947,1.41,709,1418
40,0.02675,0.07114,0.182,0.15807,1.41,709,1418
41,0.03255,0.08725,0.18146,0.15669,1.43,709,1418
42,0.03821,0.10332,0.18092,0.1553,1.43,709,1417
43,0.0437,0.11925,0.18041,0.15392,1.44,710,1417
44,0.04913,0.1348,0.17989,0.15255,1.44,710,1417
45,0.0543,0.14936,0.1794,0.15126,1.46,710,1417
46,0.05934,0.16344,0.17893,0.15001,1.46,710,1417
47,0.06436,0.17702,0.17845,0.14878,1.47,710,1417
48,0.06922,0.19032,0.17798,0.14758,1.48,710,1417
49,0.07395,0.2033,0.17753,0.14639,1.49,710,1417
50,0.07856,0.21572,0.17709,0.14524,1.5,710,1417
51,0.08284,0.22733,0.17668,0.14416,1.51,710,1416
52,0.08692,0.23845,0.17628,0.14312,1.52,709,1416
53,0.09057,0.24922,0.17593,0.14211,1.52,709,1416
54,0.09399,0.25958,0.1756,0.14112,1.53,709,1416
55,0.09709,0.26925,0.1753,0.1402,1.54,709,1416
56,0.09994,0.27812,0.17502,0.13935,1.55,709,1415
57,0.1027,0.28659,0.17475,0.13853,1.56,709,1415
58,0.10543,0.29458,0.17449,0.13775,1.57,709,1415
59,0.10804,0.3017,0.17423,0.13705,1.57,708,1415
60,0.11062,0.30852,0.17398,0.13638,1.58,708,1415
61,0.11316,0.31472,0.17373,0.13577,1.58,708,1415
62,0.11557,0.32061,0.1735,0.13518,1.58,708,1415
63,0.11794,0.32616,0.17326,0.13463,1.6,708,1415
64,0.12026,0.33122,0.17304,0.13412,1.6,707,1415
65,0.1225,0.33606,0.17281,0.13364,1.62,707,1415
66,0.12461,0.34069,0.17261,0.13317,1.62,707,1415
67,0.12674,0.34474,0.1724,0.13276,1.63,707,1415
68,0.12879,0.34855,0.17219,0.13237,1.65,707,1416
69,0.13073,0.3522,0.172,0.132,1.65,707,1416
