epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.14562,0.13548,0.18,2,4,6,8,11,13,15,17,19,21,23,25,27,30,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
1,0,0,0.14432,0.13405,0.27,2,4,6,9,11,13,15,17,19,21,23,25,27,30,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
2,0,0,0.14348,0.13313,0.34,2,4,6,9,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
3,0,0,0.14283,0.13246,0.41,2,4,6,9,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
4,0,0,0.14224,0.13188,0.49,2,4,6,9,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
5,0,0,0.14165,0.1313,0.58,2,4,6,9,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
6,0,0,0.14106,0.13071,0.67,2,4,6,9,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
7,0,0,0.14047,0.13015,0.73,2,4,6,9,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
8,0,0,0.13991,0.12962,0.8,2,4,6,9,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
9,0,0,0.1394,0.12914,0.87,2,4,6,9,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,50,53,55,57,59,61,63
10,0,0,0.13895,0.12872,0.93,2,4,6,9,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,50,53,55,57,59,61,63
11,0,0,0.13855,0.12837,1.03,2,4,6,9,11,13,15,17,19,21,23,26,28,29,32,34,36,38,40,42,44,46,49,50,53,55,57,59,61,63
12,0.00133,0.00103,0.13822,0.12807,1.1,2,4,6,9,11,13,15,17,19,21,23,26,28,29,32,34,36,38,40,42,44,46,49,50,53,55,57,59,61,63
13,0.00564,0.00511,0.13792,0.1278,1.18,2,4,6,9,11,13,15,17,19,21,23,26,28,29,32,34,36,38,40,42,44,46,49,50,53,55,57,59,61,63
