oc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
111.9,0.14696,0.09348,0.09074,0.09473,0.1061,0.12098,0.13558,0.14931,0.16459,0.18247,0.20296,0.22449,0.24598,0.2662,0.28471,0.30144,0.31747,0.33289,0.34762,0.36166,0.3748,0.38735,0.40374,0.41591,0.42668,0.43762,0.44823,0.45783,0.46612,0.47261,0.47643,0.46979,0.45478,0.46217,0.47098,0.48117,0.48865,0.49465,0.50003,0.50327,0.50315,0.50188,0.50096,0.50223,0.50466,0.50641,0.49545,0.40626,0.38708,0.40973,0.43241,0.44432,0.44586,0.44679,0.44813,0.44699,0.43813,0.43995,0.43601,0.42579,0.41448,0.40161,0.3971,0.38186,0.35909,0.34253
19.3,0.13721,0.1059,0.10819,0.11282,0.12184,0.13098,0.13864,0.14592,0.15378,0.16252,0.17207,0.18214,0.19249,0.2024,0.21232,0.2209,0.22977,0.23895,0.2482,0.25739,0.26595,0.27416,0.2851,0.29309,0.30061,0.30811,0.31492,0.32144,0.32711,0.33174,0.33527,0.32969,0.32374,0.33605,0.34308,0.34898,0.35343,0.35711,0.36016,0.36266,0.36484,0.36652,0.36635,0.36576,0.36602,0.36585,0.35719,0.28867,0.30005,0.31492,0.32946,0.34072,0.34602,0.34818,0.34954,0.34538,0.3287,0.32802,0.33427,0.33029,0.32441,0.31031,0.30095,0.29054,0.27549,0.26479
9.0,0.17342,0.11495,0.11849,0.12791,0.1536,0.18815,0.21757,0.2334,0.24581,0.25858,0.27121,0.28236,0.29034,0.29471,0.29655,0.29833,0.30144,0.30584,0.31096,0.31608,0.32085,0.32516,0.33373,0.33775,0.34127,0.34451,0.34698,0.34914,0.35083,0.35213,0.35261,0.34995,0.3489,0.35286,0.35449,0.35629,0.35744,0.35834,0.35909,0.35958,0.36025,0.36066,0.35983,0.35876,0.35851,0.35777,0.35563,0.33877,0.33713,0.34182,0.34602,0.34914,0.35043,0.35091,0.35083,0.34842,0.33892,0.34166,0.34451,0.34261,0.33674,0.33174,0.32825,0.32636,0.31974,0.31594
19.5,0.17881,0.11511,0.11636,0.12604,0.14788,0.17478,0.1998,0.22182,0.24378,0.26558,0.28741,0.30839,0.32696,0.34206,0.35359,0.364,0.37497,0.38654,0.39866,0.41087,0.42218,0.43321,0.44937,0.46036,0.47098,0.48161,0.49125,0.50026,0.50746,0.51369,0.5157,0.50038,0.49272,0.52071,0.52954,0.53753,0.544,0.54929,0.55373,0.55731,0.55976,0.56118,0.56156,0.56156,0.56221,0.56118,0.55348,0.48495,0.48161,0.50142,0.5188,0.52869,0.53088,0.52954,0.52481,0.50327,0.47753,0.45092,0.4844,0.49102,0.46698,0.43904,0.43873,0.43222,0.40813,0.39902
27.5,0.2113,0.13813,0.13906,0.14931,0.17943,0.21687,0.24791,0.26977,0.29107,0.31053,0.32961,0.34778,0.36149,0.36838,0.3742,0.3774,0.383,0.3912,0.4005,0.40983,0.4187,0.42776,0.44208,0.45311,0.46355,0.47413,0.48373,0.49295,0.50026,0.50641,0.51464,0.49808,0.4982,0.51773,0.52529,0.53199,0.5374,0.54238,0.54651,0.54979,0.55182,0.55373,0.55424,0.55463,0.5568,0.56325,0.56156,0.5144,0.49865,0.51133,0.52348,0.53003,0.5304,0.52784,0.52155,0.49363,0.47119,0.47359,0.48955,0.4825,0.46355,0.44218,0.43873,0.43702,0.41495,0.4057
40.2,0.16885,0.09906,0.09188,0.09438,0.10708,0.13499,0.17254,0.19715,0.21732,0.23911,0.26158,0.28151,0.29669,0.3074,0.31557,0.32397,0.33404,0.34554,0.35785,0.36991,0.38098,0.39102,0.40514,0.4141,0.4215,0.42855,0.43461,0.44015,0.44412,0.44689,0.4474,0.43231,0.42707,0.43883,0.44607,0.45373,0.45952,0.46409,0.46806,0.47109,0.47293,0.47381,0.47359,0.47348,0.47457,0.47544,0.46644,0.39319,0.38036,0.40031,0.42073,0.43391,0.43934,0.44238,0.44249,0.42462,0.40253,0.41783,0.42384,0.41697,0.40179,0.38672,0.37558,0.36425,0.3419,0.32734
7.8,0.15463,0.10366,0.10705,0.11682,0.13536,0.15693,0.17701,0.19355,0.21169,0.22893,0.24519,0.2602,0.27328,0.28366,0.29141,0.29806,0.30472,0.3116,0.31849,0.32509,0.33105,0.33667,0.3465,0.35221,0.35752,0.36299,0.36813,0.37299,0.3774,0.38115,0.38335,0.38256,0.38028,0.38574,0.39057,0.39528,0.39912,0.40262,0.40588,0.4086,0.41087,0.41286,0.41371,0.41438,0.41572,0.41629,0.41343,0.37993,0.37291,0.3845,0.396,0.40327,0.40663,0.40926,0.41068,0.40907,0.40346,0.40448,0.40383,0.40077,0.39537,0.38913,0.38699,0.38212,0.37068,0.36083
52.2,0.18147,0.11825,0.11921,0.12788,0.15241,0.18118,0.2046,0.22269,0.24049,0.25984,0.28125,0.30234,0.3207,0.33443,0.34475,0.35351,0.36283,0.37291,0.38344,0.394,0.40439,0.41495,0.43013,0.44096,0.45092,0.46047,0.46881,0.4761,0.48184,0.48641,0.48922,0.48029,0.47413,0.48217,0.48854,0.49442,0.49911,0.50327,0.50699,0.50968,0.51074,0.51109,0.51062,0.51074,0.51192,0.51286,0.50582,0.44617,0.43202,0.44864,0.46505,0.47413,0.47621,0.47753,0.47764,0.47217,0.45835,0.45751,0.45436,0.44566,0.43172,0.42179,0.42179,0.41362,0.39409,0.37958
529.7,0.07523,0.04192,0.0368,0.03644,0.03894,0.04293,0.04804,0.05518,0.06539,0.07798,0.09309,0.10909,0.12505,0.14002,0.15378,0.16604,0.17689,0.18629,0.19445,0.2016,0.20807,0.2138,0.22146,0.2262,0.23009,0.23383,0.23779,0.24143,0.24462,0.24729,0.24889,0.24929,0.24395,0.24417,0.24774,0.25177,0.25451,0.25698,0.25954,0.26074,0.26062,0.25948,0.25996,0.2614,0.26297,0.26455,0.26291,0.23179,0.21898,0.23254,0.24305,0.24412,0.2401,0.23785,0.23676,0.23801,0.24149,0.24294,0.23211,0.22238,0.21873,0.21677,0.21752,0.2137,0.2031,0.19191
19.2,0.19611,0.11882,0.12014,0.1308,0.15733,0.19173,0.22279,0.24384,0.26339,0.28471,0.30584,0.32426,0.339,0.35019,0.35744,0.36417,0.37145,0.37905,0.38708,0.39509,0.40262,0.41002,0.4215,0.42845,0.43471,0.44086,0.44627,0.45123,0.45541,0.45867,0.45899,0.45583,0.44947,0.45667,0.46259,0.46838,0.47293,0.47665,0.47984,0.48261,0.48462,0.48596,0.48607,0.4863,0.48708,0.48574,0.47896,0.42579,0.41879,0.43541,0.45134,0.46227,0.4672,0.47109,0.47348,0.47087,0.46419,0.46409,0.46185,0.45426,0.44566,0.43692,0.43772,0.42855,0.41068,0.39255
6.5,0.20286,0.13277,0.13608,0.14642,0.17681,0.21306,0.24166,0.2611,0.27848,0.29478,0.31146,0.3281,0.34214,0.34938,0.34954,0.3497,0.35343,0.36008,0.36796,0.37532,0.38168,0.38833,0.40087,0.41002,0.42005,0.43132,0.44238,0.45342,0.46313,0.47163,0.47577,0.46281,0.45509,0.4794,0.49272,0.50338,0.5118,0.5194,0.5265,0.5326,0.53765,0.54125,0.5425,0.54275,0.5435,0.54113,0.52772,0.43621,0.43863,0.46068,0.48173,0.49969,0.50898,0.51215,0.51015,0.49625,0.45719,0.45994,0.45772,0.45009,0.43122,0.40542,0.40514,0.39591,0.37766,0.36762
19.9,0.16916,0.10802,0.10914,0.11649,0.13919,0.16581,0.1869,0.20258,0.21797,0.23372,0.25015,0.26656,0.28113,0.29255,0.29874,0.30528,0.31318,0.32151,0.33037,0.33916,0.34762,0.35612,0.36915,0.37775,0.38619,0.39391,0.4005,0.40626,0.41087,0.41448,0.412,0.40738,0.40402,0.41438,0.41957,0.42403,0.42737,0.43003,0.43222,0.43391,0.43521,0.43591,0.43541,0.43451,0.43331,0.42825,0.42141,0.37679,0.3767,0.39057,0.40198,0.40935,0.41172,0.41219,0.41229,0.40823,0.38905,0.3903,0.39637,0.39546,0.38486,0.37119,0.36855,0.35983,0.34459,0.33643
41.5,0.14438,0.09949,0.10165,0.10912,0.12604,0.14538,0.16226,0.17628,0.19046,0.20502,0.22014,0.23523,0.24894,0.25996,0.26847,0.27574,0.28301,0.29027,0.29744,0.30416,0.31038,0.3163,0.32546,0.33113,0.33628,0.34127,0.34578,0.34986,0.35326,0.35604,0.35785,0.35498,0.35253,0.35752,0.36108,0.3645,0.36728,0.36966,0.37179,0.37359,0.37489,0.37592,0.3761,0.37627,0.37714,0.37766,0.37489,0.34459,0.33806,0.34802,0.35736,0.36274,0.36442,0.36568,0.36618,0.36341,0.35514,0.3581,0.35867,0.35604,0.34978,0.34269,0.34064,0.33504,0.32389,0.31594
22.1,0.2064,0.13941,0.14122,0.1507,0.17211,0.21023,0.25439,0.27804,0.29499,0.31232,0.33029,0.34722,0.36083,0.36991,0.37862,0.38486,0.39319,0.40355,0.4141,0.42335,0.43053,0.43692,0.44792,0.45488,0.46079,0.46666,0.47195,0.47687,0.48106,0.4844,0.49,0.48495,0.48228,0.48967,0.4934,0.49648,0.49923,0.50211,0.50443,0.50676,0.50839,0.51027,0.5105,0.51098,0.51263,0.51606,0.51369,0.4863,0.48084,0.48775,0.4942,0.49969,0.50142,0.50176,0.50176,0.49831,0.47874,0.48574,0.4863,0.48507,0.47402,0.46153,0.46784,0.46238,0.44875,0.43995
11.1,0.15999,0.11138,0.11606,0.12682,0.15104,0.17951,0.20399,0.22202,0.2379,0.25229,0.26583,0.27925,0.29034,0.2973,0.302,0.3057,0.31038,0.31594,0.32188,0.32764,0.33312,0.33861,0.34786,0.35367,0.35925,0.36459,0.36915,0.37334,0.37679,0.37958,0.38238,0.37966,0.37905,0.3838,0.38672,0.38913,0.3912,0.39301,0.39464,0.3961,0.39747,0.39866,0.39866,0.3982,0.39875,0.39939,0.39728,0.37679,0.37222,0.37836,0.38397,0.38815,0.38985,0.3903,0.39057,0.38788,0.37368,0.37975,0.38115,0.38107,0.37342,0.36509,0.36492,0.36033,0.35108,0.34634
62.9,0.1474,0.10634,0.10544,0.10982,0.1189,0.12966,0.14025,0.15035,0.16055,0.17147,0.18374,0.19661,0.20936,0.221,0.23083,0.23994,0.24831,0.25633,0.26394,0.27108,0.2774,0.28314,0.29228,0.29785,0.30325,0.30875,0.31398,0.31901,0.32352,0.32742,0.33029,0.32999,0.32779,0.33327,0.33783,0.34222,0.34594,0.34914,0.35197,0.35432,0.3562,0.35768,0.35826,0.35909,0.36033,0.36099,0.35793,0.32174,0.31652,0.32764,0.33884,0.34602,0.34914,0.35148,0.35261,0.35132,0.34626,0.34634,0.34491,0.34119,0.33721,0.33121,0.32779,0.32137,0.30996,0.30102
41.3,0.14309,0.10048,0.10264,0.10857,0.1221,0.1375,0.15111,0.16214,0.17342,0.18527,0.19765,0.20994,0.22162,0.23142,0.2395,0.24615,0.2527,0.2593,0.26571,0.27164,0.27695,0.28164,0.28933,0.29363,0.29751,0.30144,0.30479,0.30803,0.31067,0.31275,0.31434,0.31167,0.30917,0.31355,0.31623,0.31849,0.32011,0.32137,0.32255,0.32337,0.32397,0.32426,0.32359,0.32285,0.32278,0.3227,0.31967,0.29248,0.289,0.29655,0.30332,0.30704,0.30782,0.30811,0.30789,0.30416,0.2984,0.29854,0.29847,0.29567,0.29087,0.28523,0.28106,0.27587,0.26613,0.25817
28.5,0.19647,0.12028,0.12064,0.13053,0.16088,0.20026,0.23335,0.25533,0.27612,0.29628,0.31608,0.33327,0.34546,0.35229,0.35547,0.35843,0.36291,0.36864,0.3754,0.38256,0.38976,0.39719,0.40926,0.41687,0.42364,0.42973,0.43471,0.43883,0.44188,0.44402,0.44412,0.43752,0.43672,0.44259,0.44535,0.44792,0.44978,0.45123,0.45258,0.45342,0.45394,0.45394,0.453,0.45206,0.45165,0.4503,0.44699,0.42044,0.41267,0.42082,0.42766,0.43112,0.43102,0.43003,0.42884,0.42277,0.3982,0.41429,0.41649,0.41305,0.40225,0.39048,0.38913,0.3823,0.36889,0.36308
15.1,0.22491,0.13684,0.139,0.15234,0.18993,0.23078,0.26074,0.28229,0.30388,0.32696,0.35091,0.37299,0.39039,0.40198,0.41172,0.41802,0.42462,0.43202,0.44005,0.44833,0.45656,0.46505,0.47753,0.4863,0.49386,0.50084,0.50641,0.51121,0.51464,0.51689,0.52024,0.5105,0.50687,0.51416,0.51856,0.52264,0.52565,0.52808,0.53003,0.53137,0.53235,0.53321,0.5326,0.53186,0.53284,0.53543,0.53137,0.48809,0.47874,0.49113,0.50315,0.51062,0.51345,0.51452,0.5144,0.50548,0.48686,0.49934,0.50304,0.49957,0.48922,0.47808,0.47195,0.46548,0.44999,0.44045
49.2,0.13605,0.09322,0.0907,0.09371,0.10193,0.11212,0.12263,0.13283,0.14474,0.15889,0.17478,0.19059,0.20545,0.21817,0.22861,0.23741,0.24558,0.25322,0.26026,0.26675,0.27246,0.27765,0.28695,0.29174,0.29607,0.30068,0.30507,0.30924,0.31282,0.31557,0.31747,0.31261,0.30598,0.31218,0.31747,0.3227,0.32659,0.32991,0.33297,0.33535,0.33659,0.33705,0.33736,0.33775,0.339,0.34025,0.33473,0.28048,0.27365,0.289,0.30437,0.31347,0.31688,0.31937,0.32055,0.31739,0.31096,0.3121,0.30981,0.30374,0.29669,0.28874,0.28405,0.2765,0.26248,0.25107
22.5,0.20226,0.1389,0.14451,0.15631,0.18193,0.21014,0.23292,0.25021,0.26693,0.28405,0.3013,0.31776,0.33258,0.34459,0.35229,0.35859,0.36526,0.37239,0.37975,0.3869,0.39328,0.39939,0.41002,0.41668,0.42306,0.42983,0.43601,0.44198,0.44699,0.45113,0.453,0.44792,0.44076,0.45154,0.45825,0.46441,0.46914,0.47304,0.47643,0.47918,0.48128,0.48284,0.48295,0.48273,0.48339,0.48273,0.47555,0.41697,0.41476,0.43152,0.44751,0.45793,0.46238,0.46484,0.46612,0.46281,0.44957,0.44555,0.4471,0.44782,0.43904,0.42687,0.42189,0.41333,0.39664,0.38459
84.0,0.12128,0.0731,0.06738,0.06855,0.0748,0.0837,0.09404,0.10558,0.11965,0.13624,0.15421,0.17155,0.18785,0.20277,0.21672,0.22977,0.24244,0.25451,0.26613,0.2774,0.28814,0.29833,0.31153,0.32114,0.33014,0.33884,0.34714,0.35506,0.36241,0.36906,0.3748,0.3794,0.37984,0.3845,0.39084,0.39701,0.40225,0.40719,0.412,0.41534,0.41812,0.42131,0.42355,0.42589,0.42875,0.43132,0.43082,0.4005,0.3921,0.40635,0.41706,0.42053,0.41957,0.41841,0.41687,0.4187,0.42209,0.42364,0.41562,0.41134,0.4086,0.40635,0.40879,0.40532,0.394,0.38142
15.2,0.18505,0.12948,0.13256,0.14184,0.16642,0.19293,0.21306,0.22772,0.24138,0.2548,0.26829,0.28171,0.29275,0.29985,0.30613,0.30974,0.31383,0.31901,0.32441,0.32976,0.3345,0.33916,0.3465,0.35156,0.35604,0.36066,0.3645,0.36813,0.37119,0.37368,0.3774,0.37377,0.37136,0.37714,0.37993,0.38221,0.38415,0.38583,0.38726,0.38851,0.38967,0.39084,0.39075,0.39039,0.39129,0.39355,0.39183,0.36855,0.36467,0.37077,0.37679,0.38107,0.38274,0.38344,0.38353,0.38054,0.36864,0.37136,0.37385,0.37342,0.36644,0.35768,0.35744,0.35351,0.34443,0.33963
353.4,0.09502,0.0578,0.05322,0.05373,0.05773,0.06347,0.0704,0.07914,0.09087,0.10493,0.12126,0.13782,0.15403,0.16908,0.18315,0.19552,0.20668,0.21657,0.22537,0.23329,0.24055,0.24706,0.25545,0.26092,0.26534,0.26977,0.27428,0.27842,0.28216,0.28517,0.28761,0.28767,0.28119,0.28145,0.2853,0.28967,0.29268,0.29546,0.29847,0.29985,0.29978,0.2995,0.29992,0.30137,0.30318,0.30563,0.30388,0.26853,0.25421,0.26878,0.27951,0.27983,0.27536,0.27265,0.27058,0.27183,0.27638,0.27887,0.26749,0.25948,0.25722,0.25562,0.25592,0.25194,0.23944,0.226
14.1,0.19182,0.11264,0.11389,0.12439,0.15241,0.18889,0.22274,0.24508,0.26491,0.28517,0.30563,0.32419,0.33892,0.34882,0.35555,0.36133,0.36804,0.37575,0.38388,0.39183,0.39939,0.40672,0.41802,0.42521,0.43152,0.43772,0.443,0.44761,0.45134,0.45415,0.45593,0.44947,0.44279,0.45196,0.45783,0.46334,0.46741,0.47087,0.47381,0.47643,0.47863,0.4804,0.48062,0.48051,0.48173,0.4825,0.47665,0.42121,0.42063,0.43652,0.45186,0.46259,0.46806,0.47152,0.47381,0.46989,0.45825,0.46026,0.46323,0.46217,0.4552,0.44453,0.43813,0.43043,0.41515,0.40392
7.7,0.16646,0.1009,0.10151,0.11079,0.13183,0.15845,0.18459,0.20403,0.22356,0.24138,0.25739,0.27164,0.28405,0.29431,0.30353,0.31232,0.32159,0.33144,0.34143,0.35148,0.36108,0.37034,0.38327,0.39183,0.39985,0.40794,0.41543,0.42247,0.42884,0.43421,0.43893,0.43642,0.43222,0.43863,0.44545,0.45227,0.45783,0.46259,0.46666,0.46979,0.47217,0.47435,0.47501,0.47555,0.47742,0.47907,0.47446,0.4253,0.41002,0.42462,0.44005,0.45123,0.45688,0.46057,0.46206,0.45846,0.44988,0.45321,0.45196,0.44782,0.44066,0.43222,0.42697,0.41879,0.40346,0.38967
11.8,0.19584,0.13797,0.13896,0.14588,0.16218,0.18105,0.19806,0.21198,0.22824,0.24553,0.26278,0.27945,0.29526,0.30974,0.32063,0.33151,0.34285,0.35392,0.36501,0.37566,0.38548,0.39464,0.40841,0.41658,0.42462,0.43231,0.43924,0.44586,0.45154,0.45646,0.45635,0.45646,0.45656,0.46419,0.46968,0.47512,0.4794,0.48317,0.48652,0.48933,0.4917,0.49363,0.49431,0.49477,0.49499,0.4917,0.48742,0.45186,0.44586,0.46015,0.47282,0.48062,0.48406,0.48652,0.48775,0.48428,0.47599,0.47775,0.47962,0.4772,0.47054,0.46238,0.45856,0.45227,0.43863,0.42835
70.9,0.11596,0.07516,0.07238,0.07549,0.0849,0.09579,0.10656,0.1183,0.13323,0.14997,0.16742,0.18374,0.19815,0.20999,0.2205,0.22814,0.23529,0.24221,0.249,0.25574,0.26182,0.26749,0.27606,0.28158,0.28622,0.29087,0.29532,0.29964,0.30297,0.30535,0.30655,0.29567,0.29336,0.30144,0.30584,0.3106,0.31405,0.31696,0.31989,0.32196,0.32248,0.32181,0.32159,0.32181,0.32263,0.32441,0.32041,0.27133,0.26002,0.27372,0.28688,0.29201,0.29147,0.29067,0.2888,0.27441,0.26351,0.27391,0.27378,0.26424,0.25421,0.24575,0.23966,0.23453,0.21802,0.20625
49.3,0.18327,0.1332,0.13839,0.14825,0.17163,0.19346,0.20893,0.22274,0.23774,0.25439,0.27233,0.291,0.30853,0.3224,0.33543,0.34356,0.35188,0.36124,0.37051,0.3794,0.38744,0.39537,0.40682,0.41601,0.42433,0.43301,0.44116,0.44875,0.45541,0.46079,0.46838,0.46185,0.45206,0.46227,0.46935,0.4761,0.48128,0.48585,0.48978,0.49306,0.49465,0.49591,0.49568,0.49614,0.49831,0.50304,0.49579,0.42374,0.41957,0.43581,0.45196,0.46227,0.46537,0.46644,0.46741,0.46569,0.45051,0.44968,0.45051,0.44668,0.43531,0.42111,0.41889,0.40738,0.38815,0.3748
11.9,0.19244,0.1398,0.14299,0.15198,0.17346,0.19815,0.21883,0.2355,0.25183,0.26773,0.28347,0.2984,0.31124,0.32085,0.32651,0.33212,0.33884,0.34634,0.35465,0.36274,0.37008,0.37722,0.38985,0.39719,0.40476,0.41257,0.41986,0.42717,0.43301,0.43793,0.43742,0.41706,0.43033,0.44555,0.4574,0.46355,0.46914,0.47577,0.48106,0.48518,0.48876,0.49147,0.49249,0.49227,0.49204,0.49012,0.48518,0.43451,0.43202,0.44658,0.4593,0.46741,0.46957,0.4672,0.45962,0.42325,0.39264,0.41572,0.40794,0.40542,0.38967,0.37359,0.36408,0.36074,0.34237,0.33144
18.5,0.15631,0.10493,0.10414,0.11051,0.12682,0.14672,0.16383,0.17824,0.19395,0.2084,0.22172,0.2348,0.24638,0.25545,0.26248,0.26835,0.27428,0.28054,0.28708,0.29376,0.30026,0.30676,0.31703,0.32389,0.33037,0.33667,0.34245,0.34794,0.35278,0.35703,0.36066,0.36083,0.35983,0.36585,0.37034,0.37497,0.37888,0.38238,0.38566,0.38851,0.39102,0.39319,0.39437,0.39546,0.39728,0.39884,0.39728,0.37017,0.36442,0.37437,0.38388,0.38949,0.39129,0.39274,0.39364,0.3921,0.38318,0.38397,0.38654,0.38663,0.37975,0.37205,0.37111,0.3661,0.35481,0.34746
37.3,0.1699,0.12176,0.12776,0.1374,0.15711,0.17779,0.19507,0.20883,0.22264,0.23736,0.25246,0.26742,0.28132,0.29208,0.30144,0.30747,0.31333,0.31982,0.32614,0.33182,0.33636,0.34041,0.34834,0.35294,0.35768,0.36291,0.36787,0.37256,0.3767,0.3801,0.38406,0.38036,0.37558,0.38309,0.3877,0.3921,0.39546,0.39847,0.40142,0.40392,0.4057,0.40729,0.40766,0.40813,0.40964,0.412,0.40879,0.36375,0.36383,0.37549,0.38654,0.39355,0.39582,0.3971,0.39811,0.39555,0.3853,0.38495,0.3869,0.38539,0.37688,0.36754,0.3661,0.35909,0.34427,0.33396
32.8,0.15474,0.10224,0.10158,0.10688,0.12269,0.14322,0.16199,0.17685,0.19204,0.20811,0.22553,0.24356,0.2605,0.2746,0.28609,0.29641,0.30718,0.31835,0.32953,0.34064,0.35124,0.36141,0.37558,0.38548,0.39473,0.40374,0.41219,0.42005,0.42678,0.43231,0.43621,0.42746,0.4217,0.43401,0.44228,0.4503,0.45625,0.46121,0.46559,0.46881,0.47054,0.47163,0.47185,0.47261,0.47435,0.47588,0.46838,0.3982,0.38913,0.40785,0.42599,0.43591,0.43793,0.43833,0.43732,0.42737,0.40917,0.4162,0.41553,0.40616,0.39428,0.38133,0.37532,0.36602,0.34714,0.33389
83.6,0.10328,0.06245,0.05849,0.0603,0.06659,0.07603,0.08768,0.09991,0.11392,0.13026,0.14794,0.16504,0.18055,0.19351,0.20635,0.21582,0.2247,0.23329,0.2416,0.24952,0.25663,0.26309,0.27189,0.27804,0.28347,0.28893,0.29431,0.29964,0.30472,0.30939,0.31485,0.31659,0.3155,0.3193,0.32419,0.32923,0.3335,0.3376,0.34143,0.34459,0.34706,0.34898,0.35043,0.35213,0.35465,0.35843,0.35785,0.3309,0.31871,0.32946,0.33939,0.34443,0.34562,0.3469,0.34794,0.34922,0.35003,0.35148,0.3461,0.33884,0.33289,0.33128,0.33067,0.32621,0.31703,0.30627
10.7,0.23469,0.15276,0.15893,0.17322,0.20512,0.24412,0.27913,0.30151,0.32063,0.34009,0.3595,0.37757,0.39237,0.40309,0.4087,0.41419,0.42102,0.42875,0.43692,0.44463,0.45165,0.45856,0.47044,0.47742,0.48417,0.49068,0.49648,0.50176,0.50606,0.50968,0.50863,0.50582,0.50559,0.51487,0.51988,0.52432,0.52784,0.53088,0.5337,0.53617,0.53852,0.54063,0.54113,0.54138,0.5415,0.53864,0.53469,0.50038,0.50362,0.51606,0.52614,0.53309,0.53617,0.5379,0.53864,0.53383,0.52143,0.52324,0.52602,0.52602,0.51904,0.50957,0.50722,0.50223,0.48967,0.4815
12.9,0.23884,0.14983,0.15276,0.16611,0.19643,0.23361,0.26872,0.29465,0.31871,0.34237,0.36559,0.38672,0.40402,0.41639,0.42355,0.43033,0.43782,0.44576,0.45384,0.46142,0.46817,0.47479,0.48551,0.4917,0.49751,0.50304,0.50781,0.51215,0.51558,0.51844,0.51773,0.5144,0.51239,0.52024,0.52457,0.52857,0.53174,0.53444,0.53703,0.53914,0.54125,0.54275,0.54313,0.54313,0.5435,0.54175,0.53827,0.50443,0.50396,0.51606,0.52638,0.53272,0.53518,0.53666,0.53753,0.53358,0.52288,0.52481,0.52674,0.52602,0.52012,0.51192,0.50945,0.50478,0.49215,0.48295
36.6,0.20272,0.16327,0.16912,0.17709,0.19611,0.21503,0.22772,0.23736,0.2474,0.25823,0.26909,0.27893,0.28688,0.29268,0.29744,0.3013,0.30591,0.31089,0.31594,0.32085,0.32546,0.32991,0.33916,0.34411,0.3485,0.35278,0.35662,0.36008,0.36299,0.36559,0.36796,0.36762,0.36686,0.37068,0.37308,0.3754,0.37757,0.37975,0.38177,0.38371,0.38548,0.38708,0.38761,0.38806,0.38913,0.39012,0.3894,0.37618,0.37034,0.37523,0.37975,0.38318,0.38424,0.38477,0.3853,0.38574,0.37705,0.37818,0.38072,0.38107,0.37489,0.36728,0.37196,0.36838,0.35992,0.3549
149.8,0.13253,0.08999,0.0867,0.08884,0.09581,0.10512,0.11543,0.12598,0.13919,0.1556,0.17414,0.19226,0.20936,0.22444,0.23966,0.25171,0.26309,0.27403,0.28438,0.29417,0.30297,0.31103,0.32181,0.32908,0.33527,0.34143,0.34738,0.35302,0.3581,0.36233,0.36669,0.36602,0.36108,0.36433,0.36915,0.37437,0.37827,0.38194,0.38539,0.3877,0.3886,0.38878,0.3894,0.39075,0.39283,0.3961,0.39382,0.35253,0.33752,0.35253,0.36593,0.37085,0.37008,0.37017,0.37017,0.36966,0.36855,0.37042,0.36191,0.35278,0.34738,0.34261,0.34206,0.33667,0.323,0.30931
19.6,0.20749,0.1364,0.14041,0.15181,0.17775,0.20687,0.23052,0.24831,0.26767,0.2884,0.30903,0.32832,0.34546,0.35876,0.36906,0.37696,0.38486,0.39328,0.4017,0.40983,0.41716,0.42413,0.43501,0.44157,0.44802,0.45457,0.46068,0.46644,0.4713,0.47544,0.47918,0.47523,0.47054,0.47951,0.48518,0.49034,0.49442,0.49785,0.50096,0.5035,0.50559,0.50722,0.50769,0.50793,0.50945,0.51086,0.50676,0.4627,0.45825,0.47141,0.48395,0.49261,0.49648,0.49888,0.50026,0.49671,0.48574,0.48495,0.4882,0.48663,0.47896,0.46849,0.46419,0.45793,0.44412,0.43441
66.9,0.19588,0.12888,0.12583,0.13173,0.14669,0.16417,0.18164,0.19879,0.22034,0.24524,0.27071,0.29356,0.31333,0.32984,0.3434,0.35481,0.36517,0.37454,0.38327,0.39111,0.3982,0.40467,0.41448,0.41986,0.42442,0.42894,0.43341,0.43742,0.44086,0.44351,0.44443,0.44198,0.43702,0.44096,0.44494,0.44916,0.45227,0.45509,0.45772,0.45941,0.46015,0.45973,0.45973,0.46036,0.46132,0.46174,0.45835,0.41783,0.40851,0.42247,0.43481,0.43964,0.43954,0.43974,0.43954,0.43742,0.43331,0.43421,0.42894,0.42092,0.41543,0.40983,0.40898,0.403,0.38958,0.37714
39.3,0.17918,0.11708,0.11951,0.12844,0.15374,0.18476,0.20936,0.2248,0.23906,0.25492,0.27133,0.28602,0.29724,0.30416,0.31239,0.31703,0.32196,0.32825,0.33527,0.34293,0.35059,0.35843,0.3694,0.37783,0.38495,0.39192,0.39802,0.40365,0.40823,0.41191,0.41966,0.41267,0.40383,0.41181,0.41783,0.42355,0.42815,0.43212,0.43551,0.43843,0.44025,0.44198,0.44208,0.44238,0.44514,0.45175,0.44627,0.38779,0.37783,0.3921,0.40757,0.41793,0.42277,0.42579,0.42746,0.42277,0.41058,0.41191,0.41343,0.41049,0.40105,0.38922,0.38503,0.37636,0.35942,0.34634
