oc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
17.9,1.4890312500000005,1.4521087500000007,1.5155862500000008,1.6247662500000004,1.7674375000000007,1.9249937500000005,2.041400000000001,2.126933750000001,2.208100000000001,2.29350375,2.383318750000001,2.474901250000001,2.560056250000001,2.627730000000001,2.6826412500000014,2.7390200000000013,2.803336250000001,2.871581250000001,2.9396150000000008,2.997698750000001,3.0479962500000015,3.1013237500000015,3.187057500000001,3.236502500000001,3.291950000000001,3.3477850000000013,3.4018350000000015,3.4519150000000014,3.494351250000001,3.5260225000000016,3.5024862500000014,3.3612200000000017,3.4582612500000014,3.535318750000002,3.6071362500000013,3.6590450000000017,3.6990337500000017,3.7323325000000014,3.7601625000000016,3.7837587500000014,3.8015562500000013,3.8066687500000023,3.800861250000002,3.7991037500000013,3.800300000000002,3.7621400000000014,3.3374875000000017,2.942567500000001,3.148511250000001,3.3051712500000017,3.458657500000001,3.5511337500000018,3.591537500000001,3.604525000000001,3.6142350000000008,3.5303987500000016,3.4009475000000013,3.4287437500000015,3.369575000000002,3.1562050000000017,3.1031437500000014,3.0789262500000003,2.986157500000001,2.861955000000001,2.725021250000001,2.625738750000001
3.1,1.3498725000000005,1.2881687500000005,1.3686100000000005,1.5705062500000007,1.8524137500000009,2.083931250000001,2.232861250000001,2.3541087500000013,2.482213750000001,2.616041250000001,2.746426250000001,2.8661812500000012,2.967561250000001,3.0385337500000014,3.0873137500000016,3.142725000000001,3.204337500000001,3.268963750000001,3.3349737500000014,3.3957300000000017,3.453992500000001,3.5179012500000018,3.6058250000000016,3.6660737500000016,3.7273425000000016,3.7842200000000017,3.8359325000000015,3.882623750000002,3.920173750000001,3.9440662500000014,3.9377025000000017,3.8297075000000023,3.914325000000002,3.976202500000001,4.0302587500000016,4.0714787500000025,4.104320000000001,4.133080000000001,4.156871250000002,4.177780000000002,4.195188750000002,4.202050000000002,4.199395000000002,4.2001300000000015,4.188940000000002,4.160361250000001,3.923702500000002,3.6228637500000023,3.744386250000001,3.8559162500000017,3.9638575000000014,4.032375000000002,4.066513750000002,4.076517500000001,4.074460000000002,3.995873750000002,3.8678812500000017,3.9185575000000017,3.9139975000000016,3.823121250000001,3.6764350000000015,3.6871475000000014,3.6781312500000016,3.5591587500000017,3.4156275000000016,3.2867675000000016
28.2,0.9227587500000003,0.8117287500000003,0.8237612500000003,0.9188112500000003,1.0653537500000003,1.2154250000000006,1.3430300000000006,1.4665050000000006,1.5987012500000006,1.7389400000000006,1.886301250000001,2.0318412500000007,2.163103750000001,2.276227500000001,2.378207500000001,2.4694375000000006,2.562856250000001,2.655833750000001,2.748106250000001,2.8344575000000014,2.9154325000000014,2.9987212500000013,3.1091362500000015,3.179472500000001,3.244941250000001,3.3037862500000017,3.3550600000000013,3.398697500000001,3.4313737500000014,3.459687500000001,3.4644200000000014,3.325937500000001,3.3693625000000016,3.420695000000001,3.472665000000001,3.5120450000000014,3.540931250000001,3.564087500000001,3.581895000000001,3.5951037500000016,3.6036587500000015,3.6021237500000014,3.592891250000001,3.5895875000000013,3.6068900000000013,3.5913462500000013,3.3196425000000014,2.9420937500000015,3.031070000000001,3.1615637500000013,3.275710000000002,3.3380500000000017,3.370341250000001,3.3829162500000014,3.384781250000001,3.3123037500000017,3.1969850000000015,3.2632700000000012,3.272307500000001,3.2187312500000016,3.1203212500000013,3.0418787500000013,2.979137500000001,2.8654000000000015,2.751307500000001,2.674606250000001
16.9,0.9740237500000004,0.8694025000000003,0.8987000000000003,1.0073587500000005,1.1753600000000004,1.3664287500000007,1.510651250000001,1.6340012500000007,1.769120000000001,1.9154287500000011,2.0602212500000006,2.193907500000001,2.3099112500000007,2.399890000000001,2.469928750000001,2.5321637500000014,2.5957950000000016,2.660477500000001,2.7243087500000014,2.7815312500000013,2.832832500000001,2.885143750000002,2.957260000000001,3.003665000000001,3.0502775000000018,3.095010000000001,3.137415000000001,3.176371250000001,3.208537500000001,3.235235000000002,3.241376250000001,3.1631775000000015,3.2125975000000015,3.2640100000000016,3.3070850000000016,3.3409000000000018,3.3680175000000014,3.3918500000000016,3.4120475000000017,3.4287475000000014,3.442058750000002,3.4470850000000017,3.4471100000000017,3.451010000000002,3.4613937500000014,3.4544325000000016,3.2801075000000015,3.005758750000001,3.087262500000001,3.187850000000001,3.2723675000000014,3.3161087500000015,3.3389500000000014,3.345051250000002,3.3390650000000015,3.283048750000001,3.192968750000002,3.231152500000001,3.2376137500000013,3.1918700000000015,3.128185000000001,3.067371250000001,3.0210312500000014,2.9371887500000016,2.8397225000000015,2.7759212500000015
13.4,1.2362687500000007,1.1972850000000004,1.2828450000000005,1.4937137500000004,1.794071250000001,2.062172500000001,2.230421250000001,2.348505000000001,2.465250000000001,2.5834400000000013,2.7008100000000015,2.810525000000001,2.8952525000000007,2.955433750000001,3.0013337500000006,3.0440125000000013,3.100716250000001,3.163335000000002,3.226830000000001,3.2820100000000014,3.331461250000001,3.3857162500000015,3.461872500000001,3.5133012500000014,3.564922500000001,3.6129112500000016,3.656488750000001,3.6952850000000015,3.725861250000002,3.7496250000000018,3.7522350000000015,3.6480925000000015,3.7240775000000017,3.773846250000002,3.8124050000000014,3.8394012500000017,3.861726250000001,3.8808475000000016,3.896602500000002,3.9114137500000017,3.9238712500000013,3.9285087500000024,3.9232625000000017,3.9221012500000016,3.9232112500000014,3.9089275000000017,3.734328750000002,3.499617500000001,3.5971175000000013,3.682066250000002,3.759908750000001,3.810265000000001,3.834430000000001,3.8394112500000017,3.837988750000002,3.769863750000002,3.648340000000001,3.7045512500000015,3.7147100000000015,3.6655275000000014,3.5661400000000016,3.5281200000000013,3.502258750000001,3.411041250000001,3.3161687500000014,3.2494387500000013
8.1,0.9178437500000003,0.7797625000000002,0.7756337500000003,0.8505987500000003,0.9972725000000003,1.2236912500000008,1.4388450000000006,1.5743437500000006,1.6910937500000007,1.8130387500000007,1.932747500000001,2.028257500000001,2.089463750000001,2.1227437500000006,2.145825000000001,2.178761250000001,2.228530000000001,2.290810000000001,2.361568750000001,2.433490000000001,2.508451250000001,2.592448750000001,2.702438750000001,2.773658750000001,2.842490000000001,2.9055100000000014,2.963375000000001,3.0165562500000016,3.0583887500000015,3.0886250000000013,3.066565000000001,2.9157862500000014,3.0067487500000007,3.0915087500000014,3.1701500000000014,3.2306412500000015,3.2748237500000013,3.3090187500000012,3.335948750000001,3.3585987500000014,3.3765775000000016,3.3821050000000015,3.373953750000001,3.3677700000000015,3.3695375000000016,3.3381387500000015,2.975681250000001,2.5483912500000008,2.7140362500000013,2.8651187500000006,3.0131950000000014,3.107390000000001,3.157492500000002,3.178668750000001,3.1566625000000013,3.023681250000002,2.927175000000001,3.0097825000000014,2.9996812500000014,2.9043162500000017,2.812310000000001,2.7106350000000012,2.6030425000000013,2.499997500000001,2.376510000000001,2.273066250000001
17.3,1.2790312500000005,1.2156450000000003,1.2777100000000006,1.4837500000000006,1.777656250000001,2.0068775000000008,2.1439700000000013,2.248190000000001,2.3507112500000007,2.4574000000000007,2.567178750000001,2.669666250000001,2.746156250000001,2.784980000000001,2.802841250000001,2.825470000000001,2.863410000000001,2.910937500000001,2.9623125000000012,3.009845000000001,3.056385000000001,3.1105012500000013,3.193563750000001,3.251323750000001,3.3126550000000017,3.3718675000000022,3.426607500000001,3.4750000000000014,3.513487500000002,3.5421562500000014,3.5393050000000015,3.3879612500000014,3.461795000000001,3.529257500000001,3.589247500000001,3.6324887500000016,3.6640637500000013,3.690081250000002,3.7105287500000017,3.7264050000000015,3.7364587500000015,3.7354037500000015,3.7254125000000022,3.719987500000002,3.719441250000002,3.689275000000001,3.387021250000001,2.9974225000000017,3.1405937500000016,3.269967500000001,3.3891812500000014,3.458576250000002,3.4919312500000013,3.4998400000000016,3.503546250000002,3.4328212500000017,3.2815275000000015,3.320640000000001,3.3300625000000013,3.2575425000000013,3.1210837500000013,3.071717500000001,3.0168187500000014,2.889906250000001,2.7697187500000013,2.683207500000001
14.1,1.4732150000000006,1.4331437500000004,1.5302362500000006,1.7688625000000007,2.117968750000001,2.430726250000001,2.6366937500000014,2.7910312500000014,2.943685000000001,3.095572500000001,3.243106250000001,3.3790937500000013,3.4768912500000013,3.5446825000000013,3.5937075000000016,3.6216162500000015,3.6691562500000017,3.7267662500000007,3.7904012500000013,3.8481850000000017,3.9015237500000017,3.9621550000000014,4.042725000000003,4.0990712500000015,4.155517500000002,4.208890000000002,4.257178750000002,4.299470000000001,4.331171250000002,4.362860000000002,4.365828750000002,4.1786712500000025,4.255272500000001,4.3269487500000015,4.385823750000002,4.427435000000003,4.458777500000002,4.481902500000002,4.500393750000002,4.5150675000000025,4.524768750000002,4.522981250000002,4.5116062500000025,4.507917500000003,4.531727500000002,4.510391250000001,4.16371125,3.7683062500000015,3.913357500000002,4.0476575000000015,4.1734412500000015,4.2486112500000015,4.282140000000002,4.288318750000002,4.283461250000002,4.185627500000002,4.019636250000001,4.072697500000002,4.091625000000002,4.018498750000002,3.8750012500000013,3.8097687500000017,3.7518437500000017,3.6176875000000015,3.481605000000002,3.3837500000000014
49.1,0.9565987500000004,0.8240425000000005,0.8300962500000003,0.9156112500000003,1.0654525000000004,1.2334775000000004,1.3790162500000007,1.5234225000000008,1.6739137500000005,1.8210087500000007,1.9600712500000008,2.083328750000001,2.184192500000001,2.2566562500000007,2.310321250000001,2.367202500000001,2.427427500000001,2.488728750000001,2.5494675000000013,2.6049287500000013,2.655641250000001,2.709090000000001,2.788960000000001,2.834605000000001,2.8780200000000016,2.917905000000001,2.954502500000001,2.986958750000001,3.0128450000000013,3.0289600000000014,3.025102500000001,2.971481250000001,3.0137675000000015,3.0406037500000016,3.066605000000001,3.0886012500000017,3.1040737500000013,3.1180987500000015,3.1288912500000015,3.1361137500000016,3.139680000000001,3.1360462500000006,3.1306687500000017,3.1277550000000014,3.1196512500000013,3.1078937500000006,3.011445000000002,2.8044400000000014,2.8373250000000008,2.9043037500000013,2.9534687500000008,2.966923750000001,2.9698737500000005,2.960895000000001,2.9441925000000007,2.8888250000000015,2.828698750000001,2.882851250000001,2.853115000000001,2.805667500000001,2.753726250000001,2.7184575000000013,2.6863712500000014,2.6134225000000004,2.537636250000001,2.4894387500000006
64.4,1.3018587500000005,1.1918350000000002,1.2267800000000004,1.3322962500000004,1.5028075000000007,1.715458750000001,1.8832937500000009,2.0096225000000008,2.1381087500000007,2.270710000000001,2.398643750000001,2.512382500000001,2.608035000000001,2.683221250000001,2.745987500000001,2.812418750000001,2.881941250000001,2.951738750000001,3.019116250000001,3.0785450000000014,3.1307275000000017,3.183943750000002,3.266792500000002,3.306301250000001,3.342130000000002,3.3730762500000013,3.399641250000001,3.4219375000000016,3.4380750000000013,3.4463700000000013,3.438270000000001,3.3747112500000016,3.409827500000002,3.4322337500000017,3.454390000000001,3.472642500000001,3.486037500000001,3.496872500000001,3.504796250000002,3.511355000000002,3.5154700000000014,3.5134475000000016,3.5064400000000013,3.502980000000001,3.4941137500000017,3.476275000000001,3.3696825000000015,3.172112500000001,3.1992887500000013,3.2632087500000013,3.3259662500000013,3.3607762500000016,3.381061250000001,3.386587500000001,3.3828975000000012,3.3437625000000013,3.2670537500000014,3.288598750000001,3.2534525000000016,3.1766975000000013,3.120623750000001,3.1536387500000016,3.123527500000001,3.021240000000001,2.892906250000001,2.8036750000000015
