epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.14831921607941684,0.15230445477295926,0.15,138,272,407,541,675,809,943,1075,1211,1345,1479,1611,1747,1881,2013,2147,2281,2415,2549,2683,2817,2951,3085,3221,3355,3487,3623,3756,3890,4024
1,0,0,0.14376253534684252,0.14797090931639098,0.16,138,272,407,541,675,809,944,1075,1212,1346,1480,1610,1748,1882,2012,2146,2281,2414,2548,2683,2816,2950,3084,3222,3355,3487,3623,3755,3889,4024
2,0,0,0.13976440416360464,0.14419239504945863,0.18,139,272,407,542,676,810,944,1074,1213,1347,1481,1610,1749,1883,2011,2146,2282,2413,2547,2682,2816,2949,3084,3222,3355,3486,3624,3755,3889,4024
3,0.004289858694663362,0.017846565585094454,0.13643832056940738,0.14107267330062026,0.19,139,272,408,542,676,811,945,1073,1214,1348,1482,1610,1750,1884,2010,2145,2282,2412,2546,2682,2815,2949,3083,3223,3355,3486,3624,3754,3889,4023
4,0.041417544215475166,0.05080496358285835,0.13387042029167073,0.1386854675508493,0.2,139,272,408,543,677,811,945,1073,1214,1348,1483,1610,1751,1885,2009,2145,2281,2411,2545,2682,2814,2948,3082,3224,3355,3485,3624,3754,3889,4023
5,0.06661937098264992,0.07288778097008564,0.13209892462843897,0.13706272994620972,0.22,139,272,408,543,677,812,946,1072,1215,1349,1484,1611,1751,1886,2008,2145,2281,2411,2544,2682,2813,2947,3081,3224,3354,3485,3625,3754,3888,4023
6,0.08065285989498783,0.08479728557876542,0.1311021019772373,0.13617954190983775,0.23,139,272,409,543,678,813,946,1072,1216,1350,1485,1611,1752,1887,2007,2145,2281,2410,2543,2682,2812,2946,3080,3225,3354,3484,3625,3753,3888,4023
7,0.08506237469361388,0.08794402426501569,0.13078732428578566,0.1359452300230677,0.25,139,273,409,544,678,813,947,1072,1217,1351,1485,1611,1753,1888,2006,2145,2280,2409,2543,2682,2812,2946,3080,3225,3354,3484,3626,3753,3888,4023
8,0.08219393905500694,0.08455326928175688,0.13099217437572985,0.13619769806294255,0.26,139,273,409,544,679,814,947,1071,1218,1351,1486,1612,1754,1889,2006,2145,2280,2409,2542,2682,2811,2945,3079,3225,3353,3483,3626,3753,3887,4022
9,0.07514760960376643,0.07742639081445435,0.1314940505340868,0.1367268287451643,0.27,140,273,410,545,679,815,947,1071,1218,1352,1487,1612,1754,1889,2005,2146,2279,2408,2541,2682,2810,2944,3078,3225,3353,3483,3626,3752,3887,4022
10,0.06717174917525659,0.06961144849398071,0.13205982553614673,0.13730470567814365,0.29,140,273,410,545,679,815,947,1072,1219,1352,1487,1613,1754,1890,2004,2146,2279,2408,2540,2683,2810,2944,3077,3225,3353,3482,3627,3752,3887,4022
11,0.060939554584814926,0.06360838226016918,0.132500239340548,0.13774695003096143,0.3,140,274,410,545,679,816,947,1072,1220,1353,1487,1613,1755,1890,2003,2147,2278,2407,2539,2683,2809,2943,3076,3225,3353,3482,3627,3752,3887,4022
12,0.05808842407275805,0.06091543200403604,0.13270123814110854,0.13794488136616034,0.31,140,274,410,545,679,817,947,1072,1220,1353,1488,1614,1755,1890,2003,2147,2278,2407,2538,2683,2809,2943,3075,3225,3352,3481,3627,3751,3886,4022
13,0.059031090867060265,0.06188711137724823,0.13263481539845098,0.13787348697485816,0.33,140,274,411,546,679,817,947,1073,1221,1354,1487,1615,1755,1890,2003,2148,2277,2407,2537,2683,2808,2942,3074,3224,3352,3481,3627,3751,3886,4022
14,0.063261421988133,0.06602654026419286,0.1323363309152089,0.13756897724246014,0.34,140,275,411,546,678,818,946,1073,1221,1354,1487,1615,1755,1891,2002,2149,2276,2407,2536,2684,2808,2942,3074,3224,3352,3481,3626,3751,3886,4021
15,0.0697377378969668,0.07234977304662982,0.13187807610616792,0.13710248772258263,0.35,140,275,411,546,678,819,946,1074,1221,1354,1487,1616,1754,1891,2002,2149,2275,2407,2535,2684,2807,2941,3073,3224,3352,3481,3626,3750,3886,4021
16,0.07719877862109181,0.0796724403935033,0.13134815967562605,0.13656029374284892,0.37,140,275,411,546,678,820,945,1074,1222,1354,1487,1617,1754,1891,2002,2150,2274,2407,2534,2684,2807,2941,3072,3223,3352,3480,3626,3750,3885,4021
17,0.08446537766018158,0.08688686331506357,0.13082997860171156,0.13602399047683073,0.38,141,275,411,546,677,820,945,1075,1222,1354,1486,1617,1754,1890,2001,2151,2274,2407,2533,2685,2807,2941,3071,3223,3352,3480,3626,3750,3885,4021
18,0.09063557445579284,0.09313223781835611,0.13038838018332932,0.13555801027055497,0.39,141,276,412,546,677,821,944,1076,1223,1354,1486,1618,1753,1890,2001,2151,2273,2407,2532,2685,2806,2940,3070,3222,3352,3480,3626,3750,3885,4021
19,0.09515663165385047,0.09787966060171494,0.13006384859985298,0.13520272866987507,0.41,141,276,412,547,677,822,944,1076,1223,1354,1485,1619,1753,1890,2001,2152,2272,2407,2531,2686,2806,2940,3069,3221,3351,3480,3625,3749,3885,4021
20,0.09783008989955666,0.10092366491309768,0.12987156152395724,0.13497442848800312,0.42,141,276,412,547,676,822,943,1077,1223,1354,1485,1620,1753,1890,2001,2153,2271,2408,2530,2686,2806,2939,3068,3221,3351,3480,3625,3749,3884,4020
21,0.0988087961044144,0.10238115566560757,0.12980110064776076,0.1348649847322203,0.43,141,276,412,547,676,823,943,1077,1224,1354,1485,1620,1752,1890,2001,2153,2270,2408,2530,2686,2805,2939,3067,3220,3351,3479,3625,3749,3884,4020
22,0.09850874915687158,0.10261200254365355,0.1298227027677149,0.13484763676908523,0.45,141,277,412,547,676,824,942,1078,1224,1354,1485,1621,1752,1890,2000,2154,2269,2408,2529,2687,2805,2938,3067,3220,3351,3479,3625,3748,3884,4020
23,0.09750413319520101,0.10212987790150663,0.12989501608974127,0.13488385639510334,0.46,141,277,413,547,675,824,942,1079,1225,1354,1484,1622,1752,1890,2000,2154,2269,2408,2528,2687,2805,2938,3066,3219,3351,3479,3624,3748,3883,4020
24,0.09639296431189315,0.10147429800122809,0.12997495638123338,0.1349330842994928,0.47,142,277,413,547,675,825,941,1079,1225,1355,1484,1623,1752,1890,2000,2155,2268,2408,2528,2688,2804,2937,3065,3219,3350,3479,3624,3748,3883,4020
25,0.09567525478276606,0.10109593318567789,0.1300265656777821,0.1349614972822005,0.49,142,278,413,548,675,826,941,1080,1226,1355,1484,1624,1752,1890,2000,2155,2267,2408,2527,2688,2804,2937,3065,3218,3350,3478,3624,3748,3883,4020
26,0.0956971548995228,0.10130916988033811,0.1300249970685287,0.13494549371710174,0.5,142,278,413,548,675,827,940,1081,1226,1355,1484,1625,1752,1890,2000,2155,2267,2407,2526,2688,2803,2937,3064,3218,3350,3478,3623,3747,3883,4019
27,0.09658859316420731,0.10223664019857404,0.12996088993953364,0.13487583988615828,0.51,142,278,414,548,675,827,940,1081,1227,1355,1484,1625,1752,1890,1999,2155,2266,2407,2526,2688,2803,2936,3063,3217,3350,3478,3623,3747,3882,4019
28,0.09828940897943439,0.1038308993721081,0.12983850569526056,0.13475603262998467,0.53,142,278,414,548,675,828,939,1082,1227,1355,1484,1626,1752,1890,1999,2155,2265,2407,2525,2689,2802,2936,3063,3217,3350,3477,3623,3747,3882,4019
29,0.10059242978439376,0.10591349821237928,0.12967258304384716,0.13459936196606773,0.54,142,279,414,549,674,829,939,1082,1228,1356,1484,1627,1752,1890,1999,2155,2265,2406,2524,2689,2802,2936,3062,3216,3350,3477,3623,3747,3882,4019
30,0.10320606965855084,0.10823107791797015,0.12948403052275795,0.13442480140275492,0.55,142,279,415,549,674,829,938,1083,1228,1356,1484,1628,1752,1890,1998,2155,2264,2406,2523,2689,2801,2936,3062,3216,3350,3477,3622,3746,3881,4019
31,0.10582041330127734,0.1105153870468708,0.12929515981544976,0.1342525181796102,0.57,143,279,415,549,674,830,938,1083,1229,1356,1484,1629,1753,1891,1998,2155,2264,2406,2523,2689,2801,2936,3061,3216,3349,3476,3622,3746,3881,4019
32,0.10817135859409543,0.11254319570460736,0.12912507701494813,0.13409939852801178,0.58,143,279,415,550,674,831,937,1084,1230,1357,1485,1630,1753,1891,1998,2154,2263,2406,2522,2689,2800,2936,3061,3215,3349,3476,3622,3746,3881,4018
33,0.11007763021922334,0.11415997468756822,0.12898700525431253,0.13397719389019108,0.59,143,280,416,550,674,831,937,1084,1230,1357,1485,1631,1753,1891,1997,2154,2262,2406,2522,2689,2799,2935,3060,3215,3349,3476,3622,3746,3880,4018
34,0.11147512498588041,0.1153200528292595,0.1288856865635893,0.13388943909400233,0.61,143,280,416,550,674,832,936,1085,1231,1357,1485,1632,1753,1891,1997,2154,2262,2406,2521,2689,2799,2935,3060,3215,3348,3475,3621,3745,3880,4018
35,0.11241047595830334,0.11607547797146223,0.12881782417686483,0.13383225627786835,0.62,143,280,416,551,674,833,936,1086,1232,1358,1485,1633,1753,1891,1997,2153,2261,2406,2521,2689,2798,2935,3060,3214,3348,3475,3621,3745,3880,4018
36,0.11301332528771091,0.11655501965566595,0.12877408390337694,0.13379595383765028,0.63,143,280,416,551,674,834,935,1086,1232,1358,1485,1634,1753,1891,1997,2153,2261,2406,2520,2689,2797,2935,3059,3214,3348,3475,3621,3745,3879,4018
37,0.1134714747684964,0.11694339409999344,0.12874081139043478,0.1337665413605777,0.65,143,281,417,551,674,834,934,1087,1233,1358,1485,1635,1753,1892,1996,2153,2260,2405,2520,2690,2797,2935,3059,3214,3348,3474,3620,3744,3879,4017
38,0.11397683607546338,0.11742309124967976,0.1287041148575701,0.13373020715299314,0.66,144,281,417,551,674,835,934,1087,1234,1359,1486,1636,1754,1892,1996,2153,2260,2405,2519,2690,2796,2935,3059,3213,3347,3474,3620,3744,3879,4017
39,0.11467659203563763,0.11813147250800649,0.12865328532294676,0.13367652336523916,0.67,144,281,417,552,674,836,933,1088,1234,1359,1486,1637,1754,1892,1996,2152,2259,2405,2519,2690,2796,2934,3058,3213,3347,3473,3620,3744,3878,4017
