epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.53669,0.52716,1.83,712,1420
1,0,0,0.53298,0.52333,1.84,712,1419
2,0,0,0.52929,0.51951,1.85,713,1419
3,0,0,0.52563,0.51571,1.86,713,1419
4,0,0,0.522,0.51193,1.87,714,1418
5,0,0,0.51838,0.50816,1.88,714,1418
6,0,0,0.51479,0.50442,1.88,714,1417
7,0,0,0.51122,0.5007,1.89,715,1417
8,0,0,0.50768,0.497,1.9,715,1416
9,0,0,0.50415,0.49333,1.91,716,1416
10,0,0,0.50065,0.48967,1.92,716,1415
11,0,0,0.49716,0.48604,1.92,716,1415
12,0,0,0.4937,0.48242,1.93,717,1414
13,0,0,0.49027,0.47883,1.94,717,1414
14,0,0,0.48685,0.47526,1.95,717,1414
15,0,0,0.48346,0.47172,1.96,718,1413
16,0,0,0.48009,0.4682,1.97,718,1413
17,0,0,0.47675,0.4647,1.98,718,1412
18,0,0,0.47343,0.46123,1.98,719,1412
19,0,0,0.47013,0.45778,1.99,719,1412
20,0,0,0.46685,0.45435,2.0,719,1413
21,0,0,0.46361,0.45095,2.01,720,1413
22,0,0,0.46039,0.44757,2.02,720,1413
23,0,0,0.4572,0.44422,2.03,721,1413
24,0,0,0.45403,0.44089,2.04,721,1414
25,0,0,0.45089,0.43759,2.05,721,1414
26,0,0,0.44777,0.43431,2.06,722,1414
27,0,0,0.44468,0.43107,2.07,722,1414
28,0,0,0.44161,0.42784,2.07,723,1414
29,0,0,0.43857,0.42464,2.08,723,1413
30,0,0,0.43555,0.42146,2.09,723,1413
31,0,0,0.43255,0.41831,2.1,724,1413
32,0,0,0.42958,0.41519,2.11,724,1413
33,0,0,0.42664,0.41208,2.12,725,1413
34,0,0,0.42372,0.40901,2.13,725,1413
35,0,0,0.42083,0.40596,2.14,725,1413
36,0,0,0.418,0.40293,2.14,725,1413
37,0,0,0.41524,0.39993,2.15,726,1413
38,0,0,0.41259,0.39696,2.16,726,1413
39,0,0,0.41012,0.39432,2.17,726,1413
40,0,0,0.40775,0.39171,2.17,726,1413
41,0,0,0.40546,0.38914,2.18,727,1413
42,0,0,0.40331,0.38662,2.19,727,1413
43,0,0,0.40128,0.38414,2.2,727,1413
44,0,0,0.39933,0.38172,2.2,728,1413
45,0,0,0.3975,0.37934,2.21,728,1413
46,0,0,0.39573,0.37701,2.22,728,1413
47,0,0,0.39401,0.37474,2.23,729,1413
48,0,0,0.39235,0.37251,2.23,729,1413
49,0,0,0.39073,0.37033,2.24,729,1413
50,0,0,0.38914,0.36819,2.25,730,1413
51,0,0,0.38756,0.3661,2.26,730,1413
52,0,0,0.38609,0.36405,2.27,730,1413
53,0,0,0.38465,0.36205,2.27,731,1413
54,0,0,0.38322,0.3601,2.28,731,1413
55,0,0,0.38181,0.35818,2.29,731,1413
56,0,0,0.38042,0.35631,2.3,732,1413
57,0,0,0.37905,0.35447,2.3,732,1413
58,0,0,0.37769,0.35267,2.31,732,1413
59,0,0,0.37636,0.35089,2.32,732,1413
60,0,0,0.37504,0.34915,2.33,732,1413
61,0,0,0.37373,0.34744,2.34,733,1413
62,0,0,0.37245,0.34583,2.34,733,1413
63,0,0,0.37119,0.34426,2.35,733,1413
64,0,0,0.36994,0.34271,2.36,733,1413
65,0,0,0.36871,0.34117,2.37,733,1413
66,0,0,0.36749,0.33966,2.38,733,1413
67,0,0,0.36629,0.33816,2.38,733,1413
68,0,0,0.36515,0.33669,2.39,733,1413
69,0,0,0.36401,0.33534,2.4,733,1413
70,0,0,0.36291,0.33402,2.41,733,1413
71,0,0,0.36184,0.33271,2.42,733,1413
72,0,0,0.36078,0.33143,2.43,733,1413
73,0,0,0.35973,0.3302,2.43,733,1413
74,0,0,0.35869,0.32898,2.44,733,1413
75,0,0,0.35766,0.32778,2.45,734,1413
76,0,0,0.35664,0.32658,2.46,734,1413
77,0,0,0.35564,0.3254,2.47,734,1413
78,0,0,0.35466,0.32423,2.47,734,1413
79,0,0,0.35369,0.32307,2.48,734,1413
80,0,0,0.35272,0.32192,2.49,734,1413
81,0,0,0.35178,0.32078,2.5,734,1413
82,0,0,0.35086,0.31965,2.5,734,1413
83,0,0,0.34996,0.31853,2.51,734,1413
84,0,0,0.34906,0.31743,2.52,734,1413
85,0,0,0.34817,0.31633,2.53,734,1413
86,0,0,0.34729,0.31524,2.53,734,1413
87,0,0,0.34642,0.31417,2.54,735,1413
88,0,0,0.34555,0.3131,2.55,735,1413
89,0,0,0.34469,0.31204,2.56,735,1413
90,0,0,0.34383,0.31099,2.56,735,1413
91,0,0,0.34299,0.30994,2.57,735,1413
92,0,0,0.34216,0.3089,2.58,735,1413
93,0,0,0.34134,0.30788,2.59,735,1413
94,0,0,0.34053,0.30686,2.6,735,1413
95,0,0,0.33972,0.30585,2.6,735,1413
96,0,0,0.33891,0.30485,2.61,736,1413
97,0,0,0.3381,0.30385,2.62,736,1413
98,0,0,0.3373,0.30286,2.63,736,1413
99,0,0,0.3365,0.30187,2.63,736,1413
100,0,0,0.3357,0.3009,2.64,736,1413
101,0,0,0.33492,0.29992,2.65,736,1413
102,0,0,0.33414,0.29898,2.66,736,1413
103,0,0,0.33336,0.29806,2.66,736,1413
104,0,0,0.33259,0.29715,2.67,737,1413
105,0,0,0.33181,0.29624,2.68,737,1413
106,0,0,0.33105,0.29534,2.69,737,1413
107,0,0,0.33029,0.29446,2.69,737,1413
108,0,0,0.32953,0.29358,2.7,737,1413
109,0,0,0.32879,0.29274,2.71,737,1413
110,0,0,0.32805,0.29191,2.72,737,1413
111,0,0,0.32732,0.2911,2.73,737,1413
112,0,0,0.32659,0.2903,2.73,737,1413
113,0,0,0.32586,0.28951,2.74,738,1413
114,0,0,0.32514,0.28872,2.75,738,1413
115,0,0,0.32442,0.28792,2.76,738,1413
116,0,0,0.32371,0.28713,2.76,738,1412
117,0,0,0.32299,0.28634,2.77,738,1412
118,0,0,0.32228,0.28555,2.78,738,1412
119,0,0,0.32157,0.28476,2.79,738,1412
120,0,0,0.32087,0.28397,2.79,738,1412
121,0,0,0.32016,0.28318,2.8,739,1412
122,0,0,0.31946,0.28239,2.81,739,1412
123,0,0,0.31876,0.28161,2.82,739,1412
124,0,0,0.31806,0.28082,2.82,739,1412
125,0,0,0.31736,0.28003,2.83,739,1412
126,0,0,0.31666,0.27924,2.84,739,1412
127,0,0,0.31596,0.27846,2.85,739,1412
128,0,0,0.31527,0.27767,2.85,739,1412
129,0,0,0.31457,0.27689,2.86,740,1412
130,0,0,0.31388,0.2761,2.87,740,1412
131,0,0,0.31318,0.27532,2.88,740,1412
132,0,0,0.31249,0.27454,2.89,740,1412
133,0,0,0.3118,0.27376,2.9,740,1412
134,0,0,0.31111,0.27298,2.91,740,1412
135,0,0,0.31042,0.2722,2.91,740,1413
136,0,0,0.30974,0.27142,2.92,740,1413
137,0,0,0.30905,0.27064,2.93,740,1413
138,0,0,0.30836,0.26986,2.94,741,1413
139,0,0,0.30768,0.26909,2.95,741,1413
140,0,0,0.307,0.26831,2.96,741,1413
141,0,0,0.30632,0.26754,2.97,741,1413
142,0,0,0.30564,0.26677,2.98,741,1413
143,0,0,0.30496,0.266,2.98,741,1413
144,0,0,0.30428,0.26523,2.99,741,1413
145,0,0,0.3036,0.26446,3.0,741,1413
146,0,0,0.30293,0.26369,3.01,741,1413
147,0,0,0.30225,0.26292,3.02,741,1413
148,0,0,0.30158,0.26216,3.03,742,1413
149,0,0,0.30091,0.2614,3.04,742,1413
150,0,0,0.30024,0.26063,3.05,742,1413
151,0,0,0.29957,0.25987,3.06,742,1413
152,0,0,0.2989,0.25911,3.07,742,1413
153,0,0,0.29823,0.25835,3.07,742,1413
154,0,0,0.29757,0.2576,3.08,742,1413
155,0,0,0.2969,0.25684,3.09,742,1413
156,0,0,0.29624,0.25608,3.1,742,1413
157,0,0,0.29558,0.25533,3.11,742,1413
158,0,0,0.29492,0.25458,3.12,743,1413
159,0,0,0.29426,0.25383,3.13,743,1413
160,0,0,0.2936,0.25308,3.13,743,1413
161,0,0,0.29294,0.25233,3.14,743,1413
162,0,0,0.29229,0.25158,3.15,743,1413
163,0,0,0.29164,0.25084,3.16,743,1413
164,0,0,0.29098,0.25009,3.17,743,1413
165,0,0,0.29033,0.24935,3.18,743,1413
166,0,0,0.28968,0.24861,3.19,743,1413
167,0,0,0.28903,0.24787,3.2,743,1413
168,0,0,0.28839,0.24713,3.21,744,1413
169,0,0,0.28774,0.24639,3.22,744,1413
170,0,0,0.28709,0.24566,3.22,744,1413
171,0,0,0.28645,0.24492,3.23,744,1413
172,0,0,0.28581,0.24419,3.24,744,1413
173,0,0,0.28517,0.24346,3.25,744,1413
174,0,0,0.28453,0.24273,3.26,744,1413
175,0,0,0.28389,0.242,3.27,744,1413
176,0,0,0.28325,0.24127,3.28,744,1413
177,0,0,0.28262,0.24055,3.29,745,1413
178,0,0,0.28199,0.23982,3.29,745,1413
179,0,0,0.28135,0.2391,3.3,745,1413
180,0,0,0.28072,0.23838,3.31,745,1413
181,0,0,0.28009,0.23766,3.32,745,1413
182,0,0,0.27947,0.23694,3.33,745,1413
183,0,0,0.27884,0.23623,3.33,745,1413
184,0,0,0.27822,0.23551,3.34,745,1413
185,0,0,0.27759,0.2348,3.35,745,1413
186,0,0,0.27697,0.23409,3.36,746,1413
187,0,0,0.27635,0.23338,3.37,746,1413
188,0,0,0.27573,0.23267,3.38,746,1413
189,0,0,0.27511,0.23196,3.39,746,1413
190,0,0,0.27449,0.23126,3.39,746,1413
191,0,0,0.27388,0.23055,3.4,746,1413
192,0,0,0.27327,0.22985,3.41,746,1413
193,0,0,0.27265,0.22915,3.42,746,1413
194,0,0,0.27204,0.22845,3.43,747,1413
195,0,0,0.27143,0.22776,3.44,747,1413
196,0,0,0.27083,0.22706,3.44,747,1413
197,0,0,0.27022,0.22637,3.45,747,1413
198,0,0,0.26961,0.22568,3.46,747,1413
199,0,0,0.26901,0.22498,3.47,747,1413
200,0,0,0.26841,0.22429,3.48,747,1413
201,0,0,0.26781,0.2236,3.49,747,1413
202,0,0,0.26721,0.2229,3.5,747,1413
203,0,0,0.26662,0.22221,3.51,748,1413
204,0,0,0.26602,0.22151,3.51,748,1413
205,0,0,0.26543,0.22082,3.52,748,1413
206,0,0,0.26484,0.22013,3.53,748,1413
207,0,0,0.26425,0.21943,3.54,748,1413
208,0,0,0.26366,0.21874,3.55,748,1413
209,0,0,0.26307,0.21805,3.56,748,1413
210,0,0,0.26249,0.21736,3.57,748,1413
211,0,0,0.2619,0.21667,3.58,748,1413
212,0,0,0.26132,0.21598,3.59,748,1413
213,0,0,0.26074,0.21529,3.61,748,1413
214,0,0,0.26016,0.21461,3.63,749,1413
215,0,0,0.25958,0.21392,3.64,749,1413
216,0,0,0.259,0.21324,3.65,749,1413
217,0,0,0.25843,0.21256,3.66,749,1413
218,0,0,0.25786,0.21188,3.67,749,1413
219,0,0,0.25729,0.2112,3.68,749,1413
220,0,0,0.25672,0.21052,3.69,749,1413
221,0,0,0.25615,0.20984,3.7,749,1413
222,0,0,0.25558,0.20917,3.7,749,1413
223,0,0,0.25502,0.20849,3.71,749,1413
224,0,0,0.25445,0.20782,3.72,749,1413
225,0,0,0.25389,0.20715,3.73,749,1413
226,0,0,0.25333,0.20648,3.74,749,1413
227,0,0,0.25277,0.20581,3.76,749,1413
228,0,0,0.25221,0.20515,3.76,750,1413
229,0,0,0.25166,0.20448,3.77,750,1413
230,0,0,0.2511,0.20382,3.78,750,1413
231,0,0,0.25055,0.20316,3.79,750,1413
232,0,0,0.25,0.2025,3.8,750,1413
233,0,0,0.24945,0.20184,3.81,750,1413
234,0,0,0.2489,0.20119,3.82,750,1413
235,0,0,0.24836,0.20053,3.83,750,1413
236,0,0,0.24781,0.19988,3.84,750,1413
237,0,0,0.24727,0.19923,3.85,750,1413
238,0,0,0.24673,0.19858,3.86,750,1413
239,0,0,0.24619,0.19794,3.87,750,1413
240,0,0,0.24565,0.19729,3.88,750,1413
241,0,0,0.24511,0.19665,3.89,750,1413
242,0,0,0.24458,0.19601,3.9,750,1413
243,0,0,0.24404,0.19537,3.91,750,1413
244,0,0,0.24351,0.19473,3.92,750,1413
245,0,0,0.24298,0.1941,3.94,750,1413
246,0,0,0.24245,0.19346,3.95,751,1413
247,0,0,0.24193,0.19283,3.96,751,1413
248,0,0,0.2414,0.1922,3.97,751,1413
249,0,0,0.24088,0.19157,3.98,751,1413
250,0,0,0.24035,0.19095,3.99,751,1413
251,0,0,0.23983,0.19033,4.0,751,1413
252,0,0,0.23931,0.18971,4.01,751,1413
253,0,0,0.2388,0.1891,4.02,751,1413
254,0,0,0.23828,0.18849,4.03,751,1413
255,0,0,0.23777,0.18788,4.04,751,1413
256,0,0,0.23725,0.18727,4.04,751,1413
257,0,0,0.23674,0.18667,4.05,751,1413
258,0,0,0.23623,0.18607,4.06,751,1413
259,0,0,0.23572,0.18547,4.07,751,1413
260,0,0,0.23521,0.18487,4.08,751,1413
261,0,0,0.23471,0.18428,4.08,751,1413
262,0,0,0.23421,0.18369,4.09,751,1413
263,0,0,0.2337,0.18309,4.1,751,1413
264,0,0,0.2332,0.18251,4.11,751,1413
265,0,0,0.2327,0.18192,4.12,751,1413
266,0,0,0.23221,0.18134,4.12,751,1413
267,0,0,0.23171,0.18076,4.13,751,1413
268,0,0,0.23122,0.18018,4.14,751,1413
269,0,0,0.23072,0.17961,4.15,751,1413
270,0,0,0.23023,0.17904,4.16,751,1413
271,0,0,0.22974,0.17847,4.17,751,1413
272,0,0,0.22925,0.1779,4.18,751,1413
273,0,0,0.22877,0.17733,4.18,751,1413
274,0,0,0.22828,0.17677,4.19,752,1412
275,0,0,0.2278,0.17621,4.2,752,1412
276,0,0,0.22731,0.17565,4.21,752,1412
277,0,0,0.22683,0.17509,4.22,752,1412
278,0,0,0.22635,0.17454,4.23,752,1412
279,0,0,0.22588,0.17399,4.24,752,1412
280,0,0,0.2254,0.17343,4.24,752,1412
281,0,0,0.22493,0.17289,4.25,752,1412
282,0,0,0.22445,0.17234,4.26,752,1412
283,0,0,0.22398,0.1718,4.27,752,1412
284,0,0,0.22351,0.17126,4.28,752,1412
285,0,0,0.22304,0.17072,4.29,752,1413
286,0,0,0.22257,0.17018,4.3,752,1413
287,0,0,0.22211,0.16964,4.3,752,1413
288,0,0,0.22164,0.16911,4.31,752,1413
289,0,0,0.22118,0.16858,4.32,752,1413
290,0,0,0.22072,0.16805,4.33,752,1413
291,0,0,0.22026,0.16753,4.34,752,1413
292,0,0,0.2198,0.167,4.34,752,1413
293,0,0,0.21934,0.16648,4.35,752,1413
294,0,0,0.21889,0.16596,4.36,753,1413
295,0,0,0.21843,0.16544,4.37,753,1413
296,0,0,0.21798,0.16493,4.38,753,1413
297,0,0,0.21753,0.16441,4.38,753,1413
298,0,0,0.21708,0.1639,4.39,753,1413
299,0,0,0.21663,0.16339,4.4,753,1413
300,0,0,0.21619,0.16288,4.41,753,1413
301,0,0,0.21574,0.16238,4.42,753,1413
302,0,0,0.2153,0.16187,4.42,753,1413
303,0,0,0.21486,0.16137,4.43,753,1413
304,0,0,0.21442,0.16087,4.44,753,1413
305,0,0,0.21398,0.16037,4.45,754,1413
306,0,0,0.21355,0.15988,4.46,754,1413
307,0,0,0.21312,0.15938,4.47,754,1413
308,0,0,0.21268,0.15888,4.48,754,1413
309,0,0,0.21225,0.15839,4.48,754,1413
310,0,0,0.21182,0.15789,4.49,754,1413
311,0,0,0.2114,0.15739,4.5,754,1413
312,0,0,0.21097,0.1569,4.51,754,1413
313,0,0,0.21054,0.1564,4.52,754,1413
314,0,0,0.21012,0.15591,4.53,755,1413
315,0,0,0.2097,0.15541,4.53,755,1413
316,0,0,0.20928,0.15492,4.54,755,1413
317,0,0,0.20886,0.15443,4.55,755,1413
318,0,0,0.20844,0.15394,4.56,755,1413
319,0,0,0.20803,0.15345,4.56,755,1413
320,0,0,0.20761,0.15297,4.57,755,1413
321,0,0,0.2072,0.15248,4.58,755,1413
322,0,0,0.20679,0.152,4.59,755,1413
323,0,0,0.20638,0.15152,4.6,755,1413
324,0,0,0.20597,0.15104,4.61,755,1413
325,0,0,0.20556,0.15056,4.62,755,1412
326,0,0,0.20516,0.15009,4.62,755,1412
327,0,0,0.20475,0.14962,4.63,755,1412
328,0,0,0.20435,0.14915,4.64,755,1412
329,0,0,0.20395,0.14868,4.65,755,1412
330,0,0,0.20355,0.14821,4.65,756,1412
