epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.4766,0.4553,1.25,71,139,208,277,346,414,483,552,619,688,758,825,895,962,1031,1101,1168,1238,1305,1374,1443,1512,1580,1650,1718,1787,1855,1923,1992,2061
1,0,0,0.47177,0.45093,1.32,71,139,208,277,346,415,483,552,619,688,758,825,895,962,1030,1101,1168,1238,1305,1374,1443,1513,1580,1650,1718,1787,1854,1923,1993,2061
2,0,0,0.467,0.44656,1.38,71,139,209,277,346,415,484,552,619,687,758,824,896,962,1030,1101,1167,1238,1305,1373,1442,1513,1579,1650,1719,1787,1854,1923,1993,2061
3,0,0,0.46224,0.44208,1.44,71,140,209,278,346,415,484,553,619,687,759,824,896,962,1029,1101,1167,1238,1305,1373,1442,1513,1579,1650,1719,1788,1854,1923,1993,2061
4,0,0,0.45749,0.43757,1.5,70,140,209,278,347,416,484,553,620,686,759,823,897,962,1029,1101,1166,1238,1305,1373,1442,1513,1578,1650,1719,1788,1854,1923,1993,2061
5,0,0,0.45271,0.43304,1.56,70,140,209,278,347,416,485,553,620,686,760,823,897,962,1028,1101,1166,1238,1305,1373,1441,1513,1578,1650,1719,1788,1853,1922,1993,2061
6,0,0,0.44786,0.42851,1.63,70,140,209,278,347,416,485,553,620,686,760,823,897,962,1028,1101,1165,1238,1306,1373,1441,1513,1578,1650,1719,1788,1853,1922,1993,2061
7,0,0,0.44295,0.42391,1.69,70,140,210,278,348,417,485,553,619,685,761,823,898,963,1028,1101,1165,1238,1306,1373,1440,1513,1577,1650,1718,1788,1853,1922,1993,2061
8,0,0,0.43791,0.41928,1.75,70,140,210,279,348,417,485,553,619,685,761,822,898,963,1028,1101,1165,1238,1305,1373,1440,1513,1577,1650,1718,1788,1853,1922,1993,2061
9,0,0,0.43278,0.41462,1.81,70,140,210,279,348,417,485,553,619,684,762,822,898,963,1028,1100,1164,1238,1305,1373,1440,1512,1577,1650,1718,1788,1852,1922,1993,2061
10,0,0,0.42752,0.40997,1.87,70,140,210,279,348,418,485,553,619,684,762,822,898,964,1028,1100,1164,1238,1305,1373,1439,1512,1576,1650,1718,1787,1852,1921,1993,2061
11,0,0,0.42214,0.40521,1.93,70,140,210,279,349,418,486,552,619,683,762,821,899,964,1028,1100,1163,1238,1305,1373,1439,1512,1576,1650,1718,1787,1852,1921,1993,2061
12,0,0,0.4166,0.40039,1.99,70,140,210,280,349,418,486,552,619,683,762,821,899,964,1028,1100,1163,1238,1305,1373,1438,1511,1576,1650,1718,1787,1852,1921,1993,2061
13,0,0,0.41092,0.39559,2.05,70,141,211,280,349,418,486,552,620,683,761,821,899,963,1028,1100,1163,1238,1305,1373,1438,1511,1576,1650,1718,1787,1851,1921,1993,2061
14,0,0,0.40511,0.39083,2.11,70,141,211,280,350,419,486,552,620,683,761,821,900,963,1028,1100,1162,1238,1305,1373,1437,1510,1576,1650,1717,1786,1851,1921,1993,2061
15,0,0,0.39916,0.38613,2.18,70,141,211,280,350,419,486,552,620,683,761,821,900,963,1028,1100,1162,1238,1305,1373,1437,1510,1576,1650,1717,1786,1851,1921,1993,2061
16,0,0,0.39306,0.38143,2.25,70,141,211,281,350,419,486,552,619,683,761,822,900,963,1028,1100,1162,1238,1305,1373,1437,1510,1576,1650,1717,1786,1850,1921,1993,2061
17,0,0,0.38681,0.37674,2.31,71,141,212,281,351,420,486,552,619,683,761,822,901,962,1028,1101,1161,1238,1305,1373,1436,1509,1576,1650,1717,1785,1850,1921,1993,2061
18,0,0,0.38044,0.37212,2.37,71,141,212,281,351,420,487,552,619,684,760,822,901,962,1028,1101,1161,1238,1305,1373,1436,1509,1576,1650,1716,1785,1850,1921,1993,2061
19,0,0,0.37401,0.36745,2.43,71,141,212,281,351,420,487,552,619,684,760,822,901,962,1028,1101,1161,1238,1305,1373,1436,1508,1576,1650,1716,1785,1850,1921,1994,2062
20,0,0,0.36758,0.36287,2.49,71,142,212,281,351,421,487,552,619,684,760,822,902,962,1028,1101,1160,1238,1305,1373,1436,1508,1577,1650,1716,1785,1849,1921,1994,2062
21,0,0,0.3612,0.35847,2.55,71,142,212,282,352,421,487,552,619,684,761,822,902,962,1028,1101,1160,1238,1305,1373,1436,1507,1577,1650,1716,1784,1849,1921,1994,2062
22,0,0,0.35489,0.3542,2.61,71,142,213,282,352,421,488,552,619,684,761,823,903,963,1028,1101,1160,1238,1305,1373,1437,1507,1577,1650,1715,1784,1849,1921,1994,2062
23,0,0,0.34874,0.35018,2.67,71,142,213,282,352,421,488,553,619,683,761,823,903,963,1027,1101,1159,1238,1305,1373,1437,1506,1577,1650,1715,1784,1848,1921,1994,2062
24,0,0,0.3428,0.3464,2.73,71,142,213,282,352,422,489,553,619,683,761,823,903,963,1027,1100,1159,1238,1305,1373,1437,1506,1578,1650,1715,1784,1848,1922,1994,2062
25,0,0,0.33719,0.34304,2.79,71,142,213,282,352,422,489,553,619,683,761,822,903,963,1027,1100,1159,1238,1305,1373,1437,1505,1578,1651,1714,1783,1848,1922,1994,2062
26,0,0,0.33194,0.34017,2.86,71,142,214,282,352,422,489,553,619,683,761,822,904,963,1026,1100,1159,1238,1305,1373,1438,1505,1578,1651,1714,1783,1848,1922,1994,2062
27,0,0,0.32714,0.33779,2.92,71,142,214,283,352,422,490,553,619,683,761,822,904,963,1026,1100,1159,1237,1305,1373,1438,1504,1578,1651,1714,1783,1847,1922,1995,2062
28,0,0,0.32283,0.33593,2.98,71,142,214,283,351,421,490,554,619,683,761,822,904,964,1025,1101,1159,1237,1305,1373,1438,1504,1578,1651,1713,1783,1847,1922,1995,2062
29,0,0,0.31907,0.33461,3.04,71,142,214,283,351,421,490,554,619,683,761,822,904,963,1025,1101,1159,1237,1305,1373,1438,1503,1577,1651,1713,1782,1847,1922,1995,2061
30,0,0,0.31587,0.3338,3.1,71,142,214,283,351,421,491,555,619,684,761,822,904,963,1025,1101,1159,1237,1305,1373,1438,1503,1577,1652,1713,1782,1847,1921,1995,2061
31,0,0,0.31323,0.33343,3.16,71,142,214,284,351,421,491,555,619,684,761,822,904,963,1024,1101,1159,1237,1305,1373,1438,1502,1577,1652,1713,1782,1847,1921,1995,2061
32,0,0,0.3111,0.33342,3.23,71,142,215,284,351,420,491,555,619,684,761,822,905,963,1024,1101,1159,1237,1305,1373,1438,1502,1577,1652,1714,1781,1846,1921,1995,2061
33,0,0,0.30942,0.33367,3.29,72,142,215,284,351,420,491,555,619,684,761,822,905,963,1024,1101,1159,1236,1305,1373,1438,1501,1576,1653,1714,1781,1846,1921,1995,2061
34,0,0,0.30812,0.33405,3.35,72,142,215,284,351,420,491,555,619,684,761,822,905,963,1023,1101,1159,1236,1305,1373,1438,1501,1576,1653,1714,1781,1846,1921,1995,2061
35,0,0,0.30709,0.33444,3.41,72,142,215,284,350,419,491,555,619,684,761,822,906,963,1023,1101,1159,1235,1305,1373,1438,1501,1576,1653,1714,1780,1846,1921,1995,2061
36,0,0,0.30622,0.33471,3.47,72,142,215,285,350,419,491,555,619,684,761,822,906,963,1023,1101,1159,1234,1305,1373,1438,1500,1576,1654,1714,1780,1846,1921,1995,2061
37,0,0,0.30541,0.33477,3.54,72,142,216,285,350,418,490,555,619,683,761,822,907,963,1022,1100,1159,1234,1305,1373,1438,1500,1576,1654,1714,1780,1846,1921,1995,2061
38,0,0,0.30459,0.33457,3.6,72,142,216,285,350,418,490,555,619,683,761,822,907,963,1022,1100,1159,1233,1304,1373,1438,1500,1576,1655,1715,1780,1846,1921,1995,2061
39,0,0,0.3037,0.33404,3.66,72,142,216,285,350,418,490,554,619,683,761,822,907,963,1022,1100,1160,1233,1304,1373,1438,1499,1576,1655,1715,1779,1846,1921,1995,2061
40,0,0,0.30271,0.3332,3.72,72,142,216,285,350,417,490,554,619,683,761,822,908,963,1022,1100,1160,1232,1304,1374,1438,1499,1576,1655,1715,1779,1846,1922,1995,2061
41,0,0,0.30162,0.33202,3.79,72,142,217,285,350,417,489,554,619,683,761,822,908,963,1022,1100,1160,1232,1304,1374,1438,1498,1576,1656,1715,1779,1846,1922,1994,2061
