epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5
0,0,0,0.33613,0.3185,1.27,356,711,1066,1420,1775
1,0,0,0.33137,0.31397,1.29,356,710,1067,1419,1774
2,0,0,0.32665,0.30949,1.3,356,710,1067,1419,1774
3,0,0,0.32196,0.30504,1.31,356,710,1068,1418,1774
4,0,0,0.31731,0.30064,1.33,356,709,1068,1418,1773
5,0,0,0.3127,0.2963,1.34,356,709,1069,1418,1773
6,0,0,0.30813,0.29201,1.35,356,710,1070,1417,1773
7,0,0,0.30361,0.28778,1.37,356,710,1070,1417,1773
8,0,0,0.29914,0.28361,1.38,356,710,1071,1417,1772
9,0,0,0.29473,0.27952,1.4,356,710,1071,1417,1772
10,0,0,0.29039,0.27551,1.41,356,710,1072,1417,1772
11,0,0,0.28611,0.27157,1.42,356,710,1072,1417,1772
12,0,0,0.28191,0.26772,1.44,356,710,1073,1418,1771
13,0,0,0.27778,0.26396,1.45,356,710,1073,1418,1771
14,0,0,0.27374,0.2603,1.47,356,710,1074,1418,1771
15,0,0,0.26979,0.25675,1.48,356,710,1075,1418,1771
16,0,0,0.26595,0.25331,1.49,356,710,1075,1418,1770
17,0,0,0.26222,0.24999,1.51,356,710,1076,1418,1770
18,0,0,0.25862,0.2468,1.52,356,710,1076,1418,1770
19,0,0,0.25515,0.24375,1.54,356,710,1077,1418,1770
20,0,0,0.2518,0.24083,1.55,356,710,1077,1418,1770
21,0,0,0.24858,0.23804,1.57,356,710,1078,1418,1770
22,0,0,0.24549,0.23538,1.59,356,710,1078,1417,1769
23,0,0,0.24255,0.23287,1.62,356,710,1079,1417,1769
24,0,0,0.23976,0.23051,1.63,356,710,1079,1417,1769
25,0,0,0.23711,0.22828,1.64,356,710,1079,1417,1769
26,0,0,0.23461,0.2262,1.66,356,710,1080,1416,1769
27,0,0,0.23226,0.22425,1.67,356,710,1080,1416,1769
28,0,0,0.23005,0.22243,1.68,356,710,1080,1416,1769
29,0,0,0.22799,0.22074,1.7,356,710,1081,1416,1768
30,0,0,0.22607,0.21918,1.71,356,710,1081,1415,1768
31,0,0,0.2243,0.21774,1.72,356,710,1081,1415,1768
32,0,0,0.22266,0.21642,1.74,356,710,1081,1415,1768
33,0,0,0.22116,0.21521,1.75,356,710,1081,1414,1768
34,0,0,0.21977,0.2141,1.76,356,710,1081,1414,1768
35,0,0,0.21851,0.21307,1.78,356,710,1082,1414,1768
36,0,0,0.21735,0.21212,1.79,356,710,1082,1413,1768
37,0,0,0.21629,0.21123,1.81,356,710,1082,1413,1767
38,0,0,0.21532,0.2104,1.82,356,710,1082,1413,1767
39,0,0,0.21443,0.20962,1.83,356,710,1082,1413,1767
40,0,0,0.21361,0.20888,1.85,356,710,1082,1413,1767
41,0,0,0.21286,0.20818,1.87,356,710,1082,1413,1767
42,0,0,0.21216,0.20751,1.88,356,710,1082,1413,1767
43,0,0,0.2115,0.20686,1.9,356,710,1082,1413,1767
44,0,0,0.21089,0.20622,1.91,356,710,1081,1413,1767
45,0,0,0.21031,0.20562,1.93,356,710,1081,1414,1766
46,0,0,0.20977,0.20502,1.94,356,710,1081,1414,1766
47,0,0,0.20925,0.20444,1.95,356,710,1081,1414,1766
48,0,0,0.20874,0.20384,1.97,356,710,1081,1414,1766
49,0,0,0.20824,0.20321,1.98,356,710,1081,1414,1766
50,0,0,0.20773,0.20254,2.0,356,710,1080,1415,1766
51,0,0,0.20721,0.20184,2.01,356,710,1080,1415,1766
52,0,0,0.20669,0.20109,2.03,356,710,1080,1415,1765
53,0,0,0.20615,0.20032,2.04,356,710,1080,1415,1765
54,0,0,0.20562,0.19951,2.06,356,710,1079,1415,1765
55,0,0,0.20508,0.1987,2.07,356,710,1079,1415,1765
56,0,0,0.20453,0.19787,2.08,356,710,1079,1415,1765
57,0,0,0.20398,0.19704,2.1,356,710,1078,1415,1765
