epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0,0,0.16156,0.16063,2.43,3828,4147,3937,4125,293,856,3451,599,4081,4171
1,0,0,0.15332,0.15244,2.46,3827,4147,3938,4125,293,856,3451,600,4081,4171
2,0,0,0.14716,0.14636,2.49,3827,4147,3938,4125,293,855,3450,600,4081,4171
3,0,0,0.14343,0.14272,2.51,3827,4147,3938,4125,293,854,3450,601,4081,4171
4,0,0,0.14202,0.1414,2.54,3826,4147,3938,4125,294,854,3449,601,4081,4171
5,0,0,0.14213,0.14162,2.57,3826,4147,3938,4125,294,853,3449,602,4080,4171
6,0,0,0.14293,0.1425,2.6,3826,4147,3938,4124,294,852,3448,602,4080,4171
7,0,0,0.14369,0.14333,2.63,3826,4147,3938,4124,294,852,3448,603,4080,4171
8,0,0,0.144,0.14368,2.66,3825,4147,3938,4124,295,851,3447,603,4080,4170
9,0,0,0.14374,0.14344,2.69,3825,4147,3938,4124,295,851,3447,604,4080,4170
10,0,0,0.14299,0.14268,2.72,3825,4147,3938,4124,295,850,3446,604,4080,4170
11,0,0,0.14195,0.14162,2.74,3825,4147,3938,4124,295,849,3445,605,4080,4170
12,0,0,0.14085,0.14049,2.77,3824,4147,3938,4124,296,849,3445,605,4080,4170
13,0,0,0.13997,0.13957,2.8,3824,4146,3938,4124,296,848,3444,606,4079,4170
14,0,0,0.13938,0.13894,2.84,3824,4146,3938,4124,296,848,3444,606,4079,4170
15,0,0,0.13896,0.13849,2.87,3823,4146,3938,4124,297,847,3443,607,4079,4170
16,0,0,0.13862,0.13812,2.9,3823,4146,3938,4124,297,846,3442,607,4079,4170
17,0,0,0.13834,0.13781,2.93,3823,4146,3937,4124,297,846,3442,608,4079,4170
18,0,0,0.13808,0.13754,2.97,3822,4146,3937,4124,297,845,3441,608,4079,4170
19,0,0,0.13783,0.13727,3.0,3822,4146,3937,4123,298,845,3440,609,4079,4170
20,0,0,0.13753,0.13697,3.02,3822,4146,3937,4123,298,844,3440,609,4079,4170
21,0,0,0.13716,0.1366,3.05,3822,4146,3937,4123,298,844,3439,610,4078,4170
22,0,0,0.1367,0.13614,3.08,3821,4146,3937,4123,299,843,3438,610,4078,4170
23,0.0031,0.00471,0.13617,0.13562,3.11,3821,4146,3937,4123,299,843,3438,610,4078,4170
24,0.01155,0.01299,0.13559,0.13505,3.14,3821,4146,3937,4123,299,842,3437,610,4078,4170
25,0.01996,0.02115,0.13502,0.13449,3.17,3821,4146,3937,4123,299,841,3436,611,4078,4170
26,0.02772,0.02861,0.13448,0.13398,3.21,3820,4146,3936,4123,300,841,3436,611,4078,4170
27,0.03454,0.03509,0.13401,0.13353,3.24,3820,4146,3936,4123,300,840,3435,611,4078,4170
28,0.04046,0.0407,0.1336,0.13314,3.27,3820,4146,3936,4123,300,839,3435,611,4078,4170
