epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5
0,0,0,0.17326,0.08068,1.1,357,712,1066,1420,1775
1,0,0,0.17239,0.07927,1.11,357,712,1067,1419,1775
2,0.001,0,0.17157,0.07788,1.13,358,713,1067,1419,1775
3,0.01005,0,0.17079,0.07652,1.14,358,713,1068,1418,1775
4,0.01867,0,0.17005,0.07518,1.15,358,714,1068,1418,1775
5,0.02686,0,0.16933,0.07388,1.17,358,714,1069,1417,1775
6,0.03455,0,0.16866,0.07264,1.18,359,714,1069,1417,1775
7,0.04174,0,0.16804,0.07144,1.2,359,715,1070,1417,1775
8,0.04848,0,0.16744,0.07032,1.21,359,715,1070,1416,1775
9,0.05473,0,0.16689,0.06925,1.22,360,715,1071,1416,1775
10,0.0605,0,0.16638,0.06824,1.24,360,716,1072,1415,1775
11,0.06582,0.01055,0.16591,0.06729,1.25,360,716,1072,1415,1775
12,0.07074,0.03638,0.16547,0.06641,1.27,361,716,1073,1414,1775
13,0.07524,0.06,0.16507,0.06559,1.28,361,717,1073,1414,1775
14,0.07939,0.0814,0.1647,0.06484,1.29,361,717,1074,1413,1775
15,0.0831,0.10562,0.16437,0.06398,1.31,361,717,1074,1413,1775
16,0.08645,0.12864,0.16407,0.06315,1.33,362,717,1075,1412,1775
17,0.08942,0.14941,0.1638,0.06239,1.34,362,718,1076,1412,1775
18,0.09197,0.16777,0.16357,0.06172,1.36,362,718,1076,1412,1775
19,0.09425,0.18382,0.16337,0.06112,1.37,363,718,1077,1412,1775
20,0.09624,0.19751,0.16319,0.0606,1.38,363,718,1077,1411,1775
21,0.09794,0.20906,0.16303,0.06017,1.4,363,718,1078,1411,1775
22,0.09944,0.21912,0.1629,0.05978,1.41,363,718,1078,1411,1775
23,0.10067,0.22748,0.16279,0.05946,1.43,364,719,1079,1411,1775
24,0.10165,0.23405,0.1627,0.05921,1.44,364,719,1079,1411,1775
25,0.10244,0.23901,0.16263,0.05902,1.46,364,719,1080,1411,1775
26,0.1031,0.24265,0.16257,0.05887,1.47,365,719,1081,1411,1775
27,0.10373,0.24525,0.16251,0.05877,1.49,365,720,1081,1411,1775
28,0.10438,0.24712,0.16245,0.0587,1.5,365,720,1081,1411,1775
29,0.10512,0.24852,0.16238,0.05865,1.51,365,720,1082,1410,1775
30,0.10598,0.24963,0.1623,0.0586,1.53,366,721,1082,1410,1774
31,0.10699,0.25059,0.16221,0.05856,1.54,366,721,1083,1410,1774
32,0.10813,0.25169,0.16211,0.05852,1.55,366,721,1083,1410,1774
33,0.10942,0.25332,0.16199,0.05846,1.57,366,722,1084,1410,1774
34,0.11081,0.25478,0.16187,0.0584,1.58,367,722,1084,1410,1774
35,0.11228,0.25602,0.16173,0.05835,1.6,367,722,1085,1410,1774
36,0.11381,0.25697,0.16159,0.05831,1.61,367,723,1085,1410,1774
37,0.11536,0.25759,0.16145,0.05829,1.62,368,723,1085,1410,1774
38,0.11691,0.25784,0.16131,0.05828,1.64,368,723,1086,1410,1774
39,0.11845,0.25769,0.16117,0.05829,1.65,368,723,1086,1410,1774
40,0.11995,0.25717,0.16103,0.05831,1.66,368,723,1086,1410,1774
41,0.12142,0.25631,0.1609,0.05834,1.68,369,724,1087,1410,1774
42,0.12285,0.25518,0.16077,0.05839,1.69,369,724,1087,1410,1774
43,0.12425,0.25385,0.16064,0.05844,1.71,369,724,1087,1410,1774
44,0.12562,0.25254,0.16051,0.05849,1.72,369,724,1088,1410,1774
45,0.12696,0.25162,0.16039,0.05852,1.74,370,725,1088,1410,1774
46,0.1283,0.2508,0.16027,0.05856,1.76,370,725,1089,1410,1774
47,0.12963,0.25014,0.16014,0.05858,1.77,370,725,1089,1410,1774
48,0.13098,0.24973,0.16002,0.0586,1.78,371,725,1090,1410,1774
49,0.13233,0.2496,0.15989,0.0586,1.8,371,725,1090,1410,1774
50,0.13371,0.24977,0.15977,0.0586,1.81,371,725,1090,1410,1774
51,0.1351,0.25027,0.15964,0.05858,1.83,371,725,1091,1410,1774
52,0.13651,0.25107,0.15951,0.05855,1.84,372,725,1091,1410,1773
53,0.13793,0.25215,0.15938,0.0585,1.86,372,725,1092,1410,1773
54,0.13937,0.25349,0.15925,0.05845,1.87,372,725,1092,1411,1773
55,0.14081,0.25504,0.15911,0.05839,1.88,373,726,1093,1411,1772
56,0.14226,0.25675,0.15898,0.05832,1.9,373,726,1093,1411,1772
57,0.1437,0.25855,0.15884,0.05825,1.91,373,726,1094,1411,1771
58,0.14514,0.26042,0.15871,0.05818,1.92,374,726,1094,1411,1771
59,0.14659,0.26233,0.15858,0.0581,1.94,374,726,1095,1411,1771
60,0.14804,0.26426,0.15844,0.05803,1.95,374,726,1095,1411,1770
61,0.14949,0.26619,0.15831,0.05795,1.96,375,727,1096,1411,1770
62,0.15094,0.26807,0.15817,0.05788,1.98,375,727,1096,1411,1769
63,0.1524,0.26988,0.15804,0.05781,1.99,375,727,1097,1411,1769
64,0.15386,0.27161,0.1579,0.05774,2.0,375,728,1097,1411,1768
65,0.15533,0.27327,0.15776,0.05767,2.02,376,728,1098,1411,1768
66,0.15681,0.2749,0.15762,0.05761,2.03,376,729,1098,1411,1767
67,0.1583,0.27651,0.15748,0.05754,2.05,376,729,1099,1411,1767
