epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5
0,0,0,0.14638,0.14552,0.08,11,22,33,44,54
1,0,0,0.14533,0.14449,0.1,11,22,33,44,54
2,0,0,0.14431,0.14349,0.12,11,22,33,44,54
3,0,0,0.14328,0.14248,0.14,11,22,33,44,54
4,0,0,0.14219,0.14141,0.17,11,22,33,44,54
5,0,0,0.14108,0.14031,0.2,11,22,33,44,54
6,0,0,0.14005,0.13931,0.22,11,22,33,44,54
7,0,0,0.13907,0.13834,0.24,11,22,33,44,54
8,0,0,0.13818,0.13746,0.27,11,22,33,44,54
9,0,0,0.13741,0.13671,0.29,11,22,33,44,54
10,0,0,0.13668,0.13601,0.31,11,22,33,44,54
11,0.00584,0.00903,0.13598,0.13532,0.33,11,22,33,44,54
12,0.0158,0.01882,0.1353,0.13465,0.35,11,22,32,44,54
13,0.02552,0.02842,0.13463,0.13399,0.37,11,22,32,44,54
14,0.03496,0.03777,0.13398,0.13335,0.39,11,22,32,44,54
15,0.04412,0.04684,0.13334,0.13272,0.41,11,22,32,44,54
16,0.05299,0.05561,0.13272,0.13211,0.43,11,22,32,44,54
17,0.06164,0.06412,0.13211,0.13151,0.45,11,22,32,44,54
18,0.07007,0.0725,0.13152,0.13092,0.47,11,22,32,44,54
19,0.07835,0.08071,0.13093,0.13034,0.49,11,22,32,44,54
20,0.08659,0.08881,0.13035,0.12976,0.51,11,22,32,44,54
21,0.09495,0.09712,0.12975,0.12917,0.53,11,22,32,44,54
22,0.10365,0.10591,0.12912,0.12854,0.55,11,22,32,44,54
23,0.11293,0.11573,0.12845,0.12783,0.57,11,22,32,44,54
24,0.12307,0.12595,0.12772,0.12709,0.6,11,22,32,44,54
25,0.13378,0.13668,0.12693,0.12631,0.62,11,22,32,44,54
26,0.14448,0.14728,0.12615,0.12553,0.64,11,22,32,44,54
27,0.15419,0.15686,0.12543,0.12482,0.66,11,22,32,44,54
28,0.16209,0.16474,0.12484,0.12424,0.68,11,22,32,44,54
29,0.16809,0.17073,0.12439,0.12379,0.71,11,22,32,44,54
30,0.1731,0.17583,0.12402,0.12341,0.72,11,22,32,44,54
31,0.17793,0.18083,0.12366,0.12304,0.74,11,22,32,44,54
32,0.18264,0.1858,0.1233,0.12266,0.76,11,22,32,44,54
33,0.18704,0.19048,0.12297,0.12231,0.78,11,22,32,44,54
34,0.1912,0.19491,0.12265,0.12197,0.8,11,22,32,44,54
35,0.19533,0.19926,0.12234,0.12164,0.82,11,22,32,44,54
36,0.19945,0.20358,0.12203,0.12132,0.84,11,22,32,44,54
37,0.20336,0.20769,0.12173,0.121,0.86,11,22,32,44,54
38,0.20703,0.2116,0.12145,0.1207,0.88,11,22,32,44,54
39,0.21063,0.21542,0.12117,0.12041,0.89,11,22,32,44,54
40,0.21429,0.21931,0.12089,0.12011,0.91,11,22,32,44,54
41,0.2179,0.22317,0.12061,0.11981,0.94,11,22,32,44,54
42,0.22133,0.22684,0.12035,0.11953,0.96,11,22,32,44,54
43,0.22461,0.23035,0.12009,0.11926,0.98,11,22,33,44,54
44,0.22784,0.23378,0.11984,0.11899,1.0,10,22,33,44,54
45,0.23096,0.23708,0.1196,0.11874,1.02,10,22,33,44,54
46,0.23385,0.24014,0.11938,0.1185,1.04,10,22,33,44,54
47,0.23651,0.24294,0.11917,0.11828,1.06,10,22,33,44,54
48,0.23901,0.2456,0.11897,0.11807,1.08,10,22,33,44,54
49,0.24143,0.24825,0.11878,0.11786,1.1,10,22,33,44,54
50,0.24377,0.2508,0.1186,0.11766,1.12,10,22,33,44,54
51,0.24599,0.25323,0.11843,0.11747,1.14,10,22,33,44,54
52,0.2481,0.2556,0.11826,0.11729,1.16,10,22,33,44,54
53,0.25019,0.25791,0.1181,0.11711,1.18,10,22,33,44,54
54,0.25225,0.26019,0.11793,0.11692,1.19,10,22,33,44,54
55,0.25428,0.26243,0.11777,0.11675,1.21,10,22,33,44,54
56,0.25625,0.26461,0.11762,0.11658,1.23,10,22,33,44,54
57,0.25819,0.26676,0.11746,0.1164,1.25,10,22,33,44,54
58,0.26013,0.26893,0.11731,0.11623,1.27,10,22,33,44,54
59,0.26205,0.27108,0.11716,0.11606,1.29,10,22,33,44,54
60,0.26394,0.27319,0.11701,0.11589,1.31,10,22,33,44,54
61,0.2658,0.27528,0.11686,0.11573,1.34,10,22,33,44,54
62,0.26767,0.27735,0.11671,0.11556,1.35,10,22,33,44,54
63,0.26954,0.27942,0.11656,0.1154,1.37,10,22,33,43,54
64,0.27141,0.28148,0.11641,0.11523,1.39,10,22,33,43,54
65,0.27327,0.28354,0.11627,0.11507,1.41,10,22,33,43,54
66,0.27514,0.2856,0.11612,0.1149,1.43,10,22,33,43,54
67,0.27703,0.28767,0.11596,0.11473,1.45,10,22,33,43,54
68,0.27893,0.28977,0.11581,0.11456,1.47,10,22,33,43,54
69,0.28084,0.29187,0.11566,0.11439,1.49,10,22,33,43,54
70,0.28275,0.29395,0.1155,0.11423,1.51,10,22,33,43,54
71,0.28468,0.29604,0.11535,0.11406,1.53,10,22,33,43,54
72,0.28661,0.29812,0.11519,0.11389,1.55,10,22,33,43,54
73,0.28855,0.3002,0.11504,0.11372,1.57,10,22,33,43,54
74,0.2905,0.3023,0.11488,0.11355,1.59,10,22,33,43,54
75,0.29247,0.3044,0.11472,0.11338,1.62,10,22,33,43,54
76,0.29445,0.3065,0.11456,0.11321,1.64,10,23,33,43,54
77,0.29643,0.30861,0.1144,0.11303,1.66,10,23,33,43,54
78,0.29844,0.31073,0.11423,0.11286,1.68,10,23,33,43,54
79,0.30045,0.31286,0.11407,0.11269,1.7,10,23,33,43,54
80,0.30249,0.315,0.1139,0.11251,1.73,10,23,33,43,54
81,0.30453,0.31715,0.11374,0.11233,1.75,10,23,33,43,54
82,0.30658,0.31932,0.11357,0.11215,1.77,10,23,33,43,54
83,0.30865,0.32151,0.1134,0.11197,1.79,10,23,33,43,54
84,0.31072,0.32372,0.11323,0.11179,1.8,10,23,33,43,54
85,0.31282,0.32596,0.11306,0.11161,1.82,10,23,33,43,54
86,0.31493,0.32822,0.11288,0.11142,1.84,10,23,33,43,54
87,0.31706,0.33051,0.11271,0.11123,1.86,10,23,33,43,54
88,0.31921,0.33281,0.11253,0.11104,1.88,10,23,33,43,54
89,0.32138,0.33514,0.11235,0.11084,1.9,10,23,33,43,54
90,0.32357,0.3375,0.11217,0.11065,1.92,10,23,33,43,54
91,0.32579,0.3399,0.11199,0.11045,1.94,10,23,33,43,54
92,0.32803,0.34232,0.1118,0.11024,1.96,10,23,33,43,54
93,0.33031,0.34478,0.11161,0.11004,1.98,10,23,33,43,54
94,0.33261,0.34727,0.11142,0.10983,2.0,10,23,33,43,54
95,0.33493,0.34976,0.11122,0.10962,2.02,10,23,33,43,54
96,0.33726,0.35225,0.11103,0.10941,2.04,10,23,33,43,54
97,0.3396,0.35474,0.11083,0.1092,2.06,10,23,33,43,54
98,0.34195,0.35722,0.11064,0.10899,2.08,10,23,33,43,54
99,0.3443,0.3597,0.11044,0.10878,2.11,10,23,33,43,54
100,0.34665,0.36218,0.11024,0.10857,2.13,10,23,33,43,54
101,0.34901,0.36463,0.11004,0.10836,2.15,10,23,33,43,54
102,0.35137,0.36711,0.10984,0.10815,2.17,10,23,33,43,54
103,0.35372,0.36959,0.10964,0.10793,2.2,10,23,33,43,54
104,0.35609,0.37207,0.10944,0.10772,2.22,10,23,33,43,54
105,0.35846,0.37455,0.10924,0.10751,2.24,10,23,33,43,54
106,0.36086,0.37705,0.10903,0.10729,2.26,10,23,33,43,54
107,0.36328,0.37957,0.10883,0.10708,2.29,10,23,33,43,54
108,0.36572,0.38211,0.10862,0.10686,2.31,10,23,33,43,54
109,0.36818,0.38467,0.10841,0.10664,2.33,10,23,33,43,54
110,0.37065,0.38724,0.1082,0.10641,2.35,10,23,33,43,54
111,0.37315,0.38984,0.10798,0.10619,2.37,10,23,33,43,54
112,0.37566,0.39244,0.10776,0.10596,2.39,10,23,33,43,54
113,0.37819,0.39507,0.10755,0.10573,2.41,10,23,33,43,54
114,0.38073,0.3977,0.10733,0.1055,2.44,10,23,33,43,54
115,0.38329,0.40035,0.1071,0.10527,2.46,10,23,33,43,54
116,0.38586,0.40301,0.10688,0.10503,2.48,10,23,33,43,54
117,0.38844,0.40569,0.10665,0.1048,2.5,10,23,33,43,54
118,0.39104,0.40837,0.10643,0.10456,2.52,10,23,33,43,54
119,0.39365,0.41108,0.1062,0.10432,2.54,10,23,33,43,54
120,0.39628,0.4138,0.10597,0.10408,2.57,10,23,33,43,54
121,0.39893,0.41653,0.10574,0.10384,2.59,10,23,33,43,54
122,0.4016,0.41928,0.1055,0.10359,2.61,10,23,33,43,54
123,0.40428,0.42204,0.10526,0.10335,2.63,10,23,33,43,54
124,0.40699,0.42483,0.10503,0.1031,2.65,10,23,33,43,54
125,0.40972,0.42765,0.10478,0.10284,2.68,10,23,33,43,54
126,0.41247,0.4305,0.10454,0.10259,2.69,10,23,33,43,54
127,0.41525,0.43338,0.10429,0.10233,2.71,10,23,33,43,54
128,0.41805,0.43628,0.10404,0.10207,2.74,9,23,33,43,54
129,0.42088,0.43921,0.10379,0.1018,2.75,9,23,33,43,54
