epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0,0,0.61865,0.59459,1.12,196,389,583,775,970,1162,1356,1550,1743,1936
1,0,0,0.61557,0.59124,1.14,196,389,583,775,970,1161,1356,1550,1743,1936
2,0,0,0.61248,0.58791,1.16,196,389,584,774,971,1161,1356,1551,1744,1936
3,0,0,0.6094,0.5846,1.18,196,389,584,774,971,1160,1356,1551,1744,1935
4,0,0,0.60631,0.5813,1.21,196,389,584,773,972,1160,1356,1551,1744,1935
5,0,0,0.60321,0.57801,1.23,197,390,585,773,972,1159,1356,1552,1744,1935
6,0,0,0.60011,0.57473,1.25,197,390,585,772,972,1159,1356,1552,1744,1935
7,0,0,0.597,0.57147,1.28,197,390,585,772,973,1158,1356,1553,1744,1935
8,0,0,0.59385,0.56822,1.3,197,391,586,771,973,1158,1356,1553,1744,1934
9,0,0,0.59063,0.56499,1.32,197,391,586,771,974,1157,1356,1554,1744,1934
10,0,0,0.58742,0.56176,1.35,197,391,587,770,974,1157,1356,1554,1744,1934
11,0,0,0.58419,0.55854,1.37,198,392,587,770,974,1156,1356,1555,1744,1934
12,0,0,0.58094,0.55534,1.39,198,392,588,769,975,1156,1356,1555,1744,1934
13,0,0,0.57767,0.55214,1.42,198,392,588,769,975,1155,1356,1555,1744,1933
14,0,0,0.57439,0.54896,1.44,198,393,588,768,976,1155,1356,1556,1744,1933
15,0,0,0.57101,0.54563,1.46,198,393,589,768,976,1154,1356,1556,1744,1933
16,0,0,0.56761,0.54228,1.48,199,393,589,767,977,1154,1356,1557,1744,1933
17,0,0,0.56418,0.53893,1.51,199,394,590,767,977,1153,1356,1557,1744,1933
18,0,0,0.56074,0.53561,1.53,199,394,590,766,977,1153,1356,1558,1744,1932
19,0,0,0.55727,0.53229,1.55,199,394,591,765,978,1153,1356,1558,1744,1932
20,0,0,0.5538,0.52898,1.58,199,395,591,765,978,1152,1356,1558,1744,1932
21,0,0,0.55033,0.52568,1.6,200,395,592,764,979,1152,1356,1559,1744,1932
22,0,0,0.54686,0.52239,1.62,200,396,592,764,979,1151,1356,1559,1744,1932
23,0,0,0.54339,0.51911,1.64,200,396,593,763,979,1151,1356,1560,1744,1932
