epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.35837,0.32775,1.22,71,140,208,277,345,414,483,552,620,689,758,826,894,963,1031,1101,1169,1238,1307,1374,1443,1511,1581,1649,1717,1786,1855,1923,1992,2061
1,0,0,0.3563,0.32566,1.29,71,140,208,277,345,415,483,552,621,689,758,827,893,964,1030,1101,1170,1238,1307,1374,1442,1511,1581,1648,1717,1786,1854,1923,1992,2061
2,0,0,0.35423,0.32357,1.35,71,140,209,277,344,415,484,552,621,690,758,827,893,964,1030,1102,1170,1239,1307,1373,1442,1511,1582,1648,1717,1785,1854,1923,1992,2061
3,0,0,0.35215,0.32148,1.42,71,140,209,278,344,415,484,553,622,690,759,828,892,965,1029,1102,1171,1239,1308,1373,1441,1510,1582,1648,1716,1785,1854,1923,1992,2061
4,0,0,0.35008,0.31938,1.48,71,140,209,278,344,416,484,553,622,691,759,828,892,966,1029,1103,1171,1238,1308,1372,1441,1510,1583,1648,1716,1785,1854,1923,1992,2060
5,0,0,0.34801,0.31728,1.54,71,140,209,278,344,416,485,554,622,691,760,829,891,966,1028,1103,1172,1238,1309,1372,1441,1509,1583,1648,1716,1785,1854,1922,1991,2060
6,0,0,0.34593,0.31519,1.61,71,140,209,278,343,416,485,554,623,692,760,829,891,966,1028,1104,1172,1238,1309,1372,1442,1509,1583,1648,1715,1784,1853,1922,1991,2060
7,0,0,0.34386,0.31309,1.67,71,140,210,279,343,417,486,554,623,692,761,830,890,967,1027,1104,1173,1238,1309,1371,1442,1508,1584,1648,1715,1784,1853,1922,1991,2060
8,0,0,0.34179,0.311,1.76,71,141,210,279,343,417,486,555,624,693,761,830,890,967,1027,1105,1173,1238,1309,1371,1442,1508,1584,1649,1715,1784,1853,1922,1991,2060
9,0,0,0.33972,0.3089,1.83,71,141,210,279,342,417,486,555,624,693,762,831,889,968,1026,1105,1174,1238,1309,1371,1442,1508,1585,1649,1714,1783,1853,1922,1991,2060
10,0,0,0.33765,0.30681,1.9,72,141,210,279,342,418,487,556,625,694,762,831,889,968,1026,1106,1174,1238,1309,1370,1442,1507,1585,1649,1714,1783,1852,1921,1991,2060
11,0,0,0.33558,0.30471,1.96,72,141,210,280,342,418,487,556,625,694,763,832,889,968,1025,1106,1174,1238,1309,1370,1442,1507,1585,1649,1714,1783,1852,1921,1990,2060
12,0,0,0.33351,0.30262,2.02,72,141,210,280,342,418,487,557,626,694,763,832,888,969,1025,1107,1175,1238,1309,1369,1442,1507,1586,1649,1713,1782,1852,1921,1990,2060
13,0,0,0.33145,0.30053,2.08,72,141,211,280,341,419,488,557,626,695,764,833,888,969,1024,1107,1175,1238,1309,1369,1442,1507,1586,1649,1713,1782,1852,1921,1990,2060
14,0,0,0.32939,0.29845,2.14,72,141,211,280,341,419,488,557,626,695,764,833,888,970,1024,1108,1176,1238,1309,1369,1442,1506,1587,1648,1713,1782,1851,1921,1990,2060
15,0,0,0.32733,0.29636,2.22,72,141,211,281,341,419,489,558,627,696,765,834,888,970,1023,1108,1176,1238,1308,1368,1442,1506,1587,1648,1712,1781,1851,1920,1990,2059
16,0,0,0.32527,0.29428,2.29,72,142,211,281,340,420,489,558,627,696,765,834,888,971,1023,1109,1176,1238,1308,1368,1442,1505,1587,1648,1712,1781,1851,1920,1990,2059
17,0,0,0.32322,0.2922,2.36,72,142,211,281,340,420,489,559,628,696,766,835,888,971,1022,1109,1177,1238,1308,1367,1442,1505,1588,1648,1712,1781,1851,1920,1990,2059
18,0,0,0.32117,0.29013,2.43,72,142,212,281,340,420,490,559,628,697,766,835,889,972,1022,1110,1177,1238,1308,1367,1442,1505,1588,1648,1712,1781,1850,1920,1989,2059
19,0,0,0.31912,0.28805,2.49,72,142,212,282,339,421,490,560,629,697,767,836,889,972,1022,1110,1177,1238,1308,1366,1442,1504,1588,1648,1712,1780,1850,1920,1989,2059
20,0,0,0.31708,0.28598,2.56,72,142,212,282,339,421,490,560,629,698,767,836,889,972,1021,1111,1178,1238,1308,1366,1442,1504,1589,1648,1712,1780,1850,1919,1989,2059
21,0,0,0.31504,0.28392,2.62,72,142,212,282,339,421,491,560,630,698,768,837,889,973,1021,1111,1178,1238,1308,1365,1442,1503,1589,1648,1712,1780,1850,1919,1989,2059
22,0,0,0.313,0.28185,2.68,72,142,212,282,339,422,491,561,630,698,768,838,889,973,1020,1112,1178,1238,1308,1365,1442,1503,1590,1649,1711,1779,1849,1919,1989,2059
23,0,0,0.31097,0.2798,2.74,72,142,213,283,338,422,492,561,631,699,769,838,890,974,1020,1112,1179,1238,1308,1364,1442,1503,1590,1649,1711,1779,1849,1919,1989,2059
24,0,0,0.30894,0.27774,2.8,72,143,213,283,338,422,492,561,631,699,769,839,890,974,1020,1113,1179,1238,1308,1364,1442,1502,1590,1649,1711,1779,1849,1919,1989,2059
