epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.40904,0.37502,1.81,711,1421
1,0,0,0.40677,0.37224,1.82,710,1421
2,0,0,0.40438,0.36946,1.83,710,1422
3,0,0,0.40184,0.36669,1.84,709,1422
4,0,0,0.39918,0.36391,1.84,709,1423
5,0,0,0.39642,0.36096,1.85,709,1423
6,0,0,0.39366,0.358,1.86,708,1423
7,0,0,0.39089,0.35504,1.87,708,1423
8,0,0,0.38813,0.35208,1.87,708,1423
9,0,0,0.38538,0.34912,1.88,708,1423
10,0,0,0.38264,0.34616,1.89,707,1423
11,0,0,0.3799,0.34321,1.9,707,1423
12,0,0,0.37718,0.34027,1.9,706,1423
13,0,0,0.37446,0.33733,1.91,706,1422
14,0,0,0.37177,0.3344,1.92,706,1422
15,0,0,0.36908,0.33149,1.93,705,1422
16,0,0,0.36641,0.32858,1.93,705,1422
17,0,0,0.36375,0.32568,1.94,704,1422
18,0,0,0.36111,0.32279,1.95,704,1423
19,0,0,0.35848,0.31991,1.96,704,1423
20,0,0,0.35587,0.31705,1.96,703,1423
21,0,0,0.35328,0.31419,1.97,703,1423
22,0,0,0.35071,0.31136,1.98,703,1423
23,0,0,0.34815,0.30853,1.99,703,1423
24,0,0,0.34561,0.30572,2.0,703,1423
25,0,0,0.34309,0.30293,2.01,703,1423
26,0,0,0.34058,0.30014,2.01,703,1423
27,0,0,0.33809,0.29738,2.02,703,1423
28,0,0,0.33563,0.29462,2.03,703,1423
29,0,0,0.33318,0.29188,2.04,703,1423
30,0,0,0.33075,0.28916,2.04,703,1423
31,0,0,0.32834,0.28645,2.05,704,1423
32,0,0,0.32595,0.28376,2.06,704,1423
33,0,0,0.32358,0.28108,2.07,704,1423
34,0,0,0.32123,0.27842,2.08,704,1423
35,0,0,0.3189,0.27577,2.09,704,1423
36,0,0,0.31659,0.27313,2.09,704,1423
37,0,0,0.31429,0.27052,2.1,704,1423
38,0,0,0.31202,0.26791,2.11,704,1423
39,0,0,0.30977,0.26532,2.12,704,1423
40,0,0,0.30754,0.26275,2.12,704,1423
