epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.06955,0.0766,0.0,0.0,0.26,7,13,19,26,32,39,45,51,58,64,70,77,83,89,96,102,109,115,121,128,134,141,147,153,160,166,172,179,185,192
1,0.06955,0.0766,0.0,0.0,0.35,7,13,19,26,32,39,45,51,58,64,70,77,83,89,96,102,109,115,122,128,134,141,147,153,160,166,172,179,185,192
2,0.06955,0.0766,0.0,0.0,0.47,7,13,19,26,32,39,45,51,58,64,70,77,83,89,96,102,109,115,122,128,134,141,147,153,160,166,172,179,185,192
3,0.06955,0.0766,0.0,0.0,0.59,7,13,19,26,32,39,45,51,58,64,70,77,83,89,96,102,108,115,122,128,134,141,147,153,160,166,172,179,185,192
4,0.06955,0.0766,0.0,0.0,0.7,7,13,19,26,32,39,45,51,58,64,70,77,83,89,96,103,108,115,122,128,134,141,147,153,160,166,172,179,185,192
5,0.06955,0.0766,0.0,0.0,0.78,7,13,19,26,32,39,45,51,58,64,70,77,83,89,96,103,108,115,122,128,134,141,147,154,160,166,172,179,185,192
6,0.06955,0.0766,0.0,0.0,0.88,7,13,19,26,32,39,45,51,58,64,70,77,83,89,96,103,108,115,122,128,134,141,147,154,159,166,172,179,185,192
7,0.06955,0.0766,0.0,0.0,0.97,7,13,19,26,32,39,45,51,58,64,70,77,83,89,96,103,108,115,122,128,134,141,147,154,159,166,172,179,185,192
8,0.06955,0.0766,0.0,0.0,1.08,7,13,19,26,32,39,45,51,58,64,70,77,83,89,96,103,108,115,122,128,134,141,147,154,159,166,172,179,185,192
9,0.06955,0.0766,0.0,0.0,1.16,7,13,20,26,32,39,45,51,58,64,70,77,83,89,96,103,108,116,122,128,134,141,147,153,159,166,172,179,185,192
10,0.06955,0.0766,-9e-05,0.0,1.26,7,13,20,26,32,39,45,51,58,64,70,77,83,89,96,103,108,116,122,128,134,141,147,153,159,166,172,179,185,192
11,0.0697,0.0766,-7e-05,-0.00022,1.36,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,128,134,141,147,153,159,166,172,179,185,192
12,0.07296,0.07799,0.00161,0.00062,1.47,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,128,134,141,147,153,159,166,172,179,185,192
13,0.0886,0.08774,0.00901,0.00475,1.57,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,128,134,141,147,153,159,166,172,179,185,192
14,0.1346,0.13649,0.0396,0.04203,1.67,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,128,134,141,147,153,159,166,172,179,185,191
15,0.18432,0.18384,0.0784,0.07966,1.77,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,129,134,141,147,153,159,166,172,179,185,191
16,0.22522,0.22841,0.10422,0.11158,1.89,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,129,134,140,147,153,159,166,172,179,185,191
17,0.28656,0.28691,0.14647,0.15596,1.98,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,129,134,140,147,153,159,166,172,179,185,191
18,0.3005,0.29248,0.15144,0.1539,2.08,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,129,134,140,147,153,159,166,172,179,185,191
19,0.30994,0.29666,0.15596,0.15181,2.17,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,129,134,140,147,153,159,166,172,179,185,191
20,0.31211,0.29944,0.15372,0.15138,2.29,7,13,20,26,32,39,45,51,58,65,70,77,83,89,96,103,108,116,122,129,134,140,147,153,159,166,172,179,185,191
21,0.31211,0.29666,0.14868,0.14417,2.37,7,13,20,26,32,39,45,51,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
22,0.30793,0.29248,0.14005,0.13714,2.46,7,13,20,26,32,39,45,51,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
23,0.30452,0.28969,0.13357,0.132,2.56,7,13,20,26,32,39,45,50,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
24,0.30096,0.2883,0.12652,0.12965,2.65,7,13,20,26,32,39,45,50,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
25,0.29151,0.27716,0.11156,0.1129,2.76,7,13,20,26,32,39,45,50,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
26,0.27943,0.25766,0.09293,0.08458,2.85,7,13,20,26,31,39,45,50,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
27,0.26595,0.24513,0.07155,0.06557,2.95,7,13,20,26,31,39,45,50,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
28,0.25573,0.22981,0.05431,0.04344,3.06,7,13,20,26,31,39,45,50,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
29,0.25031,0.22702,0.04394,0.03727,3.16,7,13,20,26,31,39,45,50,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
30,0.2469,0.22563,0.03741,0.03281,3.24,7,13,20,26,31,39,45,50,58,65,69,77,83,89,96,103,108,116,122,129,134,140,147,153,159,165,172,178,185,191
31,0.24613,0.22563,0.0345,0.03057,3.34,7,13,20,26,31,40,45,50,58,65,69,76,83,89,96,103,108,116,122,129,134,140,148,153,159,165,172,178,185,191
32,0.24597,0.22423,0.03155,0.02557,3.42,7,13,20,26,31,40,45,50,58,65,69,76,83,89,96,103,108,116,122,129,134,140,148,153,159,165,172,178,185,191
33,0.24597,0.22423,0.02453,0.02153,3.53,7,13,20,26,31,40,45,50,58,65,69,76,83,89,96,103,108,116,122,129,134,140,148,153,159,165,172,178,185,191
34,0.24597,0.22423,0.01306,0.00893,3.61,7,13,20,26,31,40,45,50,58,65,69,76,83,89,96,103,108,116,122,129,134,140,148,153,159,165,172,178,185,191
35,0.24597,0.22423,0.00322,0.00212,3.72,7,13,20,26,31,40,45,50,58,65,69,76,83,89,96,103,108,116,122,129,134,140,148,153,159,165,172,178,185,191
36,0.24597,0.22423,0.00047,0.0,3.82,7,12,20,26,31,40,45,50,58,65,69,76,83,89,96,103,108,116,122,129,134,140,148,153,159,165,172,178,185,191
37,0.24597,0.22423,7e-05,0.0,3.93,7,12,20,26,31,40,45,50,58,65,69,76,83,89,96,103,108,116,122,129,134,140,148,153,159,165,172,178,185,191
38,0.24597,0.22423,4e-05,0.0,4.02,7,12,20,26,31,40,45,50,58,65,69,76,83,89,96,103,108,116,122,130,134,140,148,153,159,165,172,178,185,191
39,0.24597,0.22423,4e-05,0.0,4.12,7,12,20,26,31,40,45,50,58,65,69,76,83,89,96,103,108,116,122,130,134,140,148,153,158,165,172,178,185,191
40,0.24597,0.22423,0.0,0.0,4.23,7,12,20,26,31,40,45,50,58,65,68,76,83,89,96,103,108,116,122,130,134,140,148,153,158,165,172,178,185,191
41,0.24597,0.22423,0.0,0.0,4.36,7,12,20,26,31,40,45,50,58,65,68,76,83,89,96,103,108,116,122,130,134,140,148,153,158,165,172,178,185,191
42,0.24597,0.22423,0.0,0.0,4.45,7,12,20,26,31,40,45,50,58,65,68,76,83,89,96,103,108,116,122,130,134,140,148,153,158,165,172,178,185,191
43,0.24597,0.22423,0.0,0.0,4.55,7,12,20,26,31,40,45,50,58,65,68,76,83,89,96,103,108,116,122,130,134,140,148,153,158,165,172,178,185,191
44,0.24597,0.22423,0.0,0.0,4.66,7,12,20,26,31,40,45,50,58,65,68,76,83,89,96,103,108,116,122,130,134,139,148,153,158,165,172,178,185,191
45,0.24597,0.22423,0.0,0.0,4.75,7,12,20,26,31,40,45,50,58,65,68,76,83,89,96,103,108,116,122,130,134,139,148,153,158,165,172,178,185,191
46,0.24597,0.22423,0.0,0.0,4.84,7,12,20,26,31,40,45,50,58,65,68,76,83,89,96,103,108,116,122,130,134,139,148,153,158,165,172,178,185,191
47,0.24597,0.22423,0.0,0.0,4.94,7,12,20,26,31,40,45,50,58,65,68,76,83,89,96,103,108,116,122,130,134,139,148,153,158,164,172,178,185,191
48,0.24597,0.22423,0.0,0.0,5.04,7,12,20,26,31,40,45,50,58,64,68,76,83,89,96,103,108,116,122,130,134,139,148,153,158,164,172,178,185,191
49,0.24597,0.22423,0.0,0.0,5.14,7,12,20,26,31,40,44,50,58,64,68,76,83,89,96,103,108,116,122,130,134,139,148,153,158,164,172,178,185,191
50,0.24597,0.22423,0.0,0.0,5.24,7,12,20,26,31,40,44,50,58,64,68,76,83,89,96,103,108,116,122,130,134,139,148,153,158,164,172,178,185,191
