algorithm,rows,columns,time,target_size,final_size,r2_original,r2_train,r2_test,rmse_original,rmse_train,rmse_test,selected_features
fscr,871,4200,7.97,2,2,0.43,0.64,0.76,0.13,0.08,0.08,380;2017
fscr,871,4200,12.25,5,5,0.43,0.82,0.85,0.13,0.06,0.07,413;1222;2024;2655;3467
fscr,871,4200,20.61,10,10,0.43,0.85,0.85,0.13,0.05,0.07,430;756;1271;1799;1913;2190;2655;2997;3456;3814
fscr,871,4200,22.22,15,13,0.43,0.86,0.9,0.13,0.05,0.06,524;829;847;1125;1654;1767;2023;2149;2413;2643;2980;3462;3812
fscr,871,4200,27.57,20,15,0.43,0.85,0.87,0.13,0.05,0.06,433;481;969;1050;1117;1399;2023;2137;2139;2142;2652;2967;3456;3524;3816
