epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.22793,0.23821,0.57,202,400,598,796,994,1190,1390,1588,1785,1981,2179,2379,2575,2772,2972,3168,3366,3564,3763,3960
1,0,0,0.222,0.23275,0.59,202,401,599,797,995,1189,1391,1588,1786,1981,2178,2379,2574,2772,2973,3167,3366,3564,3763,3960
2,0,0,0.21551,0.22685,0.6,203,401,599,797,995,1189,1390,1589,1787,1981,2178,2378,2573,2771,2974,3167,3365,3563,3764,3960
3,0,0,0.20863,0.22049,0.65,203,401,600,797,996,1188,1390,1590,1788,1982,2177,2378,2574,2770,2975,3166,3365,3563,3764,3959
4,0,0,0.20148,0.21391,0.67,203,402,600,798,996,1187,1389,1591,1789,1982,2176,2379,2574,2770,2976,3165,3365,3562,3764,3959
5,0,0,0.19418,0.20732,0.68,203,402,601,798,997,1187,1389,1592,1789,1982,2176,2379,2575,2769,2976,3164,3365,3562,3765,3959
6,0,0,0.18679,0.20087,0.7,203,402,601,799,998,1186,1390,1593,1789,1981,2175,2379,2575,2769,2977,3164,3365,3561,3765,3959
7,0,0,0.17941,0.19461,0.72,204,403,602,799,998,1185,1390,1594,1789,1981,2174,2378,2575,2768,2978,3163,3365,3561,3765,3958
8,0,0,0.17211,0.18851,0.74,204,403,602,800,999,1185,1390,1595,1789,1981,2173,2378,2574,2768,2979,3162,3365,3560,3766,3958
9,0,0,0.16498,0.18263,0.75,204,403,603,800,999,1184,1390,1596,1790,1981,2173,2378,2574,2767,2980,3161,3365,3560,3766,3958
10,0,0,0.15807,0.17701,0.77,204,404,603,801,1000,1184,1390,1596,1790,1981,2172,2379,2574,2766,2980,3161,3365,3559,3766,3958
11,0,0,0.15143,0.17173,0.78,204,404,604,801,1000,1183,1390,1597,1790,1981,2171,2379,2574,2766,2981,3160,3365,3559,3766,3957
12,0,0,0.14513,0.16687,0.8,205,405,604,801,1001,1182,1390,1598,1791,1981,2171,2379,2574,2765,2981,3159,3365,3558,3766,3957
