algorithm,rows,columns,time,target_size,final_size,r2_original,r2_train,r2_test,rmse_original,rmse_train,rmse_test,selected_features
sfs,2178,4200,35.57,2,2,0.54,0.7,0.59,0.09,0.08,0.08,419;995
sfs,2178,4200,93.46,5,5,0.54,0.81,0.78,0.09,0.06,0.06,419;986;995;3633;3818
sfs,2178,4200,223.76,10,10,0.54,0.82,0.8,0.09,0.06,0.06,17;419;986;995;2994;3198;3633;3818;3841;3884
sfs,2178,4200,376.16,15,15,0.54,0.88,0.86,0.09,0.05,0.05,17;419;986;995;2994;3056;3198;3453;3570;3633;3791;3818;3841;3884;4199
sfs,2178,4200,556.4,20,20,0.54,0.86,0.82,0.09,0.06,0.06,17;36;419;986;995;2924;2994;2996;3056;3198;3453;3570;3633;3773;3791;3818;3841;3884;3988;4199
