epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.16234,0.15213,2.81,202,400,598,795,994,1190,1390,1588,1785,1981,2181,2377,2575,2772,2970,3170,3366,3564,3763,3960
1,0,0,0.15923,0.14889,2.87,202,401,599,794,995,1189,1391,1589,1786,1980,2182,2376,2574,2772,2969,3171,3365,3564,3763,3960
2,0,0,0.1564,0.14594,2.93,203,401,599,793,995,1189,1391,1589,1787,1979,2182,2375,2573,2771,2969,3171,3365,3563,3763,3960
3,0,0,0.15386,0.14329,2.99,203,401,600,793,996,1188,1392,1590,1789,1978,2183,2374,2572,2770,2968,3172,3364,3562,3762,3960
4,0,0,0.15165,0.14098,3.05,203,402,600,792,997,1187,1393,1591,1790,1977,2184,2373,2571,2769,2967,3173,3364,3562,3762,3960
5,0,0,0.14976,0.13904,3.12,203,402,601,792,998,1186,1394,1592,1791,1976,2185,2372,2570,2768,2966,3173,3363,3561,3762,3959
6,0,0,0.14822,0.13745,3.17,203,402,601,791,998,1186,1394,1593,1792,1976,2185,2372,2570,2767,2965,3174,3362,3561,3761,3959
7,0,0,0.14701,0.13623,3.24,204,403,602,791,999,1185,1395,1594,1793,1975,2186,2371,2569,2766,2964,3175,3362,3561,3761,3959
8,0,0,0.14612,0.13535,3.29,204,403,602,790,1000,1184,1396,1595,1794,1975,2186,2370,2568,2765,2964,3176,3361,3560,3761,3959
9,0,0,0.14553,0.13478,3.35,204,403,603,789,1001,1184,1397,1596,1795,1975,2187,2369,2568,2764,2963,3176,3361,3560,3760,3959
10,0,0,0.14518,0.13448,3.4,204,404,603,789,1001,1183,1397,1597,1796,1974,2188,2369,2567,2763,2962,3177,3360,3559,3760,3958
11,0,0,0.14501,0.13437,3.46,204,404,604,788,1002,1183,1398,1598,1797,1974,2188,2368,2567,2762,2962,3177,3360,3559,3759,3958
12,0,0,0.14497,0.13439,3.53,204,405,604,788,1003,1182,1399,1599,1798,1975,2188,2368,2566,2761,2961,3178,3359,3559,3759,3958
13,0,0,0.145,0.13449,3.59,205,405,605,788,1003,1182,1399,1600,1799,1975,2189,2367,2566,2761,2960,3178,3358,3559,3759,3958
14,0,0,0.14506,0.13461,3.65,205,405,605,787,1004,1181,1399,1601,1799,1976,2189,2366,2565,2760,2960,3179,3358,3559,3758,3957
15,0,0,0.14509,0.1347,3.71,205,406,606,787,1005,1181,1399,1603,1800,1976,2189,2366,2565,2759,2959,3179,3357,3559,3758,3957
16,0,0,0.14505,0.13469,3.77,205,406,606,786,1005,1181,1399,1604,1801,1977,2189,2365,2564,2758,2959,3179,3357,3559,3757,3957
17,0,0,0.14491,0.13457,3.83,205,407,607,786,1006,1181,1399,1605,1802,1978,2189,2365,2564,2757,2959,3179,3356,3559,3757,3957
18,0,0,0.14467,0.13435,3.89,205,407,607,786,1007,1181,1399,1606,1802,1979,2189,2365,2564,2756,2959,3179,3355,3560,3756,3956
19,0,0,0.14436,0.13403,3.96,206,407,608,786,1007,1180,1399,1607,1802,1980,2189,2364,2563,2755,2958,3179,3355,3560,3756,3956
20,0,0,0.144,0.13366,4.02,206,408,608,785,1008,1180,1399,1608,1802,1981,2188,2364,2563,2754,2958,3178,3354,3560,3756,3956
21,0,0,0.14361,0.13325,4.09,206,408,609,785,1009,1180,1399,1609,1801,1982,2188,2363,2562,2753,2958,3178,3354,3561,3755,3956
22,0,0,0.14321,0.13283,4.15,206,409,609,785,1009,1181,1399,1610,1801,1983,2188,2363,2562,2752,2958,3178,3353,3561,3755,3955
23,0,0,0.1428,0.13241,4.21,206,409,609,785,1010,1181,1399,1611,1801,1984,2187,2363,2562,2751,2958,3177,3353,3561,3754,3955
24,0,0,0.14241,0.13198,4.28,206,409,610,784,1010,1181,1399,1612,1800,1986,2187,2362,2561,2750,2958,3177,3352,3562,3754,3955
25,0,0,0.14203,0.13157,4.35,207,410,610,784,1011,1181,1399,1613,1800,1987,2187,2362,2561,2750,2958,3177,3352,3562,3753,3955
26,0,0,0.14167,0.13119,4.4,207,410,611,784,1012,1182,1399,1614,1800,1988,2187,2362,2561,2749,2958,3177,3351,3563,3753,3954
27,0,0,0.14134,0.13084,4.45,207,411,611,784,1012,1182,1399,1615,1800,1989,2186,2361,2560,2748,2958,3176,3351,3563,3752,3954
28,0,0,0.14105,0.13052,4.51,207,411,612,783,1013,1182,1399,1616,1801,1991,2186,2361,2560,2747,2958,3176,3350,3563,3752,3954
29,0,0,0.1408,0.13025,4.57,207,411,612,783,1013,1182,1399,1617,1801,1992,2186,2361,2560,2746,2958,3176,3350,3564,3751,3954
30,0,0,0.14058,0.13001,4.63,207,412,612,783,1014,1183,1399,1618,1801,1993,2186,2360,2560,2745,2958,3175,3349,3564,3751,3953
31,0,0,0.14038,0.1298,4.69,207,412,613,783,1015,1183,1399,1619,1802,1994,2186,2360,2559,2744,2958,3175,3349,3565,3751,3953
32,0,0,0.1402,0.12961,4.75,208,412,613,782,1015,1183,1399,1619,1802,1996,2185,2360,2559,2743,2958,3175,3348,3565,3750,3953
33,0,0,0.14003,0.12944,4.81,208,413,613,782,1016,1183,1400,1620,1803,1997,2185,2359,2559,2742,2958,3175,3348,3565,3750,3952
34,0,0,0.13986,0.12926,4.88,208,413,614,782,1016,1183,1400,1621,1803,1998,2185,2359,2558,2741,2958,3174,3347,3566,3749,3952
35,0,0,0.13968,0.12909,4.95,208,414,614,781,1017,1183,1400,1622,1804,1999,2185,2359,2558,2740,2958,3174,3347,3566,3749,3952
36,0,0,0.1395,0.12891,5.01,208,414,614,781,1018,1184,1400,1623,1805,2000,2185,2358,2558,2739,2958,3174,3347,3566,3749,3952
37,0,0,0.1393,0.12872,5.07,208,414,615,780,1018,1184,1401,1623,1805,2001,2185,2358,2557,2738,2958,3174,3346,3566,3748,3951
38,0,0,0.1391,0.12852,5.13,209,415,615,780,1019,1184,1401,1624,1806,2003,2185,2357,2557,2736,2958,3174,3346,3567,3748,3951
39,0,0,0.13889,0.12832,5.19,209,415,615,780,1019,1184,1401,1625,1807,2004,2185,2357,2556,2735,2957,3174,3346,3567,3747,3951
40,0,0.00027,0.13867,0.12812,5.24,209,415,615,779,1020,1184,1402,1625,1808,2005,2185,2357,2556,2734,2957,3174,3345,3567,3747,3951
41,0,0.00348,0.13845,0.12791,5.3,209,416,615,779,1021,1184,1402,1626,1809,2006,2185,2356,2556,2733,2957,3174,3345,3567,3747,3950
42,0.00112,0.00666,0.13823,0.12771,5.35,209,416,616,778,1021,1184,1402,1627,1810,2007,2185,2356,2555,2732,2957,3174,3345,3567,3746,3950
43,0.00425,0.00978,0.13802,0.1275,5.42,209,417,616,778,1022,1184,1402,1627,1811,2008,2185,2356,2555,2731,2957,3174,3344,3568,3746,3950
44,0.00733,0.01283,0.1378,0.12731,5.48,210,417,616,777,1022,1184,1403,1628,1812,2009,2185,2355,2555,2730,2957,3174,3344,3568,3746,3950
45,0.01037,0.01584,0.13759,0.12711,5.54,210,417,616,777,1023,1184,1403,1629,1813,2010,2185,2355,2554,2729,2957,3174,3344,3568,3745,3949
46,0.01336,0.01882,0.13738,0.12692,5.6,210,418,616,776,1024,1185,1403,1629,1814,2011,2185,2354,2554,2728,2957,3174,3344,3568,3745,3949
47,0.01636,0.02181,0.13717,0.12673,5.66,210,418,616,776,1024,1185,1403,1630,1815,2012,2185,2354,2553,2727,2957,3174,3343,3568,3744,3949
48,0.01936,0.02484,0.13696,0.12653,5.72,210,418,616,775,1025,1185,1403,1631,1816,2013,2185,2353,2553,2726,2956,3174,3343,3568,3744,3949
49,0.02241,0.02794,0.13675,0.12633,5.78,211,419,616,774,1025,1185,1403,1631,1817,2014,2185,2353,2553,2725,2956,3174,3343,3569,3744,3948
50,0.02551,0.03113,0.13654,0.12612,5.85,211,419,617,774,1026,1185,1404,1632,1817,2016,2185,2353,2552,2724,2956,3174,3343,3569,3743,3948
51,0.02866,0.0344,0.13631,0.12591,5.9,211,419,617,773,1027,1186,1404,1632,1818,2017,2185,2352,2552,2723,2956,3174,3343,3569,3743,3948
52,0.03184,0.03775,0.13609,0.12569,5.96,211,420,617,773,1027,1186,1404,1633,1819,2017,2185,2352,2551,2722,2956,3174,3343,3569,3743,3948
53,0.03505,0.04114,0.13586,0.12547,6.01,211,420,617,772,1028,1186,1404,1634,1820,2018,2185,2351,2551,2721,2956,3174,3342,3569,3742,3947
54,0.03825,0.04453,0.13564,0.12525,6.07,211,421,617,771,1028,1186,1404,1634,1820,2019,2185,2351,2550,2720,2956,3174,3342,3569,3742,3947
