epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.23574,0.21,1.24,71,140,208,277,346,414,483,552,619,689,757,826,895,963,1032,1100,1169,1237,1305,1374,1443,1511,1580,1649,1717,1786,1855,1923,1992,2061
1,0,0,0.23332,0.20825,1.31,71,140,208,277,346,415,483,552,619,689,756,827,895,964,1033,1099,1170,1236,1305,1374,1442,1511,1580,1648,1717,1786,1854,1923,1992,2061
2,0,0,0.231,0.20659,1.37,71,140,209,277,346,415,484,552,619,690,756,827,896,964,1033,1099,1170,1236,1305,1373,1442,1511,1579,1648,1717,1785,1854,1923,1992,2061
3,0,0,0.22877,0.20505,1.44,71,140,209,278,346,415,484,553,619,690,757,828,896,965,1034,1098,1171,1235,1304,1373,1441,1510,1579,1648,1716,1785,1854,1923,1992,2061
4,0,0,0.22665,0.20359,1.51,71,140,209,278,347,416,484,553,619,691,757,828,897,965,1034,1098,1171,1235,1304,1372,1441,1510,1579,1647,1716,1785,1854,1923,1992,2060
5,0,0,0.22465,0.20224,1.57,71,140,209,278,347,416,484,554,619,691,757,828,897,966,1035,1098,1172,1235,1303,1372,1440,1509,1580,1647,1716,1785,1853,1922,1991,2060
6,0,0,0.22277,0.20096,1.64,71,140,209,278,347,416,485,554,619,691,757,829,898,966,1035,1098,1172,1234,1303,1372,1440,1509,1580,1646,1715,1784,1853,1922,1991,2060
7,0,0,0.22103,0.19968,1.7,71,140,210,279,347,417,485,554,619,692,757,829,898,967,1036,1099,1172,1234,1302,1372,1439,1508,1580,1646,1715,1784,1853,1922,1991,2060
8,0,0,0.21949,0.19827,1.77,71,141,210,279,348,417,485,555,619,692,757,830,898,967,1036,1099,1173,1233,1302,1373,1439,1508,1580,1646,1715,1784,1853,1922,1991,2060
9,0,0,0.21814,0.19713,1.83,71,141,210,279,348,417,486,555,620,692,757,830,899,968,1037,1099,1173,1233,1301,1373,1439,1507,1580,1645,1714,1783,1852,1922,1991,2060
10,0,0,0.21687,0.19607,1.9,72,141,210,279,348,417,486,556,620,693,756,830,899,968,1037,1099,1173,1232,1301,1373,1438,1507,1581,1645,1714,1783,1852,1921,1991,2060
11,0,0,0.2157,0.19519,1.96,72,141,210,280,348,418,486,556,620,693,756,831,900,969,1038,1099,1173,1232,1300,1373,1438,1507,1581,1645,1714,1783,1852,1921,1990,2060
12,0,0,0.21459,0.19443,2.02,72,141,210,280,348,418,487,556,620,693,756,831,900,969,1038,1099,1174,1231,1300,1373,1437,1506,1581,1644,1713,1783,1852,1921,1990,2060
13,0,0,0.21353,0.19372,2.09,72,141,211,280,349,418,487,556,620,694,756,832,900,970,1038,1099,1174,1231,1299,1373,1437,1506,1581,1644,1713,1783,1852,1921,1990,2060
14,0,0,0.2125,0.19299,2.15,72,141,211,280,349,419,488,557,620,694,756,832,901,970,1039,1099,1174,1231,1299,1373,1437,1505,1581,1644,1713,1783,1851,1921,1990,2060
15,0,0,0.21151,0.19229,2.22,72,142,211,280,349,419,488,557,620,694,756,832,901,971,1039,1099,1174,1230,1298,1373,1436,1505,1581,1644,1712,1783,1851,1920,1990,2060
16,0,0,0.21055,0.19162,2.28,72,142,211,281,349,419,488,557,620,694,756,833,901,971,1039,1100,1174,1230,1298,1373,1436,1504,1581,1644,1712,1783,1851,1920,1990,2059
17,0,0,0.20964,0.19099,2.35,72,142,211,281,350,419,489,557,620,695,756,833,902,972,1040,1100,1174,1230,1297,1373,1435,1504,1581,1644,1712,1783,1851,1920,1990,2059
18,0,0,0.20878,0.19033,2.41,72,142,212,281,350,419,489,558,620,695,756,834,902,972,1040,1100,1174,1230,1297,1372,1435,1503,1580,1644,1711,1783,1851,1920,1990,2059
19,0,0,0.20793,0.18966,2.48,72,142,212,281,350,420,490,558,621,695,756,834,902,973,1040,1100,1174,1230,1296,1372,1435,1503,1580,1644,1711,1782,1850,1920,1990,2059
20,0,0,0.20713,0.18899,2.54,72,142,212,282,351,420,490,558,621,696,756,834,902,973,1040,1100,1173,1230,1296,1372,1434,1502,1580,1644,1711,1782,1850,1919,1989,2059
21,0,0,0.20635,0.18834,2.61,72,142,212,282,351,420,490,559,621,696,757,835,902,973,1041,1100,1173,1230,1295,1373,1434,1502,1580,1644,1710,1782,1850,1919,1989,2059
22,0,0,0.20557,0.1877,2.67,72,142,212,282,351,420,491,559,622,696,757,835,903,973,1041,1100,1173,1229,1295,1373,1434,1502,1580,1644,1710,1782,1850,1919,1989,2059
23,0,0,0.20481,0.18706,2.74,72,142,213,282,352,420,491,559,622,697,757,835,903,973,1041,1100,1172,1229,1294,1373,1433,1501,1580,1644,1710,1782,1850,1919,1989,2059
24,0,0,0.20407,0.1864,2.8,72,143,213,283,352,420,491,560,622,697,757,836,903,973,1041,1100,1172,1229,1294,1373,1433,1501,1579,1644,1709,1782,1850,1918,1989,2059
25,0,0,0.20336,0.18584,2.87,72,143,213,283,352,420,492,560,623,697,758,836,904,973,1041,1100,1172,1229,1294,1373,1433,1501,1579,1644,1709,1782,1849,1918,1989,2059
26,0,0,0.20268,0.1853,2.93,72,143,213,283,353,420,492,560,623,697,758,837,904,972,1041,1100,1172,1229,1293,1373,1432,1501,1579,1643,1709,1782,1849,1918,1989,2059
27,0,0,0.20205,0.18479,3.0,72,143,213,283,353,420,492,561,623,698,759,837,904,972,1041,1101,1171,1229,1293,1373,1432,1500,1579,1643,1708,1781,1849,1918,1989,2058
28,0,0,0.20145,0.1843,3.06,72,143,214,283,353,420,492,561,623,698,759,838,905,972,1042,1101,1171,1229,1293,1373,1432,1500,1579,1643,1708,1781,1849,1918,1989,2058
29,0,0,0.2009,0.1839,3.14,72,143,214,284,354,420,493,561,624,698,759,838,905,972,1042,1101,1172,1229,1292,1373,1432,1500,1579,1643,1708,1781,1849,1917,1988,2058
30,0,0,0.20039,0.1836,3.21,72,143,214,284,354,420,493,561,624,698,760,838,905,972,1042,1101,1172,1229,1292,1373,1431,1499,1579,1643,1707,1781,1849,1917,1988,2058
