epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.23447,0.23098,2.99,138,272,406,541,674,809,943,1077,1211,1343,1479,1613,1745,1881,2013,2149,2283,2417,2551,2683,2819,2953,3085,3221,3353,3487,3622,3756,3890,4024
1,0,0,0.22877,0.22513,3.07,138,273,405,541,673,809,944,1078,1212,1342,1480,1613,1745,1882,2012,2150,2283,2418,2552,2682,2820,2954,3084,3222,3353,3487,3621,3757,3891,4024
2,0,0,0.22313,0.21935,3.16,139,273,405,542,673,810,944,1078,1213,1342,1481,1614,1745,1883,2011,2151,2282,2419,2553,2682,2820,2955,3084,3222,3352,3486,3621,3757,3891,4024
3,0,0,0.21759,0.21365,3.25,139,273,405,542,672,811,945,1079,1214,1341,1482,1615,1745,1884,2010,2151,2282,2420,2554,2681,2821,2956,3083,3223,3352,3486,3620,3758,3891,4023
4,0,0,0.21215,0.20806,3.33,139,273,404,543,671,811,946,1080,1214,1340,1483,1615,1746,1885,2009,2152,2282,2420,2555,2680,2821,2956,3082,3224,3351,3485,3620,3758,3891,4023
5,0,0,0.20687,0.20262,3.42,139,274,404,543,671,812,946,1081,1215,1340,1484,1616,1746,1886,2008,2153,2282,2420,2556,2680,2822,2957,3081,3224,3350,3485,3619,3758,3892,4023
6,0,0,0.20187,0.19744,3.5,139,274,404,543,670,813,947,1082,1216,1339,1485,1617,1746,1887,2007,2154,2282,2420,2557,2679,2823,2958,3080,3225,3350,3484,3619,3759,3892,4023
7,0,0,0.19733,0.19273,3.59,139,274,403,544,670,813,948,1082,1217,1339,1486,1617,1746,1888,2006,2154,2283,2419,2558,2678,2824,2959,3080,3225,3349,3483,3618,3759,3892,4023
8,0,0,0.19342,0.18866,3.67,139,275,403,544,670,814,948,1083,1218,1338,1486,1618,1745,1889,2005,2155,2283,2419,2559,2677,2824,2960,3079,3226,3349,3483,3618,3760,3892,4023
9,0,0,0.19011,0.1852,3.75,140,275,403,545,669,814,949,1084,1219,1338,1487,1618,1745,1890,2004,2155,2283,2419,2560,2677,2825,2961,3078,3226,3348,3482,3617,3760,3892,4022
10,0,0,0.18732,0.18224,3.83,140,275,403,545,669,815,950,1085,1220,1337,1488,1619,1745,1891,2003,2156,2283,2419,2561,2676,2826,2962,3078,3227,3347,3482,3617,3760,3892,4022
11,0,0,0.18501,0.17978,3.92,140,275,403,546,668,816,950,1085,1220,1337,1489,1619,1745,1892,2002,2157,2283,2418,2562,2675,2826,2962,3077,3227,3347,3481,3617,3761,3892,4022
12,0,0,0.18298,0.17763,4.0,140,275,402,546,668,816,951,1086,1221,1337,1490,1619,1745,1893,2001,2157,2283,2418,2562,2674,2827,2963,3077,3228,3346,3481,3616,3761,3892,4022
13,0,0,0.18109,0.17561,4.08,140,276,402,547,667,817,952,1087,1222,1337,1490,1620,1745,1893,2001,2158,2282,2418,2563,2674,2828,2964,3077,3228,3346,3481,3616,3761,3892,4022
14,0,0,0.17925,0.17364,4.17,140,276,402,547,667,817,952,1087,1222,1337,1491,1620,1745,1894,2000,2158,2282,2418,2564,2673,2828,2964,3076,3228,3345,3480,3616,3762,3891,4022
15,0,0,0.17743,0.1717,4.26,140,276,402,547,667,818,953,1088,1223,1337,1491,1621,1745,1895,1999,2159,2282,2419,2565,2672,2829,2965,3076,3228,3344,3480,3615,3762,3891,4021
16,0,0,0.17563,0.1698,4.35,140,276,402,548,666,819,954,1089,1224,1337,1492,1621,1745,1895,1998,2160,2282,2419,2565,2672,2830,2966,3076,3229,3344,3479,3615,3762,3891,4021
17,0,0,0.17384,0.1679,4.43,141,277,402,548,666,819,954,1089,1224,1337,1493,1621,1745,1896,1998,2160,2282,2419,2566,2671,2831,2966,3076,3229,3343,3479,3615,3763,3891,4021
18,0,0,0.17203,0.16599,4.52,141,277,402,549,666,820,955,1090,1225,1337,1493,1622,1745,1896,1997,2161,2282,2419,2567,2670,2831,2967,3076,3230,3343,3478,3614,3763,3891,4021
19,0,0,0.17018,0.16404,4.61,141,277,403,549,665,820,955,1091,1225,1337,1493,1622,1745,1897,1996,2161,2283,2419,2567,2670,2832,2967,3076,3230,3342,3478,3614,3763,3890,4021
20,0,0,0.16827,0.16202,4.7,141,277,403,549,665,821,956,1091,1225,1338,1494,1622,1745,1897,1995,2162,2283,2419,2568,2669,2833,2968,3076,3230,3341,3477,3614,3764,3890,4020
21,0,0,0.16627,0.1599,4.8,141,278,403,550,665,821,957,1092,1226,1338,1494,1623,1746,1897,1995,2162,2283,2419,2568,2668,2833,2968,3077,3230,3341,3477,3613,3764,3890,4020
22,0,0,0.16416,0.15766,4.88,141,278,403,550,665,822,957,1092,1226,1339,1495,1623,1746,1898,1994,2163,2283,2419,2568,2667,2834,2969,3077,3230,3340,3477,3613,3764,3890,4020
23,0,0,0.16194,0.15532,4.97,141,278,403,550,664,822,958,1093,1227,1339,1495,1623,1746,1898,1993,2163,2283,2419,2569,2667,2835,2969,3077,3230,3340,3476,3613,3765,3889,4020
24,0,0,0.15961,0.15286,5.06,142,278,404,551,664,823,958,1093,1227,1339,1496,1623,1746,1898,1993,2164,2283,2419,2569,2666,2835,2970,3078,3230,3339,3476,3612,3765,3889,4020
25,0,0,0.1572,0.15031,5.15,142,278,404,551,664,824,959,1094,1227,1340,1496,1624,1746,1898,1992,2164,2283,2419,2570,2665,2836,2970,3078,3230,3338,3475,3612,3765,3889,4019
26,0,0,0.15474,0.14771,5.24,142,279,404,552,664,824,960,1094,1228,1340,1497,1623,1746,1899,1992,2165,2282,2419,2571,2665,2836,2970,3078,3229,3338,3475,3612,3766,3888,4019
27,0,0,0.15225,0.14507,5.33,142,279,404,552,663,825,960,1095,1228,1341,1497,1623,1746,1899,1991,2165,2282,2419,2571,2664,2837,2971,3079,3229,3337,3475,3612,3766,3888,4019
28,0,0,0.14978,0.14245,5.41,142,279,405,552,663,825,961,1095,1229,1341,1498,1623,1746,1899,1991,2166,2282,2419,2572,2663,2837,2971,3079,3229,3336,3475,3611,3766,3888,4019
29,0,0,0.14735,0.13985,5.51,142,279,405,553,663,826,962,1095,1229,1341,1498,1623,1746,1899,1990,2166,2282,2419,2572,2662,2837,2972,3080,3229,3336,3474,3611,3767,3888,4019
30,0,0,0.145,0.13732,5.6,142,279,405,553,663,826,962,1096,1230,1341,1499,1622,1746,1899,1990,2167,2282,2419,2573,2661,2838,2972,3080,3228,3335,3474,3610,3767,3887,4018
31,0,0,0.14275,0.13489,5.69,143,280,406,554,663,827,963,1096,1230,1341,1500,1622,1746,1899,1989,2167,2282,2419,2574,2661,2838,2972,3081,3228,3335,3474,3610,3767,3887,4018
32,0,0,0.14061,0.13257,5.77,143,280,406,554,663,827,964,1096,1231,1341,1500,1622,1745,1900,1989,2168,2282,2419,2575,2660,2838,2973,3081,3228,3334,3474,3610,3768,3887,4018
33,0,0,0.13863,0.1304,5.85,143,280,407,554,663,828,964,1096,1231,1341,1501,1622,1745,1900,1989,2168,2282,2419,2576,2659,2838,2973,3082,3228,3333,3474,3609,3768,3886,4018
34,0.02161,0,0.13681,0.1284,5.93,143,280,407,555,663,829,965,1096,1232,1341,1502,1622,1745,1900,1988,2169,2282,2419,2576,2658,2838,2973,3082,3228,3333,3474,3609,3768,3886,4018
35,0.04487,0.02385,0.13517,0.1266,6.02,143,281,407,555,664,829,965,1097,1232,1341,1502,1622,1745,1900,1988,2169,2281,2419,2577,2658,2838,2973,3083,3228,3332,3474,3608,3769,3886,4018
36,0.06507,0.04836,0.13373,0.125,6.09,143,281,408,556,664,830,966,1097,1233,1341,1503,1621,1745,1900,1988,2170,2281,2419,2578,2657,2838,2973,3083,3228,3332,3474,3608,3769,3885,4017
37,0.08214,0.0692,0.13251,0.12362,6.18,143,281,408,556,664,831,966,1097,1233,1341,1504,1621,1745,1900,1988,2170,2281,2419,2578,2656,2838,2974,3083,3227,3331,3474,3607,3769,3885,4017
38,0.09606,0.08632,0.1315,0.12248,6.26,144,281,408,556,664,831,967,1098,1234,1341,1504,1621,1745,1900,1987,2171,2281,2419,2579,2656,2838,2974,3084,3227,3330,3474,3607,3769,3885,4017
39,0.10687,0.09978,0.13071,0.12157,6.34,144,282,409,557,665,832,967,1098,1234,1342,1505,1621,1745,1900,1987,2171,2281,2419,2580,2655,2838,2974,3084,3227,3330,3474,3606,3770,3884,4017
40,0.11469,0.10973,0.13014,0.1209,6.42,144,282,409,557,665,833,967,1098,1235,1342,1506,1621,1745,1900,1987,2172,2281,2419,2580,2654,2838,2974,3084,3227,3329,3474,3606,3770,3884,4017
41,0.11973,0.1164,0.12977,0.12044,6.51,144,282,410,557,666,833,968,1099,1235,1342,1506,1621,1746,1901,1987,2172,2281,2419,2581,2653,2838,2974,3084,3226,3329,3474,3605,3770,3884,4016
