epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.27754,0.27505,0.09,22,44
1,0,0,0.27354,0.27098,0.11,22,44
2,0,0,0.26949,0.26685,0.13,22,44
3,0,0,0.26539,0.26267,0.14,22,44
4,0,0,0.26125,0.25845,0.15,22,44
5,0,0,0.25711,0.25422,0.16,22,43
6,0,0,0.25299,0.25,0.17,22,43
7,0,0,0.24893,0.24584,0.18,22,43
8,0,0,0.245,0.24181,0.19,22,43
9,0,0,0.24123,0.23794,0.2,22,43
10,0,0,0.2376,0.23421,0.21,22,43
11,0,0,0.23408,0.23058,0.22,22,43
12,0,0,0.23063,0.22702,0.23,22,43
13,0,0,0.22724,0.22353,0.24,22,43
14,0,0,0.22392,0.22009,0.25,22,43
15,0,0,0.22065,0.21671,0.26,22,43
16,0,0,0.21743,0.21338,0.26,22,43
17,0,0,0.21428,0.21012,0.27,22,43
18,0,0,0.21119,0.20691,0.28,22,43
19,0,0,0.20816,0.20377,0.29,22,43
20,0,0,0.20519,0.20069,0.29,22,43
21,0,0,0.20229,0.19766,0.3,22,43
22,0,0,0.19945,0.19471,0.31,22,43
23,0,0,0.19668,0.19181,0.32,22,43
24,0,0,0.19397,0.18898,0.32,22,43
25,0,0,0.19133,0.18622,0.33,22,43
26,0,0,0.18876,0.18352,0.34,22,43
27,0,0,0.18626,0.18089,0.35,22,43
28,0,0,0.18383,0.17833,0.36,22,43
29,0,0,0.18146,0.17584,0.36,22,43
30,0,0,0.17916,0.17341,0.37,22,43
31,0,0,0.17694,0.17106,0.38,22,43
32,0,0,0.17478,0.16877,0.39,22,43
33,0,0,0.17269,0.16655,0.39,22,43
34,0,0,0.17068,0.1644,0.4,22,43
35,0,0,0.16873,0.16233,0.41,22,43
36,0,0,0.16685,0.16032,0.42,22,43
37,0,0,0.16504,0.15838,0.42,22,43
38,0,0,0.1633,0.15651,0.43,22,43
39,0,0,0.16163,0.15471,0.44,22,43
40,0,0,0.16002,0.15298,0.45,22,43
41,0,0,0.15848,0.15132,0.45,22,43
42,0,0,0.15701,0.14972,0.46,22,43
43,0,0,0.1556,0.1482,0.47,22,43
44,0,0,0.15426,0.14674,0.48,22,43
45,0,0,0.15298,0.14534,0.49,22,43
46,0,0,0.15176,0.14401,0.49,22,43
47,0,0,0.15061,0.14275,0.5,22,43
48,0,0,0.14951,0.14155,0.51,22,43
49,0,0,0.14848,0.14041,0.52,22,43
50,0,0,0.1475,0.13933,0.52,22,43
51,0,0,0.14657,0.13831,0.53,22,43
52,0,0,0.1457,0.13734,0.54,23,43
53,0,0,0.14489,0.13643,0.55,23,43
54,0,0,0.14412,0.13558,0.56,23,43
55,0,0,0.1434,0.13478,0.57,23,43
