dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
indian_pines,5,0,mcuve,0,2.23,0.47,0.37,64-66-67-68-69
indian_pines,5,1,mcuve,0,2.18,0.51,0.42,53-57-58-70-71
indian_pines,5,2,mcuve,0,2.22,0.5,0.41,62-66-67-68-69
indian_pines,5,3,mcuve,0,2.24,0.5,0.39,66-67-68-69-70
indian_pines,5,4,mcuve,0,2.23,0.46,0.37,62-63-64-65-66
indian_pines,5,5,mcuve,0,2.22,0.48,0.36,65-66-67-68-69
indian_pines,5,6,mcuve,0,2.17,0.47,0.38,62-65-66-67-69
indian_pines,5,7,mcuve,0,2.2,0.48,0.38,63-64-65-66-67
indian_pines,5,8,mcuve,0,2.15,0.61,0.54,52-63-64-65-91
indian_pines,5,9,mcuve,0,2.22,0.57,0.5,38-53-62-69-81
indian_pines,10,0,mcuve,0,2.18,0.52,0.44,46-62-63-64-65-66-67-68-69-70
indian_pines,10,1,mcuve,0,2.16,0.57,0.5,41-42-53-57-58-68-69-70-71-80
indian_pines,10,2,mcuve,0,2.14,0.57,0.5,44-52-62-63-64-65-66-67-68-69
indian_pines,10,3,mcuve,0,2.16,0.59,0.51,52-62-63-64-65-66-67-68-69-70
indian_pines,10,4,mcuve,0,2.19,0.55,0.47,46-49-50-51-52-63-64-65-66-67
indian_pines,10,5,mcuve,0,2.16,0.57,0.49,44-52-62-63-65-66-67-68-69-70
indian_pines,10,6,mcuve,0,2.19,0.44,0.35,40-41-42-44-46-47-48-50-51-52
indian_pines,10,7,mcuve,0,2.22,0.55,0.48,52-62-63-64-65-66-67-68-69-70
indian_pines,10,8,mcuve,0,2.17,0.51,0.43,49-50-51-52-62-63-64-65-66-67
indian_pines,10,9,mcuve,0,2.32,0.53,0.45,53-62-63-64-65-66-67-68-69-81
indian_pines,15,0,mcuve,0,2.15,0.58,0.52,40-41-47-51-52-62-63-64-65-66-67-68-69-81-136
indian_pines,15,1,mcuve,0,2.21,0.57,0.5,42-44-52-53-57-62-63-64-65-66-67-68-69-70-71
indian_pines,15,2,mcuve,0,2.18,0.6,0.54,41-42-43-44-52-62-63-64-65-66-67-68-69-70-81
indian_pines,15,3,mcuve,0,2.15,0.58,0.51,42-43-45-46-47-52-62-63-64-65-66-67-68-69-81
indian_pines,15,4,mcuve,0,2.17,0.54,0.47,45-46-47-48-49-50-51-52-62-63-64-65-66-67-68
indian_pines,15,5,mcuve,0,2.2,0.53,0.45,41-43-44-47-50-51-52-62-63-64-65-66-67-68-69
indian_pines,15,6,mcuve,0,2.18,0.55,0.48,41-42-44-46-47-50-52-62-63-64-65-66-67-68-69
indian_pines,15,7,mcuve,0,2.17,0.58,0.52,44-45-46-52-53-62-63-64-65-66-67-68-69-70-81
indian_pines,15,8,mcuve,0,2.2,0.53,0.46,41-42-44-46-50-51-52-62-63-64-65-66-67-68-69
indian_pines,15,9,mcuve,0,2.2,0.56,0.5,44-46-51-52-62-63-64-65-66-67-68-69-81-91-92
indian_pines,20,0,mcuve,0,2.27,0.53,0.46,41-42-43-44-46-47-49-50-51-52-62-63-64-65-66-67-68-69-70-81
indian_pines,20,1,mcuve,0,2.25,0.61,0.56,38-41-44-46-52-53-57-58-62-63-64-65-66-67-68-69-70-71-80-81
indian_pines,20,2,mcuve,0,2.31,0.55,0.48,40-41-42-43-44-45-46-47-49-50-51-52-62-63-64-65-66-67-68-69
indian_pines,20,3,mcuve,0,2.23,0.59,0.53,41-42-43-44-45-46-47-50-51-52-62-63-64-65-66-67-68-69-70-81
indian_pines,20,4,mcuve,0,2.25,0.57,0.51,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68
indian_pines,20,5,mcuve,0,2.25,0.52,0.44,40-41-42-43-44-45-46-47-50-51-52-62-63-64-65-66-67-68-69-70
indian_pines,20,6,mcuve,0,2.23,0.58,0.52,41-42-43-44-45-46-47-49-50-51-52-62-63-64-65-66-67-68-69-91
indian_pines,20,7,mcuve,0,2.17,0.58,0.52,40-41-42-43-44-45-46-47-49-50-52-62-63-64-65-66-67-68-69-81
indian_pines,20,8,mcuve,0,2.25,0.5,0.43,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-91
indian_pines,20,9,mcuve,0,2.29,0.58,0.52,40-41-42-43-44-46-50-52-53-62-63-64-65-66-67-68-69-70-71-81
indian_pines,25,0,mcuve,0,2.22,0.53,0.46,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-70-81-100-101
indian_pines,25,1,mcuve,0,2.23,0.58,0.52,38-40-41-42-43-44-46-47-50-52-53-57-58-62-63-64-65-66-67-68-69-70-71-80-81
indian_pines,25,2,mcuve,0,2.22,0.65,0.6,25-40-41-42-43-44-45-46-47-48-49-50-51-52-57-62-63-64-65-66-67-68-69-70-91
indian_pines,25,3,mcuve,0,2.22,0.59,0.53,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-70-81-91-100
indian_pines,25,4,mcuve,0,2.19,0.61,0.55,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-91-94-97-99-100
indian_pines,25,5,mcuve,0,2.17,0.58,0.52,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-81-101-130-136
indian_pines,25,6,mcuve,0,2.18,0.61,0.55,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-91-94-108-109
indian_pines,25,7,mcuve,0,2.2,0.6,0.55,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-70-80-81-155
indian_pines,25,8,mcuve,0,2.17,0.53,0.47,40-41-42-43-44-45-46-47-48-49-50-51-52-56-62-63-64-65-66-67-68-69-91-94-97
indian_pines,25,9,mcuve,0,2.18,0.63,0.58,27-40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-70-81-91
indian_pines,30,0,mcuve,0,2.19,0.64,0.59,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-70-81-91-94-100-119-120-130-136
indian_pines,30,1,mcuve,0,2.18,0.62,0.57,38-40-41-42-43-44-45-46-47-48-49-50-51-52-57-62-63-64-65-66-67-68-69-70-71-81-91-100-101-136
indian_pines,30,2,mcuve,0,2.19,0.65,0.6,25-40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-70-81-91-94-97-100-101-109
indian_pines,30,3,mcuve,0,2.18,0.63,0.57,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-70-71-81-91-94-100-101-120-136
indian_pines,30,4,mcuve,0,2.19,0.69,0.65,20-21-40-41-42-43-44-45-46-47-48-49-50-51-52-63-64-65-66-67-91-94-97-98-99-100-109-110-111-112
indian_pines,30,5,mcuve,0,2.17,0.66,0.61,28-40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-70-81-91-94-99-100-101-120
indian_pines,30,6,mcuve,0,2.18,0.65,0.6,19-20-21-22-23-40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-81-91-94-97
indian_pines,30,7,mcuve,0,2.2,0.63,0.59,28-38-40-41-42-43-44-45-46-47-48-49-50-51-52-53-62-63-64-65-66-67-68-69-70-81-91-94-99-101
indian_pines,30,8,mcuve,0,2.18,0.55,0.5,40-41-42-43-44-45-46-47-48-49-50-51-52-62-63-64-65-66-67-68-69-74-91-94-97-98-99-100-101-108
indian_pines,30,9,mcuve,0,2.19,0.63,0.58,40-41-42-43-44-45-46-47-48-49-50-51-52-53-62-63-64-65-66-67-68-69-70-71-81-91-120-121-135-136
ghsi,5,0,mcuve,0,1.15,0.48,0.22,67-68-69-70-72
ghsi,5,1,mcuve,0,1.15,0.51,0.28,68-69-70-71-72
ghsi,5,2,mcuve,0,1.22,0.52,0.29,68-69-70-71-72
ghsi,5,3,mcuve,0,1.16,0.49,0.28,67-68-69-73-74
ghsi,5,4,mcuve,0,1.15,0.41,0.14,66-67-68-69-70
ghsi,5,5,mcuve,0,1.15,0.48,0.24,68-69-70-71-72
ghsi,5,6,mcuve,0,1.16,0.5,0.27,68-69-70-72-73
ghsi,5,7,mcuve,0,1.17,0.54,0.29,67-68-71-72-73
ghsi,5,8,mcuve,0,1.18,0.5,0.27,67-68-69-70-71
ghsi,5,9,mcuve,0,1.2,0.48,0.23,67-68-69-70-71
ghsi,10,0,mcuve,0,1.17,0.53,0.34,28-66-67-68-69-70-71-72-73-74
ghsi,10,1,mcuve,0,1.17,0.61,0.45,28-29-66-67-68-69-70-71-72-73
ghsi,10,2,mcuve,0,1.22,0.5,0.31,65-66-67-68-69-70-71-72-73-74
ghsi,10,3,mcuve,0,1.2,0.54,0.37,28-66-67-68-69-70-71-72-73-74
ghsi,10,4,mcuve,0,1.17,0.55,0.38,28-66-67-68-69-70-71-72-73-74
ghsi,10,5,mcuve,0,1.15,0.51,0.31,65-66-67-68-69-70-71-72-73-74
ghsi,10,6,mcuve,0,1.13,0.53,0.34,28-66-67-68-69-70-71-72-73-74
ghsi,10,7,mcuve,0,1.18,0.51,0.28,65-66-67-68-69-70-71-72-73-74
ghsi,10,8,mcuve,0,1.16,0.54,0.37,29-66-67-68-69-70-71-72-73-74
ghsi,10,9,mcuve,0,1.15,0.54,0.35,29-66-67-68-69-70-71-72-73-74
ghsi,15,0,mcuve,0,1.15,0.59,0.43,28-29-63-64-65-66-67-68-69-70-71-72-73-74-75
ghsi,15,1,mcuve,0,1.16,0.64,0.5,28-29-64-65-66-67-68-69-70-71-72-73-74-75-91
ghsi,15,2,mcuve,0,1.17,0.59,0.43,28-29-63-64-65-66-67-68-69-70-71-72-73-74-75
ghsi,15,3,mcuve,0,1.15,0.59,0.44,28-29-63-64-65-66-67-68-69-70-71-72-73-74-75
ghsi,15,4,mcuve,0,1.17,0.59,0.44,28-29-30-52-56-65-66-67-68-69-70-71-72-73-74
ghsi,15,5,mcuve,0,1.15,0.58,0.43,28-29-64-65-66-67-68-69-70-71-72-73-74-75-91
ghsi,15,6,mcuve,0,1.15,0.6,0.43,28-29-30-56-57-65-66-67-68-69-70-71-72-73-74
ghsi,15,7,mcuve,0,1.15,0.67,0.52,28-29-64-65-66-67-68-69-70-71-72-73-74-90-91
ghsi,15,8,mcuve,0,1.16,0.64,0.5,28-29-30-58-65-66-67-68-69-70-71-72-73-74-75
ghsi,15,9,mcuve,0,1.17,0.6,0.44,28-29-63-64-65-66-67-68-69-70-71-72-73-74-75
ghsi,20,0,mcuve,0,1.16,0.67,0.54,28-29-63-64-65-66-67-68-69-70-71-72-73-74-75-85-86-91-92-93
ghsi,20,1,mcuve,0,1.14,0.64,0.49,28-29-65-66-67-68-69-70-71-72-73-74-84-85-86-87-88-89-90-91
