epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.27467,0.27245,0.69,1388,2772
1,0,0,0.26472,0.26272,0.7,1388,2772
2,0,0,0.25505,0.25328,0.71,1388,2771
3,0,0,0.24572,0.2442,0.71,1389,2770
4,0,0,0.23674,0.23551,0.72,1389,2769
5,0,0,0.22813,0.22723,0.73,1389,2769
6,0,0,0.21992,0.21938,0.73,1388,2768
7,0,0,0.21213,0.21193,0.74,1388,2768
8,0,0,0.20478,0.20486,0.75,1388,2768
9,0,0,0.19787,0.19821,0.75,1388,2768
10,0,0,0.19141,0.19199,0.76,1388,2768
11,0,0,0.18538,0.18621,0.76,1388,2769
12,0,0,0.17981,0.18089,0.77,1388,2769
13,0,0,0.17471,0.17602,0.78,1389,2769
14,0,0,0.17009,0.1716,0.78,1389,2769
15,0,0,0.16594,0.16764,0.79,1389,2769
16,0,0,0.16228,0.16415,0.79,1389,2769
17,0,0,0.15908,0.16111,0.8,1389,2769
18,0,0,0.15634,0.15851,0.81,1389,2769
19,0,0,0.15404,0.15634,0.81,1389,2768
20,0,0,0.15216,0.15458,0.82,1389,2768
21,0,0,0.15067,0.15319,0.82,1389,2767
22,0,0,0.14951,0.15213,0.83,1388,2766
23,0,0,0.14866,0.15136,0.84,1388,2766
24,0,0,0.14807,0.1508,0.84,1388,2765
25,0,0,0.1477,0.15046,0.85,1388,2764
26,0,0,0.14752,0.1503,0.86,1388,2763
27,0,0,0.14748,0.15029,0.86,1388,2762
28,0,0,0.14754,0.15039,0.87,1388,2761
29,0,0,0.14768,0.15056,0.87,1388,2760
30,0,0,0.14786,0.15077,0.88,1388,2759
31,0,0,0.14806,0.15101,0.89,1388,2757
32,0,0,0.14826,0.15124,0.89,1389,2756
33,0,0,0.14845,0.15145,0.9,1389,2755
34,0,0,0.1486,0.15158,0.9,1389,2754
35,0,0,0.14872,0.15168,0.91,1389,2753
36,0,0,0.14879,0.15173,0.92,1389,2751
37,0,0,0.14882,0.15174,0.92,1389,2750
38,0,0,0.1488,0.15171,0.93,1389,2749
39,0,0,0.14874,0.15164,0.93,1389,2748
40,0,0,0.14864,0.15154,0.94,1389,2746
41,0,0,0.14851,0.1514,0.95,1389,2745
42,0,0,0.14834,0.15124,0.95,1389,2744
43,0,0,0.14816,0.15105,0.96,1389,2743
44,0,0,0.14795,0.15084,0.96,1389,2741
45,0,0,0.14774,0.15063,0.97,1389,2740
46,0,0,0.14752,0.15041,0.97,1390,2739
47,0,0,0.1473,0.15019,0.98,1390,2737
48,0,0,0.14708,0.14997,0.98,1390,2736
49,0,0,0.14687,0.14976,0.99,1390,2735
50,0,0,0.14666,0.14955,0.99,1390,2733
51,0,0,0.14647,0.14936,1.0,1390,2732
52,0,0,0.14629,0.14918,1.01,1390,2731
53,0,0,0.14613,0.14902,1.01,1390,2730
54,0,0,0.14598,0.14887,1.02,1390,2728
55,0,0,0.14584,0.14873,1.02,1390,2727
56,0,0,0.14572,0.1486,1.03,1390,2726
57,0,0,0.1456,0.14849,1.03,1390,2725
58,0,0,0.1455,0.14838,1.04,1391,2724
59,0,0,0.1454,0.14828,1.04,1391,2723
60,0,0,0.14532,0.14819,1.05,1391,2722
61,0,0,0.14523,0.14811,1.05,1391,2721
62,0,0,0.14515,0.14803,1.06,1391,2720
63,0,0,0.14507,0.14795,1.07,1391,2719
64,0,0,0.14499,0.14787,1.07,1391,2718
