algorithm,rows,columns,time,target_size,final_size,r2_original,r2_train,r2_test,rmse_original,rmse_train,rmse_test,selected_features
fscr,21782,66,30.92,2,2,0.86,0.65,0.6,0.05,0.08,0.09,5;31
fscr,21782,66,40.86,5,5,0.86,0.81,0.8,0.05,0.06,0.06,6;18;32;36;54
fscr,21782,66,55.31,10,9,0.86,0.84,0.83,0.05,0.05,0.06,6;14;19;27;31;33;47;54;59
fscr,21782,66,73.71,15,10,0.86,0.82,0.82,0.05,0.06,0.06,7;14;19;22;31;33;39;47;54;59
fscr,21782,66,92.75,20,11,0.86,0.83,0.83,0.05,0.06,0.06,7;11;15;16;19;29;31;33;47;54;59
