epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0,0,0.22006,0.18532,1.16,195,389,582,776,970,1163,1355,1550,1742,1936
1,0,0,0.21494,0.18039,1.18,195,390,582,777,970,1164,1355,1550,1742,1936
2,0,0,0.20993,0.17551,1.2,195,390,581,777,971,1164,1354,1551,1742,1936
3,0,0,0.20504,0.17068,1.23,195,390,581,778,971,1165,1354,1551,1741,1935
4,0,0,0.2003,0.16592,1.26,195,391,580,778,972,1165,1354,1551,1741,1935
5,0,0,0.19573,0.16124,1.28,194,391,580,778,972,1166,1353,1552,1741,1935
6,0,0,0.19135,0.15664,1.3,194,391,580,779,972,1166,1353,1552,1741,1935
7,0,0,0.18718,0.15213,1.33,194,391,579,779,972,1167,1352,1553,1741,1935
8,0,0,0.1832,0.14773,1.35,194,392,579,780,972,1167,1352,1553,1741,1934
9,0,0,0.17941,0.14346,1.37,194,392,578,780,973,1168,1352,1554,1741,1934
10,0,0,0.17583,0.13932,1.4,194,392,578,781,973,1168,1351,1554,1742,1934
11,0,0,0.1725,0.13534,1.42,193,393,578,781,973,1169,1351,1554,1742,1934
12,0.02549,0,0.16945,0.13152,1.45,193,393,577,782,973,1169,1352,1555,1742,1934
13,0.05767,0,0.16663,0.12788,1.47,193,393,577,782,973,1170,1352,1555,1742,1933
14,0.08617,0,0.16409,0.12444,1.49,193,394,577,782,974,1170,1352,1555,1742,1933
15,0.11113,0,0.16184,0.1212,1.52,193,394,576,783,974,1171,1352,1556,1742,1933
16,0.1328,0,0.15985,0.11818,1.54,193,394,576,783,974,1171,1352,1556,1741,1933
17,0.15105,0,0.15816,0.11538,1.56,193,394,575,784,974,1172,1353,1557,1741,1933
18,0.16607,0,0.15676,0.11281,1.59,192,395,575,784,974,1172,1353,1557,1741,1933
19,0.1781,0,0.15562,0.11048,1.61,192,395,575,785,975,1173,1353,1557,1741,1932
20,0.1874,0,0.15474,0.10839,1.63,192,395,575,785,975,1173,1353,1557,1741,1932
21,0.19426,0,0.15408,0.10652,1.66,192,396,574,786,975,1174,1353,1558,1741,1932
22,0.19898,0,0.15363,0.10488,1.68,192,396,574,786,975,1174,1353,1558,1741,1932
23,0.20189,0,0.15335,0.10344,1.7,192,396,574,786,975,1174,1353,1558,1741,1932
24,0.20328,0,0.15322,0.10221,1.72,192,396,574,787,976,1175,1352,1559,1741,1932
25,0.2035,0,0.1532,0.10116,1.75,192,397,573,787,976,1175,1352,1559,1741,1932
26,0.20282,0,0.15326,0.10027,1.77,192,397,573,787,976,1175,1352,1559,1741,1931
27,0.20155,0,0.15338,0.09953,1.79,192,397,573,788,976,1175,1352,1559,1741,1931
28,0.20004,0,0.15353,0.09892,1.82,192,397,573,788,976,1176,1352,1559,1741,1931
29,0.19843,0,0.15368,0.09843,1.84,192,398,573,788,976,1176,1352,1559,1741,1931
30,0.19686,0,0.15383,0.09803,1.86,192,398,573,789,976,1176,1352,1560,1741,1931
31,0.19548,0,0.15397,0.09772,1.89,192,398,572,789,976,1176,1352,1560,1741,1931
32,0.1944,0,0.15407,0.09749,1.91,192,398,572,789,976,1177,1351,1560,1741,1931
33,0.1937,0,0.15414,0.09732,1.94,192,399,572,790,976,1177,1351,1560,1741,1930
34,0.19341,0,0.15416,0.09721,1.96,192,399,572,790,976,1177,1351,1560,1741,1930
35,0.19356,0,0.15415,0.09715,1.98,192,399,572,790,976,1177,1351,1560,1741,1930
36,0.19411,0,0.1541,0.09713,2.01,192,399,572,791,976,1178,1351,1560,1741,1930
37,0.19503,0,0.15401,0.09716,2.03,192,399,572,791,976,1178,1350,1560,1740,1930
38,0.19628,0,0.15389,0.09723,2.05,192,400,572,791,976,1178,1350,1561,1740,1930
39,0.1978,0,0.15374,0.09733,2.07,192,400,572,791,976,1178,1350,1561,1740,1930
40,0.19951,0,0.15358,0.09747,2.1,192,400,572,792,976,1178,1350,1561,1740,1929
41,0.20135,0,0.1534,0.09765,2.12,192,400,572,792,976,1178,1349,1561,1740,1929
42,0.20327,0,0.15322,0.09786,2.14,193,400,572,792,975,1179,1349,1561,1740,1929
43,0.20519,0,0.15303,0.0981,2.17,193,401,572,793,975,1179,1349,1561,1740,1929
44,0.20708,0,0.15285,0.09837,2.19,193,401,572,793,975,1179,1349,1561,1740,1929
45,0.20889,0,0.15268,0.09867,2.21,193,401,572,793,975,1179,1349,1561,1739,1929
46,0.21058,0,0.15251,0.09898,2.24,193,401,572,794,975,1179,1349,1561,1739,1929
47,0.21214,0,0.15236,0.09932,2.26,193,401,572,794,975,1179,1349,1561,1739,1928
48,0.21355,0,0.15223,0.09966,2.28,193,402,572,794,975,1179,1349,1561,1739,1928
49,0.21482,0,0.15211,0.10002,2.31,193,402,572,795,975,1179,1349,1561,1739,1928
50,0.21593,0,0.152,0.10038,2.34,193,402,572,795,975,1179,1349,1561,1739,1928
51,0.2169,0,0.1519,0.10073,2.36,193,402,572,795,975,1179,1348,1561,1739,1928
52,0.21774,0,0.15182,0.10108,2.38,194,402,572,796,975,1179,1348,1561,1739,1928
53,0.21848,0,0.15175,0.10142,2.41,194,403,571,796,975,1179,1348,1561,1739,1928
54,0.21913,0,0.15169,0.10175,2.43,194,403,571,796,975,1179,1348,1561,1738,1928
55,0.2197,0,0.15163,0.10206,2.45,194,403,571,797,975,1179,1348,1561,1738,1927
56,0.22023,0,0.15158,0.10234,2.48,194,403,571,797,975,1180,1348,1561,1738,1927
57,0.22073,0,0.15153,0.10261,2.5,194,404,571,797,975,1180,1348,1561,1738,1927
58,0.22121,0,0.15148,0.10284,2.52,194,404,571,797,975,1180,1348,1561,1738,1927
59,0.2217,0,0.15144,0.10305,2.54,194,404,571,798,975,1180,1348,1561,1738,1927
60,0.2222,0,0.15139,0.10324,2.57,194,404,571,798,975,1180,1349,1561,1738,1927
61,0.22272,0,0.15134,0.10339,2.59,194,405,571,798,975,1180,1349,1561,1737,1927
62,0.22328,0,0.15128,0.10352,2.61,194,405,571,799,976,1180,1349,1561,1737,1927
63,0.22386,0,0.15123,0.10362,2.64,195,405,571,799,976,1180,1349,1561,1737,1927
64,0.22448,0,0.15117,0.1037,2.66,195,405,571,799,976,1181,1349,1561,1736,1926
65,0.22512,0,0.1511,0.10376,2.68,195,405,571,799,976,1181,1349,1561,1736,1926
66,0.22578,0,0.15104,0.10379,2.71,195,406,571,800,976,1181,1349,1561,1735,1926
67,0.22645,0,0.15097,0.10381,2.73,195,406,571,800,976,1182,1350,1561,1735,1926
68,0.22715,0,0.15091,0.10381,2.75,195,406,570,800,976,1182,1350,1561,1735,1926
69,0.22786,0,0.15084,0.10379,2.78,195,407,570,801,976,1182,1350,1561,1735,1926
70,0.22857,0,0.15077,0.10377,2.8,195,407,570,801,976,1183,1350,1561,1734,1926
71,0.22929,0,0.1507,0.10373,2.82,195,407,570,801,976,1183,1351,1561,1734,1926
72,0.23001,0,0.15063,0.10369,2.85,195,407,570,802,976,1183,1351,1561,1734,1926
73,0.23073,0,0.15056,0.10365,2.87,195,408,569,802,976,1184,1351,1561,1734,1926
74,0.23143,0,0.15049,0.10361,2.89,195,408,569,802,976,1184,1351,1561,1733,1926
75,0.23213,0,0.15042,0.10356,2.91,196,408,569,803,976,1184,1351,1561,1733,1926
76,0.23281,0,0.15035,0.10352,2.94,196,408,569,803,976,1185,1352,1561,1733,1926
77,0.23349,0,0.15029,0.10348,2.96,196,409,569,803,976,1185,1352,1561,1733,1926
78,0.23415,0,0.15022,0.10344,2.98,196,409,569,804,976,1185,1352,1561,1733,1925
79,0.23481,0,0.15016,0.10335,3.0,196,409,568,804,976,1186,1352,1561,1733,1925
80,0.23546,0,0.15009,0.10326,3.03,196,409,568,804,976,1186,1352,1561,1733,1925
81,0.23611,0,0.15003,0.10318,3.05,196,410,568,805,976,1187,1352,1561,1733,1925
82,0.23679,0,0.14996,0.10311,3.07,196,410,568,805,976,1187,1353,1561,1733,1925
83,0.23752,0,0.14989,0.10305,3.1,196,410,568,806,976,1187,1353,1561,1733,1925
84,0.23825,0,0.14982,0.10299,3.12,196,410,568,806,976,1187,1352,1561,1733,1925
85,0.23898,0,0.14975,0.10295,3.14,196,411,568,806,976,1188,1352,1561,1733,1925
86,0.23972,0,0.14967,0.10292,3.16,197,411,568,807,975,1188,1352,1561,1733,1925
87,0.24046,0,0.1496,0.1029,3.19,197,411,567,807,975,1188,1352,1561,1733,1925
88,0.24121,0,0.14953,0.10289,3.21,197,411,567,807,975,1189,1352,1561,1734,1925
89,0.24196,0,0.14945,0.10288,3.23,197,412,567,808,975,1189,1352,1561,1734,1925
90,0.24272,0,0.14938,0.10289,3.26,197,412,567,808,975,1189,1352,1561,1734,1925
91,0.24347,0,0.1493,0.10291,3.28,197,412,567,809,975,1189,1352,1561,1734,1925
92,0.24424,0,0.14923,0.10294,3.3,197,412,567,809,975,1190,1352,1561,1734,1925
93,0.245,0,0.14915,0.10297,3.33,197,413,567,809,975,1190,1351,1561,1734,1925
94,0.24577,0,0.14908,0.10301,3.35,197,413,567,810,975,1190,1351,1561,1734,1925
95,0.24654,0,0.149,0.10306,3.37,197,413,566,810,975,1191,1351,1561,1734,1925
96,0.24731,0,0.14892,0.10312,3.39,198,413,566,811,975,1191,1351,1561,1734,1925
97,0.24808,0,0.14885,0.10318,3.42,198,414,566,811,975,1191,1351,1561,1734,1925
98,0.24885,0,0.14877,0.10325,3.44,198,414,566,812,975,1191,1352,1561,1734,1925
99,0.24962,0,0.1487,0.10325,3.46,198,414,566,812,976,1192,1352,1561,1734,1925
100,0.25039,0,0.14862,0.10326,3.48,198,414,566,812,976,1192,1352,1561,1734,1925
101,0.25116,0,0.14854,0.10328,3.51,198,415,566,813,976,1192,1352,1561,1734,1925
102,0.25193,0,0.14847,0.10321,3.53,198,415,566,813,976,1192,1352,1561,1733,1925
103,0.25269,0,0.14839,0.10315,3.55,198,415,566,814,976,1193,1352,1561,1733,1925
104,0.25346,0,0.14831,0.10308,3.58,198,415,566,814,976,1193,1352,1561,1733,1925
105,0.25423,0,0.14824,0.10301,3.6,199,416,566,815,976,1193,1352,1561,1733,1925
106,0.255,0,0.14816,0.10295,3.62,199,416,566,815,976,1193,1352,1561,1733,1925
107,0.25577,0,0.14808,0.10288,3.65,199,416,566,816,976,1193,1352,1561,1733,1925
108,0.25655,0,0.14801,0.1028,3.67,199,416,566,816,976,1193,1352,1561,1733,1925
109,0.25732,0,0.14793,0.10273,3.69,199,417,566,816,976,1194,1352,1561,1733,1925
110,0.2581,0,0.14785,0.10265,3.72,199,417,566,817,976,1194,1352,1561,1733,1925
111,0.25887,0,0.14778,0.10256,3.74,199,417,566,817,976,1194,1352,1561,1734,1925
112,0.25965,0,0.1477,0.10248,3.76,199,417,566,818,976,1194,1352,1561,1734,1925
113,0.26042,0,0.14762,0.10239,3.79,200,418,566,818,976,1194,1352,1561,1734,1925
114,0.26119,0,0.14754,0.1023,3.82,200,418,566,819,976,1194,1352,1561,1734,1925
115,0.26196,0,0.14747,0.10221,3.84,200,418,566,819,976,1195,1352,1561,1734,1925
116,0.26273,0,0.14739,0.10211,3.87,200,418,566,820,976,1195,1352,1561,1734,1925
117,0.2635,0,0.14731,0.10202,3.89,200,419,566,820,976,1195,1352,1561,1734,1925
118,0.26426,0,0.14724,0.10192,3.91,200,419,566,821,976,1195,1352,1561,1734,1925
119,0.26502,0,0.14716,0.10182,3.93,200,419,566,821,976,1195,1352,1561,1734,1925
120,0.26578,0,0.14709,0.10173,3.96,200,419,566,822,976,1195,1352,1561,1734,1925
121,0.26653,0,0.14701,0.10163,3.98,201,420,566,822,976,1195,1352,1561,1734,1925
122,0.26729,0,0.14693,0.10153,4.01,201,420,566,822,976,1195,1352,1561,1734,1925
123,0.26804,0,0.14686,0.10143,4.03,201,420,566,823,976,1195,1352,1561,1734,1925
124,0.26879,0,0.14678,0.10133,4.05,201,420,566,823,976,1195,1352,1561,1734,1925
125,0.26954,0,0.14671,0.10123,4.07,201,421,566,824,976,1195,1352,1561,1734,1925
126,0.27029,0,0.14663,0.10113,4.1,201,421,566,824,976,1195,1352,1561,1734,1925
127,0.27104,0,0.14656,0.10103,4.12,201,421,566,825,976,1195,1352,1561,1734,1925
128,0.27178,0,0.14648,0.10093,4.15,201,421,566,825,976,1195,1352,1561,1734,1925
129,0.27253,0,0.14641,0.10083,4.19,202,422,566,826,976,1195,1352,1561,1734,1925
130,0.27327,0,0.14633,0.10073,4.21,202,422,566,826,976,1195,1352,1561,1734,1926
131,0.27401,0,0.14626,0.10064,4.24,202,422,566,827,976,1195,1352,1561,1734,1926
132,0.27475,0,0.14618,0.10054,4.26,202,422,566,827,976,1195,1352,1561,1734,1926
133,0.27549,0,0.14611,0.10045,4.28,202,423,566,828,976,1195,1352,1561,1734,1926
134,0.27622,0,0.14604,0.10035,4.31,202,423,566,828,976,1195,1352,1561,1734,1926
135,0.27696,0,0.14596,0.10026,4.33,202,423,566,829,976,1196,1352,1561,1734,1926
136,0.27769,0,0.14589,0.10017,4.36,202,423,566,829,976,1196,1352,1561,1734,1926
137,0.27842,0,0.14581,0.10008,4.38,203,424,566,830,976,1196,1352,1561,1734,1926
138,0.27915,0,0.14574,0.1,4.41,203,424,566,830,976,1196,1352,1561,1734,1926
139,0.27988,0,0.14567,0.09991,4.43,203,424,566,831,976,1196,1352,1561,1734,1926
140,0.28061,0,0.14559,0.09982,4.46,203,424,566,831,976,1196,1352,1561,1734,1926
141,0.28134,0,0.14552,0.09974,4.48,203,425,566,832,976,1196,1352,1561,1734,1926
142,0.28207,0,0.14545,0.09966,4.51,203,425,566,832,976,1196,1352,1561,1734,1926
143,0.28279,0,0.14537,0.09958,4.53,203,425,566,833,976,1196,1352,1561,1734,1926
144,0.28352,0,0.1453,0.0995,4.56,204,425,566,833,976,1196,1352,1561,1734,1926
145,0.28424,0,0.14522,0.09942,4.58,204,426,566,834,976,1196,1352,1561,1734,1926
146,0.28496,0,0.14515,0.09934,4.61,204,426,566,834,976,1196,1352,1561,1734,1926
147,0.28568,0,0.14508,0.09926,4.63,204,426,566,835,976,1196,1352,1561,1734,1926
148,0.2864,0,0.14501,0.09919,4.65,204,426,566,835,976,1197,1352,1561,1734,1926
149,0.28712,0,0.14493,0.09912,4.67,204,427,566,836,976,1197,1352,1561,1734,1926
150,0.28784,0,0.14486,0.09905,4.7,204,427,566,836,976,1197,1352,1561,1734,1926
151,0.28861,0,0.14478,0.09898,4.72,204,427,566,837,976,1197,1352,1561,1734,1926
152,0.2894,0,0.1447,0.0989,4.75,205,427,566,837,976,1197,1352,1561,1734,1926
153,0.29019,0,0.14462,0.09884,4.77,205,428,566,838,976,1197,1352,1561,1734,1926
154,0.29099,0,0.14454,0.09877,4.8,205,428,566,838,976,1197,1352,1561,1734,1926
155,0.2918,0,0.14446,0.0987,4.82,205,428,566,839,976,1197,1352,1561,1734,1926
156,0.29261,0,0.14437,0.09862,4.85,205,428,566,839,976,1197,1352,1561,1734,1926
157,0.29342,0,0.14429,0.09855,4.87,205,429,566,840,976,1197,1352,1561,1734,1926
158,0.29424,0,0.14421,0.09848,4.89,205,429,566,841,976,1197,1352,1561,1734,1926
159,0.29507,0,0.14412,0.09841,4.92,206,429,566,841,976,1197,1352,1561,1734,1926
160,0.2959,0,0.14404,0.09834,4.94,206,429,566,842,976,1197,1352,1561,1734,1926
161,0.29674,0,0.14395,0.09826,4.97,206,430,566,842,976,1197,1352,1561,1734,1926
162,0.29758,0,0.14387,0.09819,4.99,206,430,566,843,976,1197,1352,1561,1734,1926
163,0.29843,0,0.14378,0.09811,5.01,206,430,566,843,976,1197,1352,1561,1734,1926
164,0.29928,0,0.14369,0.09803,5.03,206,430,566,844,976,1197,1352,1561,1734,1926
165,0.30015,0,0.1436,0.09796,5.06,206,431,566,844,976,1197,1352,1561,1734,1926
166,0.30102,0,0.14351,0.09788,5.08,206,431,566,845,976,1197,1352,1561,1734,1926
167,0.3019,0,0.14342,0.09781,5.11,207,431,566,845,976,1197,1352,1561,1734,1926
168,0.30279,0,0.14333,0.09774,5.15,207,431,566,846,976,1197,1352,1561,1734,1926
169,0.30369,0,0.14324,0.09766,5.17,207,432,566,846,976,1197,1352,1561,1734,1926
170,0.30461,0,0.14314,0.09759,5.2,207,432,566,847,976,1197,1352,1561,1734,1926
171,0.30558,0,0.14304,0.09752,5.23,207,432,566,847,976,1197,1352,1561,1734,1926
172,0.30657,0,0.14294,0.09745,5.26,207,432,566,848,976,1197,1352,1561,1734,1926
173,0.30758,0,0.14284,0.09737,5.28,207,433,566,848,976,1197,1352,1561,1734,1926
174,0.30861,0,0.14273,0.09729,5.3,208,433,566,849,976,1197,1352,1561,1734,1926
175,0.30966,0,0.14262,0.09722,5.33,208,433,566,849,976,1197,1352,1561,1734,1926
176,0.31072,0,0.14251,0.09714,5.35,208,433,566,850,976,1197,1352,1561,1734,1926
177,0.3118,0,0.1424,0.09706,5.37,208,434,566,850,976,1197,1352,1561,1734,1926
178,0.31298,0,0.14228,0.09698,5.39,208,434,566,851,976,1197,1352,1561,1734,1926
179,0.31421,0,0.14215,0.0969,5.42,208,434,566,851,976,1197,1352,1561,1734,1926
180,0.31547,0,0.14202,0.09682,5.44,209,434,566,852,976,1197,1352,1561,1734,1926
181,0.31676,0,0.14189,0.09675,5.46,209,435,566,852,976,1197,1352,1561,1734,1926
182,0.31809,0,0.14175,0.09667,5.48,209,435,566,853,976,1197,1352,1561,1734,1926
183,0.31938,0,0.14162,0.0966,5.51,209,435,566,853,976,1197,1352,1561,1734,1926
184,0.32053,0,0.1415,0.09654,5.53,209,435,566,854,976,1197,1352,1561,1734,1926
185,0.32169,0,0.14137,0.09649,5.55,209,436,566,855,976,1197,1352,1561,1734,1926
186,0.3229,0,0.14125,0.09647,5.58,209,436,566,855,976,1197,1352,1561,1734,1926
187,0.32416,0,0.14112,0.09642,5.6,209,436,566,856,976,1197,1352,1561,1734,1926
188,0.32545,0,0.14098,0.09633,5.62,210,436,566,856,976,1197,1352,1561,1734,1926
189,0.32678,0,0.14084,0.09621,5.64,210,436,566,857,976,1197,1352,1561,1734,1926
190,0.32814,0,0.1407,0.09608,5.67,210,437,566,857,976,1197,1352,1561,1734,1926
191,0.32953,0,0.14056,0.096,5.69,210,437,566,858,976,1197,1352,1561,1734,1926
192,0.33095,0,0.14041,0.09591,5.71,210,437,566,858,976,1197,1352,1561,1734,1926
193,0.33231,0,0.14026,0.09583,5.74,210,438,566,859,976,1197,1352,1561,1734,1926
194,0.33363,0,0.14012,0.09575,5.76,210,438,566,859,976,1197,1352,1561,1734,1926
195,0.33499,0,0.13998,0.09568,5.78,211,438,566,860,976,1197,1352,1561,1734,1926
196,0.33637,0,0.13984,0.09561,5.81,211,438,566,860,976,1197,1352,1561,1734,1926
197,0.33778,0,0.13969,0.09554,5.83,211,439,566,861,976,1197,1352,1561,1734,1926
198,0.33922,0,0.13954,0.09548,5.85,211,439,566,861,976,1197,1352,1561,1734,1926
199,0.34065,0,0.13938,0.09543,5.88,211,439,566,862,976,1197,1352,1561,1734,1926
200,0.34208,0,0.13923,0.09537,5.9,211,439,566,862,976,1197,1352,1561,1734,1926
201,0.34351,0,0.13908,0.09532,5.92,211,440,566,863,976,1197,1352,1561,1734,1926
202,0.34495,0,0.13893,0.09527,5.94,211,440,566,863,976,1197,1352,1561,1734,1926
203,0.34637,0,0.13878,0.09521,5.97,212,440,566,864,976,1197,1352,1561,1734,1926
204,0.34783,0,0.13862,0.09515,5.99,212,440,566,864,976,1197,1352,1561,1734,1926
205,0.34932,0,0.13847,0.09509,6.01,212,440,566,865,976,1197,1352,1561,1734,1926
206,0.3508,0,0.13831,0.09502,6.03,212,441,566,865,976,1197,1352,1561,1734,1926
207,0.35228,0,0.13815,0.09495,6.06,212,441,566,866,976,1197,1352,1561,1734,1926
208,0.35378,0,0.13799,0.09488,6.08,212,441,566,866,976,1197,1352,1561,1734,1926
209,0.35528,0,0.13783,0.09481,6.1,212,441,566,867,976,1197,1352,1561,1734,1926
210,0.35679,0,0.13767,0.09474,6.13,213,442,566,868,976,1197,1352,1561,1734,1926
211,0.35833,0,0.1375,0.09467,6.15,213,442,566,868,976,1197,1352,1561,1734,1926
212,0.35988,0,0.13734,0.0946,6.17,213,442,566,869,976,1197,1352,1561,1734,1926
213,0.36144,0,0.13717,0.09452,6.19,213,443,566,869,976,1197,1352,1561,1734,1926
214,0.363,0,0.137,0.09445,6.22,213,443,566,870,976,1197,1352,1561,1734,1926
215,0.36458,0,0.13683,0.09437,6.25,213,443,566,870,976,1197,1352,1561,1734,1926
216,0.36616,0,0.13666,0.0943,6.28,213,443,566,870,976,1197,1352,1561,1734,1926
217,0.36776,0,0.13649,0.09422,6.3,213,444,566,871,976,1197,1352,1561,1734,1926
218,0.36936,0,0.13632,0.09415,6.32,214,444,566,871,976,1197,1352,1561,1734,1926
219,0.37097,0,0.13614,0.09407,6.34,214,444,566,872,976,1197,1352,1561,1734,1926
220,0.37259,0,0.13597,0.09399,6.37,214,444,566,872,976,1197,1352,1561,1734,1926
221,0.37422,0,0.13579,0.09392,6.39,214,445,566,873,976,1197,1352,1561,1734,1926
222,0.37585,0,0.13561,0.09384,6.41,214,445,566,873,976,1197,1352,1561,1734,1926
223,0.37749,0,0.13544,0.09377,6.44,214,445,566,874,976,1197,1352,1561,1734,1926
