epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.004095892061197446,0.0032502708559046588,-0.019917004073433775,-0.021822448181462617,0.01,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,102,109,115,121,128,134,141,147,153,160,166,172,179,185,192
1,0.006625707746054693,0.0065005417118093175,-0.02616084761398718,-0.026307907771964123,0.02,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,102,109,115,122,128,134,140,147,153,160,166,172,179,185,192
2,0.008794121190218046,0.009750812567713976,-0.03268373134382507,-0.03190933721492062,0.02,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,102,109,115,122,128,134,140,147,153,160,166,172,179,185,192
3,0.006505240332490061,0.010834236186348862,-0.04134445713612589,-0.03823498610880116,0.03,7,13,19,26,32,38,45,51,57,64,70,77,83,89,96,102,109,115,122,128,134,140,147,153,160,166,172,179,185,192
4,0.011926273942898446,0.01733477789815818,-0.04563826130914794,-0.041206173898983955,0.04,7,13,19,26,32,38,45,51,57,64,70,77,83,89,96,102,109,115,122,128,134,140,147,154,160,166,172,179,185,192
5,0.025780026502830983,0.027085590465872156,-0.04447176621597415,-0.04589895013123346,0.04,7,13,19,26,32,38,45,51,57,64,70,77,83,89,96,102,109,115,122,128,134,140,147,154,160,166,172,179,185,192
6,0.05445127093121311,0.0552546045503792,-0.041998199667972136,-0.04492827004219402,0.05,7,13,19,26,32,38,45,51,57,64,70,77,83,89,96,102,109,115,122,128,134,140,147,154,159,166,172,179,185,192
7,0.1374533188772437,0.14084507042253522,0.0006802955449596304,-0.0011201991465148442,0.06,7,13,19,26,32,38,45,51,57,64,70,77,83,89,96,102,109,115,122,127,134,140,147,154,159,166,172,179,185,192
8,0.13962173232140707,0.14409534127843987,3.835513740246821e-05,0.0,0.06,7,13,19,26,32,38,45,51,57,64,70,77,83,89,95,102,109,115,122,127,134,140,147,154,159,166,172,179,185,192
9,0.13962173232140707,0.14409534127843987,0.0,0.0,0.07,7,13,20,26,32,38,45,51,57,64,70,77,83,89,95,102,109,115,122,127,134,140,147,154,159,166,172,179,185,192
10,0.13962173232140707,0.14409534127843987,0.0,0.0,0.08,7,13,20,26,32,38,45,51,57,64,70,77,83,89,95,102,109,115,122,127,134,140,147,154,159,166,172,179,185,192
11,0.13962173232140707,0.14409534127843987,0.0,0.0,0.09,7,13,20,26,32,38,45,51,57,64,70,77,83,89,95,102,109,115,122,127,134,140,147,154,159,166,172,179,185,192
12,0.13962173232140707,0.14409534127843987,0.0,0.0,0.09,7,13,20,26,32,38,45,51,57,64,70,77,83,89,95,102,109,115,122,127,134,140,147,154,159,166,172,179,185,192
13,0.13962173232140707,0.14409534127843987,0.0,0.0,0.1,7,13,20,26,32,38,45,51,57,63,70,77,82,89,96,102,109,115,122,127,134,140,147,154,159,166,172,179,185,192
14,0.13962173232140707,0.14409534127843987,0.0,0.0,0.11,7,13,20,26,32,38,45,51,57,63,70,77,82,89,96,102,109,115,122,127,134,140,147,154,159,166,172,179,185,191
15,0.13962173232140707,0.14409534127843987,0.0,0.0,0.11,7,13,20,26,32,38,45,51,57,63,70,78,82,89,96,102,109,115,122,127,134,140,147,154,159,167,172,179,185,191
16,0.13962173232140707,0.14409534127843987,0.0,0.0,0.12,7,13,20,26,32,38,45,51,57,63,70,78,82,89,96,102,109,115,122,127,134,140,147,153,159,167,172,179,185,191
17,0.13962173232140707,0.14409534127843987,0.0,0.0,0.13,7,13,20,26,32,38,45,51,57,63,70,78,82,89,96,102,110,115,122,127,134,140,147,153,159,167,172,179,185,191
18,0.13962173232140707,0.14409534127843987,0.0,0.0,0.14,7,13,20,26,32,38,45,51,57,63,70,78,82,89,96,102,110,115,122,127,134,140,147,153,159,167,172,178,185,191
19,0.13962173232140707,0.14409534127843987,0.0,0.0,0.14,7,13,20,26,32,38,45,51,57,63,70,78,82,89,96,102,110,115,122,127,134,140,148,153,159,167,172,178,185,191
20,0.13962173232140707,0.14409534127843987,0.0,0.0,0.15,7,13,20,26,32,38,45,51,57,63,70,78,82,89,96,102,110,115,122,127,134,140,148,153,159,167,172,178,185,191
21,0.13962173232140707,0.14409534127843987,0.0,0.0,0.16,7,13,20,26,32,38,45,51,57,63,70,78,83,89,96,101,110,115,122,127,134,140,148,153,159,167,172,178,185,191
22,0.13962173232140707,0.14409534127843987,0.0,0.0,0.17,7,13,20,26,32,38,45,51,57,63,70,78,83,89,96,101,110,115,123,127,134,140,148,153,159,167,172,178,185,191
23,0.13962173232140707,0.14409534127843987,0.0,0.0,0.17,7,13,20,26,32,38,45,51,57,63,70,78,83,89,96,101,110,115,123,127,134,140,148,153,159,167,172,178,185,191
24,0.13962173232140707,0.14409534127843987,0.0,0.0,0.18,7,13,20,26,32,38,44,51,57,63,70,78,83,89,96,101,110,115,123,127,134,140,148,153,159,167,172,178,185,191
25,0.13962173232140707,0.14409534127843987,0.0,0.0,0.19,7,13,20,26,32,38,44,51,57,63,70,78,83,89,96,101,110,115,123,127,134,140,148,153,159,167,172,178,185,191
26,0.13962173232140707,0.14409534127843987,0.0,0.0,0.2,7,13,20,26,31,38,44,51,57,63,70,78,83,89,96,101,110,115,123,127,134,140,148,153,159,167,172,178,185,191
27,0.13962173232140707,0.14409534127843987,0.0,0.0,0.2,7,13,20,26,31,38,44,51,57,63,69,78,83,89,96,101,110,114,123,127,134,140,148,153,159,167,172,178,185,191
28,0.13962173232140707,0.14409534127843987,0.0,0.0,0.21,7,13,20,26,31,38,44,51,57,63,69,78,83,89,96,101,110,114,123,127,134,140,148,153,159,167,172,178,185,191
29,0.13962173232140707,0.14409534127843987,0.0,0.0,0.22,7,13,20,26,31,38,44,51,57,63,69,78,83,89,96,101,110,114,123,127,134,140,148,153,159,167,172,178,185,191
30,0.13962173232140707,0.14409534127843987,0.0,0.0,0.23,7,13,20,26,31,38,44,50,57,63,69,78,83,89,96,101,110,114,123,127,134,140,148,153,159,167,172,178,185,191
31,0.13962173232140707,0.14409534127843987,0.0,0.0,0.23,7,13,20,27,31,38,44,50,57,63,69,78,83,89,96,101,110,114,123,127,134,141,148,153,159,167,172,178,185,191
32,0.13962173232140707,0.14409534127843987,0.0,0.0,0.24,7,13,20,27,31,38,44,50,57,63,69,78,83,89,96,101,110,114,123,127,134,141,148,153,159,167,172,178,185,191
33,0.13962173232140707,0.14409534127843987,0.0,0.0,0.25,7,13,20,27,31,38,44,50,57,63,69,78,83,89,96,101,110,114,123,127,134,141,148,153,159,167,172,178,185,191
34,0.13962173232140707,0.14409534127843987,0.0,0.0,0.25,7,13,20,27,31,38,44,50,57,63,69,78,83,89,96,101,110,114,122,127,134,141,148,153,159,167,172,178,185,191
35,0.13962173232140707,0.14409534127843987,0.0,0.0,0.26,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,101,111,114,122,127,134,141,148,153,159,167,172,178,185,191
36,0.13962173232140707,0.14409534127843987,0.0,0.0,0.27,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,101,111,114,122,127,134,141,148,153,159,167,172,178,185,191
37,0.13962173232140707,0.14409534127843987,0.0,0.0,0.28,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,101,111,114,122,126,134,141,148,153,158,167,172,178,185,191
38,0.13962173232140707,0.14409534127843987,0.0,0.0,0.28,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,101,111,114,122,126,134,141,148,153,158,167,172,178,185,191
39,0.13962173232140707,0.14409534127843987,0.0,0.0,0.29,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,101,111,114,122,126,134,141,148,153,158,167,172,178,185,191
40,0.13962173232140707,0.14409534127843987,0.0,0.0,0.3,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,101,111,114,122,126,134,141,148,153,158,167,172,178,185,191
41,0.13962173232140707,0.14409534127843987,0.0,0.0,0.3,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,101,111,114,122,126,135,141,148,153,158,166,172,178,185,191
42,0.13962173232140707,0.14409534127843987,0.0,0.0,0.31,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,101,111,114,122,126,135,141,148,153,158,166,172,178,185,191
43,0.13962173232140707,0.14409534127843987,0.0,0.0,0.31,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,101,111,114,122,126,135,141,148,153,158,166,172,178,185,191
44,0.13962173232140707,0.14409534127843987,0.0,0.0,0.32,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,102,111,113,122,126,135,141,148,153,158,166,172,178,185,191
45,0.13962173232140707,0.14409534127843987,0.0,0.0,0.33,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,102,111,113,122,126,135,141,148,153,158,166,172,178,185,191
46,0.13962173232140707,0.14409534127843987,0.0,0.0,0.33,7,13,20,27,31,38,44,50,57,63,69,79,83,89,96,102,111,113,122,126,135,141,148,153,158,166,172,178,185,191
47,0.13962173232140707,0.14409534127843987,0.0,0.0,0.34,7,13,20,27,31,39,44,50,57,63,69,79,83,89,96,102,110,113,122,126,135,141,148,153,158,166,172,178,185,191
48,0.13962173232140707,0.14409534127843987,0.0,0.0,0.35,7,13,20,27,31,39,44,50,57,63,69,79,83,89,96,102,110,113,122,126,135,141,148,153,158,166,172,178,185,191
49,0.13974219973497168,0.14409534127843987,4.013170080474637e-05,0.0,0.35,7,13,20,27,31,39,44,50,57,63,69,79,83,89,96,102,110,113,122,126,135,142,147,153,158,166,172,178,185,191
50,0.14456089627755692,0.14626218851570963,0.0007213168113149315,-0.0014857245144546116,0.36,7,13,20,27,31,39,44,50,58,63,69,80,83,89,96,101,110,113,122,126,135,142,147,153,158,166,172,178,185,191
51,0.15672810504758464,0.15492957746478872,-0.0018040645242711761,-0.005650269941821051,0.37,7,13,20,27,31,39,44,50,58,63,69,80,83,89,96,101,110,113,122,126,135,142,147,153,158,166,172,178,185,191
52,0.18708589326587158,0.18634886240520043,0.020662284056735314,0.02355559625014969,0.37,7,13,20,27,31,39,44,50,58,63,69,80,83,89,96,101,110,113,121,126,135,142,147,153,158,166,172,178,185,191
53,0.21009516925671606,0.2112676056338028,0.03652550747085981,0.042330523270314724,0.38,7,13,20,27,31,39,44,50,58,63,68,80,83,89,96,101,111,113,121,125,135,142,147,153,158,166,172,178,185,191
54,0.22033489940970968,0.21560130010834236,0.03924611071702677,0.038756032480095515,0.39,7,13,20,27,31,39,44,50,58,63,68,80,83,89,96,101,111,113,121,125,135,142,147,153,158,166,172,178,185,191
55,0.22973135766775088,0.22643553629469124,0.04394000817710697,0.04699502545117995,0.39,7,13,20,27,31,39,44,50,58,63,68,80,83,89,96,101,111,113,121,125,135,142,147,153,158,166,172,178,185,191
56,0.2329839778339959,0.22535211267605634,0.04326799113468516,0.04181518559118391,0.4,7,13,21,27,30,39,44,50,58,63,68,80,83,89,96,101,111,113,121,125,135,142,147,153,158,166,172,178,185,191
57,0.23467052162390073,0.22535211267605634,0.041437542328610744,0.03898969012115572,0.41,7,13,21,27,30,39,44,50,58,63,68,80,83,89,96,101,111,113,121,125,135,142,147,153,158,166,172,178,185,191
58,0.23479098903746537,0.22535211267605634,0.03722095350051258,0.035407866465936855,0.41,7,13,21,27,30,39,44,50,58,62,68,80,83,89,96,101,111,112,121,125,135,142,147,153,158,166,172,178,185,191
59,0.2376822069630165,0.22426868905742145,0.03802037710074846,0.03204270994295089,0.42,7,13,21,27,30,39,44,50,58,62,68,80,83,89,96,101,111,112,121,125,135,142,147,153,158,166,172,178,185,191
60,0.24057342488856764,0.22426868905742145,0.03949618830737334,0.030551786356068256,0.43,7,13,21,27,30,39,44,50,58,62,68,80,83,89,96,101,111,112,121,125,135,142,147,153,158,166,172,178,185,191
61,0.2408143597156969,0.22535211267605634,0.03883077300948412,0.03041232948159467,0.43,7,13,21,27,30,39,44,50,58,62,68,80,83,89,96,101,111,112,121,125,135,142,147,153,157,166,172,178,185,191
62,0.2403324900614384,0.22643553629469124,0.037427705167273895,0.03091413068252835,0.44,7,13,21,27,30,39,44,50,58,62,68,80,83,89,96,102,111,112,121,125,135,142,147,153,157,166,172,178,185,191
63,0.240452957475003,0.22643553629469124,0.036531156840676426,0.030272441674821016,0.45,7,13,21,27,30,39,44,50,58,62,68,80,83,89,96,102,111,112,121,125,135,142,147,153,157,166,172,178,185,191
